sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.764;7.52;0.857;1.016;9.615;1.637;-0.466;-1.913;-1.022;0.029;-0.231;-0.533;8.0;29.4;-26.5;-20.0;262.3;-78.3;-33.8;3.0;1001.2;61.65;23.02592;72.54061;-2.0;157.10551631491586;;4.1;9.67742;295.1;18 / 21;7;2018-08-23 20:57:11:934
-0.273;7.456;1.178;0.694;9.645;1.632;-0.941;-2.208;-0.317;-0.054;0.364;-0.095;8.0;29.9;-25.0;-20.6;272.6;-79.6;-25.9;3.0;1001.2;61.65;23.02592;72.54061;-2.0;157.10551631491586;;4.1;9.67742;295.1;18 / 21;107;2018-08-23 20:57:12:034
1.432;8.521;0.517;0.84;9.625;1.683;0.642;-1.154;-1.068;-0.143;-0.578;0.185;12.0;30.2;-25.2;-20.2;271.7;-79.4;-24.5;3.0;1001.2;61.65;23.02592;72.54061;-2.0;157.10551631491586;;4.1;9.67742;295.1;18 / 21;206;2018-08-23 20:57:12:133
1.767;11.835;0.836;0.855;9.668;1.403;1.527;1.575;-1.185;0.232;0.16;-0.531;12.0;29.0;-25.2;-21.7;269.3;-79.8;-30.8;3.0;1001.2;66.81;23.02592;72.54061;-2.0;157.10551631491586;;4.1;9.67742;295.1;18 / 21;306;2018-08-23 20:57:12:233
0.453;14.488;0.979;0.521;9.734;1.075;-0.154;4.816;-0.198;0.058;-0.158;0.078;17.0;30.1;-24.3;-21.8;275.8;-83.0;-25.9;3.0;1001.2;66.81;23.02592;72.54061;-2.0;157.10551631491586;;4.1;9.67742;295.1;18 / 21;406;2018-08-23 20:57:12:333
0.22;10.623;1.772;0.743;9.715;1.116;-0.438;0.844;0.395;0.011;-0.511;0.337;17.0;29.2;-25.4;-21.2;266.8;-82.1;-33.6;3.0;1001.2;66.81;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;506;2018-08-23 20:57:12:433
1.063;6.299;2.617;0.943;9.64;1.535;0.276;-3.139;0.795;-0.189;0.126;-0.229;16.0;28.4;-25.7;-23.0;268.4;-79.8;-33.6;3.0;1001.2;65.87;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;606;2018-08-23 20:57:12:533
0.546;6.589;-0.273;0.697;9.708;1.201;-0.311;-3.011;-1.347;0.364;-0.453;0.019;16.0;28.1;-24.9;-23.3;274.4;-80.9;-28.0;3.0;1001.2;65.87;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;706;2018-08-23 20:57:12:633
0.263;9.694;-0.678;0.752;9.719;1.066;-0.539;-0.897;-1.95;-0.021;-0.125;0.061;22.0;27.6;-24.9;-23.6;269.5;-82.3;-34.6;3.0;1001.2;65.87;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;806;2018-08-23 20:57:12:733
0.362;13.655;2.852;0.801;9.716;1.063;-0.425;3.984;1.906;-0.118;-0.585;0.099;23.0;26.1;-25.0;-25.0;271.4;-82.2;-37.0;3.0;1001.2;64.73;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;906;2018-08-23 20:57:12:833
1.295;11.777;2.327;1.065;9.702;0.952;0.137;2.976;0.315;0.115;-0.104;0.28;23.0;24.5;-25.3;-26.5;265.7;-81.9;-45.9;3.0;1001.2;64.73;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;1006;2018-08-23 20:57:12:933
2.088;9.237;-0.366;1.269;9.698;0.716;0.774;-0.549;-1.13;-0.375;-0.555;-0.076;31.0;23.7;-25.8;-27.0;256.6;-81.5;-57.0;3.0;1001.2;64.73;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;1106;2018-08-23 20:57:13:033
0.323;6.884;2.349;1.131;9.688;1.014;-0.808;-2.805;1.335;0.216;0.343;-0.32;31.0;22.7;-25.7;-28.1;264.5;-80.8;-49.5;3.0;1001.2;67.21;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;1206;2018-08-23 20:57:13:133
-0.34;8.421;0.06;0.943;9.713;0.973;-1.28;-1.27;-0.958;-0.451;-0.147;0.287;32.0;24.5;-25.1;-28.0;267.7;-82.5;-45.5;3.0;1001.2;67.21;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;1307;2018-08-23 20:57:13:234
1.475;9.591;-0.069;1.27;9.639;1.287;0.205;-0.047;-1.356;-0.554;-0.361;0.178;32.0;22.9;-24.4;-29.2;269.7;-80.4;-45.6;3.0;1001.2;67.21;23.02592;72.54059;-2.0;157.10551631491586;;4.2;9.67742;289.9;19 / 22;1406;2018-08-23 20:57:13:333
1.274;12.022;2.89;1.277;9.626;1.373;0.322;1.587;1.543;0.309;0.346;-0.266;32.0;22.0;-24.1;-30.7;273.9;-78.8;-43.5;3.0;1001.2;67.21;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;1506;2018-08-23 20:57:13:433
1.846;11.871;1.226;1.066;9.694;1.026;0.78;2.176;0.2;0.149;-0.198;-0.026;32.0;23.5;-24.8;-28.5;269.3;-81.2;-45.1;3.0;1001.2;68.92;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;1606;2018-08-23 20:57:13:533
0.553;10.36;1.908;1.009;9.709;0.945;-0.394;0.592;1.267;0.092;0.08;-0.074;32.0;23.6;-25.0;-28.0;269.6;-81.5;-46.4;3.0;1001.2;68.92;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;1706;2018-08-23 20:57:13:633
0.448;7.748;2.67;1.022;9.658;1.359;-0.567;-1.92;1.272;-0.068;-0.045;-0.023;29.0;23.6;-24.8;-27.1;272.9;-80.3;-38.7;3.0;1001.2;68.92;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;1806;2018-08-23 20:57:13:733
0.601;7.745;0.065;0.828;9.671;1.396;0.115;-2.67;-1.636;-0.201;-0.207;-0.405;29.0;23.2;-23.2;-28.5;283.8;-80.5;-30.7;3.0;1001.2;64.55;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;1906;2018-08-23 20:57:13:833
0.053;9.232;0.579;0.67;9.704;1.246;-0.644;-0.366;-0.604;0.157;0.114;-0.009;31.0;23.8;-23.0;-29.5;289.2;-81.1;-26.9;3.0;1001.2;64.55;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;2006;2018-08-23 20:57:13:933
0.68;11.533;0.761;0.694;9.726;1.041;-0.055;1.759;-0.115;0.095;0.417;0.079;31.0;24.1;-23.3;-28.1;284.1;-82.3;-30.5;3.0;1001.2;64.55;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;2106;2018-08-23 20:57:14:033
0.453;13.267;0.089;0.527;9.766;0.715;-0.096;3.572;-0.67;-0.093;-0.023;0.2;31.0;24.4;-23.9;-27.1;279.9;-83.7;-33.2;3.0;1001.2;65.69;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;2206;2018-08-23 20:57:14:133
1.14;10.398;0.254;0.67;9.757;0.723;0.525;0.543;0.151;0.343;-0.373;0.034;31.0;24.8;-24.3;-26.6;273.9;-83.8;-37.9;3.0;1001.2;65.69;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;2306;2018-08-23 20:57:14:233
-0.498;7.822;2.847;0.771;9.725;0.995;-1.252;-1.87;1.885;0.01;0.294;0.063;28.0;24.8;-25.4;-27.2;271.5;-83.6;-43.5;3.0;1001.2;65.69;23.02593;72.54058;-2.1;157.10551631491586;;4.3;9.67742;300.0;17 / 21;2406;2018-08-23 20:57:14:333
1.051;7.508;-0.306;0.818;9.712;1.081;0.233;-2.204;-1.388;-0.228;0.149;0.067;28.0;23.8;-24.4;-26.1;274.3;-82.3;-37.7;3.0;1001.2;63.68;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;2506;2018-08-23 20:57:14:433
0.505;9.077;1.099;0.676;9.711;1.191;-0.059;-0.725;0.184;0.066;0.204;-0.101;28.0;25.3;-24.8;-25.9;279.8;-81.9;-30.6;3.0;1001.2;63.68;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;2606;2018-08-23 20:57:14:533
0.737;10.848;1.123;0.547;9.713;1.238;0.274;1.03;-0.194;-0.078;0.255;-0.156;27.0;25.1;-24.1;-25.3;282.7;-82.1;-27.2;3.0;1001.2;63.68;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;2706;2018-08-23 20:57:14:633
0.771;12.56;0.096;0.372;9.744;1.042;0.401;2.587;-0.659;0.201;-0.117;-0.172;27.0;26.7;-24.1;-25.4;287.4;-82.5;-21.8;3.0;1001.2;63.93;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;2806;2018-08-23 20:57:14:733
0.496;10.772;2.033;0.41;9.725;1.194;0.658;1.066;0.42;-0.592;0.115;-0.055;25.0;27.0;-24.1;-25.1;288.1;-83.2;-20.3;3.0;1001.2;63.93;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;2907;2018-08-23 20:57:14:834
-0.85;9.089;2.265;0.263;9.701;1.413;-1.154;-0.557;0.284;0.047;-0.632;-0.034;25.0;27.7;-23.5;-24.8;295.6;-81.5;-13.4;3.0;1001.2;63.93;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;3006;2018-08-23 20:57:14:933
0.412;8.495;-0.002;0.331;9.693;1.449;-0.128;-1.206;-1.42;0.053;-0.007;0.169;25.0;26.5;-23.5;-25.8;297.2;-81.2;-12.4;3.0;1001.2;63.93;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;3106;2018-08-23 20:57:15:033
0.158;8.84;1.214;0.467;9.702;1.349;-0.326;-0.91;-0.283;0.035;0.006;0.047;25.0;26.2;-23.3;-26.0;293.1;-81.5;-16.5;3.0;1001.2;65.74;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;3206;2018-08-23 20:57:15:133
0.658;10.48;0.371;0.42;9.742;1.045;0.251;0.764;-0.698;0.557;-0.075;-0.118;26.0;25.6;-24.0;-25.7;289.6;-82.7;-20.7;3.0;1001.2;65.74;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;3306;2018-08-23 20:57:15:233
0.642;11.217;1.252;0.351;9.781;0.612;0.276;1.448;0.669;0.35;-0.119;-0.033;26.0;25.6;-24.9;-25.6;285.5;-85.3;-26.3;3.0;1001.2;65.74;23.02594;72.54057;-2.1;157.10551631491586;;4.3;9.67742;300.1;18 / 23;3406;2018-08-23 20:57:15:333
1.01;11.263;2.006;0.327;9.784;0.588;0.602;1.81;0.866;-0.139;0.078;0.035;26.0;25.0;-25.0;-25.8;279.5;-86.4;-33.0;3.0;1001.2;68.06;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;3506;2018-08-23 20:57:15:433
1.59;10.338;-0.175;0.307;9.784;0.588;1.287;0.693;-0.667;-0.31;-0.551;0.109;27.0;25.6;-25.2;-25.1;284.1;-86.3;-27.3;3.0;1001.2;68.06;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;3606;2018-08-23 20:57:15:533
0.146;8.322;2.389;0.488;9.753;0.905;0.041;-1.236;1.511;0.077;0.147;-0.167;27.0;24.4;-24.0;-27.7;284.4;-84.6;-30.5;3.0;1001.2;68.06;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;3706;2018-08-23 20:57:15:633
0.527;7.767;-0.419;0.433;9.749;0.965;0.015;-1.975;-1.242;-0.016;-0.509;-0.052;27.0;24.0;-24.5;-27.7;291.2;-83.8;-24.2;3.0;1001.2;65.59;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;3806;2018-08-23 20:57:15:733
0.771;8.193;-0.204;0.387;9.754;0.941;0.51;-1.505;-1.295;-0.2;-0.029;-0.065;27.0;23.8;-23.2;-28.2;293.3;-84.1;-22.6;3.0;1001.2;65.59;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;3906;2018-08-23 20:57:15:833
0.529;11.643;-0.187;0.24;9.757;0.953;0.227;2.027;-1.088;-0.33;-0.214;-0.177;28.0;24.3;-22.7;-28.1;298.4;-84.4;-16.7;3.0;1001.2;65.59;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;4006;2018-08-23 20:57:15:933
0.46;12.757;0.951;0.097;9.739;1.147;0.391;3.044;-0.235;-0.291;-0.121;-0.119;28.0;24.4;-22.0;-28.7;309.0;-83.6;-8.3;3.0;1001.2;69.17;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;4106;2018-08-23 20:57:16:033
-1.944;10.453;3.864;-0.158;9.719;1.297;-1.626;0.99;2.889;0.769;0.864;-0.335;27.0;24.2;-20.8;-28.6;319.7;-82.0;2.3;3.0;1001.2;69.17;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;4206;2018-08-23 20:57:16:133
0.86;7.966;-0.393;-0.154;9.745;1.087;0.101;-0.977;-1.305;-0.71;-0.492;0.561;27.0;26.3;-21.3;-27.3;323.0;-83.8;11.4;3.0;1001.2;69.17;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;4306;2018-08-23 20:57:16:233
0.072;8.263;1.216;0.092;9.694;1.482;0.107;-1.654;-0.172;-0.03;0.14;-0.062;26.0;24.6;-19.7;-29.3;310.5;-81.5;-4.8;3.0;1001.2;69.17;23.02595;72.54056;-2.1;157.10551631491586;;4.4;9.67742;309.8;20 / 23;4406;2018-08-23 20:57:16:333
0.575;9.122;0.704;0.234;9.677;1.571;0.34;-0.555;-0.867;-0.064;-0.143;0.178;26.0;26.1;-21.2;-29.5;307.9;-80.7;-6.9;3.0;1001.2;63.12;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;4506;2018-08-23 20:57:16:433
0.151;11.282;1.293;0.263;9.694;1.46;-0.134;1.358;-0.172;0.292;-0.269;-0.081;26.0;24.5;-20.6;-29.6;306.6;-81.0;-10.4;3.0;1001.2;63.12;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;4606;2018-08-23 20:57:16:533
0.639;12.879;1.159;0.391;9.729;1.167;0.617;2.85;0.093;0.077;-0.279;0.082;26.0;24.2;-22.0;-30.1;304.8;-82.2;-13.6;3.0;1001.2;63.12;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;4706;2018-08-23 20:57:16:633
0.872;9.299;3.249;0.714;9.694;1.298;0.241;-0.447;1.659;0.175;-0.746;0.144;26.0;23.0;-21.7;-30.3;290.9;-81.4;-26.7;3.0;1001.2;62.47;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;4806;2018-08-23 20:57:16:733
0.828;9.86;-0.46;0.641;9.734;1.0;0.187;0.125;-1.459;0.07;0.158;-0.247;25.0;21.1;-22.7;-32.5;289.3;-82.2;-33.0;3.0;1001.2;62.47;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;4906;2018-08-23 20:57:16:833
-0.165;7.099;1.858;0.641;9.726;1.079;-0.818;-2.634;0.875;0.014;-0.318;0.009;25.0;20.9;-21.9;-32.1;291.8;-82.7;-30.9;3.0;1001.2;62.47;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;5006;2018-08-23 20:57:16:933
0.108;8.251;0.089;0.602;9.751;0.848;-0.509;-1.553;-0.771;0.398;0.156;-0.034;14.0;20.9;-22.1;-31.6;289.8;-83.3;-33.2;3.0;1001.2;62.54;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;5106;2018-08-23 20:57:17:033
1.379;10.547;-0.939;0.651;9.777;0.393;0.728;0.77;-1.332;0.278;0.24;0.105;14.0;21.8;-23.8;-30.2;280.0;-84.7;-42.6;3.0;1001.2;62.54;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;5206;2018-08-23 20:57:17:133
-0.479;13.331;1.97;0.502;9.773;0.641;-0.651;3.243;1.396;-0.189;0.342;-0.712;12.0;22.0;-24.3;-29.9;263.7;-85.2;-56.9;3.0;1001.2;62.54;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;5306;2018-08-23 20:57:17:233
-1.19;11.263;3.534;0.313;9.763;0.866;-1.786;2.103;2.773;-0.432;0.089;0.444;22.0;23.4;-21.8;-29.9;302.6;-85.2;-17.5;3.0;1001.2;62.82;23.02595;72.54055;-2.1;157.10551631491586;;4.3;9.67742;309.1;18 / 23;5406;2018-08-23 20:57:17:333
-1.281;7.133;0.455;0.509;9.727;1.139;-1.847;-2.247;-0.572;-0.165;0.495;0.343;22.0;24.1;-22.2;-29.9;289.2;-83.2;-27.3;3.0;1001.2;62.82;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;5506;2018-08-23 20:57:17:433
-0.132;6.769;-1.015;0.438;9.729;1.155;-0.52;-2.831;-2.192;0.212;1.022;-0.059;22.0;24.8;-23.1;-27.8;292.1;-82.5;-21.7;3.0;1001.2;62.82;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;5606;2018-08-23 20:57:17:533
-0.364;9.939;2.354;0.266;9.723;1.248;-0.72;0.342;1.206;0.092;1.024;-0.071;22.0;27.7;-22.0;-25.6;295.0;-82.4;-14.6;3.0;1001.2;62.82;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;5706;2018-08-23 20:57:17:633
-0.419;13.353;1.013;0.064;9.759;0.967;-0.519;3.644;0.166;0.191;0.503;0.116;20.0;30.5;-22.9;-22.0;299.4;-84.1;-3.5;3.0;1001.2;63.36;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;5806;2018-08-23 20:57:17:733
0.208;12.189;1.592;0.184;9.755;0.99;0.153;2.501;0.406;-0.073;0.454;-0.019;20.0;30.6;-22.9;-21.5;291.1;-84.3;-10.9;3.0;1001.2;63.36;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;5906;2018-08-23 20:57:17:833
1.178;9.84;0.742;0.195;9.769;0.836;1.179;0.05;0.496;0.048;-0.632;-0.024;17.0;30.7;-23.6;-20.0;287.8;-84.9;-11.8;3.0;1001.2;63.36;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;6006;2018-08-23 20:57:17:933
-1.398;7.686;1.614;0.034;9.776;0.778;-1.523;-2.167;0.855;0.301;0.803;-0.226;17.0;31.2;-23.0;-20.2;289.1;-84.9;-11.8;3.0;1001.2;62.89;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;6106;2018-08-23 20:57:18:033
-0.426;7.197;-0.529;-0.025;9.771;0.832;-0.399;-2.505;-1.224;-0.103;0.296;0.007;16.0;32.2;-23.2;-18.2;298.8;-85.3;2.1;3.0;1001.2;62.89;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;6207;2018-08-23 20:57:18:134
0.158;10.142;-0.117;-0.05;9.775;0.786;0.304;0.518;-0.867;-0.195;0.13;0.139;14.0;32.7;-22.8;-17.2;299.5;-85.4;4.8;3.0;1001.2;62.89;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;6306;2018-08-23 20:57:18:233
0.01;11.902;2.193;0.053;9.783;0.675;-0.048;2.25;1.446;0.182;0.432;0.064;14.0;33.3;-24.2;-16.2;289.7;-85.9;-3.6;3.0;1001.2;62.44;23.02596;72.54054;-2.1;157.10551631491586;;4.3;9.67742;308.7;16 / 21;6406;2018-08-23 20:57:18:333
-0.338;11.186;1.235;0.085;9.786;0.625;-0.286;1.563;0.144;0.003;0.503;-0.027;14.0;33.2;-24.3;-15.4;287.0;-86.4;-6.5;3.0;1001.2;62.44;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;6506;2018-08-23 20:57:18:433
-1.008;9.51;0.395;-0.006;9.79;0.565;-1.057;-0.034;-0.229;-0.322;0.191;0.137;14.0;33.3;-23.9;-13.1;290.2;-86.9;0.7;3.0;1001.2;62.44;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;6606;2018-08-23 20:57:18:533
-0.56;7.635;1.41;-0.09;9.759;0.959;-0.458;-2.133;0.425;-0.124;0.307;-0.013;13.0;34.4;-23.0;-13.5;290.8;-85.2;1.4;3.0;1001.2;63.84;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;6706;2018-08-23 20:57:18:633
0.419;8.143;-0.62;-0.037;9.758;0.973;0.611;-1.876;-1.51;0.011;0.005;0.054;13.0;34.1;-24.1;-13.1;289.4;-84.3;2.2;3.0;1001.2;63.84;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;6807;2018-08-23 20:57:18:734
-0.153;10.796;1.065;0.024;9.782;0.697;-0.17;1.158;0.373;0.219;-0.253;0.132;11.0;34.0;-24.2;-13.6;288.9;-85.5;-0.6;3.0;1001.2;63.84;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;6906;2018-08-23 20:57:18:833
0.23;13.061;0.924;0.086;9.799;0.385;0.144;3.262;0.54;0.369;-0.043;-0.048;11.0;33.8;-25.1;-12.6;277.7;-87.3;-11.4;3.0;1001.2;63.84;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;7006;2018-08-23 20:57:18:933
1.013;10.688;1.707;0.122;9.803;0.24;0.877;0.923;1.463;0.228;-0.21;0.014;8.0;33.2;-24.7;-13.0;268.5;-88.3;-21.8;3.0;1001.2;65.37;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;7106;2018-08-23 20:57:19:033
0.271;9.453;0.304;0.006;9.806;0.068;0.585;0.101;-0.592;-0.237;0.156;-0.044;9.0;34.4;-25.4;-12.7;276.0;-89.6;-14.7;3.0;1001.2;65.37;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;7206;2018-08-23 20:57:19:133
-0.333;6.864;0.192;0.088;9.8;0.363;-0.569;-2.679;0.607;0.045;-0.355;0.181;9.0;32.8;-24.7;-13.2;281.2;-88.3;-9.7;3.0;1001.2;65.37;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;7306;2018-08-23 20:57:19:233
0.974;7.116;-0.644;0.221;9.798;0.345;0.341;-3.788;-1.453;0.0;-0.078;-0.144;11.0;31.7;-24.8;-14.9;260.7;-87.6;-32.7;3.0;1001.2;66.57;23.02597;72.54053;-2.1;157.10551631491586;;4.3;9.67742;301.6;19 / 23;7410;2018-08-23 20:57:19:337
0.541;10.834;0.503;0.082;9.805;0.167;0.471;1.115;0.377;0.123;0.1;-0.082;11.0;32.6;-25.7;-14.3;270.7;-88.4;-21.2;3.0;1001.2;66.57;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;7506;2018-08-23 20:57:19:433
0.273;13.458;0.158;-0.011;9.806;0.095;0.226;3.714;0.197;0.16;-0.147;-0.031;9.0;32.8;-25.4;-14.0;281.5;-89.0;-10.8;3.0;1001.2;66.57;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;7606;2018-08-23 20:57:19:533
-1.324;10.662;2.629;-0.022;9.806;0.053;-1.656;1.463;2.847;0.558;0.856;0.184;9.0;33.5;-24.8;-13.1;310.9;-89.2;19.8;3.0;1001.2;67.09;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;7706;2018-08-23 20:57:19:633
-0.163;7.841;0.704;0.165;9.8;0.31;-0.471;-1.696;0.124;-0.625;0.185;0.235;8.0;33.5;-26.0;-11.1;190.2;-89.5;-98.2;3.0;1001.2;67.09;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;7806;2018-08-23 20:57:19:733
0.752;7.159;-0.498;0.16;9.788;0.575;0.592;-2.63;-1.073;-0.174;-0.036;0.019;8.0;32.9;-25.8;-11.8;271.5;-86.7;-17.5;3.0;1001.2;67.09;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;7906;2018-08-23 20:57:19:833
0.036;9.86;0.936;0.169;9.773;0.796;-0.1;-0.023;0.03;0.068;0.338;-0.063;10.0;33.4;-25.8;-13.3;274.4;-85.4;-13.6;3.0;1001.2;65.94;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;8006;2018-08-23 20:57:19:933
-0.089;10.992;0.951;0.217;9.777;0.726;-0.315;1.272;0.349;0.12;-0.162;0.006;8.0;33.2;-24.8;-11.5;269.4;-85.5;-15.8;3.0;1001.2;65.94;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;8106;2018-08-23 20:57:20:033
-0.134;13.152;0.668;0.106;9.788;0.597;-0.316;3.268;0.257;-0.255;0.14;0.07;8.0;32.8;-25.5;-12.0;275.1;-86.7;-12.4;3.0;1001.2;65.94;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;8206;2018-08-23 20:57:20:133
1.281;10.022;1.872;0.255;9.784;0.614;1.026;0.238;1.259;-0.238;-0.621;0.048;7.0;33.6;-25.5;-12.1;267.9;-86.2;-19.4;3.0;1001.2;65.94;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;8306;2018-08-23 20:57:20:233
-0.019;7.578;1.973;0.289;9.759;0.926;-0.32;-2.241;0.954;-0.207;-0.19;-0.075;7.0;32.6;-25.3;-12.7;268.6;-84.7;-19.2;3.0;1001.2;66.42;23.02597;72.54052;-2.1;157.10551631491586;;4.3;9.67742;296.4;18 / 21;8407;2018-08-23 20:57:20:334
