ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z,ORIENTATION_X,ORIENTATION_Y,PRT_X,PRT_Y,PRT_Z,OUT
0.764,7.52,0.857,1.016,9.615,1.6369999999999998,-0.466,-1.913,-1.022,0.028999999999999998,-0.231,-0.5329999999999999,29.4,-26.5,-20.0,262.3,-78.3,-33.8,0.7881702532224248,7.553799788015579,-0.43294504791150257,0.0
-0.273,7.456,1.178,0.6940000000000001,9.645,1.632,-0.941,-2.208,-0.317,-0.054000000000000006,0.364,-0.095,29.9,-25.0,-20.6,272.6,-79.6,-25.9,-0.23933989905386077,7.549195951575058,-0.08065914358361503,0.0
1.432,8.521,0.517,0.84,9.625,1.683,0.642,-1.1540000000000001,-1.068,-0.14300000000000002,-0.578,0.185,30.2,-25.2,-20.2,271.7,-79.4,-24.5,1.4465663853907849,8.480423938026295,-0.95666583716993,0.0
1.767,11.835,0.836,0.855,9.668,1.403,1.527,1.575,-1.185,0.23199999999999998,0.16,-0.531,29.0,-25.2,-21.7,269.3,-79.8,-30.8,1.7869393385744863,11.800001389945052,-1.20632706906123,0.0
0.45299999999999996,14.488,0.9790000000000001,0.521,9.734,1.075,-0.154,4.816,-0.198,0.057999999999999996,-0.158,0.078,30.1,-24.3,-21.8,275.8,-83.0,-25.9,0.4712874805388647,14.443478327292231,-1.4931898471818585,0.0
0.22,10.623,1.7719999999999998,0.743,9.715,1.1159999999999999,-0.43799999999999994,0.8440000000000001,0.395,0.011000000000000001,-0.511,0.337,29.2,-25.4,-21.2,266.8,-82.1,-33.6,0.2544708945944869,10.768899671008189,-0.05057113370285671,0.0
1.063,6.2989999999999995,2.617,0.943,9.64,1.535,0.276,-3.139,0.795,-0.18899999999999997,0.126,-0.22899999999999998,28.4,-25.7,-23.0,268.4,-79.8,-33.6,1.1327217172580943,6.643363749904595,1.4962348070090548,0.0
0.546,6.5889999999999995,-0.273,0.6970000000000001,9.708,1.2009999999999998,-0.311,-3.011,-1.347,0.364,-0.45299999999999996,0.019,28.1,-24.9,-23.3,274.4,-80.9,-28.0,0.5401580066374474,6.446690140243878,-1.3913955453241273,0.0
0.263,9.693999999999999,-0.6779999999999999,0.752,9.719,1.0659999999999998,-0.539,-0.897,-1.95,-0.021,-0.125,0.061,27.6,-24.9,-23.6,269.5,-82.3,-34.6,0.25034087211487754,9.439603499371595,-2.3094813752009964,0.0
0.36200000000000004,13.655,2.852,0.8009999999999999,9.716000000000001,1.063,-0.425,3.984,1.906,-0.11800000000000001,-0.585,0.099,26.1,-25.0,-25.0,271.4,-82.2,-37.0,0.41484741532161173,13.939238417987815,0.4995067051537081,0.0
1.295,11.777000000000001,2.327,1.065,9.702,0.9520000000000001,0.13699999999999998,2.9760000000000004,0.315,0.115,-0.10400000000000001,0.28,24.5,-25.3,-26.5,265.7,-81.9,-45.9,1.3334838310341597,11.997035244648094,0.2874877580731443,0.0
2.088,9.237,-0.366,1.2690000000000001,9.698,0.716,0.774,-0.5489999999999999,-1.13,-0.375,-0.555,-0.076,23.7,-25.8,-27.0,256.6,-81.5,-57.0,2.0832633438769035,9.03895206684454,-1.9424799544256874,0.0
0.32299999999999995,6.8839999999999995,2.349,1.131,9.687999999999999,1.014,-0.8079999999999999,-2.805,1.335,0.21600000000000003,0.34299999999999997,-0.32,22.7,-25.7,-28.1,264.5,-80.8,-49.5,0.36451901930629427,7.180098329364746,1.1510429467302927,0.0
-0.34,8.421,0.06,0.943,9.713,0.973,-1.28,-1.27,-0.958,-0.451,-0.147,0.287,24.5,-25.1,-28.0,267.7,-82.5,-45.5,-0.33893210013143243,8.311382081650066,-1.35591073612045,0.0
1.475,9.591000000000001,-0.069,1.27,9.639,1.287,0.205,-0.047,-1.3559999999999999,-0.5539999999999999,-0.361,0.17800000000000002,22.9,-24.4,-29.2,269.7,-80.4,-45.6,1.4730781281075769,9.43849935486058,-1.7065865805131304,0.0
1.274,12.022,2.89,1.2770000000000001,9.626,1.3730000000000002,0.322,1.587,1.5430000000000001,0.309,0.34600000000000003,-0.266,22.0,-24.1,-30.7,273.9,-78.8,-43.5,1.3428817671792437,12.33074484883739,0.8081212979792793,0.0
1.8459999999999999,11.870999999999999,1.226,1.0659999999999998,9.693999999999999,1.026,0.78,2.176,0.2,0.149,-0.198,-0.026000000000000002,23.5,-24.8,-28.5,269.3,-81.2,-45.1,1.8676569491900161,11.902337584439302,-0.8231953268731522,0.0
0.5529999999999999,10.36,1.9080000000000001,1.0090000000000001,9.709,0.945,-0.39399999999999996,0.5920000000000001,1.2670000000000001,0.092,0.08,-0.07400000000000001,23.6,-25.0,-28.0,269.6,-81.5,-46.4,0.5843927054203928,10.531804916760727,0.12427132068986269,0.0
0.44799999999999995,7.747999999999999,2.67,1.022,9.658,1.359,-0.5670000000000001,-1.92,1.272,-0.068,-0.045,-0.023,23.6,-24.8,-27.1,272.9,-80.3,-38.7,0.5111978698317908,8.084214221618591,1.3210848409012754,0.0
0.601,7.745,0.065,0.828,9.671,1.396,0.115,-2.67,-1.636,-0.201,-0.207,-0.405,23.2,-23.2,-28.5,283.8,-80.5,-30.7,0.6024051746129442,7.643389249960836,-1.2514630554605606,0.0
0.053,9.232000000000001,0.579,0.67,9.704,1.246,-0.644,-0.366,-0.604,0.157,0.114,-0.009000000000000001,23.8,-23.0,-29.5,289.2,-81.1,-26.9,0.06557787960575756,9.197283595031886,-0.9866853674114234,0.0
0.68,11.533,0.7609999999999999,0.6940000000000001,9.726,1.041,-0.055,1.7590000000000001,-0.115,0.095,0.41700000000000004,0.079,24.1,-23.3,-28.1,284.1,-82.3,-30.5,0.6937135272512365,11.493687568359364,-1.2105856529176382,0.0
0.45299999999999996,13.267000000000001,0.08900000000000001,0.527,9.766,0.715,-0.096,3.572,-0.67,-0.09300000000000001,-0.023,0.2,24.4,-23.9,-27.1,279.9,-83.7,-33.2,0.45407533994573085,13.08888070805108,-2.1682795936090655,0.0
