ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z,ORIENTATION_X,ORIENTATION_Y,PRT_X,PRT_Y,PRT_Z,OUT
-0.903,7.997000000000001,6.7589999999999995,-0.324,8.148,5.4479999999999995,-0.579,-0.151,1.311,0.11800000000000001,1.801,0.879,-28.8,-28.0,-0.4,120.0,-56.2,2.7,-0.25720552588040246,8.882053458314084,5.611993467664355,0.19
-0.35700000000000004,8.179,5.44,-0.439,8.226,5.32,0.083,-0.047,0.11900000000000001,0.083,1.2670000000000001,0.9670000000000001,-30.2,-25.0,-5.6,111.1,-56.7,4.9,0.14892479700290528,8.874577660234744,4.223361547073621,0.19
-0.46399999999999997,8.603,5.16,-0.37200000000000005,8.372,5.093,0.03,0.324,-0.063,0.14800000000000002,1.008,0.826,-30.7,-23.4,-10.1,104.0,-57.6,4.6,-0.0041012415525378265,9.265648157281241,3.873015931452964,0.19
-0.086,8.521,4.224,-0.154,8.481,4.921,0.065,-0.024,-0.753,0.276,0.89,0.638,-31.2,-20.5,-12.8,90.8,-59.5,2.2,0.2766607356558445,9.049574849209245,2.913016801514517,0.19
0.63,9.038,3.795,-0.042,8.594,4.724,0.852,0.47100000000000003,-0.7709999999999999,0.157,0.669,0.336,-32.0,-19.4,-15.1,88.2,-60.7,1.1,0.9404009208024825,9.493935890173047,2.3377759562109377,0.19
1.324,8.504,4.743,-0.034,8.734,4.459,0.966,-0.5529999999999999,0.217,0.435,0.56,0.267,-31.9,-18.4,-16.5,81.6,-61.9,0.8,1.6887405401120874,9.107789155139491,3.2807580059653016,0.19
0.441,8.921,6.002000000000001,0.08199999999999999,8.857999999999999,4.207,0.359,0.063,1.796,0.009000000000000001,1.0959999999999999,0.34299999999999997,-31.2,-18.2,-18.9,72.0,-64.6,-1.0,0.8801188918328994,9.731352345529471,4.508757951298438,0.19
0.6920000000000001,8.399,3.56,0.174,8.861,4.198,0.446,-0.33,-0.583,-0.1,0.5870000000000001,0.35,-30.5,-16.9,-21.7,64.9,-64.8,-2.1,0.950747544707446,8.837858091704529,2.1642570219651613,0.19
-0.256,9.498,4.1419999999999995,0.161,8.857999999999999,4.205,-0.384,0.379,-0.09,-0.015,0.818,0.457,-29.6,-16.0,-23.7,63.1,-64.4,-2.6,0.048402359812757756,10.02370175388001,2.6375678874348094,0.19
0.764,8.442,5.105,0.327,8.802,4.311,0.447,-0.37,0.8290000000000001,-0.039,0.708,0.47100000000000003,-29.9,-14.5,-25.4,57.9,-63.9,-4.0,1.1455823167919648,9.112749835617134,3.682053311525168,0.19
0.797,9.199,3.596,0.342,8.837,4.237,0.47200000000000003,0.268,-0.62,0.159,0.7709999999999999,0.244,-27.8,-12.9,-25.7,52.6,-64.2,-4.7,1.0605023511216087,9.631678299355956,2.072229210531761,0.19
0.34,9.649,4.075,0.17,8.911,4.092,0.14400000000000002,0.738,-0.026000000000000002,0.174,0.935,0.2,-26.9,-13.4,-27.9,51.6,-65.0,-3.3,0.6299179423722467,10.158388593329462,2.496952256810559,0.19
-0.096,9.342,3.895,-0.057999999999999996,8.988,3.9219999999999997,-0.11900000000000001,0.33299999999999996,0.54,0.309,0.782,0.14300000000000002,-24.5,-13.3,-30.6,47.8,-65.9,-0.7,0.17063658450181424,9.835397777279532,2.3851705848249996,0.19
-0.006999999999999999,8.236,4.705,-0.095,9.039,3.803,0.095,-0.7929999999999999,1.182,0.035,0.446,0.223,-22.0,-13.1,-32.6,42.7,-67.1,1.6,0.30508006014518463,8.871354930730082,3.3428667113591097,0.19
0.16,8.603,4.295,-0.073,8.991,3.9160000000000004,0.068,-0.47,0.547,0.042,0.038,0.061,-19.7,-13.9,-34.5,41.3,-66.7,1.3,0.4529488394421408,9.165239147397148,2.877057997306763,0.19
0.35,9.292,4.006,0.003,9.043,3.795,0.282,0.391,0.10800000000000001,-0.08199999999999999,-0.318,0.191,-20.2,-13.5,-35.1,37.4,-67.1,1.0,0.614377072730411,9.801130786187226,2.46417859023168,0.19
0.127,9.302,4.121,0.215,8.988999999999999,3.9139999999999997,-0.254,0.174,1.473,-0.42700000000000005,-0.5489999999999999,-0.184,-21.8,-12.7,-35.6,34.7,-67.0,-2.6,0.4079995319940751,9.828785051880228,2.5989410893339677,0.19
0.8,9.704,4.7,0.342,9.057,3.745,0.28600000000000003,0.858,0.615,-0.017,-1.5619999999999998,-0.289,-24.8,-13.5,-31.6,40.2,-67.4,-4.8,1.1052772634715526,10.313067344324578,3.0523138964200305,0.19
1.235,9.479,3.991,0.653,9.125,3.534,0.899,-0.012,0.297,0.7759999999999999,-1.339,-0.804,-30.0,-15.1,-27.1,44.9,-67.4,-9.4,1.4786601899912917,9.978692482537452,2.3545715919218555,0.19
0.747,10.232999999999999,3.3569999999999998,0.8059999999999999,9.222999999999999,3.233,0.28600000000000003,0.201,0.22,-0.35700000000000004,-2.9539999999999997,-0.877,-32.8,-18.3,-22.2,50.9,-70.2,-11.9,0.9351344299662109,10.63115075074516,1.626623592851891,0.19
1.8630000000000002,7.59,4.444,1.173,9.163,3.2910000000000004,0.738,-1.9369999999999998,1.8259999999999998,-0.039,-2.5610000000000004,-0.742,-37.1,-20.2,-10.4,68.0,-69.3,-18.6,2.115045361772267,8.182627366598664,3.065811066754801,0.19
2.4330000000000003,8.205,4.14,1.436,9.091000000000001,3.385,1.001,-0.853,0.647,-0.14300000000000002,-2.266,-0.772,-36.2,-23.2,-1.8,77.0,-68.5,-21.4,2.6732017312743346,8.732227044893994,2.6425967040647365,0.19
1.8869999999999998,8.586,4.271,1.525,9.072000000000001,3.397,0.36200000000000004,-0.484,0.92,-0.107,-1.993,-0.772,-34.0,-26.2,5.3,90.6,-67.6,-23.6,2.136758803640527,9.133216459300836,2.7459469992374173,0.19
1.0270000000000001,8.947000000000001,4.02,1.412,9.102,3.366,-0.397,-0.25,0.613,-0.075,-1.416,-0.741,-30.0,-28.2,11.1,104.5,-67.9,-23.4,1.2612586284532068,9.459640102595158,2.487644227281267,0.19
1.2830000000000001,8.773,3.924,1.215,9.111,3.417,0.068,-0.33899999999999997,0.507,-0.19899999999999998,-1.473,-0.775,-25.0,-29.3,13.3,116.0,-68.4,-20.8,1.514599589199333,9.270457545683968,2.402914683892957,0.19
-0.136,9.488999999999999,3.3569999999999998,0.978,9.185,3.2939999999999996,-1.114,0.304,0.063,-0.064,-1.198,-0.47600000000000003,-20.4,-31.2,16.5,130.7,-69.4,-16.9,0.05711625278583368,9.90354862858388,1.8015349829914533,0.19
-0.244,8.651,3.637,0.8759999999999999,9.272,3.071,-1.053,0.166,-0.40399999999999997,0.015,-0.85,-0.083,-17.3,-31.3,19.1,137.0,-70.8,-15.8,-0.04880305096961679,9.12523478210798,2.2033643442750908,0.19
-0.20800000000000002,10.066,1.86,0.7909999999999999,9.347000000000001,2.859,-1.004,0.659,-0.894,0.11699999999999999,-1.044,-0.369,-15.0,-31.0,20.9,140.2,-71.9,-16.1,-0.11496750250055818,10.235749616120989,0.20840410132199172,0.19
-1.391,9.96,3.843,0.6,9.293,3.074,-1.955,0.636,0.654,-0.361,-0.6920000000000001,-0.37,-11.9,-32.1,21.2,147.0,-71.9,-13.5,-1.1829149000827597,10.461012435232698,2.252345703720696,0.19
-0.218,9.235,1.86,0.35200000000000004,9.283,3.142,-0.52,-0.01,-1.296,0.09300000000000001,-0.441,-0.331,-8.7,-33.2,20.5,157.3,-70.9,-8.7,-0.11572422875838156,9.415569881757499,0.35496577950461283,0.19
0.39299999999999996,9.005,3.594,0.268,9.279,3.162,0.125,-0.27399999999999997,0.43200000000000005,-0.073,-0.52,-0.25,-7.6,-32.5,21.1,163.3,-71.4,-5.0,0.5906442986934114,9.462295184487486,2.068192243009805,0.19
-0.192,9.065,2.8280000000000003,0.223,9.273,3.1839999999999997,-0.491,-0.1,-0.217,0.057,-0.562,-0.183,-5.0,-33.1,19.2,167.3,-71.1,-4.1,-0.034628829934066435,9.403251870214719,1.3365358616366345,0.19
-0.23199999999999998,10.032,3.23,0.141,9.333,3.009,-0.39899999999999997,0.6970000000000001,0.16399999999999998,0.077,-0.439,-0.11800000000000001,-3.4,-32.5,20.2,172.2,-71.9,-2.9,-0.062128260618436404,10.424270216520094,1.5679536128995126,0.19
0.263,9.711,3.0860000000000003,0.23,9.38,2.853,-0.094,0.501,-0.068,0.127,-0.645,0.033,-2.4,-32.4,22.0,173.4,-72.9,-3.9,0.4162756252631189,10.081359637669726,1.44533333863698,0.19
-0.39299999999999996,9.651,4.9030000000000005,0.33299999999999996,9.417,2.718,-0.596,0.043,2.267,0.124,-0.318,0.061,-0.4,-32.3,21.7,173.4,-73.8,-6.4,-0.16005625622702416,10.32530917633254,3.2707845248480742,0.19
0.728,8.612,3.304,0.354,9.421,2.699,0.225,-0.8759999999999999,0.557,0.2,-0.521,-0.261,1.0,-32.6,21.7,174.5,-73.9,-7.7,0.8827746047918577,9.030455860797113,1.8123244586247853,0.19
-0.848,9.706,3.115,0.126,9.479,2.51,-0.948,0.239,0.597,0.039,0.057,-0.026000000000000002,1.9,-31.1,23.6,180.9,-75.0,-3.8,-0.7107688218531938,10.09209566095715,1.5077061557117957,0.19
-0.45,8.77,2.3609999999999998,0.11199999999999999,9.466000000000001,2.5580000000000003,-0.531,-0.612,-0.135,0.021,-0.021,0.002,3.2,-31.9,22.4,183.8,-74.9,-2.7,-0.3441784892767352,9.041793824371426,0.9040058656214005,0.19
-0.239,9.448,2.1069999999999998,-0.13,9.468,2.552,-0.11,-0.02,-0.445,0.034,0.637,0.023,2.4,-32.1,21.7,185.9,-74.8,0.3,-0.14494648121167425,9.667297269220692,0.5325673911370536,0.19
0.366,10.025,3.79,-0.161,9.463,2.569,0.85,-0.128,-0.395,-0.518,0.93,0.26,0.5,-31.8,24.6,184.6,-75.1,3.6,0.5355094540203544,10.508372706348062,2.0702689895600317,0.19
-0.618,10.154,1.3119999999999998,-0.192,9.458,2.5839999999999996,0.11699999999999999,0.61,-1.198,0.297,1.693,0.091,-2.6,-32.0,24.6,177.0,-74.3,2.9,-0.5582213550927776,10.235922805612375,-0.34822009744249405,0.19
0.455,9.242,0.261,-0.29600000000000004,9.512,2.369,0.6459999999999999,-0.332,-2.235,-0.299,1.686,0.209,-7.4,-30.7,24.9,174.6,-75.7,7.1,0.4653995876464027,9.154918228647935,-1.2886370515348182,0.19
-0.67,9.151,2.069,-0.49200000000000005,9.501,2.38,-0.17800000000000002,-0.35,-0.312,-0.265,1.7719999999999998,0.44,-12.2,-31.1,22.3,167.1,-75.8,11.3,-0.5835028731531042,9.371290333385273,0.5557912237718392,0.19
-1.3119999999999998,9.838,3.733,-0.5329999999999999,9.469,2.495,-0.779,0.369,1.237,-0.23800000000000002,1.754,0.584,-18.7,-31.1,19.4,157.7,-75.2,12.1,-1.148250468430104,10.326899493140774,2.1164934964036357,0.19
-1.137,9.769,3.522,-0.525,9.417,2.6839999999999997,-0.591,0.27699999999999997,0.847,-0.034,1.383,0.344,-21.8,-30.5,16.1,148.2,-74.3,10.7,-0.9708261517883858,10.221694098260746,1.924858525862408,0.19
-0.79,9.57,2.445,-0.486,9.446,2.591,-0.304,0.124,-0.146,-0.005,1.0590000000000002,0.429,-25.2,-29.9,12.4,138.8,-74.2,11.2,-0.6786634813237804,9.846957077660411,0.874000680681088,0.19
-0.9940000000000001,9.113,2.6460000000000004,-0.363,9.466000000000001,2.5380000000000003,-0.789,-0.205,0.38799999999999996,0.015,0.888,0.48100000000000004,-26.3,-28.0,10.1,131.2,-74.8,8.9,-0.8758548100904967,9.430891132280298,1.1520815087128933,0.19
-1.6159999999999999,9.544,2.5860000000000003,-0.39799999999999996,9.478,2.487,-1.263,0.106,0.049,0.046,1.0979999999999999,0.265,-29.0,-27.0,7.1,122.5,-75.0,8.1,-1.502264282092836,9.850693664799213,1.045860578199969,0.19
-1.839,9.414,2.411,-0.5820000000000001,9.487,2.414,-1.2570000000000001,-0.073,-0.003,0.085,1.338,0.312,-30.2,-26.3,4.1,120.0,-75.2,12.0,-1.7358171680778522,9.69504956415673,0.900661261268964,0.19
-1.255,10.221,0.9790000000000001,-0.833,9.515,2.222,-0.42200000000000004,0.706,-1.242,-0.129,1.56,0.23600000000000002,-30.0,-25.5,-0.9,116.9,-75.9,18.4,-1.2160990578005264,10.25013929209752,-0.6767972918202625,0.19
