PRT(X),PRT(Y),PRT(Z),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-4.54E+00,7.56E-01,9.20E+00,5.4045,2.1185,8.4929,8.3346,1.4612,4.9567,-2.6521,0.7053,3.8971,0.6863,2.1553,1.7216,254,-41.79,27.37,10.35,43.83,-8.57,-59.26,2,63.751,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1003,2018-09-02 17:22:42:844
-2.41E+00,1.79E+00,1.12E+01,7.4981,2.9433,8.4065,7.6366,0.8542,6.0929,0.431,2.4718,2.5228,0.3353,0.7896,0.5009,254,-36.22,34.06,-1.97,31.76,-5.91,-54.1,2,63.751,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1103,2018-09-02 17:22:42:944
-4.25E-01,1.69E+00,1.10E+01,7.9044,2.64,7.3243,7.4016,0.8387,6.3784,0.9609,1.6242,0.8111,-0.1472,-0.2112,-0.0509,344,-32.54,35.12,-5.84,25.11,-4.99,-49.44,2,66.123,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1203,2018-09-02 17:22:43:044
-1.09E+00,3.86E+00,8.38E+00,5.3991,4.7209,5.8976,7.5325,1.1814,6.1673,-2.1865,3.4214,0.4224,-1.009,-0.2437,-1.0496,450,-36.6,33.31,-4.09,27.43,-6.06,-50.28,2,66.123,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1303,2018-09-02 17:22:43:144
-3.72E+00,5.06E+00,5.53E+00,1.4623,5.7323,5.9203,7.6269,1.2298,6.0405,-5.4055,4.7511,0.2536,-1.1741,-0.1702,-0.4392,450,-38.85,34.06,-0.28,33.51,-7.43,-51.5,2,66.123,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1403,2018-09-02 17:22:43:244
-4.95E+00,3.83E+00,5.00E+00,0.2692,4.287,6.7649,7.4079,0.8924,6.3638,-6.7607,3.6433,0.5347,-0.3587,-0.1457,-0.0233,335,-39.6,36.25,1.41,34.81,-5.42,-49.26,0,66.123,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1503,2018-09-02 17:22:43:344
-3.61E+00,4.33E+00,1.57E+01,8.4273,5.5351,13.2532,7.0277,0.8693,6.7842,-4.937,6.3355,8.971,0.9447,-1.1992,1.3611,207,-40.29,39.94,-5.84,40.08,-4.47,-45.73,0,66.433,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1602,2018-09-02 17:22:43:443
-8.13E+00,7.16E+00,8.69E+00,0.4447,7.768,11.5037,6.5633,0.8369,7.2383,-5.8325,6.9676,4.5809,0.7838,2.224,0.5445,464,-34.04,42.5,-13.9,19.28,-4.11,-47.14,2,66.433,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1703,2018-09-02 17:22:43:544
-4.87E+00,3.72E+00,4.94E+00,-1.1707,4.1013,6.6154,5.8019,0.7755,7.8681,-7.2062,3.3642,-0.9518,1.4059,0.6314,2.5233,2931,-20.04,37,-28.78,358.39,-4.54,-36.4,2,66.433,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1803,2018-09-02 17:22:43:644
-4.53E+00,3.60E+00,5.35E+00,-0.6557,4.0074,6.752,5.6646,0.6741,7.9767,-5.9153,3.3392,-0.5171,1.0997,0.7539,2.2138,2931,-18.16,36.62,-28.78,358.39,-4.54,-36.4,2,61.85,19.300062,72.86194,-132.26,0,6.12,29.361288,57.7,Nov-33,1903,2018-09-02 17:22:43:744
-4.53E+00,3.60E+00,5.35E+00,-0.6557,4.0074,6.752,5.6646,0.6741,7.9767,-5.9153,3.3392,-0.5171,1.0997,0.7539,2.2138,2931,-18.16,36.62,-28.78,358.39,-4.54,-36.4,2,61.85,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2003,2018-09-02 17:22:43:844
-1.71E+00,4.30E+00,7.17E+00,-0.223,3.8427,7.6156,1.9129,-0.6181,9.5984,4.7983,0.8503,0.4441,0.1271,1.5955,1.5821,3645,-16.72,35.87,-24.53,19.03,3.61,-11.27,2,61.85,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2103,2018-09-02 17:22:43:944
3.13E+00,4.69E+00,1.53E+01,5.3634,3.7619,14.9695,1.3817,-1.1535,9.6401,4.0311,4.8707,5.622,-1.7457,-0.4147,-0.2906,3645,6.53,26.69,-24.53,329.44,3.44,-8.37,2,63.547,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2203,2018-09-02 17:22:44:044
6.52E+00,3.48E+00,7.80E+00,8.015,2.6817,6.6394,2.2022,-0.9325,9.5106,6.7974,4.5041,-2.7652,-0.3235,-0.5819,-1.0811,3791,5.4,26.69,-25.4,338.02,5.71,-11.54,2,63.547,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2302,2018-09-02 17:22:44:143
1.10E+00,2.82E+00,6.68E+00,2.9152,2.276,6.3353,2.9006,-0.6054,9.3483,0.4959,2.5531,-1.7995,0.8408,-1.8421,-1.4896,4406,1.34,25.94,-24.97,342.2,4.59,-15.66,2,63.547,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2403,2018-09-02 17:22:44:244
-2.33E+00,4.94E+00,9.54E+00,2.4844,5.0322,9.4476,5.3712,0.1914,8.2027,-2.3094,4.8995,1.6635,-0.6969,-2.6155,-1.5615,3963,-10.41,23,-26.22,351.13,-0.58,-28.53,2,60.66,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2503,2018-09-02 17:22:44:344
-6.01E+00,3.66E+00,7.98E+00,0.2308,3.7864,9.9465,6.2927,0.0689,7.5212,-5.9225,3.8249,2.4767,-2.2687,-1.6578,-2.3322,3984,-17.47,25.19,-23.65,349.67,-0.9,-38.52,2,60.66,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2603,2018-09-02 17:22:44:444
-5.80E+00,4.14E+00,5.22E+00,-0.7282,4.1725,7.7486,7.3542,0.425,6.4734,-6.1193,3.4369,1.5468,-1.3808,-0.722,-1.9232,3984,-26.29,24.44,-20.28,1.14,-0.37,-42.76,2,60.66,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2702,2018-09-02 17:22:44:543
-7.74E+00,4.65E+00,8.66E+00,1.3488,5.1607,11.3187,7.771,1.1303,5.874,-5.8867,4.1083,5.8495,0.5718,-1.3595,-0.6118,3560,-32.91,21.87,-24.09,11.32,-3.41,-49.53,2,65.14,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2803,2018-09-02 17:22:44:644
-5.83E+00,2.77E+00,1.14E+01,5.7804,4.3672,10.9386,8.0529,1.6916,5.3347,-1.724,2.7909,5.9672,1.5977,-0.2522,0.4428,2909,-32.22,16.31,-18.59,8.39,-8.17,-55.96,2,65.14,19.300064,72.861946,-135.48,0,1.76,29.361288,59.2,Dec-35,2903,2018-09-02 17:22:44:744
-3.11E+00,3.49E+00,8.77E+00,4.9814,4.9529,7.0324,8.1593,1.885,5.1032,-2.614,3.073,1.931,1.2147,-0.4466,0.5515,2593,-32.54,13.37,-16.9,8.62,-9.93,-56.48,2,65.14,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3002,2018-09-02 17:22:44:843
-3.11E+00,3.49E+00,8.77E+00,4.9814,4.9529,7.0324,8.1593,1.885,5.1032,-2.614,3.073,1.931,1.2147,-0.4466,0.5515,2593,-32.54,13.37,-16.9,8.62,-9.93,-56.48,2,65.14,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3103,2018-09-02 17:22:44:944
-2.88E+00,3.17E+00,8.58E+00,5.0931,4.7621,6.5827,8.1593,1.885,5.1032,-2.614,3.073,1.931,0.5218,0.9553,0.0838,1804,-31.85,12.25,-18.15,5.18,-11.08,-57.98,2,65.32,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3203,2018-09-02 17:22:45:044
-2.78E+00,4.74E+00,7.99E+00,2.5223,6.7771,6.4542,6.5406,2.8057,6.7468,-3.302,3.7859,0.2213,0.5511,0.9702,0.3288,1804,-25.91,6.37,-20.28,15.99,-16.2,-44.99,2,65.32,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3303,2018-09-02 17:22:45:144
-1.85E+00,3.64E+00,9.28E+00,3.6303,6.2681,7.0978,6.0517,2.9815,7.1175,-2.169,3.4987,0.6608,0.9644,0.5233,0.9163,2158,-23.35,7.5,-20.28,15.85,-17.51,-40.54,2,65.32,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3403,2018-09-02 17:22:45:244
6.89E-01,2.65E+00,9.01E+00,5.4669,5.3815,5.4539,5.9178,3.0897,7.1836,-0.6228,2.8764,-2.4289,0.0056,0.4748,0.4103,2856,-20.04,7.12,-28.34,14.13,-18.61,-39.95,2,61.05,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3503,2018-09-02 17:22:45:344
-1.66E+00,7.56E-01,1.25E+01,6.0639,4.6414,10.0651,6.7064,2.8125,6.5791,-1.0909,2.6614,2.6379,-0.0412,-2.8381,1.4234,2856,-22.97,9.69,-18.59,358.15,-18.29,-39.18,2,61.05,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3602,2018-09-02 17:22:45:443
-3.31E+00,-2.56E-01,1.43E+01,7.4941,3.8485,11.9898,7.3683,2.7211,5.8715,1.253,1.0989,6.7884,2.3125,-3.1662,1.05,3664,-24.47,10.44,-16.84,14.62,-16.67,-45.55,2,61.05,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3703,2018-09-02 17:22:45:544
-3.31E+00,-2.56E-01,1.43E+01,7.4941,3.8485,11.9898,7.3683,2.7211,5.8715,1.253,1.0989,6.7884,2.3125,-3.1662,1.05,3664,-24.47,10.44,-16.84,14.62,-16.67,-45.55,2,59.489,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3803,2018-09-02 17:22:45:644
-3.31E+00,-2.56E-01,1.43E+01,7.4941,3.8485,11.9898,7.3683,2.7211,5.8715,1.253,1.0989,6.7884,2.3125,-3.1662,1.05,3664,-24.47,10.44,-16.84,14.62,-16.67,-45.55,2,59.489,19.300053,72.86197,-141.94,0,2.7,29.361288,70.8,13 / 36,3903,2018-09-02 17:22:45:744
-3.31E+00,-2.56E-01,1.43E+01,7.4941,3.8485,11.9898,7.3683,2.7211,5.8715,1.253,1.0989,6.7884,2.3125,-3.1662,1.05,3664,-24.47,10.44,-16.84,14.62,-16.67,-45.55,2,59.489,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4003,2018-09-02 17:22:45:844
-9.81E+00,-1.61E+00,9.32E+00,9.354,2.8762,9.489,8.6918,4.5308,-0.3088,1.3185,-1.2765,10.8608,-1.0042,0.7092,-1.5162,3664,-27.41,10.44,-15.59,321.19,-27.52,-92.03,2,59.656,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4103,2018-09-02 17:22:45:944
-4.57E+00,8.32E+00,1.15E+00,-2.9844,7.781,4.681,8.4016,5.0406,-0.4193,-10.3675,3.0903,5.4265,0.0941,-0.3273,-0.2043,1102,-31.1,-7.63,-28.78,284.85,-29.95,-92.14,2,59.656,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4203,2018-09-02 17:22:46:044
-4.86E+00,7.48E+00,2.94E+00,-1.1955,7.9634,4.8369,8.5565,4.7871,0.2021,-9.0993,3.6252,4.8142,0.1521,0.7028,0.8561,2734,-32.91,-7.25,-24.53,293.01,-29.22,-88.65,2,59.656,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4303,2018-09-02 17:22:46:144
-2.97E+00,4.70E+00,2.59E+00,0.0466,5.3695,2.975,8.7714,4.3752,0.3005,-8.2082,2.0814,2.7249,0.2086,0.8637,0.8748,3510,-30.35,-6.13,-24.09,293.8,-27.54,-88.51,2,59.656,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4403,2018-09-02 17:22:46:244
-2.97E+00,4.70E+00,2.59E+00,0.0466,5.3695,2.975,8.7714,4.3752,0.3005,-8.2082,2.0814,2.7249,0.2086,0.8637,0.8748,3510,-30.35,-6.13,-24.09,293.8,-27.54,-88.51,2,63.0175,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4503,2018-09-02 17:22:46:344
-2.97E+00,4.70E+00,2.59E+00,0.0466,5.3695,2.975,8.7714,4.3752,0.3005,-8.2082,2.0814,2.7249,0.2086,0.8637,0.8748,3510,-30.35,-6.13,-24.09,293.8,-27.54,-88.51,2,63.0175,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4603,2018-09-02 17:22:46:444
-9.09E+00,3.14E+00,6.11E+00,-0.52858,6.05713,9.6391,7.23733,5.69569,3.36908,-7.10755,0.87956,6.5765,-1.18692,0.10306,-1.23393,5934,-25.537,1.248,-29.654,320.132,-34.616,-67.193,2,63.0175,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4703,2018-09-02 17:22:46:544
-8.12E+00,-7.09E-01,5.36E+00,-0.90961,2.72559,9.32512,6.19181,6.13029,4.50017,-7.48902,0.49059,7.32847,0.29965,-0.16272,-1.17694,5934,-24.849,1.561,-31.779,334.076,-37.786,-54.51,2,59.4617,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4803,2018-09-02 17:22:46:644
-6.63E+00,1.10E+00,5.56E+00,-1.14371,4.42877,7.42807,5.99194,6.33911,4.48137,-6.3651,0.33771,5.76748,1.95241,-0.51106,-0.99583,6592,-25.911,-4.314,-31.779,338.159,-40.271,-53.207,2,59.4617,19.300053,72.86198,-145.16,0,2.7,29.361288,70.7,13 / 36,4903,2018-09-02 17:22:46:744
-6.77E+00,1.08E+00,5.45E+00,-0.85968,4.79431,7.27776,5.67646,7.34077,3.17196,-6.03535,-1.64916,4.44949,0.36197,-1.20988,-0.45149,6999.0005,-25.911,-6.564,-30.904,328.72,-48.465,-60.804,2,59.4617,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5003,2018-09-02 17:22:46:844
-7.61E+00,-7.21E-01,6.00E+00,1.65245,4.65907,8.37006,5.10296,8.25143,1.42971,-2.97863,-2.85772,7.15211,-0.55522,-3.0874,-1.31595,6787.0005,-32.912,-10.939,-24.966,330.18,-57.29,-74.349,2,58.7254,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5103,2018-09-02 17:22:46:944
-5.59E+00,4.36E-01,4.76E+00,1.55203,4.44867,5.64749,4.40607,8.75972,0.15585,-1.76583,-4.40834,6.35545,1.70793,-2.2858,-2.4659,5223,-34.036,-18.314,-11.717,334.515,-63.284,-87.974,2,58.7254,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5203,2018-09-02 17:22:47:044
-5.35E+00,8.77E+00,6.50E+00,-1.65012,8.998,7.99594,1.34609,9.40286,-2.43818,-3.3899,0.6833,9.0462,0.20058,-1.6738,-1.782,5223,-29.224,-27.939,2.783,305.941,-70.982,-127.441,2,58.7254,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5303,2018-09-02 17:22:47:144
6.36E-01,7.59E+00,1.64E+00,-2.29346,3.83939,6.37704,0.27924,9.2565,-3.22639,-0.96584,-4.98942,8.97652,1.31271,-1.63332,-1.99559,3501,-27.037,-29.752,23.659,297.751,-72.584,-165.605,2,57.6421,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5403,2018-09-02 17:22:47:244
4.58E+00,5.01E+00,6.36E+00,-3.83421,7.71652,3.49945,-0.93023,9.19724,-3.27351,-4.00177,0.56497,5.68852,-0.69104,-0.71347,-0.28264,3047,-21.474,-33.127,25.845,281.429,-69.338,165.645,2,57.6421,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5503,2018-09-02 17:22:47:344
4.58E+00,5.01E+00,6.36E+00,-3.83421,7.71652,3.49945,-0.93023,9.19724,-3.27351,-4.00177,0.56497,5.68852,-0.69104,-0.71347,-0.28264,3047,-21.474,-33.127,25.845,281.429,-69.338,165.645,2,57.6421,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5603,2018-09-02 17:22:47:444
4.58E+00,5.01E+00,6.36E+00,-3.83421,7.71652,3.49945,-0.93023,9.19724,-3.27351,-4.00177,0.56497,5.68852,-0.69104,-0.71347,-0.28264,3047,-21.474,-33.127,25.845,281.429,-69.338,165.645,2,57.6421,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5702,2018-09-02 17:22:47:543
7.89E+00,7.48E+00,2.72E+00,0.62399,7.52777,8.28386,-7.64531,5.94596,-1.5379,7.07368,2.2361,9.24516,0.48981,-1.20189,-2.50798,1460,-9.724,-40.814,20.221,211.966,-38.981,103.889,2,53.528,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5802,2018-09-02 17:22:47:643
8.34E+00,5.79E+00,5.43E+00,-3.03703,7.58205,8.11777,-8.79362,4.27961,-0.72633,6.76864,3.97563,6.59482,0.87968,-1.02985,-1.72821,1460,4.338,-40.501,30.47,218.654,-25.874,94.722,2,53.528,19.300049,72.86199,-145.161,0,2.52,29.361286,71.8,Oct-31,5903,2018-09-02 17:22:47:744
8.27E+00,2.47E+00,6.44E+00,-5.19046,4.76653,8.14421,-9.04413,3.78462,-0.2251,0.97692,2.37153,5.73295,2.1857,-2.24266,-0.13724,2226,7.651,-37.502,33.908,226.879,-22.701,91.426,2,53.528,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6003,2018-09-02 17:22:47:844
3.64E+00,7.90E+00,7.13E+00,-3.14487,10.08472,3.8671,-8.63994,4.49995,1.12791,4.17727,5.86932,3.66993,1.79529,-2.02534,0.47902,2843,12.776,-33.502,38.158,233.333,-23.42,86.098,2,50.1731,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6103,2018-09-02 17:22:47:944
7.46E-01,1.34E+01,4.71E+00,2.51541,13.97136,0.3306,-8.43676,4.79101,1.42749,10.12497,9.83879,-0.70995,1.19287,-0.75821,-0.58038,2843,14.276,-30.502,40.346,240.573,-29.245,80.397,2,50.1731,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6203,2018-09-02 17:22:48:044
9.60E-01,8.60E+00,2.75E+00,1.5338,8.91481,0.79637,-8.80958,4.23779,0.77647,9.554,6.11651,-0.30739,1.44055,0.45619,-0.99478,1881,17.589,-24.252,46.283,251.455,-26.905,83.682,2,50.1731,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6303,2018-09-02 17:22:48:144
-1.89E+00,3.51E+00,1.98E+00,-0.49599,4.0089,-1.87219,-9.03287,3.80612,0.30169,7.38651,0.80919,-2.19698,0.94786,-0.03809,-0.37,1255,20.901,-16.502,48.907,258.46,-23.363,87.696,2,54.5471,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6403,2018-09-02 17:22:48:244
2.07E-01,4.38E+00,2.88E+00,-0.92812,5.1568,0.24352,-9.00438,3.87985,0.19569,6.60178,1.91229,0.07987,1.38142,0.15259,0.00391,1046,20.901,-13.565,49.721,264.806,-22.99,87.743,2,54.5471,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6503,2018-09-02 17:22:48:344
-5.09E+00,2.52E+00,3.54E+00,-2.14046,3.73779,-5.12546,-8.9479,4.0129,-0.04628,5.28635,0.40706,-5.08704,0.1846,-0.97073,0.20311,957,21.651,-9.502,48.907,270.072,-23.913,90.825,2,54.5471,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6603,2018-09-02 17:22:48:444
-5.35E-01,-1.39E+00,4.90E+00,-5.04106,0.86827,-0.20932,-8.71189,4.40038,0.95391,2.12803,-2.75283,-0.9943,-2.95633,-0.56752,1.19168,773,22.026,-15.752,47.658,264.758,-25.651,86.288,2,54.5471,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6703,2018-09-02 17:22:48:544
1.07E+01,8.04E+00,5.61E+00,4.05811,9.80176,9.8931,-7.45481,5.55866,3.11407,10.07082,5.218,7.26316,-3.01865,-0.30228,2.55415,885,14.651,-32.751,33.533,234.227,-34.529,67.328,2,50.6494,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6803,2018-09-02 17:22:48:644
1.07E+01,1.02E+01,5.36E+00,7.60179,11.43778,7.73529,-6.30722,5.44319,5.1731,13.23376,7.62799,2.87284,-3.42612,-0.51532,0.03534,1201,9.464,-39.752,28.471,218.175,-35.783,54.174,2,50.6494,19.300053,72.86199,-145.161,0,2.844,24.467743,9.2,13 / 36,6902,2018-09-02 17:22:48:743
9.88E+00,4.58E+00,8.95E+00,2.9843,6.64436,12.06166,-5.94702,2.41866,7.41306,9.67925,5.15972,5.23053,-3.0325,-1.06075,-1.73779,1201,10.963,-41.939,10.909,200.609,-14.278,38.738,2,50.6494,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7003,2018-09-02 17:22:48:844
6.37E+00,5.13E+00,4.09E+00,3.90285,5.53528,6.14229,-3.71403,0.77723,9.0428,6.91358,4.90523,-1.18815,-1.3089,-3.77504,-0.24429,1928,11.713,-41.252,4.095,199.912,-6.078,28.607,2,60.6992,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7103,2018-09-02 17:22:48:944
6.02E+00,5.00E+00,9.88E+00,4.64424,4.33041,10.88945,-0.42217,-1.20067,9.72371,5.1129,5.37563,2.55853,-1.9209,-2.493,-1.61955,2296,12.776,-36.064,-3.154,194.266,3.847,7.443,2,60.6992,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7202,2018-09-02 17:22:49:043
1.65E+00,7.46E+00,7.21E+00,3.53314,5.56235,8.18344,2.69414,-2.49299,9.09379,1.34621,7.58601,0.80165,-1.65298,-3.31218,-1.59612,1994,11.339,-32.002,-11.717,198.941,13.579,-12.68,2,60.6992,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7303,2018-09-02 17:22:49:144
1.30E+00,7.98E+00,8.07E+00,5.7052,4.99721,8.54289,4.89889,-3.16419,7.88411,3.20239,7.73208,2.34826,-2.26231,-0.27138,-4.06273,1847,10.213,-23.126,-20.654,206.225,18.554,-26.479,2,63.5938,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7403,2018-09-02 17:22:49:244
-3.48E+00,4.61E+00,4.84E+00,1.32704,3.43716,6.57245,6.48786,-2.15426,7.03116,-3.50753,5.6151,2.3993,-0.76189,-1.87886,-3.19455,1819,15.025,-15.002,-25.342,234.88,12.69,-42.699,2,63.5938,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7502,2018-09-02 17:22:49:343
-3.39E+00,4.29E+00,6.10E+00,3.14072,3.49069,6.70898,8.12176,-0.60202,5.46306,-4.92029,4.98442,1.70853,-0.9483,-1.34731,-2.51598,1978,11.339,-11.314,-27.092,247.048,7.215,-52.28,2,63.5938,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7603,2018-09-02 17:22:49:444
-6.16E+00,1.08E+01,-8.01E-02,-3.56592,10.80589,5.03629,8.32788,0.26515,5.1717,-10.40572,10.28001,0.32067,-2.06737,-0.05887,-0.95963,1763,9.088,-5.814,-31.779,259.796,-1.549,-58.159,2,61.1804,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7703,2018-09-02 17:22:49:544
-7.51E+00,8.32E+00,3.82E+00,-1.5988,8.3965,8.19356,7.83888,0.20265,5.88908,-7.96637,8.52792,4.46849,1.75214,1.01386,1.55388,2382,9.464,-2.127,-30.904,266.657,-1.184,-53.084,2,61.1804,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7803,2018-09-02 17:22:49:644
-6.84E+00,7.09E+00,4.14E+00,-1.53226,7.15413,7.79477,7.13416,0.16561,6.72657,-7.07848,6.95222,2.92102,1.57051,1.01653,1.44894,2382,11.339,-8.752,-26.654,252.157,-0.891,-48.362,2,61.1804,19.300058,72.86199,-141.935,0,1.512,24.467743,8.5,13 / 35,7903,2018-09-02 17:22:49:744
-1.83E-01,6.16E+00,8.10E+00,5.29923,6.71419,5.51663,6.97331,0.82764,6.84532,-0.57371,6.02175,0.77307,2.16547,-0.38057,0.39061,2434,10.963,-15.752,-24.092,238.278,-4.037,-45.219,2,61.1804,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8003,2018-09-02 17:22:49:844
-2.40E+00,5.38E+00,4.59E+00,-0.08165,6.27635,4.04982,5.13739,2.35478,8.01452,-4.11829,4.42612,-2.24749,0.20432,2.24051,-1.30264,2108,18.713,-15.065,-21.092,244.761,-12.958,-35.155,2,61.408,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8102,2018-09-02 17:22:49:943
-1.35E+00,7.01E+00,5.67E+00,0.23135,8.35239,3.65201,3.52798,3.01112,8.64042,-2.53689,5.94098,-3.41531,0.62828,2.02107,0.72563,1749,25.713,-15.065,-15.092,247.307,-16.795,-25.306,2,61.408,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8203,2018-09-02 17:22:50:044
2.80E+00,5.84E+00,7.03E+00,4.24585,7.87715,3.364,3.15617,3.42465,8.63022,1.89281,5.11769,-3.65974,0.7428,0.97604,1.25346,1658,26.088,-19.44,-12.529,239.801,-19.843,-20.457,2,61.408,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8303,2018-09-02 17:22:50:144
1.34E-01,3.51E+00,6.66E+00,1.4624,5.57423,4.84563,2.00724,3.26004,9.02849,0.09656,2.96132,-2.2056,-0.04283,1.41547,0.89447,1612,29.776,-20.189,-9.154,235.761,-19.944,-15.277,2,66.0193,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8402,2018-09-02 17:22:50:243
1.70E-01,6.41E+00,1.05E+01,1.64958,9.21497,7.99435,1.89313,2.52215,9.28575,0.18845,7.26835,0.82752,-1.98534,-1.17099,0.92163,1630,27.901,-21.689,-9.154,236.963,-17.073,-10.469,2,66.0193,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8503,2018-09-02 17:22:50:344
4.12E+00,5.42E+00,9.09E+00,6.23688,7.19446,6.189,2.84289,2.04214,9.16068,4.53797,6.10313,-1.33362,-0.98506,-0.38803,-0.28052,1718,24.213,-21.315,-12.529,234.025,-12.019,-17.241,2,66.0193,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8603,2018-09-02 17:22:50:444
