PRT(X),PRT(Y),PRT(Z),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-3.61E-02,3.54E-02,1.02E+01,-0.77264,0.42976,10.17407,-0.82261,0.3558,9.76561,-0.10945,-0.04506,0.22748,-0.02844,0.38588,0.24838,4761,33.713,-12.689,-13.779,252.888,-2.213,4.14,1.97,68.5311,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143003,2018-09-02 17:25:04:844
3.64E-01,-3.18E-02,9.88E+00,-0.70729,0.3723,9.84979,-1.06518,0.40841,9.74007,0.33945,-0.04088,0.03697,0.02162,0.00879,0.07315,4904,37.025,-13.751,-7.529,250.802,-2.345,6.221,1.97,68.5311,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143103,2018-09-02 17:25:04:944
-3.79E-03,1.74E-01,9.98E+00,-1.05008,0.58487,9.90636,-1.02914,0.40374,9.74414,-0.23788,0.15631,0.05754,0.00777,-0.08975,0.0183,5048,36.339,-14.502,-6.654,247.472,-2.36,6.029,1.97,68.5311,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143203,2018-09-02 17:25:05:044
3.16E-02,9.27E-02,9.72E+00,-0.94839,0.53615,9.65811,-0.98918,0.44761,9.74636,0.05216,0.08339,-0.20032,0.05145,0.01144,0.0396,5072,36.339,-13.44,-7.092,250.399,-2.616,5.795,1.97,72.9118,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143303,2018-09-02 17:25:05:144
-6.60E-02,-7.84E-02,9.48E+00,-1.02409,0.40015,9.41725,-0.98554,0.50875,9.74373,-0.04191,-0.08361,-0.38214,0.02748,-0.00774,0.02148,5069,35.213,-14.877,-7.529,249.042,-2.893,5.807,1.97,72.9118,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143403,2018-09-02 17:25:05:244
2.10E-01,1.36E-01,9.58E+00,-0.74884,0.64101,9.53072,-0.94026,0.55005,9.74596,0.08819,0.10561,-0.2693,0.05304,-0.06473,-0.0419,5043,35.963,-14.877,-7.092,251.022,-3.022,5.752,1.97,72.9118,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143503,2018-09-02 17:25:05:344
2.10E-01,1.24E-01,9.39E+00,-0.66173,0.70668,9.34605,-0.89871,0.63369,9.7448,0.34174,0.08161,-0.3919,0.07808,-0.0072,-0.09515,5002,36.339,-13.44,-7.092,250.685,-3.559,5.334,1.97,67.755,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143603,2018-09-02 17:25:05:444
1.15E-01,1.67E-01,9.67E+00,-0.7653,0.81305,9.60738,-0.89288,0.65563,9.74389,0.32127,0.09515,-0.32727,0.12068,-0.16113,0.00125,4982,35.213,-14.877,-7.904,247.377,-3.833,5.236,1.97,67.755,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143703,2018-09-02 17:25:05:544
1.30E-01,1.18E-01,1.02E+01,-0.59196,0.90739,10.10428,-0.64863,0.76733,9.75504,0.12652,-0.13587,0.15909,0.00298,-0.27138,0.1946,4920,35.213,-13.751,-7.529,249.057,-4.459,4.088,1.97,67.755,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143803,2018-09-02 17:25:05:644
5.73E-01,9.82E-02,1.11E+01,-0.01765,0.98521,11.10101,-0.57986,0.78873,9.75767,0.57875,-0.14232,0.50593,0.05783,0.25273,0.0428,4787,35.963,-15.251,-7.904,248.263,-4.573,3.051,1.97,66.0962,19.30012,72.86192,-151.613,0,0,19.574194,,15 / 37,143903,2018-09-02 17:25:05:744
-4.35E-02,5.09E-01,1.09E+01,-0.92393,1.5457,10.79961,-0.81944,0.97265,9.72383,-0.19671,0.71948,1.36166,0.30444,0.14619,-0.17719,4880,33.713,-15.251,-10.03,247.648,-5.451,4.66,1.97,66.0962,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144003,2018-09-02 17:25:05:844
5.53E-02,-3.06E-01,9.46E+00,-0.79457,0.81284,9.39398,-0.84818,1.22666,9.69259,-0.05849,-0.12879,-0.0949,0.14093,-0.07803,0.05664,5008,36.339,-14.877,-7.529,248.878,-6.779,5.171,1.97,66.0962,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144103,2018-09-02 17:25:05:944
4.01E-01,-2.94E-01,9.79E+00,-0.40015,0.96664,9.74345,-0.76217,1.21882,9.70072,0.23126,-0.40595,-0.12856,-0.15202,-0.08656,0.26277,4944,36.339,-16.751,-7.092,247.546,-7.387,4.706,1.97,66.3416,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144203,2018-09-02 17:25:06:044
6.23E-01,3.54E-01,1.08E+01,-0.12082,1.61432,10.69437,-0.56003,1.14423,9.72355,0.35306,0.42784,0.86186,0.0099,-0.39815,0.15465,4840,35.588,-16.377,-7.904,246,-6.721,3.988,1.97,66.3416,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144303,2018-09-02 17:25:06:144
-6.28E-02,8.35E-02,8.90E+00,-0.26396,1.19185,8.8213,-0.07988,1.26402,9.72452,-0.18358,-0.08005,-0.96383,0.03973,-0.46579,0.30005,4840,34.464,-17.439,-8.78,244.986,-7.154,1.306,1.97,66.3416,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144403,2018-09-02 17:25:06:244
1.86E+00,-1.12E-01,9.64E+00,2.27641,1.12479,9.48041,0.85168,1.275,9.68604,1.34028,-0.33679,-0.20931,0.15904,-1.42879,0.95306,4542,32.275,-18.564,-10.468,245.377,-7.37,-2.516,1.97,66.3416,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144503,2018-09-02 17:25:06:344
2.29E-01,-1.59E-01,1.44E+01,4.59198,2.10091,13.508,3.38672,1.53332,9.07466,1.88812,0.9085,3.33707,-0.17172,-0.94995,-2.65179,4068,24.15,-17.064,-16.718,238.793,-9.011,-17.854,1.97,69.5712,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144603,2018-09-02 17:25:06:444
-1.76E+00,-1.09E+00,9.43E+00,1.61751,1.81592,9.34106,3.25084,3.23722,8.66734,-1.6585,-1.44637,0.60662,1.29941,-0.59628,-2.13567,3379,28.963,-14.502,-15.904,248.607,-17.609,-20.506,1.97,69.5712,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144703,2018-09-02 17:25:06:544
-6.38E-01,3.28E-01,6.83E+00,1.07077,3.73999,5.65385,2.48439,4.96756,8.08218,-0.47476,-1.49527,-1.74769,1.46559,0.18828,-1.94127,3817,31.902,-12.689,-14.655,256.026,-30.434,-17.087,1.97,69.5712,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144803,2018-09-02 17:25:06:644
-8.36E-01,1.11E+00,6.36E+00,0.16496,4.65378,4.55518,0.86247,6.20764,7.54266,-0.56531,-1.53564,-3.74986,0.31989,0.76459,-1.85071,3147,35.963,-9.752,-10.03,259.921,-36.153,-12.641,1.97,68.7861,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,144903,2018-09-02 17:25:06:744
-1.74E+00,-2.33E+00,1.06E+01,-1.91039,5.03185,9.62184,-0.21959,6.31592,7.49875,-1.69041,-1.29512,2.10997,0.53934,0.36778,0.05238,2667,36.339,-5.69,-13.405,276.613,-39.903,1.02,1.97,68.7861,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145003,2018-09-02 17:25:06:844
2.75E+00,3.42E+00,8.07E+00,2.636,7.90776,3.87201,0.0439,7.27105,6.58029,2.15858,-0.05137,-0.599,1.22696,0.62823,0.53761,2608,37.776,-10.065,-7.092,275.234,-41.411,1.771,1.97,68.7861,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145102,2018-09-02 17:25:06:943
2.39E+00,1.30E+00,9.56E+00,2.43983,8.07205,5.25584,0.03835,7.48808,6.33227,2.45305,0.55159,-2.06198,0.52336,0.98297,0.28568,2608,37.776,-11.189,-6.279,265.541,-49.047,-0.578,1.97,65.1354,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145202,2018-09-02 17:25:07:043
2.39E+00,1.30E+00,9.56E+00,2.43983,8.07205,5.25584,0.03835,7.48808,6.33227,2.45305,0.55159,-2.06198,0.52336,0.98297,0.28568,2608,37.776,-11.189,-6.279,265.541,-49.047,-0.578,1.97,65.1354,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145303,2018-09-02 17:25:07:144
3.89E+00,5.24E-01,9.18E+00,2.35468,8.07338,5.37747,-1.58702,8.33126,4.92359,4.02939,-0.2725,0.3244,0.73055,0.91745,-0.38597,1620,39.651,-13.751,-3.342,278.37,-58.163,17.866,1.97,65.1354,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145403,2018-09-02 17:25:07:244
6.85E-01,-8.16E-01,1.01E+01,-1.86061,8.16538,5.82901,-2.48739,8.35265,4.49628,0.55218,-0.21689,1.58893,0.90579,0.96486,-0.12338,1620,43.651,-10.065,7.971,273.857,-57.923,24.129,1.97,65.1354,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145503,2018-09-02 17:25:07:344
1.10E+00,2.72E-01,9.76E+00,-1.72473,8.63348,4.35895,-2.98777,8.53605,3.79204,1.26493,0.09204,0.56451,0.06636,0.79121,-0.17558,1514,45.151,-9.752,12.158,282.846,-60.578,35.171,1.97,68.2007,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145603,2018-09-02 17:25:07:444
3.54E-01,1.00E+00,9.18E+00,-2.01378,8.56332,2.83081,-3.05565,8.64653,3.47432,1.03365,-0.0287,-0.65323,-0.06467,0.24474,0.07848,1385,44.402,-9.377,14.284,283.667,-61.796,41.277,1.97,68.2007,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145703,2018-09-02 17:25:07:544
2.54E-02,5.21E-01,9.40E+00,-2.60208,8.5522,2.94954,-3.04656,8.68006,3.39786,0.44439,-0.1276,-0.44822,0.10312,0.14194,0.11098,1334,43.651,-11.189,15.158,284.275,-62.13,41.788,1.97,68.2007,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145803,2018-09-02 17:25:07:644
2.46E-01,3.11E-01,9.48E+00,-2.64169,8.48517,3.33292,-3.10978,8.6215,3.48847,0.44093,-0.16945,-0.15611,-0.22073,0.06844,-0.11433,1355,43.275,-10.44,13.846,285.136,-61.54,41.715,1.97,66.6497,19.300121,72.86193,-154.839,0,0,19.574194,,16 / 37,145903,2018-09-02 17:25:07:744
7.18E-01,5.37E-01,9.73E+00,-2.2859,8.72617,3.74603,-3.1664,8.51925,3.68331,0.92455,0.30568,0.18102,-0.1925,-0.19041,-0.18623,1372,42.213,-9.377,8.846,289.736,-60.455,40.808,1.97,66.6497,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146002,2018-09-02 17:25:07:843
2.72E-01,-3.29E-01,9.91E+00,-3.1916,8.42206,4.14517,-3.20804,8.4773,3.74357,0.16009,-0.13189,0.38572,0.08394,-0.10893,-0.00301,1388,42.9,-10.065,13.408,283.521,-60.091,40.58,1.97,66.6497,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146103,2018-09-02 17:25:07:944
5.14E-01,-2.13E-02,9.87E+00,-2.81407,8.55089,4.07164,-3.10501,8.53809,3.69191,0.30841,0.01956,0.30289,0.1127,-0.15154,0.18607,1395,41.838,-10.814,-6.279,286.406,-60.195,40.614,1.97,69.764,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146203,2018-09-02 17:25:08:044
3.72E-02,4.89E-01,9.58E+00,-2.59212,8.63199,3.27504,-2.95949,8.59833,3.67159,0.35739,0.06733,-0.32925,0.0099,-0.08549,0.15092,1356,39.276,-8.252,1.283,298.646,-61.257,38.871,1.97,69.764,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146303,2018-09-02 17:25:08:144
-1.05E-01,4.92E-01,9.84E+00,-2.68587,8.88236,3.31458,-2.82793,8.62498,3.71253,0.13987,0.26404,-0.39509,-0.00502,-0.12384,-0.00195,1316,41.463,-11.94,-0.404,301.564,-61.492,37.613,1.97,69.764,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146403,2018-09-02 17:25:08:244
2.69E-01,-9.64E-02,1.02E+01,-2.69655,8.87444,4.14525,-2.76546,8.61433,3.78365,-0.03137,0.15925,0.06889,0.09512,-0.19469,0.03534,1312,41.463,-10.44,-0.404,296.458,-61.452,36.163,1.97,63.0466,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146503,2018-09-02 17:25:08:344
-3.57E-01,3.77E-02,9.91E+00,-3.0134,8.73793,3.5943,-2.71402,8.62848,3.78865,-0.24097,0.0967,-0.23178,0.01788,-0.03011,0.07741,1312,40.338,-10.814,-1.654,298.04,-61.625,35.616,1.97,63.0466,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146603,2018-09-02 17:25:08:444
1.83E-01,-3.72E-01,1.06E+01,-2.85167,9.22777,4.47098,-2.40428,8.73832,3.74587,-0.39364,0.49723,0.74691,0.12708,-0.11852,0.36504,1310,40.338,-12.314,-2.092,296.512,-62.135,34.503,1.97,63.0466,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146703,2018-09-02 17:25:08:544
-2.50E-01,-7.14E-01,1.02E+01,-2.69241,8.74243,4.51894,-2.09364,8.73831,3.92798,-0.97144,-0.06055,0.20318,-0.79704,0.32784,1.099,1316,44.775,-14.877,-4.155,291.887,-63.007,28.058,1.97,63.0466,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146803,2018-09-02 17:25:08:644
3.56E-01,5.32E-01,9.45E+00,-0.49205,8.65111,3.83006,-0.8463,8.71845,4.40939,0.02903,-0.23071,-0.87571,-0.42366,-0.56433,1.20447,1571,42.963,-16.751,-4.155,275.633,-62.813,12.605,1.97,65.1179,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,146903,2018-09-02 17:25:08:744
2.82E-01,-1.17E-01,1.06E+01,0.02391,9.259,5.10436,0.09957,8.60965,4.69408,0.19,0.59024,0.27333,-0.28305,-0.85194,0.94348,1571,41.838,-20.377,-7.092,268.047,-61.804,2.896,1.97,65.1179,19.30012,72.86193,-154.839,0,0.756,19.574194,173.5,15 / 37,147002,2018-09-02 17:25:08:843
1.76E+00,7.07E-01,1.02E+01,2.35466,9.18626,4.27153,0.91855,8.38232,5.00634,1.43393,0.78406,-0.74668,-0.29849,-0.23463,0.50885,1793,38.525,-23.376,-11.279,258.631,-59.706,-7.663,1.97,65.1179,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,147103,2018-09-02 17:25:08:944
2.32E+00,1.75E+00,1.05E+01,3.16521,9.73842,3.72411,1.25212,8.18084,5.26084,1.90831,1.52636,-1.55681,0.01523,-0.27405,0.13335,1920,38.525,-24.065,-10.841,254.811,-56.709,-12.034,1.97,69.9205,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,147203,2018-09-02 17:25:09:044
8.56E-01,-6.86E-01,9.43E+00,2.13374,7.36253,5.59799,1.03567,7.96364,5.62834,0.672,-1.27972,-0.24324,-0.40022,0.52757,-0.35881,1968,38.901,-23.376,-11.279,254.418,-55.315,-12.646,1.97,69.9205,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,147303,2018-09-02 17:25:09:144
-5.96E-01,7.68E-02,6.22E+00,-0.27727,5.0614,3.65912,0.05,7.85701,5.86816,-0.28972,-2.82612,-2.23189,-0.36401,1.38403,-0.3732,2089,40.025,-21.501,-8.342,262.23,-53.713,-5.006,1.97,69.9205,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,147403,2018-09-02 17:25:09:244
1.08E+00,2.04E+00,6.93E+00,0.80421,6.69125,2.82144,-0.63211,7.6494,6.10389,1.08895,-1.43073,-2.27035,-0.19144,0.27138,-0.09995,2461,40.714,-21.501,-6.216,261.61,-51.383,5.613,1.97,69.0206,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,147503,2018-09-02 17:25:09:344
-5.37E-02,-1.74E+00,1.11E+01,-1.23044,6.89279,8.75819,-0.89554,7.06871,6.73809,-0.06802,0.03644,1.84335,-1.08945,-0.38963,-0.04562,3049,36.713,-18.939,0.096,255.629,-46.87,7.649,1.97,69.0206,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,147603,2018-09-02 17:25:09:444
-1.16E-01,-1.14E+00,9.64E+00,-0.97533,5.77376,7.7487,-0.88958,6.46971,7.31587,-0.07891,-0.63078,0.09476,-0.72194,0.53076,0.2601,3487,39.651,-19.315,3.033,250.552,-43.221,6.322,1.97,69.0206,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,147703,2018-09-02 17:25:09:544
-1.06E-01,-7.44E-01,9.66E+00,-1.04091,5.81192,7.67806,-0.9063,6.40097,7.37405,-0.05809,-0.57193,0.42337,-0.59889,0.3273,0.37941,3487,38.525,-18.939,3.033,251.417,-41.279,6.933,1.97,60.1357,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,147803,2018-09-02 17:25:09:644
-1.06E-01,-7.44E-01,9.66E+00,-1.04091,5.81192,7.67806,-0.9063,6.40097,7.37405,-0.05809,-0.57193,0.42337,-0.59889,0.3273,0.37941,3487,38.525,-18.939,3.033,251.417,-41.279,6.933,1.97,60.1357,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,147903,2018-09-02 17:25:09:744
-2.31E-01,-2.96E-01,9.38E+00,-1.12025,5.89853,7.21761,-0.52122,2.76122,9.39544,1.86225,0.42883,-0.73885,-1.67908,-0.00613,0.28035,4392,37.401,-19.315,3.033,250.147,-40.747,7.007,1.97,60.1357,19.300117,72.86193,-154.839,0,0,19.574194,,16 / 37,148003,2018-09-02 17:25:09:844
4.84E-01,-1.21E+00,1.17E+01,0.42712,0.70653,11.75566,-0.37061,0.51522,9.78609,0.34534,0.22837,2.41019,-2.43808,0.85088,-1.45497,4392,34.464,-11.94,-9.592,245.446,-9.34,0.276,1.97,58.4193,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,148103,2018-09-02 17:25:09:944
-1.78E-01,2.36E+00,1.01E+01,-0.79019,1.79605,10.17528,-0.58843,-1.08112,9.7291,0.4068,2.60049,0.47182,-1.27907,0.2522,-0.52872,4979,34.464,-5.315,-12.091,256.729,3.172,3.442,1.97,58.4193,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,148203,2018-09-02 17:25:10:044
1.88E+00,3.86E+00,8.21E+00,1.10066,2.33525,8.89894,-1.13993,-1.90875,9.55132,2.75229,4.3977,-0.99873,-0.22339,0.56857,-0.63898,5723.0005,38.901,-2.377,-10.841,262.571,10.229,5.042,1.97,58.4193,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,148303,2018-09-02 17:25:10:144
3.16E-01,3.42E+00,1.11E+01,-1.63962,0.65961,11.46872,-1.63181,-2.36108,9.37725,-0.25901,3.01856,1.83002,0.13667,0.43382,-1.19504,5784.9995,38.152,2.06,-7.466,268.03,13.874,9.697,1.97,58.4193,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,148403,2018-09-02 17:25:10:244
8.74E-01,2.13E+00,1.07E+01,-1.29788,-0.37469,10.84882,-1.90521,-2.20781,9.36302,0.30313,1.85973,1.4701,0.32841,0.21758,-0.34549,6056,40.025,6.123,-7.904,273.385,13.264,11.409,1.97,50.7818,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,148503,2018-09-02 17:25:10:344
1.08E+00,1.61E+00,1.05E+01,-0.93576,-0.33638,10.58234,-1.82011,-1.80039,9.46658,0.22124,1.40198,1.22334,0.53934,-0.33369,1.03029,6183.0005,40.025,3.873,-8.342,271.673,10.579,10.883,1.97,50.7818,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,148603,2018-09-02 17:25:10:444
1.40E+00,1.16E+00,8.95E+00,-0.28227,-0.27655,9.12022,-1.93589,-1.46205,9.50185,1.34919,1.128,-0.32669,-0.18718,0.2,0.86624,5912.9995,38.152,0.56,-8.342,268.073,9.158,10.572,1.97,50.7818,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,148703,2018-09-02 17:25:10:544
1.65E+00,1.27E+00,9.81E+00,-0.61734,-0.19937,10.00774,-2.19721,-1.42449,9.45058,1.65842,1.18129,0.78523,-0.17546,-0.12598,1.07344,5732.9995,39.276,-3.502,-7.092,264.557,8.542,12.998,1.97,43.204,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,148803,2018-09-02 17:25:10:644
1.75E+00,1.02E+00,9.37E+00,-0.39117,-0.30287,9.57361,-2.15922,-1.37376,9.46683,1.58551,1.02701,0.10262,-0.03644,-0.23036,0.59833,5618,38.525,-4.19,-7.092,260.456,8.053,12.848,1.97,43.204,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,148903,2018-09-02 17:25:10:744
1.84E+00,1.57E+00,9.78E+00,-0.49358,0.11496,10.0584,-2.26526,-1.44528,9.43134,1.76669,1.55706,0.64781,-0.09129,0.16112,0.24786,5451.0005,36.339,-5.69,-12.154,254.696,8.455,13.319,1.97,43.204,19.300117,72.86194,-154.839,0,1.62,14.680643,74.9,16 / 37,149003,2018-09-02 17:25:10:844
9.56E-01,1.18E+00,9.99E+00,-1.58659,-0.23264,9.97194,-2.42694,-1.37461,9.40164,1.49948,1.42957,0.40395,-0.0343,0.15791,0.40019,5470,38.152,-7.127,-8.342,252.984,8.058,14.474,1.97,49.4683,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,149103,2018-09-02 17:25:10:944
1.57E+00,1.38E+00,9.99E+00,-1.13989,0.1436,10.14001,-2.58825,-1.1828,9.38469,1.66156,1.26958,0.57303,0.11749,0.15047,-0.01472,5504,37.776,-9.001,-6.654,252.483,7.041,15.279,1.97,49.4683,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,149202,2018-09-02 17:25:11:043
1.51E+00,1.44E+00,9.27E+00,-1.01945,0.51218,9.43727,-2.56502,-0.93741,9.41872,1.71808,1.48001,0.32408,0.26875,-0.01944,-0.06746,5520,37.776,-8.627,-6.216,253.281,5.728,15.308,1.97,49.4683,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,149303,2018-09-02 17:25:11:144
1.50E+00,1.48E+00,9.43E+00,-1.05194,0.66699,9.57904,-2.61801,-0.75046,9.42089,1.55829,1.42698,0.13756,0.1713,0.22076,-0.07599,5479.0005,37.025,-10.501,-7.092,252.552,4.903,15.213,1.97,49.4683,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,149403,2018-09-02 17:25:11:244
1.53E+00,1.55E+00,9.76E+00,-1.28195,0.90225,9.87505,-2.78087,-0.54685,9.38819,1.58915,1.46585,0.45538,0.25917,0.0892,0.00604,5566,37.401,-10.127,-5.78,254.098,3.775,16.237,1.97,49.2445,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,149503,2018-09-02 17:25:11:344
1.50E+00,1.25E+00,9.54E+00,-1.28178,0.83727,9.61432,-2.81403,-0.34886,9.38775,1.52187,1.18484,0.26119,0.18407,0.14619,-0.09143,5566,40.025,-9.752,-5.342,252.637,2.464,16.499,1.97,49.2445,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,149603,2018-09-02 17:25:11:444
1.60E+00,1.54E+00,1.02E+01,-1.47877,1.27689,10.25118,-2.93751,-0.21779,9.35382,1.49478,1.48553,0.94599,0.14839,0.15686,-0.20755,5552.9995,40.025,-10.501,-4.155,255.432,1.451,17.072,1.97,49.2445,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,149703,2018-09-02 17:25:11:544
1.46E+00,1.11E+00,9.83E+00,-1.6154,0.96289,9.8194,-2.96059,-0.09093,9.34864,1.36034,1.1304,0.51248,0.10098,-0.10786,0.09019,5714,39.276,-10.127,-3.279,253.705,0.828,17.767,1.97,43.8092,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,149803,2018-09-02 17:25:11:644
1.40E+00,8.53E-01,9.39E+00,-1.37756,0.83199,9.39752,-2.71439,-0.00963,9.4235,1.26973,0.83428,-0.06662,-0.10248,-0.20641,0.25052,5818,39.276,-9.752,-3.717,254.378,0.129,16.794,1.97,43.8092,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,149903,2018-09-02 17:25:11:744
1.72E+00,1.42E+00,9.87E+00,-1.00655,1.39345,9.97096,-2.62501,-0.0478,9.44867,1.64858,1.39095,0.48389,-0.07053,-0.00346,-0.02751,5680.9995,37.025,-10.127,-7.904,253.163,0.149,15.661,1.97,43.8092,19.300117,72.861946,-158.065,0,1.8,14.680643,63.6,16 / 37,150003,2018-09-02 17:25:11:844
1.16E+00,1.31E+00,9.36E+00,-1.34825,1.27252,9.33614,-2.51143,0.02735,9.47958,1.15369,1.24527,-0.10763,0.1127,-0.03011,-0.06853,5622,38.152,-10.814,-6.216,254.513,0.228,15.263,1.97,42.3689,19.300117,72.861946,-158.065,0,0,14.680643,,16 / 37,150103,2018-09-02 17:25:11:944
1.31E+00,1.30E+00,1.01E+01,-1.46202,1.31865,10.11026,-2.68962,0.01152,9.4306,1.14467,1.39513,0.70634,-0.01672,0.21278,-0.05467,5619.0005,37.401,-10.127,-5.405,254.707,-0.085,15.578,1.97,42.3689,19.300117,72.861946,-158.065,0,0,14.680643,,16 / 37,150203,2018-09-02 17:25:12:044
1.14E+00,1.05E+00,9.71E+00,-1.62511,1.12366,9.63641,-2.73881,0.0928,9.41598,1.10363,1.03119,0.25506,0.07755,-0.00986,0.1163,5684.9995,37.776,-10.44,-3.717,254.373,-0.428,16.244,1.97,42.3689,19.300117,72.861946,-158.065,0,0,14.680643,,16 / 37,150303,2018-09-02 17:25:12:144
1.72E+00,8.71E-01,1.07E+01,-1.28535,1.0253,10.75804,-2.6561,0.12315,9.4393,1.0546,0.98309,0.12207,-0.22659,-0.13342,0.45451,5704.9995,38.152,-11.189,-4.155,255.323,-0.825,15.951,1.97,50.2184,19.300117,72.861946,-158.065,0,0,14.680643,,16 / 37,150403,2018-09-02 17:25:12:244
1.67E+00,5.61E-01,9.84E+00,-0.93703,0.61243,9.93678,-2.46014,-0.00346,9.49306,1.51483,0.71306,0.87656,-0.23138,-0.21971,0.20578,5536,38.525,-10.814,-4.591,251.391,-0.299,15.004,1.97,50.2184,19.300117,72.861946,-158.065,0,0,14.680643,,16 / 37,150503,2018-09-02 17:25:12:344
