ACCELEROMETER.X,ACCELEROMETER.Y,ACCELEROMETER.Z,ORIENTATION.Z,ORIENTATION.X,ORIENTATION.Y,Global X,Global Y,Global Z,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.8045,2.5857,7.9775,272.48,-11.97,0.97,0.9178371731,-0.9005629596,8.3258712619,14658,2018-07-07 14:53:56:135
0.8045,2.5857,7.9775,273.24,-17.87,-5.76,0.0005627613,0.0002296606,8.4245813321,14682,2018-07-07 14:53:56:159
0.8045,2.5857,7.9775,273.24,-17.87,-5.76,0.0005627613,0.0002296606,8.4245813321,14706,2018-07-07 14:53:56:183
0.8045,2.5857,7.9775,273.24,-17.87,-5.76,0.0005627613,0.0002296606,8.4245813321,14729,2018-07-07 14:53:56:206
0.8045,2.5857,7.9775,273.24,-17.87,-5.76,0.0005627613,0.0002296606,8.4245813321,14754,2018-07-07 14:53:56:231
0.4501,3.3232,8.5234,273.24,-17.87,-5.76,0.5228298756,0.4378450393,9.1339770337,14777,2018-07-07 14:53:56:254
0.4501,3.3232,8.5234,273.24,-17.87,-5.76,0.5228298756,0.4378450393,9.1339770337,14801,2018-07-07 14:53:56:278
0.4501,3.3232,8.5234,273.24,-17.87,-5.76,0.5228298756,0.4378450393,9.1339770337,14825,2018-07-07 14:53:56:302
0.4501,3.3232,8.5234,273.24,-17.87,-5.76,0.5228298756,0.4378450393,9.1339770337,14849,2018-07-07 14:53:56:326
0.4501,3.3232,8.5234,274.52,-21.27,-3.02,0.0005742935,-0.0003794125,9.159399289,14873,2018-07-07 14:53:56:350
0.929,3.8786,9.7683,274.52,-21.27,-3.02,0.0903524546,-0.4072174923,10.5428778897,14898,2018-07-07 14:53:56:375
0.929,3.8786,9.7683,274.52,-21.27,-3.02,0.0903524546,-0.4072174923,10.5428778897,14921,2018-07-07 14:53:56:398
0.929,3.8786,9.7683,274.52,-21.27,-3.02,0.0903524546,-0.4072174923,10.5428778897,14945,2018-07-07 14:53:56:422
0.929,3.8786,9.7683,274.52,-21.27,-3.02,0.0903524546,-0.4072174923,10.5428778897,14969,2018-07-07 14:53:56:446
0.996,3.2561,10.3908,274.52,-21.27,-3.02,-0.7113330515,-0.5048103359,10.8996375933,14993,2018-07-07 14:53:56:470
0.996,3.2561,10.3908,274.52,-21.27,-3.02,-0.7113330515,-0.5048103359,10.8996375933,15017,2018-07-07 14:53:56:494
0.996,3.2561,10.3908,274.52,-21.27,-3.02,-0.7113330515,-0.5048103359,10.8996375933,15042,2018-07-07 14:53:56:519
0.996,3.2561,10.3908,268.29,-17.32,-5.48,0.0008792863,0.0008298648,10.9344833617,15066,2018-07-07 14:53:56:543
0.8715,2.3272,10.5153,268.29,-17.32,-5.48,-0.9147944468,0.1640474172,10.7649034248,15089,2018-07-07 14:53:56:566
0.8715,2.3272,10.5153,268.29,-17.32,-5.48,-0.9147944468,0.1640474172,10.7649034248,15113,2018-07-07 14:53:56:590
0.8715,2.3272,10.5153,268.29,-17.32,-5.48,-0.9147944468,0.1640474172,10.7649034248,15137,2018-07-07 14:53:56:614
0.8715,2.3272,10.5153,268.29,-17.32,-5.48,-0.9147944468,0.1640474172,10.7649034248,15161,2018-07-07 14:53:56:638
0.8715,2.3272,10.5153,268.29,-17.32,-5.48,-0.9147944468,0.1640474172,10.7649034248,15186,2018-07-07 14:53:56:663
1.8292,2.2697,10.4675,268.29,-17.32,-5.48,-1.0113035904,-0.7913859088,10.7896728575,15210,2018-07-07 14:53:56:687
1.8292,2.2697,10.4675,268.29,-17.32,-5.48,-1.0113035904,-0.7913859088,10.7896728575,15233,2018-07-07 14:53:56:710
1.8292,2.2697,10.4675,263.43,-12.06,-9.91,-0.0006191555,-0.0003711088,10.8658210209,15257,2018-07-07 14:53:56:734
1.0056,2.6815,7.7668,263.43,-12.06,-9.91,1.0207190261,0.2308066811,8.211559949,15282,2018-07-07 14:53:56:759
1.0056,2.6815,7.7668,263.43,-12.06,-9.91,1.0207190261,0.2308066811,8.211559949,15305,2018-07-07 14:53:56:782
1.0056,2.6815,7.7668,263.43,-12.06,-9.91,1.0207190261,0.2308066811,8.211559949,15330,2018-07-07 14:53:56:807
1.0056,2.6815,7.7668,263.43,-12.06,-9.91,1.0207190261,0.2308066811,8.211559949,15353,2018-07-07 14:53:56:830
1.0056,2.6815,7.7668,263.43,-12.06,-9.91,1.0207190261,0.2308066811,8.211559949,15377,2018-07-07 14:53:56:854
0.7374,3.3519,9.2033,263.43,-12.06,-9.91,1.4463967912,0.6965821428,9.6903267696,15401,2018-07-07 14:53:56:878
0.7374,3.3519,9.2033,263.43,-12.06,-9.91,1.4463967912,0.6965821428,9.6903267696,15425,2018-07-07 14:53:56:902
0.7374,3.3519,9.2033,263.43,-12.06,-9.91,1.4463967912,0.6965821428,9.6903267696,15449,2018-07-07 14:53:56:926
0.7374,3.3519,9.2033,268.3,-19.95,-4.58,0.0005209863,-0.0001683676,9.8224092238,15473,2018-07-07 14:53:56:950
0.9098,3.62,8.7436,268.3,-19.95,-4.58,0.3978194455,-0.2206087343,9.4960912209,15497,2018-07-07 14:53:56:974
0.9098,3.62,8.7436,268.3,-19.95,-4.58,0.3978194455,-0.2206087343,9.4960912209,15521,2018-07-07 14:53:56:998
0.9098,3.62,8.7436,268.3,-19.95,-4.58,0.3978194455,-0.2206087343,9.4960912209,15546,2018-07-07 14:53:57:023
0.9098,3.62,8.7436,268.3,-19.95,-4.58,0.3978194455,-0.2206087343,9.4960912209,15569,2018-07-07 14:53:57:046
0.8428,3.6583,10.2376,268.3,-19.95,-4.58,-0.0667511204,-0.0206552455,10.9039920276,15594,2018-07-07 14:53:57:071
0.8428,3.6583,10.2376,268.3,-19.95,-4.58,-0.0667511204,-0.0206552455,10.9039920276,15618,2018-07-07 14:53:57:095
0.8428,3.6583,10.2376,268.3,-19.95,-4.58,-0.0667511204,-0.0206552455,10.9039920276,15641,2018-07-07 14:53:57:118
0.8428,3.6583,10.2376,269.73,-19.6,-4.71,0.0004953889,0.0006782022,10.9042158721,15665,2018-07-07 14:53:57:142
0.8428,3.6583,10.2376,269.73,-19.6,-4.71,0.0004953889,0.0006782022,10.9042158721,15689,2018-07-07 14:53:57:166
0.8715,3.5721,10.5153,269.73,-19.6,-4.71,-0.174366214,-0.004298294,11.1382459435,15714,2018-07-07 14:53:57:191
0.8715,3.5721,10.5153,269.73,-19.6,-4.71,-0.174366214,-0.004298294,11.1382459435,15737,2018-07-07 14:53:57:214
0.8715,3.5721,10.5153,269.73,-19.6,-4.71,-0.174366214,-0.004298294,11.1382459435,15762,2018-07-07 14:53:57:239
0.8715,3.5721,10.5153,269.73,-19.6,-4.71,-0.174366214,-0.004298294,11.1382459435,15785,2018-07-07 14:53:57:262
0.8715,3.5721,10.5153,269.73,-19.6,-4.71,-0.174366214,-0.004298294,11.1382459435,15810,2018-07-07 14:53:57:287
-0.2203,2.2889,6.8091,269.73,-19.6,-4.71,-0.110395909,0.7791968472,7.1436757434,15833,2018-07-07 14:53:57:310
-0.2203,2.2889,6.8091,273.77,-18.57,1.85,0.0001234738,0.000376059,7.1868934842,15858,2018-07-07 14:53:57:335
-0.2203,2.2889,6.8091,273.77,-18.57,1.85,0.0001234738,0.000376059,7.1868934842,15881,2018-07-07 14:53:57:358
-0.2203,2.2889,6.8091,273.77,-18.57,1.85,0.0001234738,0.000376059,7.1868934842,15906,2018-07-07 14:53:57:383
-0.2203,2.2889,6.8091,273.77,-18.57,1.85,0.0001234738,0.000376059,7.1868934842,15930,2018-07-07 14:53:57:407
0.6416,2.4421,10.2472,273.77,-18.57,1.85,-0.8741544968,-1.0317854115,10.4667035685,15957,2018-07-07 14:53:57:434
0.6416,2.4421,10.2472,273.77,-18.57,1.85,-0.8741544968,-1.0317854115,10.4667035685,15977,2018-07-07 14:53:57:454
0.6416,2.4421,10.2472,273.77,-18.57,1.85,-0.8741544968,-1.0317854115,10.4667035685,16001,2018-07-07 14:53:57:478
0.6416,2.4421,10.2472,273.77,-18.57,1.85,-0.8741544968,-1.0317854115,10.4667035685,16026,2018-07-07 14:53:57:503
0.6416,2.4421,10.2472,273.77,-18.57,1.85,-0.8741544968,-1.0317854115,10.4667035685,16050,2018-07-07 14:53:57:527
0.8332,2.806,7.6998,273.77,-18.57,1.85,0.2882776403,-1.0646874855,8.1632171869,16073,2018-07-07 14:53:57:550
0.8332,2.806,7.6998,273.77,-18.57,1.85,0.2882776403,-1.0646874855,8.1632171869,16097,2018-07-07 14:53:57:574
0.8332,2.806,7.6998,273.77,-18.57,1.85,0.2882776403,-1.0646874855,8.1632171869,16122,2018-07-07 14:53:57:599
0.8332,2.806,7.6998,273.77,-18.57,1.85,0.2882776403,-1.0646874855,8.1632171869,16145,2018-07-07 14:53:57:622
0.8332,2.806,7.6998,271.87,-19.92,-6.18,-0.0005986236,0.0005241734,8.2374011464,16170,2018-07-07 14:53:57:647
0.2873,3.2274,8.7724,271.87,-19.92,-6.18,0.0307855003,0.6600949993,9.3282892673,16194,2018-07-07 14:53:57:671
0.2873,3.2274,8.7724,271.87,-19.92,-6.18,0.0307855003,0.6600949993,9.3282892673,16217,2018-07-07 14:53:57:694
0.2873,3.2274,8.7724,271.87,-19.92,-6.18,0.0307855003,0.6600949993,9.3282892673,16242,2018-07-07 14:53:57:719
0.2873,3.2274,8.7724,271.87,-19.92,-6.18,0.0307855003,0.6600949993,9.3282892673,16265,2018-07-07 14:53:57:742
0.9577,3.6392,10.1131,271.87,-19.92,-6.18,-0.0436857422,0.1352107642,10.7896045871,16289,2018-07-07 14:53:57:766
0.9577,3.6392,10.1131,271.87,-19.92,-6.18,-0.0436857422,0.1352107642,10.7896045871,16314,2018-07-07 14:53:57:791
0.9577,3.6392,10.1131,271.87,-19.92,-6.18,-0.0436857422,0.1352107642,10.7896045871,16337,2018-07-07 14:53:57:814
0.9577,3.6392,10.1131,270.27,-19.71,-5.41,-1.39952367419482E-05,4.9990251844198E-05,10.7905401875,16361,2018-07-07 14:53:57:838
0.9577,3.6392,10.1131,270.27,-19.71,-5.41,-1.39952367419482E-05,4.9990251844198E-05,10.7905401875,16386,2018-07-07 14:53:57:863
2.0494,3.3806,10.726,270.27,-19.71,-5.41,-0.4791073997,-1.0312706951,11.3746432723,16410,2018-07-07 14:53:57:887
2.0494,3.3806,10.726,270.27,-19.71,-5.41,-0.4791073997,-1.0312706951,11.3746432723,16433,2018-07-07 14:53:57:910
2.0494,3.3806,10.726,270.27,-19.71,-5.41,-0.4791073997,-1.0312706951,11.3746432723,16457,2018-07-07 14:53:57:934
2.0494,3.3806,10.726,270.27,-19.71,-5.41,-0.4791073997,-1.0312706951,11.3746432723,16481,2018-07-07 14:53:57:958
2.0494,3.3806,10.726,270.27,-19.71,-5.41,-0.4791073997,-1.0312706951,11.3746432723,16505,2018-07-07 14:53:57:982
1.4557,2.2314,8.418,270.27,-19.71,-5.41,-0.7689284272,-0.6591799483,8.7712691966,16530,2018-07-07 14:53:58:007
1.4557,2.2314,8.418,264.48,-14.64,-9.81,-0.0002435481,-0.0001208225,8.8295488206,16553,2018-07-07 14:53:58:030
1.4557,2.2314,8.418,264.48,-14.64,-9.81,-0.0002435481,-0.0001208225,8.8295488206,16577,2018-07-07 14:53:58:054
1.4557,2.2314,8.418,264.48,-14.64,-9.81,-0.0002435481,-0.0001208225,8.8295488206,16601,2018-07-07 14:53:58:078
1.4557,2.2314,8.418,264.48,-14.64,-9.81,-0.0002435481,-0.0001208225,8.8295488206,16625,2018-07-07 14:53:58:102
1.245,2.49,9.3757,264.48,-14.64,-9.81,0.0560908838,0.3669559677,9.7732324551,16649,2018-07-07 14:53:58:126
1.245,2.49,9.3757,264.48,-14.64,-9.81,0.0560908838,0.3669559677,9.7732324551,16673,2018-07-07 14:53:58:150
1.245,2.49,9.3757,264.48,-14.64,-9.81,0.0560908838,0.3669559677,9.7732324551,16697,2018-07-07 14:53:58:174
1.245,2.49,9.3757,264.48,-14.64,-9.81,0.0560908838,0.3669559677,9.7732324551,16722,2018-07-07 14:53:58:199
1.245,2.49,9.3757,264.48,-14.64,-9.81,0.0560908838,0.3669559677,9.7732324551,16745,2018-07-07 14:53:58:222
0.6321,3.3519,7.9392,263.19,-14.75,-7.56,1.2574745445,0.2707122268,8.5446564191,16770,2018-07-07 14:53:58:247
0.6321,3.3519,7.9392,263.19,-14.75,-7.56,1.2574745445,0.2707122268,8.5446564191,16793,2018-07-07 14:53:58:270
0.6321,3.3519,7.9392,263.19,-14.75,-7.56,1.2574745445,0.2707122268,8.5446564191,16851,2018-07-07 14:53:58:328
0.6321,3.3519,7.9392,263.19,-14.75,-7.56,1.2574745445,0.2707122268,8.5446564191,16852,2018-07-07 14:53:58:329
0.6321,3.3519,7.9392,263.19,-14.75,-7.56,1.2574745445,0.2707122268,8.5446564191,16865,2018-07-07 14:53:58:342
0.814,3.7828,8.8107,263.19,-14.75,-7.56,1.4389938171,0.1829081749,9.5129620899,16890,2018-07-07 14:53:58:367
0.814,3.7828,8.8107,263.19,-14.75,-7.56,1.4389938171,0.1829081749,9.5129620899,16913,2018-07-07 14:53:58:390
0.814,3.7828,8.8107,263.19,-14.75,-7.56,1.4389938171,0.1829081749,9.5129620899,16938,2018-07-07 14:53:58:415
0.814,3.7828,8.8107,270.05,-23.15,-5.28,-0.0003828912,0.0002406844,9.6229208729,16961,2018-07-07 14:53:58:438
0.814,3.7828,8.8107,270.05,-23.15,-5.28,-0.0003828912,0.0002406844,9.6229208729,16986,2018-07-07 14:53:58:463
1.2737,4.3383,9.7492,270.05,-23.15,-5.28,0.1266846079,-0.3710344145,10.7394759506,17010,2018-07-07 14:53:58:487
1.2737,4.3383,9.7492,270.05,-23.15,-5.28,0.1266846079,-0.3710344145,10.7394759506,17033,2018-07-07 14:53:58:510
1.2737,4.3383,9.7492,270.05,-23.15,-5.28,0.1266846079,-0.3710344145,10.7394759506,17057,2018-07-07 14:53:58:534
1.2737,4.3383,9.7492,270.05,-23.15,-5.28,0.1266846079,-0.3710344145,10.7394759506,17081,2018-07-07 14:53:58:558
1.2737,4.3383,9.7492,270.05,-23.15,-5.28,0.1266846079,-0.3710344145,10.7394759506,17105,2018-07-07 14:53:58:582
0.9002,4.051,9.9311,270.05,-23.15,-5.28,-0.1955169111,0.0173387398,10.7614674072,17130,2018-07-07 14:53:58:607
0.9002,4.051,9.9311,271.29,-22.11,-5.18,-0.0001523837,0.0001018566,10.7632573237,17154,2018-07-07 14:53:58:631
0.9002,4.051,9.9311,271.29,-22.11,-5.18,-0.0001523837,0.0001018566,10.7632573237,17178,2018-07-07 14:53:58:655
0.9002,4.051,9.9311,271.29,-22.11,-5.18,-0.0001523837,0.0001018566,10.7632573237,17201,2018-07-07 14:53:58:678
0.9002,4.051,9.9311,271.29,-22.11,-5.18,-0.0001523837,0.0001018566,10.7632573237,17226,2018-07-07 14:53:58:703
-0.3543,2.7964,7.9296,271.29,-22.11,-5.18,-0.39356773,1.0601849037,8.3393674833,17250,2018-07-07 14:53:58:727
-0.3543,2.7964,7.9296,274.36,-19.41,2.56,-0.0003548471,-0.000261383,8.4156958961,17273,2018-07-07 14:53:58:750
-0.3543,2.7964,7.9296,274.36,-19.41,2.56,-0.0003548471,-0.000261383,8.4156958961,17298,2018-07-07 14:53:58:775
-0.3543,2.7964,7.9296,274.36,-19.41,2.56,-0.0003548471,-0.000261383,8.4156958961,17322,2018-07-07 14:53:58:799
-0.3543,2.7964,7.9296,274.36,-19.41,2.56,-0.0003548471,-0.000261383,8.4156958961,17346,2018-07-07 14:53:58:823
0.1915,2.9018,9.7683,274.36,-19.41,2.56,-0.4541303834,-0.6640615851,10.1601962671,17369,2018-07-07 14:53:58:846
0.1915,2.9018,9.7683,274.36,-19.41,2.56,-0.4541303834,-0.6640615851,10.1601962671,17394,2018-07-07 14:53:58:871
0.1915,2.9018,9.7683,274.36,-19.41,2.56,-0.4541303834,-0.6640615851,10.1601962671,17417,2018-07-07 14:53:58:894
0.1915,2.9018,9.7683,274.36,-19.41,2.56,-0.4541303834,-0.6640615851,10.1601962671,17441,2018-07-07 14:53:58:918
0.1915,2.9018,9.7683,272.98,-16.54,-1.12,0.0003346162,-0.0005111927,10.1919968606,17466,2018-07-07 14:53:58:943
0.2682,3.371,7.6519,272.98,-16.54,-1.12,1.0567994424,-0.0637272919,8.2985697334,17489,2018-07-07 14:53:58:966
0.2682,3.371,7.6519,272.98,-16.54,-1.12,1.0567994424,-0.0637272919,8.2985697334,17514,2018-07-07 14:53:58:991
0.2682,3.371,7.6519,272.98,-16.54,-1.12,1.0567994424,-0.0637272919,8.2985697334,17537,2018-07-07 14:53:59:014
0.2682,3.371,7.6519,272.98,-16.54,-1.12,1.0567994424,-0.0637272919,8.2985697334,17562,2018-07-07 14:53:59:039
0.2682,3.371,7.6519,272.98,-16.54,-1.12,1.0567994424,-0.0637272919,8.2985697334,17585,2018-07-07 14:53:59:062
0.7087,3.8499,8.4946,272.98,-16.54,-1.12,1.295320623,-0.4758285262,9.2508349114,17609,2018-07-07 14:53:59:086
0.7087,3.8499,8.4946,272.98,-16.54,-1.12,1.295320623,-0.4758285262,9.2508349114,17634,2018-07-07 14:53:59:111
0.7087,3.8499,8.4946,276.46,-24.31,-4.77,-0.0006263897,6.20232441716495E-05,9.3531927417,17658,2018-07-07 14:53:59:135
0.7087,3.8499,8.4946,276.46,-24.31,-4.77,-0.0006263897,6.20232441716495E-05,9.3531927417,17681,2018-07-07 14:53:59:158
0.8236,3.9552,10.1035,276.46,-24.31,-4.77,-0.5672074616,-0.0446800852,10.8664122706,17706,2018-07-07 14:53:59:183
0.8236,3.9552,10.1035,276.46,-24.31,-4.77,-0.5672074616,-0.0446800852,10.8664122706,17730,2018-07-07 14:53:59:207
0.8236,3.9552,10.1035,276.46,-24.31,-4.77,-0.5672074616,-0.0446800852,10.8664122706,17754,2018-07-07 14:53:59:231
0.8236,3.9552,10.1035,276.46,-24.31,-4.77,-0.5672074616,-0.0446800852,10.8664122706,17778,2018-07-07 14:53:59:255
0.8236,3.9552,10.1035,276.46,-24.31,-4.77,-0.5672074616,-0.0446800852,10.8664122706,17802,2018-07-07 14:53:59:279
1.743,3.0933,11.4251,276.46,-24.31,-4.77,-1.8269932798,-0.998792641,11.7815097808,17826,2018-07-07 14:53:59:303
1.743,3.0933,11.4251,276.46,-24.31,-4.77,-1.8269932798,-0.998792641,11.7815097808,17849,2018-07-07 14:53:59:326
1.743,3.0933,11.4251,268.02,-14.98,-8.67,0.0007987418,-0.0008543373,11.9640905435,17873,2018-07-07 14:53:59:350
1.743,3.0933,11.4251,268.02,-14.98,-8.67,0.0007987418,-0.0008543373,11.9640905435,17897,2018-07-07 14:53:59:374
1.743,3.0933,11.4251,268.02,-14.98,-8.67,0.0007987418,-0.0008543373,11.9640905435,17922,2018-07-07 14:53:59:399
1.3886,2.1931,8.8969,268.02,-14.98,-8.67,-0.2099111467,-0.0243469702,9.2654234504,17946,2018-07-07 14:53:59:423
1.3886,2.1931,8.8969,268.02,-14.98,-8.67,-0.2099111467,-0.0243469702,9.2654234504,17969,2018-07-07 14:53:59:446
1.3886,2.1931,8.8969,268.02,-14.98,-8.67,-0.2099111467,-0.0243469702,9.2654234504,17993,2018-07-07 14:53:59:470
1.3886,2.1931,8.8969,268.02,-14.98,-8.67,-0.2099111467,-0.0243469702,9.2654234504,18017,2018-07-07 14:53:59:494
1.3886,2.1931,8.8969,268.02,-14.98,-8.67,-0.2099111467,-0.0243469702,9.2654234504,18042,2018-07-07 14:53:59:519
0.8715,2.7485,7.6806,268.02,-14.98,-8.67,0.6683708326,0.2733276393,8.1721449627,18065,2018-07-07 14:53:59:542
0.8715,2.7485,7.6806,268.02,-14.98,-8.67,0.6683708326,0.2733276393,8.1721449627,18089,2018-07-07 14:53:59:566
0.8715,2.7485,7.6806,268.02,-14.98,-8.67,0.6683708326,0.2733276393,8.1721449627,18114,2018-07-07 14:53:59:591
0.8715,2.7485,7.6806,268.02,-14.98,-8.67,0.6683708326,0.2733276393,8.1721449627,18138,2018-07-07 14:53:59:615
0.8715,2.7485,7.6806,272.12,-19.57,-6.47,0.0005555756,-0.0004563872,8.2039856377,18162,2018-07-07 14:53:59:639
0.9673,3.4189,9.3278,272.12,-19.57,-6.47,0.0769839161,0.092856291,9.9808742366,18185,2018-07-07 14:53:59:662
0.9673,3.4189,9.3278,272.12,-19.57,-6.47,0.0769839161,0.092856291,9.9808742366,18210,2018-07-07 14:53:59:687
0.9673,3.4189,9.3278,272.12,-19.57,-6.47,0.0769839161,0.092856291,9.9808742366,18233,2018-07-07 14:53:59:710
0.9673,3.4189,9.3278,272.12,-19.57,-6.47,0.0769839161,0.092856291,9.9808742366,18258,2018-07-07 14:53:59:735
0.9673,3.4189,9.3278,272.12,-19.57,-6.47,0.0769839161,0.092856291,9.9808742366,18281,2018-07-07 14:53:59:758
1.0439,4.0318,9.4523,272.12,-19.57,-6.47,0.6120822833,0.0505388683,10.3108639231,18306,2018-07-07 14:53:59:783
1.0439,4.0318,9.4523,272.12,-19.57,-6.47,0.6120822833,0.0505388683,10.3108639231,18330,2018-07-07 14:53:59:807
1.0439,4.0318,9.4523,278.26,-22.98,-6.3,-0.0008058037,-0.0004749052,10.3291390186,18353,2018-07-07 14:53:59:830
1.0439,4.0318,9.4523,278.26,-22.98,-6.3,-0.0008058037,-0.0004749052,10.3291390186,18378,2018-07-07 14:53:59:855
1.0439,4.0318,9.4523,278.26,-22.98,-6.3,-0.0008058037,-0.0004749052,10.3291390186,18402,2018-07-07 14:53:59:879
0.9673,4.0127,10.5153,278.26,-22.98,-6.3,-0.4508767876,0.1289935359,11.2866751287,18425,2018-07-07 14:53:59:902
0.9673,4.0127,10.5153,278.26,-22.98,-6.3,-0.4508767876,0.1289935359,11.2866751287,18449,2018-07-07 14:53:59:926
0.9673,4.0127,10.5153,278.26,-22.98,-6.3,-0.4508767876,0.1289935359,11.2866751287,18474,2018-07-07 14:53:59:951
0.9673,4.0127,10.5153,278.26,-22.98,-6.3,-0.4508767876,0.1289935359,11.2866751287,18498,2018-07-07 14:53:59:975
0.9673,4.0127,10.5153,278.26,-22.98,-6.3,-0.4508767876,0.1289935359,11.2866751287,18521,2018-07-07 14:53:59:998
-0.4693,2.1452,7.9966,278.26,-22.98,-6.3,-1.2896195453,1.1708395354,8.1076354938,18545,2018-07-07 14:54:00:022
-0.4693,2.1452,7.9966,278.97,-14.99,3.36,0.0003425708,-0.0001313036,8.2926314856,18569,2018-07-07 14:54:00:046
-0.4693,2.1452,7.9966,278.97,-14.99,3.36,0.0003425708,-0.0001313036,8.2926314856,18593,2018-07-07 14:54:00:070
-0.4693,2.1452,7.9966,278.97,-14.99,3.36,0.0003425708,-0.0001313036,8.2926314856,18618,2018-07-07 14:54:00:095
-0.4693,2.1452,7.9966,278.97,-14.99,3.36,0.0003425708,-0.0001313036,8.2926314856,18641,2018-07-07 14:54:00:118
0.4788,2.2697,10.0078,278.97,-14.99,3.36,-0.2136707048,-1.1114363513,10.2105779678,18665,2018-07-07 14:54:00:142
0.4788,2.2697,10.0078,278.97,-14.99,3.36,-0.2136707048,-1.1114363513,10.2105779678,18690,2018-07-07 14:54:00:167
0.4788,2.2697,10.0078,278.97,-14.99,3.36,-0.2136707048,-1.1114363513,10.2105779678,18714,2018-07-07 14:54:00:191
0.4788,2.2697,10.0078,278.97,-14.99,3.36,-0.2136707048,-1.1114363513,10.2105779678,18737,2018-07-07 14:54:00:214
0.4788,2.2697,10.0078,276.98,-12.76,-2.74,0.0006947982,0.0002444644,10.2731128597,18762,2018-07-07 14:54:00:239
0.5267,2.9784,7.5657,276.98,-12.76,-2.74,1.2410402313,-0.013715547,8.0528086385,18785,2018-07-07 14:54:00:262
0.5267,2.9784,7.5657,276.98,-12.76,-2.74,1.2410402313,-0.013715547,8.0528086385,18809,2018-07-07 14:54:00:286
0.5267,2.9784,7.5657,276.98,-12.76,-2.74,1.2410402313,-0.013715547,8.0528086385,18833,2018-07-07 14:54:00:310
0.5267,2.9784,7.5657,276.98,-12.76,-2.74,1.2410402313,-0.013715547,8.0528086385,18857,2018-07-07 14:54:00:334
0.5267,2.9784,7.5657,276.98,-12.76,-2.74,1.2410402313,-0.013715547,8.0528086385,18881,2018-07-07 14:54:00:358
0.2682,3.5721,9.1554,276.98,-12.76,-2.74,1.4297703483,0.3460842505,9.7205535466,18905,2018-07-07 14:54:00:382
0.2682,3.5721,9.1554,276.98,-12.76,-2.74,1.4297703483,0.3460842505,9.7205535466,18929,2018-07-07 14:54:00:406
0.2682,3.5721,9.1554,276.98,-12.76,-1.68,1.450016511,0.1778554917,9.7220881683,18953,2018-07-07 14:54:00:430
0.2682,3.5721,9.1554,282.58,-21.31,-1.68,-0.0008116713,0.0001540833,9.8312348221,18977,2018-07-07 14:54:00:454
0.8619,3.8211,10.161,282.58,-21.31,-1.68,-0.014268623,-0.5806844475,10.8743827319,19002,2018-07-07 14:54:00:479
0.8619,3.8211,10.161,282.58,-21.31,-1.68,-0.014268623,-0.5806844475,10.8743827319,19025,2018-07-07 14:54:00:502
0.8619,3.8211,10.161,282.58,-21.31,-1.68,-0.014268623,-0.5806844475,10.8743827319,19050,2018-07-07 14:54:00:527
0.8619,3.8211,10.161,282.58,-21.31,-1.68,-0.014268623,-0.5806844475,10.8743827319,19074,2018-07-07 14:54:00:551
0.8619,3.8211,10.161,282.58,-21.31,-1.68,-0.014268623,-0.5806844475,10.8743827319,19097,2018-07-07 14:54:00:574
1.1013,3.371,9.8641,282.58,-21.31,-1.68,-0.2667395654,-0.8911275317,10.4408674556,19121,2018-07-07 14:54:00:598
1.1013,3.371,9.8641,282.58,-21.31,-1.68,-0.2667395654,-0.8911275317,10.4408674556,19146,2018-07-07 14:54:00:623
1.1013,3.371,9.8641,276.95,-18.76,-6.37,-0.0001272368,-0.0001090333,10.4822216859,19169,2018-07-07 14:54:00:646
1.1013,3.371,9.8641,276.95,-18.76,-6.37,-0.0001272368,-0.0001090333,10.4822216859,19194,2018-07-07 14:54:00:671
-0.0096,2.6624,8.3318,276.95,-18.76,-6.37,-0.2536719668,0.9099330916,8.6956902809,19246,2018-07-07 14:54:00:723
-0.0096,2.6624,8.3318,276.95,-18.76,-6.37,-0.2536719668,0.9099330916,8.6956902809,19247,2018-07-07 14:54:00:724
-0.0096,2.6624,8.3318,276.95,-18.76,-6.37,-0.2536719668,0.9099330916,8.6956902809,19266,2018-07-07 14:54:00:743
-0.0096,2.6624,8.3318,276.95,-18.76,-6.37,-0.2536719668,0.9099330916,8.6956902809,19290,2018-07-07 14:54:00:767
-0.0096,2.6624,8.3318,276.95,-18.76,-6.37,-0.2536719668,0.9099330916,8.6956902809,19314,2018-07-07 14:54:00:791
-0.0096,2.6624,8.3318,276.95,-18.76,-6.37,-0.2536719668,0.9099330916,8.6956902809,19338,2018-07-07 14:54:00:815
0.9768,2.8635,8.667,273.54,-18.18,-6.43,-0.0006913158,-8.73596647052166E-05,9.179905174,19362,2018-07-07 14:54:00:839
0.9768,2.8635,8.667,273.54,-18.18,-6.43,-0.0006913158,-8.73596647052166E-05,9.179905174,19385,2018-07-07 14:54:00:862
0.9768,2.8635,8.667,273.54,-18.18,-6.43,-0.0006913158,-8.73596647052166E-05,9.179905174,19409,2018-07-07 14:54:00:886
0.9768,2.8635,8.667,273.54,-18.18,-6.43,-0.0006913158,-8.73596647052166E-05,9.179905174,19433,2018-07-07 14:54:00:910
0.9768,2.8635,8.667,273.54,-18.18,-6.43,-0.0006913158,-8.73596647052166E-05,9.179905174,19458,2018-07-07 14:54:00:935
0.5459,3.5243,8.3318,273.54,-18.18,-6.43,0.7205581266,0.4359289807,9.0237658685,19481,2018-07-07 14:54:00:958
