ACCELEROMETER.X,ACCELEROMETER.Y,ACCELEROMETER.Z,ORIENTATION.Z,ORIENTATION.X,ORIENTATION.Y,Global X,Global Y,Global Z,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.6704,1.6664,9.2512,99.26,-8.32,11.43,-0.5026550839,1.1097891524,9.3448773381,18,2018-07-07 14:53:41:495
-0.6704,1.6664,9.2512,99.26,-8.32,11.43,-0.5026550839,1.1097891524,9.3448773381,41,2018-07-07 14:53:41:518
-0.6704,1.6664,9.2512,101.07,-10.18,4.14,-0.0006476686,-0.0009129982,9.4239601711,65,2018-07-07 14:53:41:542
-0.1149,2.4421,8.7245,101.07,-10.18,4.14,-0.9470865153,0.3397272547,9.0045303706,89,2018-07-07 14:53:41:566
-0.1149,2.4421,8.7245,101.07,-10.18,4.14,-0.9470865153,0.3397272547,9.0045303706,114,2018-07-07 14:53:41:591
-0.1149,2.4421,8.7245,101.07,-10.18,4.14,-0.9470865153,0.3397272547,9.0045303706,138,2018-07-07 14:53:41:615
-0.1149,2.4421,8.7245,101.07,-10.18,4.14,-0.9470865153,0.3397272547,9.0045303706,162,2018-07-07 14:53:41:639
-0.6704,2.9975,8.9735,101.07,-10.18,4.14,-1.3306078974,-0.2815460392,9.3866053028,186,2018-07-07 14:53:41:663
-0.6704,2.9975,8.9735,101.07,-10.18,4.14,-1.3306078974,-0.2815460392,9.3866053028,210,2018-07-07 14:53:41:687
-0.6704,2.9975,8.9735,101.07,-10.18,4.14,-1.3306078974,-0.2815460392,9.3866053028,234,2018-07-07 14:53:41:711
-0.6704,2.9975,8.9735,99.76,-18.42,4.27,-0.0004982186,-0.0004945321,9.4846267279,257,2018-07-07 14:53:41:734
-0.6704,2.9975,8.9735,99.76,-18.42,4.27,-0.0004982186,-0.0004945321,9.4846267279,282,2018-07-07 14:53:41:759
-0.2873,3.2561,9.2895,99.76,-18.42,4.27,-0.221801171,0.3729599501,9.8382541066,305,2018-07-07 14:53:41:782
-0.2873,3.2561,9.2895,99.76,-18.42,4.27,-0.221801171,0.3729599501,9.8382541066,329,2018-07-07 14:53:41:806
-0.2873,3.2561,9.2895,99.76,-18.42,4.27,-0.221801171,0.3729599501,9.8382541066,353,2018-07-07 14:53:41:830
-0.2873,3.2561,9.2895,99.76,-18.42,4.27,-0.221801171,0.3729599501,9.8382541066,377,2018-07-07 14:53:41:854
-0.2873,3.2561,9.2895,99.76,-18.42,4.27,-0.221801171,0.3729599501,9.8382541066,401,2018-07-07 14:53:41:878
-0.1437,3.2178,9.7971,99.76,-18.42,4.27,-0.0623701944,0.5840375337,10.2962646167,426,2018-07-07 14:53:41:903
-0.1437,3.2178,9.7971,101.05,-18.18,0.84,-0.0001014215,-0.000077592,10.3130041658,449,2018-07-07 14:53:41:926
-0.1437,3.2178,9.7971,101.05,-18.18,0.84,-0.0001014215,-0.000077592,10.3130041658,474,2018-07-07 14:53:41:951
-0.1437,3.2178,9.7971,101.05,-18.18,0.84,-0.0001014215,-0.000077592,10.3130041658,498,2018-07-07 14:53:41:975
-0.1437,3.2178,9.7971,101.05,-18.18,0.84,-0.0001014215,-0.000077592,10.3130041658,522,2018-07-07 14:53:41:999
-0.1053,1.9154,9.1363,101.05,-18.18,0.84,1.0063408735,0.2257172841,9.2783701529,546,2018-07-07 14:53:42:023
-0.1053,1.9154,9.1363,101.05,-18.18,0.84,1.0063408735,0.2257172841,9.2783701529,569,2018-07-07 14:53:42:046
-0.1053,1.9154,9.1363,101.05,-18.18,0.84,1.0063408735,0.2257172841,9.2783701529,593,2018-07-07 14:53:42:070
-0.1053,1.9154,9.1363,101.05,-18.18,0.84,1.0063408735,0.2257172841,9.2783701529,618,2018-07-07 14:53:42:095
-0.1053,1.9154,9.1363,101.05,-18.18,0.84,1.0063408735,0.2257172841,9.2783701529,642,2018-07-07 14:53:42:119
1.245,2.1739,9.6917,103.5,-11.84,0.66,-0.4549392838,1.2858808241,9.9168773238,665,2018-07-07 14:53:42:142
1.245,2.1739,9.6917,103.5,-11.84,0.66,-0.4549392838,1.2858808241,9.9168773238,689,2018-07-07 14:53:42:166
1.245,2.1739,9.6917,103.5,-11.84,0.66,-0.4549392838,1.2858808241,9.9168773238,713,2018-07-07 14:53:42:190
1.245,2.1739,9.6917,103.5,-11.84,0.66,-0.4549392838,1.2858808241,9.9168773238,737,2018-07-07 14:53:42:214
1.245,2.1739,9.6917,103.5,-11.84,0.66,-0.4549392838,1.2858808241,9.9168773238,762,2018-07-07 14:53:42:239
-0.0958,2.4229,8.169,103.5,-11.84,0.66,-0.6755235287,-0.1639226318,8.4928782155,786,2018-07-07 14:53:42:263
-0.0958,2.4229,8.169,103.5,-11.84,0.66,-0.6755235287,-0.1639226318,8.4928782155,809,2018-07-07 14:53:42:286
-0.0958,2.4229,8.169,103.5,-11.84,0.66,-0.6755235287,-0.1639226318,8.4928782155,833,2018-07-07 14:53:42:310
-0.0958,2.4229,8.169,104.37,-16.52,0.67,0.0001938831,-0.0002287824,8.5212782468,857,2018-07-07 14:53:42:334
-0.0958,2.4229,8.169,104.37,-16.52,0.67,0.0001938831,-0.0002287824,8.5212782468,882,2018-07-07 14:53:42:359
0.6704,2.9975,9.2895,104.37,-16.52,0.67,-0.4206913047,0.6963588764,9.7502490123,906,2018-07-07 14:53:42:383
0.6704,2.9975,9.2895,104.37,-16.52,0.67,-0.4206913047,0.6963588764,9.7502490123,929,2018-07-07 14:53:42:406
0.6704,2.9975,9.2895,104.37,-16.52,0.67,-0.4206913047,0.6963588764,9.7502490123,954,2018-07-07 14:53:42:431
0.6704,2.9975,9.2895,104.37,-16.52,0.67,-0.4206913047,0.6963588764,9.7502490123,977,2018-07-07 14:53:42:454
0.6704,2.9975,9.2895,104.37,-16.52,0.67,-0.4206913047,0.6963588764,9.7502490123,1002,2018-07-07 14:53:42:479
0.4788,3.4955,8.9639,104.37,-16.52,0.67,-0.9237674376,0.365766638,9.5818652353,1025,2018-07-07 14:53:42:502
0.4788,3.4955,8.9639,102.64,-21.28,-3.06,0.000768653,-0.0002281399,9.6332378906,1050,2018-07-07 14:53:42:527
0.4788,3.4955,8.9639,102.64,-21.28,-3.06,0.000768653,-0.0002281399,9.6332378906,1073,2018-07-07 14:53:42:550
0.4788,3.4955,8.9639,102.64,-21.28,-3.06,0.000768653,-0.0002281399,9.6332378906,1097,2018-07-07 14:53:42:574
0.4788,3.4955,8.9639,102.64,-21.28,-3.06,0.000768653,-0.0002281399,9.6332378906,1121,2018-07-07 14:53:42:598
0.1532,3.7445,10.3525,102.64,-21.28,-3.06,0.3466263287,-0.3318445511,10.9994879936,1145,2018-07-07 14:53:42:622
0.1532,3.7445,10.3525,102.64,-21.28,-3.06,0.3466263287,-0.3318445511,10.9994879936,1170,2018-07-07 14:53:42:647
0.1532,3.7445,10.3525,102.64,-21.28,-3.06,0.3466263287,-0.3318445511,10.9994879936,1193,2018-07-07 14:53:42:670
0.1532,3.7445,10.3525,102.64,-21.28,-3.06,0.3466263287,-0.3318445511,10.9994879936,1218,2018-07-07 14:53:42:695
-0.3543,3.2178,10.7643,102.64,-21.28,-3.06,1.0772547102,-0.7098862642,11.1662663232,1241,2018-07-07 14:53:42:718
-0.3543,3.2178,10.7643,108.52,-16.63,1.89,-0.0011456005,0.0005731303,11.2405479483,1266,2018-07-07 14:53:42:743
-0.3543,3.2178,10.7643,108.52,-16.63,1.89,-0.0011456005,0.0005731303,11.2405479483,1289,2018-07-07 14:53:42:766
-0.3543,3.2178,10.7643,108.52,-16.63,1.89,-0.0011456005,0.0005731303,11.2405479483,1314,2018-07-07 14:53:42:791
-0.3543,3.2178,10.7643,108.52,-16.63,1.89,-0.0011456005,0.0005731303,11.2405479483,1337,2018-07-07 14:53:42:814
-1.0151,2.2889,7.1826,108.52,-16.63,1.89,0.1245890911,-0.7783973549,7.5655673347,1361,2018-07-07 14:53:42:838
-1.0151,2.2889,7.1826,108.52,-16.63,1.89,0.1245890911,-0.7783973549,7.5655673347,1385,2018-07-07 14:53:42:862
-1.0151,2.2889,7.1826,108.52,-16.63,1.89,0.1245890911,-0.7783973549,7.5655673347,1409,2018-07-07 14:53:42:886
-1.0151,2.2889,7.1826,108.52,-16.63,1.89,0.1245890911,-0.7783973549,7.5655673347,1434,2018-07-07 14:53:42:911
-1.0151,2.2889,7.1826,112.03,-17.51,8.04,-9.9276480648669E-05,-0.0006142577,7.6065257242,1457,2018-07-07 14:53:42:934
-0.2203,2.5379,10.5441,112.03,-17.51,8.04,0.2055511146,1.4387574059,10.749662282,1482,2018-07-07 14:53:42:959
-0.2203,2.5379,10.5441,112.03,-17.51,8.04,0.2055511146,1.4387574059,10.749662282,1505,2018-07-07 14:53:42:982
-0.2203,2.5379,10.5441,112.03,-17.51,8.04,0.2055511146,1.4387574059,10.749662282,1529,2018-07-07 14:53:43:006
-0.2203,2.5379,10.5441,112.03,-17.51,8.04,0.2055511146,1.4387574059,10.749662282,1553,2018-07-07 14:53:43:030
-0.2203,2.5379,10.5441,112.03,-17.51,8.04,0.2055511146,1.4387574059,10.749662282,1577,2018-07-07 14:53:43:054
0.0192,2.8156,7.9871,112.03,-17.51,8.04,-0.7102439836,0.9382168982,8.3867181272,1602,2018-07-07 14:53:43:079
0.0192,2.8156,7.9871,112.03,-17.51,8.04,-0.7102439836,0.9382168982,8.3867181272,1625,2018-07-07 14:53:43:102
0.0192,2.8156,7.9871,110.51,-19.42,-0.14,0.0003265063,-0.0002154647,8.4688687708,1650,2018-07-07 14:53:43:127
0.0192,2.8156,7.9871,110.51,-19.42,-0.14,0.0003265063,-0.0002154647,8.4688687708,1673,2018-07-07 14:53:43:150
0.0096,3.3806,8.7819,110.51,-19.42,-0.14,-0.2472037093,-0.1051356505,9.4062826319,1698,2018-07-07 14:53:43:175
0.0096,3.3806,8.7819,110.51,-19.42,-0.14,-0.2472037093,-0.1051356505,9.4062826319,1721,2018-07-07 14:53:43:198
0.0096,3.3806,8.7819,110.51,-19.42,-0.14,-0.2472037093,-0.1051356505,9.4062826319,1746,2018-07-07 14:53:43:223
0.0096,3.3806,8.7819,110.51,-19.42,-0.14,-0.2472037093,-0.1051356505,9.4062826319,1770,2018-07-07 14:53:43:247
0.2203,3.9361,8.7819,110.51,-19.42,-0.14,-0.8115528473,-0.0912901163,9.5914665719,1794,2018-07-07 14:53:43:271
0.2203,3.9361,8.7819,110.51,-19.42,-0.14,-0.8115528473,-0.0912901163,9.5914665719,1817,2018-07-07 14:53:43:294
0.2203,3.9361,8.7819,110.51,-19.42,-0.14,-0.8115528473,-0.0912901163,9.5914665719,1842,2018-07-07 14:53:43:319
0.2203,3.9361,8.7819,108.04,-24.14,-1.44,0.0008641108,-0.0002018842,9.6261717273,1865,2018-07-07 14:53:43:342
0.4693,3.9456,10.4291,108.04,-24.14,-1.44,0.5711200438,0.4037821803,11.1384429121,1889,2018-07-07 14:53:43:366
0.4693,3.9456,10.4291,108.04,-24.14,-1.44,0.5711200438,0.4037821803,11.1384429121,1914,2018-07-07 14:53:43:391
0.4693,3.9456,10.4291,108.04,-24.14,-1.44,0.5711200438,0.4037821803,11.1384429121,1937,2018-07-07 14:53:43:414
0.4693,3.9456,10.4291,108.04,-24.14,-1.44,0.5711200438,0.4037821803,11.1384429121,1962,2018-07-07 14:53:43:439
0.4693,3.9456,10.4291,108.04,-24.14,-1.44,0.5711200438,0.4037821803,11.1384429121,1986,2018-07-07 14:53:43:463
0.996,2.5857,10.3908,108.04,-24.14,-1.44,1.5779923924,1.2864804012,10.5594267513,2009,2018-07-07 14:53:43:486
0.996,2.5857,10.3908,108.04,-24.14,-1.44,1.5779923924,1.2864804012,10.5594267513,2034,2018-07-07 14:53:43:511
0.996,2.5857,10.3908,108.04,-24.14,-1.44,1.5779923924,1.2864804012,10.5594267513,2058,2018-07-07 14:53:43:535
0.996,2.5857,10.3908,108.04,-24.14,-1.44,1.5779923924,1.2864804012,10.5594267513,2081,2018-07-07 14:53:43:558
0.7374,2.241,9.1267,108.04,-24.14,-1.44,1.4533716011,1.0074177821,9.2593365341,2106,2018-07-07 14:53:43:583
0.7374,2.241,9.1267,108.04,-24.14,-1.44,1.4533716011,1.0074177821,9.2593365341,2129,2018-07-07 14:53:43:606
0.7374,2.241,9.1267,108.4,-13.75,-4.62,-0.0003604033,-0.0002494946,9.4266904297,2153,2018-07-07 14:53:43:630
0.7374,2.241,9.1267,108.4,-13.75,-4.62,-0.0003604033,-0.0002494946,9.4266904297,2178,2018-07-07 14:53:43:655
0.7374,2.241,9.1267,108.4,-13.75,-4.62,-0.0003604033,-0.0002494946,9.4266904297,2201,2018-07-07 14:53:43:678
0.4501,2.6432,8.849,108.4,-13.75,-4.62,-0.3553769965,-0.3965702882,9.2309445046,2226,2018-07-07 14:53:43:703
0.4501,2.6432,8.849,108.4,-13.75,-4.62,-0.3553769965,-0.3965702882,9.2309445046,2249,2018-07-07 14:53:43:726
0.4501,2.6432,8.849,108.4,-13.75,-4.62,-0.3553769965,-0.3965702882,9.2309445046,2274,2018-07-07 14:53:43:751
0.4501,2.6432,8.849,108.4,-13.75,-4.62,-0.3553769965,-0.3965702882,9.2309445046,2297,2018-07-07 14:53:43:774
0.4501,2.6432,8.849,108.4,-13.75,-4.62,-0.3553769965,-0.3965702882,9.2309445046,2322,2018-07-07 14:53:43:799
0.1628,3.3902,8.4276,108.4,-13.75,-4.62,-1.0641474552,-0.8983711253,8.9780243459,2345,2018-07-07 14:53:43:822
0.1628,3.3902,8.4276,108.4,-13.75,-4.62,-1.0641474552,-0.8983711253,8.9780243459,2369,2018-07-07 14:53:43:846
0.1628,3.3902,8.4276,108.4,-13.75,-4.62,-1.0641474552,-0.8983711253,8.9780243459,2394,2018-07-07 14:53:43:871
0.1628,3.3902,8.4276,104,-21.91,-1.11,0.0001315391,-0.0004717258,9.0853949501,2451,2018-07-07 14:53:43:928
0.1628,3.3902,8.4276,104,-21.91,-1.11,0.0001315391,-0.0004717258,9.0853949501,2452,2018-07-07 14:53:43:929
0.0479,4.2234,8.3031,104,-21.91,-1.11,-0.7685918732,-0.3080456424,9.2787523943,2466,2018-07-07 14:53:43:943
0.0479,4.2234,8.3031,104,-21.91,-1.11,-0.7685918732,-0.3080456424,9.2787523943,2489,2018-07-07 14:53:43:966
0.0479,4.2234,8.3031,104,-21.91,-1.11,-0.7685918732,-0.3080456424,9.2787523943,2513,2018-07-07 14:53:43:990
0.0479,4.2234,8.3031,104,-21.91,-1.11,-0.7685918732,-0.3080456424,9.2787523943,2538,2018-07-07 14:53:44:015
0.0479,4.2234,8.3031,104,-21.91,-1.11,-0.7685918732,-0.3080456424,9.2787523943,2561,2018-07-07 14:53:44:038
0.3256,4.2329,10.9176,104,-21.91,-1.11,0.1163304217,0.1465395021,11.7124908084,2586,2018-07-07 14:53:44:063
0.3256,4.2329,10.9176,104,-21.91,-1.11,0.1163304217,0.1465395021,11.7124908084,2610,2018-07-07 14:53:44:087
0.3256,4.2329,10.9176,104,-21.91,-1.11,0.1163304217,0.1465395021,11.7124908084,2633,2018-07-07 14:53:44:110
0.3256,4.2329,10.9176,105.27,-21.18,-1.71,-0.000582138,-0.000504968,11.7139851006,2657,2018-07-07 14:53:44:134
0.3256,4.2329,10.9176,105.27,-21.18,-1.71,-0.000582138,-0.000504968,11.7139851006,2681,2018-07-07 14:53:44:158
-0.1149,3.486,9.8258,105.27,-21.18,-1.71,0.3937063983,-0.3155067465,10.4142783915,2705,2018-07-07 14:53:44:182
-0.1149,3.486,9.8258,105.27,-21.18,-1.71,0.3937063983,-0.3155067465,10.4142783915,2729,2018-07-07 14:53:44:206
-0.1149,3.486,9.8258,105.27,-21.18,-1.71,0.3937063983,-0.3155067465,10.4142783915,2753,2018-07-07 14:53:44:230
-0.1149,3.486,9.8258,105.27,-21.18,-1.71,0.3937063983,-0.3155067465,10.4142783915,2777,2018-07-07 14:53:44:254
-0.1149,3.486,9.8258,105.27,-21.18,-1.71,0.3937063983,-0.3155067465,10.4142783915,2801,2018-07-07 14:53:44:278
-1.1396,2.49,7.4603,105.27,-21.18,-1.71,0.7060304293,-1.2187963241,7.8211841049,2826,2018-07-07 14:53:44:303
-1.1396,2.49,7.4603,110.21,-18.26,8.69,-0.0001925777,0.0006178002,7.9470034498,2849,2018-07-07 14:53:44:326
-1.1396,2.49,7.4603,110.21,-18.26,8.69,-0.0001925777,0.0006178002,7.9470034498,2873,2018-07-07 14:53:44:350
-1.1396,2.49,7.4603,110.21,-18.26,8.69,-0.0001925777,0.0006178002,7.9470034498,2897,2018-07-07 14:53:44:374
-1.1396,2.49,7.4603,110.21,-18.26,8.69,-0.0001925777,0.0006178002,7.9470034498,2922,2018-07-07 14:53:44:399
-0.249,2.5762,9.1842,110.21,-18.26,8.69,-0.0096192696,1.2128311505,9.4645277299,2945,2018-07-07 14:53:44:422
-0.249,2.5762,9.1842,110.21,-18.26,8.69,-0.0096192696,1.2128311505,9.4645277299,2970,2018-07-07 14:53:44:447
-0.249,2.5762,9.1842,110.21,-18.26,8.69,-0.0096192696,1.2128311505,9.4645277299,2993,2018-07-07 14:53:44:470
-0.249,2.5762,9.1842,110.21,-18.26,8.69,-0.0096192696,1.2128311505,9.4645277299,3018,2018-07-07 14:53:44:495
-0.249,2.5762,9.1842,110.21,-18.26,8.69,-0.0096192696,1.2128311505,9.4645277299,3043,2018-07-07 14:53:44:520
0.1628,3.2848,7.8147,110.21,-18.26,8.69,-1.1266121663,1.0149252677,8.3418596666,3066,2018-07-07 14:53:44:543
0.1628,3.2848,7.8147,110.21,-18.26,8.69,-1.1266121663,1.0149252677,8.3418596666,3089,2018-07-07 14:53:44:566
0.1628,3.2848,7.8147,110.21,-18.26,8.69,-1.1266121663,1.0149252677,8.3418596666,3114,2018-07-07 14:53:44:591
0.1628,3.2848,7.8147,110.21,-18.26,8.69,-1.1266121663,1.0149252677,8.3418596666,3138,2018-07-07 14:53:44:615
0.1628,3.2848,7.8147,105.07,-22.79,-1.19,-0.000740862,0.000287033,8.4785582701,3162,2018-07-07 14:53:44:639
0.1149,3.869,8.6383,105.07,-22.79,-1.19,-0.1962964774,-0.1196770512,9.4630721754,3185,2018-07-07 14:53:44:662
0.1149,3.869,8.6383,105.07,-22.79,-1.19,-0.1962964774,-0.1196770512,9.4630721754,3210,2018-07-07 14:53:44:687
0.1149,3.869,8.6383,105.07,-22.79,-1.19,-0.1962964774,-0.1196770512,9.4630721754,3233,2018-07-07 14:53:44:710
0.1149,3.869,8.6383,105.07,-22.79,-1.19,-0.1962964774,-0.1196770512,9.4630721754,3258,2018-07-07 14:53:44:735
0.1149,3.869,8.6383,105.07,-22.79,-1.19,-0.1962964774,-0.1196770512,9.4630721754,3281,2018-07-07 14:53:44:758
0.0192,3.9744,9.6247,105.07,-22.79,-1.19,0.1081999111,-0.1579908021,10.4112634092,3305,2018-07-07 14:53:44:782
0.0192,3.9744,9.6247,105.07,-22.79,-1.19,0.1081999111,-0.1579908021,10.4112634092,3329,2018-07-07 14:53:44:806
0.0192,3.9744,9.6247,104.45,-22.44,-0.11,0.0002548991,0.0008111447,10.4130242181,3354,2018-07-07 14:53:44:831
0.3926,3.5721,10.0652,104.45,-22.44,-0.11,0.4304559754,0.4963923303,10.6672670595,3378,2018-07-07 14:53:44:855
0.3926,3.5721,10.0652,104.45,-22.44,-0.11,0.4304559754,0.4963923303,10.6672670595,3402,2018-07-07 14:53:44:879
0.3926,3.5721,10.0652,104.45,-22.44,-0.11,0.4304559754,0.4963923303,10.6672670595,3425,2018-07-07 14:53:44:902
0.3926,3.5721,10.0652,104.45,-22.44,-0.11,0.4304559754,0.4963923303,10.6672670595,3449,2018-07-07 14:53:44:926
0.3926,3.5721,10.0652,104.45,-22.44,-0.11,0.4304559754,0.4963923303,10.6672670595,3473,2018-07-07 14:53:44:950
0.3735,2.2984,8.5042,104.45,-22.44,-0.11,0.9974665965,0.6258743509,8.7382437672,3498,2018-07-07 14:53:44:975
0.3735,2.2984,8.5042,104.45,-22.44,-0.11,0.9974665965,0.6258743509,8.7382437672,3521,2018-07-07 14:53:44:998
0.3735,2.2984,8.5042,104.45,-22.44,-0.11,0.9974665965,0.6258743509,8.7382437672,3545,2018-07-07 14:53:45:022
0.3735,2.2984,8.5042,105.78,-15.11,-2.51,-0.000179201,0.0006880198,8.8172309681,3572,2018-07-07 14:53:45:049
0.3735,2.2984,8.5042,105.78,-15.11,-2.51,-0.000179201,0.0006880198,8.8172309681,3594,2018-07-07 14:53:45:071
1.1301,2.2027,9.8354,105.78,-15.11,-2.51,0.2409499668,0.7937247975,10.1082169802,3618,2018-07-07 14:53:45:095
1.1301,2.2027,9.8354,105.78,-15.11,-2.51,0.2409499668,0.7937247975,10.1082169802,3641,2018-07-07 14:53:45:118
1.1301,2.2027,9.8354,105.78,-15.11,-2.51,0.2409499668,0.7937247975,10.1082169802,3665,2018-07-07 14:53:45:142
1.1301,2.2027,9.8354,105.78,-15.11,-2.51,0.2409499668,0.7937247975,10.1082169802,3690,2018-07-07 14:53:45:167
1.1301,2.2027,9.8354,105.78,-15.11,-2.51,0.2409499668,0.7937247975,10.1082169802,3713,2018-07-07 14:53:45:190
0.1532,3.3902,7.5369,105.78,-15.11,-2.51,-1.211010187,-0.5261734124,8.1595578163,3738,2018-07-07 14:53:45:215
0.1532,3.3902,7.5369,104.32,-24.21,-1.16,-0.0007655134,0.0004117655,8.2656994341,3761,2018-07-07 14:53:45:238
0.1532,3.3902,7.5369,104.32,-24.21,-1.16,-0.0007655134,0.0004117655,8.2656994341,3785,2018-07-07 14:53:45:262
0.1532,3.3902,7.5369,104.32,-24.21,-1.16,-0.0007655134,0.0004117655,8.2656994341,3809,2018-07-07 14:53:45:286
0.1532,3.3902,7.5369,104.32,-24.21,-1.16,-0.0007655134,0.0004117655,8.2656994341,3833,2018-07-07 14:53:45:310
0.5555,3.8882,9.2895,104.32,-24.21,-1.16,0.1679115433,0.4219669896,10.0754771258,3857,2018-07-07 14:53:45:334
0.5555,3.8882,9.2895,104.32,-24.21,-1.16,0.1679115433,0.4219669896,10.0754771258,3882,2018-07-07 14:53:45:359
0.5555,3.8882,9.2895,104.32,-24.21,-1.16,0.1679115433,0.4219669896,10.0754771258,3905,2018-07-07 14:53:45:382
0.5555,3.8882,9.2895,104.32,-24.21,-1.16,0.1679115433,0.4219669896,10.0754771258,3929,2018-07-07 14:53:45:406
0.5555,3.8882,9.2895,105.51,-22.68,-3.42,0.0006248554,0.0005337552,10.0857071673,3953,2018-07-07 14:53:45:430
0.4501,3.8499,10.5632,105.51,-22.68,-3.42,0.5531837163,-0.0341666755,11.2382531861,3977,2018-07-07 14:53:45:454
0.4501,3.8499,10.5632,105.51,-22.68,-3.42,0.5531837163,-0.0341666755,11.2382531861,4002,2018-07-07 14:53:45:479
0.4501,3.8499,10.5632,105.51,-22.68,-3.42,0.5531837163,-0.0341666755,11.2382531861,4025,2018-07-07 14:53:45:502
0.4501,3.8499,10.5632,105.51,-22.68,-3.42,0.5531837163,-0.0341666755,11.2382531861,4049,2018-07-07 14:53:45:526
0.5076,2.7773,11.9327,105.51,-22.68,-3.42,2.0224964709,0.3483679674,12.0891906315,4073,2018-07-07 14:53:45:550
0.5076,2.7773,11.9327,105.51,-22.68,-3.42,2.0224964709,0.3483679674,12.0891906315,4097,2018-07-07 14:53:45:574
0.5076,2.7773,11.9327,105.51,-22.68,-3.42,2.0224964709,0.3483679674,12.0891906315,4121,2018-07-07 14:53:45:598
0.5076,2.7773,11.9327,105.51,-22.68,-3.42,2.0224964709,0.3483679674,12.0891906315,4145,2018-07-07 14:53:45:622
0.5076,2.7773,11.9327,111.65,-13.09,-2.44,0.0001773932,-0.0008688399,12.262152403,4169,2018-07-07 14:53:45:646
0.0287,2.2218,8.6479,111.65,-13.09,-2.44,-0.0671259197,-0.3919067366,8.9199381478,4194,2018-07-07 14:53:45:671
0.0287,2.2218,8.6479,111.65,-13.09,-2.44,-0.0671259197,-0.3919067366,8.9199381478,4218,2018-07-07 14:53:45:695
0.0287,2.2218,8.6479,111.65,-13.09,-2.44,-0.0671259197,-0.3919067366,8.9199381478,4242,2018-07-07 14:53:45:719
0.0287,2.2218,8.6479,111.65,-13.09,-2.44,-0.0671259197,-0.3919067366,8.9199381478,4266,2018-07-07 14:53:45:743
0.0287,2.2218,8.6479,111.65,-13.09,-2.44,-0.0671259197,-0.3919067366,8.9199381478,4289,2018-07-07 14:53:45:766
0.0192,2.4421,8.8777,111.65,-13.09,-2.44,-0.2112082869,-0.4698361162,9.1930638757,4314,2018-07-07 14:53:45:791
0.0192,2.4421,8.8777,111.65,-13.09,-2.44,-0.2112082869,-0.4698361162,9.1930638757,4338,2018-07-07 14:53:45:815
0.0192,2.4421,8.8777,111.14,-15.38,-0.12,-0.0003104887,0.000530269,9.207484888,4361,2018-07-07 14:53:45:838
0.0192,2.4421,8.8777,111.14,-15.38,-0.12,-0.0003104887,0.000530269,9.207484888,4385,2018-07-07 14:53:45:862
0.0192,2.4421,8.8777,111.14,-15.38,-0.12,-0.0003104887,0.000530269,9.207484888,4409,2018-07-07 14:53:45:886
0.4214,3.0454,8.4946,111.14,-15.38,-0.12,-0.7827591095,0.130060298,8.9989244233,4433,2018-07-07 14:53:45:910
0.4214,3.0454,8.4946,111.14,-15.38,-0.12,-0.7827591095,0.130060298,8.9989244233,4458,2018-07-07 14:53:45:935
0.4214,3.0454,8.4946,111.14,-15.38,-0.12,-0.7827591095,0.130060298,8.9989244233,4482,2018-07-07 14:53:45:959
0.4214,3.0454,8.4946,111.14,-15.38,-0.12,-0.7827591095,0.130060298,8.9989244233,4505,2018-07-07 14:53:45:982
0.4214,3.0454,8.4946,111.14,-15.38,-0.12,-0.7827591095,0.130060298,8.9989244233,4529,2018-07-07 14:53:46:006
0.4597,3.5147,8.5617,111.14,-15.38,-0.12,-1.2019443637,0.0088865873,9.1881661851,4553,2018-07-07 14:53:46:030
0.4597,3.5147,8.5617,107.08,-22.29,-3.07,-0.0001330988,0.0004927263,9.266452763,4578,2018-07-07 14:53:46:055
0.4597,3.5147,8.5617,107.08,-22.29,-3.07,-0.0001330988,0.0004927263,9.266452763,4602,2018-07-07 14:53:46:079
0.4597,3.5147,8.5617,107.08,-22.29,-3.07,-0.0001330988,0.0004927263,9.266452763,4625,2018-07-07 14:53:46:102
0.4597,3.5147,8.5617,107.08,-22.29,-3.07,-0.0001330988,0.0004927263,9.266452763,4649,2018-07-07 14:53:46:126
0.498,3.6966,9.9599,107.08,-22.29,-3.07,0.3566989209,0.0718049258,10.6292085078,4673,2018-07-07 14:53:46:150
0.498,3.6966,9.9599,107.08,-22.29,-3.07,0.3566989209,0.0718049258,10.6292085078,4697,2018-07-07 14:53:46:174
0.498,3.6966,9.9599,107.08,-22.29,-3.07,0.3566989209,0.0718049258,10.6292085078,4721,2018-07-07 14:53:46:198
0.498,3.6966,9.9599,107.08,-22.29,-3.07,0.3566989209,0.0718049258,10.6292085078,4745,2018-07-07 14:53:46:222
0.498,3.6966,9.9599,105.75,-20.34,-2.86,6.3822555631976E-05,0.000458149,10.6354343285,4770,2018-07-07 14:53:46:247
1.5036,2.8922,11.5592,105.75,-20.34,-2.86,1.0261779421,1.2504676191,11.9005893974,4793,2018-07-07 14:53:46:270
1.5036,2.8922,11.5592,105.75,-20.34,-2.86,1.0261779421,1.2504676191,11.9005893974,4849,2018-07-07 14:53:46:326
1.5036,2.8922,11.5592,105.75,-20.34,-2.86,1.0261779421,1.2504676191,11.9005893974,4850,2018-07-07 14:53:46:327
1.5036,2.8922,11.5592,105.75,-20.34,-2.86,1.0261779421,1.2504676191,11.9005893974,4865,2018-07-07 14:53:46:342
