Row,DOWN0,DOWN1,DOWN2,DOWN3
494,-0.061564201,-0.034163619,-0.040409705,-0.02943624
495,0.0086028,-0.603872311,0.001911452,-0.350145553
496,0.031986446,0.479877217,-0.038705385,-0.275432219
497,-0.118619646,0.783015379,-0.015631475,-0.057041914
498,0.006232528,0.941158845,-0.00985388,-0.05043142
499,-0.041237058,0.526707918,0.19397617,-0.129725016
500,0.034794524,0.526707918,-0.043230547,0.061733793
501,-0.024742422,0.846390888,-0.041063922,-0.035385282
502,-0.455214204,0.846390888,0.102355867,-0.077429501
503,-0.03394407,0.165308833,-0.054774037,0.262410302
504,-0.024360337,0.165308833,-0.038662621,-0.174307391
505,0.009066646,0.325259174,0.018118996,-0.451591768
506,0.015678421,-0.213332899,-0.063241664,0.362081871
507,-0.180754642,-0.066453158,0.290056636,-0.220987261
508,-0.17212866,-0.06457684,-0.031222093,0.007219111
509,0.380734462,0.07674054,-0.045598146,0.38504992
510,0.025919154,0.026653723,0.003381035,-0.193831165
511,-0.162002859,0.108235087,-0.122131753,-0.043148693
512,-0.026527119,0.368024942,-0.003051892,0.083485139
513,0.21885512,0.026779451,-0.048205013,-0.324330814
514,-0.159611534,-0.078026212,0.037107728,0.250373038
515,0.273173162,-0.295657408,-0.046369007,-0.053550189
516,-0.479735162,0.109005023,0.010318009,0.083208516
517,0.233384602,0.093094572,0.004603177,0.324288723
518,0.010809488,0.381805073,0.064890265,-0.195757069
519,-0.140805087,0.477458614,-0.027589853,0.162677021
520,0.423346579,0.477458614,0.048397634,0.276107466
521,0.009098926,0.338645941,-0.057195309,0.360655549
522,-0.198227836,0.338645941,0.039957274,0.51678452
523,-0.017816105,0.461940008,-0.032646383,-0.234929613
524,-0.01454224,0.298533392,-0.059395188,-0.298162791
525,-0.096665969,0.032186931,0.063548997,0.031015832
526,-0.016188159,0.332820073,-0.101898589,0.263832972
527,0.025149052,0.472692689,-0.031647328,-0.216533757
528,-0.733053085,0.175907706,-0.054678479,-0.31737856
529,0.007008607,0.175907706,-0.021199454,0.51075303
530,0.008569811,-0.170704076,0.066980966,-0.192844798
531,-0.111230461,0.36580915,-0.099752706,-0.088978616
532,0.07183098,0.503031083,0.058886162,0.037300965
533,0.143735358,0.230383813,-0.067026459,0.280710497
534,-0.164179851,-0.258683496,0.11794793,-0.116571599
535,0.323508252,0.478561501,-0.087485486,0.194022476
536,-0.029490486,-0.355073711,0.027643551,-0.023799088
537,-0.015763373,0.163568131,0.134939004,0.166371365
538,-0.282349179,0.379106811,0.012826173,-0.351033125
539,0.00137892,-0.19422185,0.129472326,-0.089798683
540,0.078904629,-0.28802386,-0.033962787,-0.089798683
541,0.303280656,-0.100666269,-0.022412548,-0.277818431
542,0.009343717,0.006348797,-0.031058878,0.256850877
543,-0.132853581,-0.117002955,-0.015578053,0.023197061
544,-0.219807373,0.272621851,-0.033549053,-0.26364743
545,-0.721741811,0.525172284,0.044962105,0.143500944
546,-0.132324793,0.090534649,0.098958998,0.137245181
547,-0.007171008,0.462229523,-0.092673904,-0.247818681
548,-0.005548434,-0.002056727,0.070506637,-0.248015946
549,0.240499937,0.408303099,-0.061613059,-0.373802732
550,-0.575807348,0.034863208,-0.034800974,0.070529161
551,-0.000944374,0.033842778,-0.041607878,-0.303185994
552,0.072765372,0.06224045,-0.024135332,-0.372214353
553,-0.061841173,0.5436285,-0.033708862,0.169996138
554,-0.090055673,-0.3538261,-0.03079062,-0.023752974
555,-0.028001577,-0.164163776,0.016220337,0.684012133
556,-0.014152015,0.673629311,-0.026139639,-0.180362292
557,-0.188846863,0.673629311,-0.001833843,0.324323296
558,-0.026244933,0.673629311,-0.000807643,0.150053884
559,-0.061461993,0.033990457,0.079490283,0.044818245
560,0.859230357,-0.040414736,-0.046341968,0.646625458
561,-0.232291473,-0.083924683,0.221543366,-0.575075515
562,-0.00406931,0.437548256,0.109564361,0.669735743
563,-0.132324793,0.437548256,-0.078079259,-0.223287962
564,0.001599259,0.466479469,0.02530144,0.243333419
565,0.051911378,0.580080119,0.054874017,-0.218438138
566,0.180895393,0.249899844,-0.152548361,0.320361753
567,-0.572018857,0.249899844,-0.037901475,-0.646407227
568,-0.013906096,0.249899844,0.063430356,0.368622077
569,0.053075916,0.70363597,-0.524029483,-1.601553714
570,-0.132324793,0.356328674,-0.04814066,0.699575798
571,-0.026123865,0.317011935,0.041332328,-0.164289784
572,-0.001199594,0.665211042,-0.211284632,-0.334418245
573,-0.018051192,0.53923838,0.020047091,0.304590241
574,-0.05211384,-0.044659431,-0.090509267,0.201910497
575,-0.022752397,-0.106033899,0.238491846,0.434402029
576,0.180286157,-0.085643904,-0.034243781,0.24726776
577,0.084233986,-0.721983795,-0.208488631,0.553272912
578,-0.012716201,-0.215625078,-0.068078527,-0.08818035
579,-0.037786829,0.274136061,-0.403414483,0.200068831
580,-0.060160689,-0.666525599,0.170816468,-0.64543243
581,-0.02720676,0.10316134,-0.239492938,-0.64543243
582,-0.000730097,0.624088925,0.136631093,-0.245891141
583,-0.023709745,0.495982067,-0.369763488,0.529830368
584,0.501567891,0.422867591,0.034195802,0.546133825
585,-0.102071946,0.580691055,-0.090520475,0.048624504
586,-0.018267088,0.487224976,-0.491669915,0.312733665
587,-0.001398048,0.340596589,0.176831761,0.446359482
588,-0.366113595,0.740322076,0.059477348,-0.34648629
589,0.154855538,0.740322076,-0.243074877,-0.224137767
590,0.33567509,1.214994348,0.219975743,-0.075257949
591,-0.01939054,1.214994348,-0.058419391,0.127890593
592,-0.089282489,0.117332857,-0.074972435,0.769364919
593,-0.454554375,0.117332857,0.02597794,0.145279321
594,-0.024463063,-0.33724778,-0.11603845,0.266647092
595,-0.007662804,-0.157558331,0.041329269,0.320316019
596,-0.132324793,0.176962008,0.023239858,-0.512206379
597,-0.022689981,-0.171860008,0.047144511,-0.151999269
598,-0.017990699,0.107339418,-0.082795612,-0.399929641
599,-0.07683701,-0.441060028,-0.193538696,0.114171077
600,0.009899108,0.188931409,-0.086839598,0.203471826
601,0.139444575,0.121500303,0.261019228,-0.317696283
602,0.006661426,0.195653217,0.028534333,0.221373978
603,0.002714579,-0.110975402,0.083514283,-0.393786357
604,0.944032459,0.40097267,0.268486073,0.225096036
605,0.05185331,-0.784774797,-0.164886069,-0.355049323
606,0.076928075,0.060639334,0.070761704,-0.379052896
607,-0.030061458,0.372655493,0.020955959,0.125104311
608,0.00979527,0.314752573,-0.149427352,-0.290143755
609,-0.029178375,0.213119569,0.071635427,0.023285904
610,0.157188111,0.423804952,-0.10261109,-0.151846142
611,0.012475567,0.423804952,0.059091954,-0.082977366
612,-0.574705604,0.449063178,-0.145617365,0.05729133
613,0.322243526,0.538892081,-0.031934141,-0.300460537
614,0.383110462,0.592111113,0.024745576,0.051859102
615,-0.041012183,0.364665238,-0.00912153,-0.404743086
616,-0.022882589,0.364665238,0.102288701,-0.151058142
617,-0.137246676,0.195575399,-0.075363966,0.319102251
618,-0.247129893,0.195575399,-0.064470722,0.099660286
619,-0.077136144,0.156773266,-0.071355215,0.099660286
620,-0.185534642,-0.196510274,0.112617291,0.099660286
621,0.010454414,-0.029751965,0.344662157,-0.071824492
622,-0.056846506,0.15191102,0.219254157,0.095604049
623,1.537929063,0.063996525,0.339052784,-0.108025093
624,-0.029164155,-0.014336748,-0.021411189,-0.366983837
625,-0.059281364,-0.125676662,-0.086366923,-1.349059079
626,0.00870177,-0.35043835,0.145787653,-0.099850892
627,-0.026814165,-0.484036181,-0.201440622,-0.30219364
628,-0.132324793,0.227694038,-0.069768246,0.481841787
629,0.016014397,-0.050052174,0.01614985,0.043096557
630,0.072956344,-0.150234795,-0.106419224,0.53315183
631,-0.565883449,0.012469828,0.100329514,-0.564148434
632,-0.112146219,0.649232229,-0.098931744,0.379019503
633,0.199760888,0.299455716,0.062328935,-0.395650578
634,-0.1687967,0.324911141,-0.028245007,0.285011095
635,0.303122939,0.111495809,-0.000678643,0.328757541
636,-0.087588376,0.208812891,0.106478448,0.155155015
637,0.754849526,0.173271916,-0.017050789,0.182953959
638,-0.042713266,0.148910862,0.150811911,0.086061395
639,-0.020159588,0.468982345,-0.060664758,-0.014269857
640,0.377427518,0.468982345,-0.221516051,1.222536251
641,-0.132324793,0.072100659,0.01674255,-0.487153523
642,0.015557864,0.072100659,0.253362087,-0.16915065
643,-0.115652548,0.072100659,0.070502336,-0.079584483
644,0.313833145,0.140186497,0.157962968,-0.104974257
645,-0.022704543,0.360544204,-0.095377782,0.075595033
646,-0.039942108,0.360544204,-0.230110287,-0.851363582
647,-0.000201957,0.388137473,-0.013937171,0.061764631
648,0.113238466,0.388137473,-0.046074762,0.201207553
649,-0.132324793,0.388137473,0.020744995,-0.158981721
650,-0.050534154,0.43569956,-0.080679257,0.226821345
651,-0.004202359,0.349994192,-0.122192175,-0.325771347
652,-0.018292919,0.05791981,0.477221676,0.539691323
653,0.040817759,0.033775192,-0.093910743,-1.054284652
654,0.115618372,0.214672446,0.023785454,0.246158246
655,0.000217323,0.00277142,-0.02783209,-0.055828427
656,-0.601693873,0.00277142,0.096238765,0.145784922
657,-0.023834407,0.09851899,0.062275103,0.250278274
658,0.064790592,0.450257868,-0.271698055,0.250278274
659,0.016535981,0.132580245,-0.032038392,-1.055466721
660,-0.025231295,0.141571986,-0.131195731,0.081435802
661,-0.1012601,-0.205560929,-0.047982788,-0.496978617
662,0.006650256,0.087475247,-0.081143666,0.180067638
663,-0.01433849,0.087475247,0.083890755,0.407651404
664,-0.132324793,0.178098875,0.052204059,-0.134624963
665,0.121606502,0.186113464,0.117327459,-0.246134627
666,-0.008284051,0.407309748,0.034933322,0.695352003
667,-0.027642796,0.765562062,0.001714589,0.073273355
668,0.382792708,0.337845001,-0.108613702,0.273976306
669,-0.141215825,-0.010437387,0.077651334,-0.222411616
670,0.155458901,-0.617939714,0.782443135,-0.707605509
671,-0.094628664,0.107913516,-0.374183991,-0.532680087
672,-0.166024011,-0.457336717,-0.075826199,-0.444743593
673,0.070791908,0.717242861,0.252037783,0.57366142
674,0.095903171,-0.048432339,-0.182570841,0.723827158
675,0.370758376,0.195064928,-0.153496135,0.624342695
676,-0.16743922,1.000377253,-0.208653697,0.04737129
677,-0.33858149,0.463386515,0.022685246,0.002326314
678,-0.133308423,0.921498978,0.035156027,0.248402052
679,-0.051463961,-0.544707994,-0.030841584,-0.216389131
680,-0.759842114,0.74873347,-0.214438122,-0.170207982
681,0.067851084,0.74873347,-0.171258655,-0.246713948
682,-0.020419626,0.811656467,0.435118098,-0.126595951
683,-0.453849336,0.514094071,-0.139943389,0.387662047
684,0.057221265,0.272460521,-0.118663771,0.184058256
685,-0.132324793,0.17254814,-0.245078416,0.291496365
686,-0.040156764,0.248110294,0.107386759,-0.029948537
687,0.000425788,0.471917309,0.01872395,-0.112416369
688,0.015132409,0.471917309,-0.200598598,-0.229911426
689,0.4114015,0.471917309,-0.128496283,-0.350159898
690,0.152223257,0.536962505,-0.110096625,-0.423281871
691,0.008257673,0.536962505,0.110853442,-0.141733399
692,0.001383453,0.266861249,-0.223924165,0.07086209
693,-0.132324793,0.476616648,0.050793881,0.230116476
694,-0.029479376,0.476616648,0.001293129,0.183353287
695,-0.025651208,0.269773976,-0.000480109,-0.074608347
696,0.271654959,-0.848623469,-0.099862097,-0.262075696
697,0.008104177,0.315803383,0.077019552,-0.422957604
698,-0.754050752,0.096199706,0.038280671,-0.392759426
699,-0.017279509,0.371624264,-0.059641149,-0.139361404
700,0.079788578,0.53076661,-0.093468723,0.159662699
701,-0.132324793,-0.074859053,-0.088337691,0.056987554
702,0.621274538,-0.074859053,-0.05077374,-0.249495343
703,0.049703659,0.665742806,0.081172636,-0.162122146
704,-0.007724061,0.665742806,0.062615996,-0.078535539
705,0.007545185,-0.520824254,0.064876374,-0.031329259
706,0.002795728,1.443652514,-0.174325638,0.029383467
707,0.554498801,0.241859335,0.089683534,-0.076802828
708,0.864362266,0.563872406,-0.107233301,0.029874696
709,0.050061035,0.306565584,-0.073355287,-0.069979971
710,0.077701006,0.482879006,-0.066593158,-0.025456701
711,0.1255099,-0.132190682,0.226279832,-0.011119544
712,-0.220866157,0.471243297,0.727671112,0.067218272
713,0.741840047,-0.02256071,-0.276429876,-0.011612084
714,-0.033963224,-0.388759211,-0.011369286,-0.08455541
715,-0.108447251,0.081804581,-0.00806754,-0.037383003
716,-0.35581847,0.158424102,-0.088531574,-0.060790633
717,-0.18378064,0.110940193,-0.186185061,-0.068101114
718,-0.132324793,0.150343049,-0.056653793,-0.145660921
719,-0.637642726,0.023975942,-0.055471019,0.103818813
720,-0.221591948,-0.77448954,0.259125753,-0.09405907
721,-0.205070509,0.80903105,-0.068048449,0.021689424
722,-0.132324793,0.80903105,0.03074301,-0.023245127
723,-0.132324793,0.989461922,0.359177126,-0.08522359
724,0.193472243,-0.738187851,-0.164209723,-0.071754009
725,0.349413704,1.616533895,-0.077217384,0.05457312
726,-0.17336415,1.950972108,0.062242637,0.009308152
727,-0.030073144,1.950972108,-0.187925753,0.058923584
728,-0.300210947,0.759914487,-0.335266284,0.132351618
729,-0.016481693,0.244910746,0.206934327,-0.06921851
730,0.102922759,-0.33522403,0.032802478,-0.026049824
731,-0.090878138,-0.266433814,0.149443557,-0.243840322
732,-0.050592512,0.568024492,-0.353457367,0.20535295
733,-0.01373639,0.684843576,-0.109643567,-0.227789132
734,-0.551017641,0.597890843,-0.365857942,0.057829117
735,0.005882062,0.748403433,0.102385754,-0.228424874
736,0.112980279,0.141573815,-0.222567679,0.504837165
737,-0.004955129,0.141573815,0.025102451,-0.071161895
738,0.106399163,0.52467059,0.091383658,-0.066200772
739,-0.019541931,0.849394025,-0.129255338,0.004626471
740,-0.460808076,-0.658089912,-0.202921652,-0.025227192
741,-0.033232024,-0.107367534,0.181054284,0.014243476
742,0.019127491,-0.107367534,-0.087275416,-0.027648979
743,-0.199184961,-0.107367534,-0.050342225,0.025001359
744,-0.132324793,0.381429466,-0.317946867,-0.041858064
745,0.008462429,0.040726805,0.054838371,-0.023425613
746,0.3175684,-0.09694704,0.06377129,0.056757943
747,0.024096937,-0.378451122,0.002153628,0.193787749
748,0.175402089,0.235216262,0.113771341,-0.30405503
749,-0.644077662,-0.087697048,0.269217664,-0.083180493
750,0.186117161,-0.034217882,0.024757345,-0.179970682
751,-0.002963533,-0.023421695,-0.127972456,0.021390285
752,-0.007107629,-0.163617712,0.057751678,0.041233902
753,-0.078308528,-0.386460568,-0.031580213,-0.005153735
754,-0.003200564,0.521984079,0.278886757,0.033217252
755,-0.123645672,0.518698732,-0.153257239,-0.025987639
756,0.000450213,-0.679737884,0.107044068,-0.025627364
757,-0.016251067,0.339893218,0.08687006,0.013444686
758,-0.007390673,0.507479916,-0.035716806,0.02025762
759,0.331567372,-0.274366486,-0.034164198,0.005978219
760,0.044307855,-0.123657774,-0.160570793,-0.021397703
761,0.154773518,-0.326577353,0.033824227,-0.215764515
762,0.289917904,1.034013743,-0.367359895,0.085622195
763,-0.149424992,0.850276695,0.124831098,-0.025069798
764,0.376751362,0.396414375,0.176952022,-0.283815201
765,-0.107049408,0.129755453,-0.126489471,-0.191482977
766,0.110320902,-0.889732762,0.005967626,0.275307961
767,-0.022911326,-0.46382155,0.054328629,0.080886239
768,-0.090241591,-1.059418964,-0.073772905,-0.005265121
769,-0.237923863,-0.088208998,0.190784808,-0.178441846
770,-0.04561513,-0.650236842,0.20601593,-0.123324007
771,-0.033259712,-0.214147689,-0.0663529,-0.196401466
772,0.255833603,-0.601550223,0.066848755,-0.225850291
773,-0.132324793,0.238305236,-0.284843726,0.207655783
774,-0.62039299,-0.174067808,-0.024033923,-0.112722955
775,-0.132324793,0.107097638,0.362621518,0.216199
776,-0.181622042,0.064516889,-0.113846703,-0.089659823
777,0.836033672,-0.143745906,0.004497253,0.033174974
778,-0.273190141,-0.070838813,0.273551843,0.068828841
779,0.151438572,0.636716031,0.100392068,-0.214827996
780,-0.231748675,0.547632593,-0.134597702,-0.495481594
781,0.139147368,0.053906388,0.029164527,-0.458971733
782,0.976214696,0.053608295,-0.021600882,0.00139985
783,-0.021351107,-0.815255317,-0.216212441,-0.192262849
784,0.000960794,0.030026548,-0.053648038,0.098927372
785,1.334559675,-0.285439458,0.45813206,0.29771913
786,0.370005946,0.028857356,-0.085186736,0.160356484
787,-0.162418169,-0.393968718,-0.051151028,0.348746628
788,0.110813996,0.418291518,-0.011906383,0.411801464
789,-0.474980639,-0.127773213,0.06366294,0.062170804
790,0.006894079,0.382679363,-0.044558103,0.237549632
791,-0.015086,0.469903318,-0.186435103,0.623033118
792,-0.003063545,0.153549625,-0.228835863,0.130400364
793,-0.526926799,0.281070255,0.350539006,0.435086202
794,0.0092657,-0.038119226,-0.047430723,0.181484386
795,-0.100912096,0.735228848,0.154594516,0.494101573
796,-0.016246084,0.191889527,0.042998375,0.489109616
797,0.390326312,0.198865904,-0.370739185,0.632086644
798,0.22930154,0.169657514,0.136918553,0.618165819
799,0.03627464,0.594446825,0.104842881,0.743546426
800,0.015845496,0.040857773,-0.053221051,0.71685566
801,-0.097460413,-0.509546652,-0.159442067,-0.940091973
802,0.248724577,-0.005775473,-0.069584345,0.371197989
803,0.152732481,0.410899617,0.00346971,-0.853664643
804,-0.097704967,-0.34329742,-0.066642534,-0.085497463
805,-0.353417092,0.035258723,0.126402697,0.089848456
806,0.341845631,0.048966216,-0.05151222,0.094915077
807,0.003980933,0.371421926,0.150100444,-0.364734495
808,-0.174999349,0.307393132,-0.265379913,-0.444373762
809,0.338044344,-0.178457455,-0.428674608,-0.646990854
810,-0.31155798,0.789694417,-0.084844455,0.000682897
811,-0.132324793,0.245877162,-0.110348996,-0.127096048
812,0.001166538,0.008427016,0.104569995,0.001024485
813,-0.016437453,-0.721565694,-0.261617636,-0.626496315
814,0.008025957,0.022278426,-0.245906436,-0.016438327
815,-0.134672269,-0.012522707,-0.041569365,-0.287712701
816,-0.129448766,0.388889891,0.242645531,-0.083840684
817,-0.020218281,0.29286341,0.334362718,-0.133441693
818,-0.093637069,0.247711606,-0.018697157,0.070945773
819,-0.74824093,0.466341745,-0.050212476,-0.030428768
820,-0.043572846,-0.262407567,-0.217712766,0.700758363
821,-0.252341329,0.325207968,-0.141627693,-0.057443342
822,-0.649320856,-0.68481092,-0.178624965,-0.151517145
823,0.190206052,-0.083456788,0.202383364,0.576104995
824,-0.086657892,-0.352256884,0.117303451,0.473635097
825,0.0883424,0.335732183,-0.009947277,0.09540889
826,-0.105579425,-0.606364248,-0.186425906,-0.407291519
827,0.699734575,-0.132252808,-0.216856731,0.039831488
828,-0.017357561,-0.922049383,0.188739966,0.200527662
829,0.194506293,0.138636778,0.028306545,-0.029314279
830,0.048438868,-0.913321038,0.06140658,0.231204101
831,0.123465904,0.366743867,-0.157076234,-0.092429096
832,-0.03046761,0.033191344,0.090245735,0.282549382
833,0.078101275,0.105602222,0.843137947,-0.087594163
834,-0.407354537,0.378418392,0.268053484,1.075235759
835,-0.0289168,-0.868536099,0.183700025,0.009699466
836,0.006862275,-0.316119824,0.015220364,-0.087629926
837,-0.068860472,-1.095591192,0.247280907,-0.147096378
838,0.018963572,-0.072834899,0.094903485,0.150422871
839,-0.086912226,-0.875297254,0.601416697,-0.150841379
840,-0.012852421,0.027708298,-0.507939604,-0.566432155
841,0.065948324,-0.617753098,0.251249994,0.047017311
842,0.075211321,-0.322663067,0.024364084,0.169688057
843,-0.343521998,-0.774575929,-0.608420648,-0.436476468
844,-0.012836039,0.112005257,0.169847457,0.160256221
845,0.190722293,-0.877509352,0.342613798,0.099300827
846,-0.017385092,0.139568416,0.002908415,-0.245550777
847,-0.183778592,0.019925988,-0.033309029,-0.073521828
848,-0.033123626,0.281116493,-0.081697426,-0.029869685
849,-0.118212795,-0.060705309,0.076931635,-0.192726936
850,0.345180551,0.057067652,-0.117019349,-0.101383172
851,0.144752757,0.070063237,0.139679403,0.719488108
852,0.021558888,0.215969622,-0.337142012,0.489749567
853,0.057881811,0.136330549,0.277752992,0.38583022
854,-0.098125253,0.07292023,0.168070341,0.131282918
855,0.080759647,-0.182739244,-0.305193472,0.536464643
856,0.311035656,0.05835164,-0.394408138,0.16087859
857,-0.009196774,-0.043534526,-0.169317955,-0.066078093
858,0.169413293,0.408992243,0.000327118,0.344775634
859,0.198629631,-0.112922283,0.165775527,0.06996407
860,0.067195158,0.865189654,0.158560207,-0.738651259
861,0.622410582,0.32081895,0.149757878,-0.377947034
862,-0.030657131,0.938287931,-0.100852508,0.2640477
863,-0.289759863,0.842160436,-0.179545996,-0.061030738
864,0.163342278,0.412509158,-0.146048691,0.330053141
865,-0.132324793,0.508643918,0.14159923,-0.132530652
866,-0.154036015,0.042949168,0.231392844,0.493320344
867,-0.006929802,0.240412248,-0.157907553,-0.151171147
868,0.298658855,-0.663954751,0.21936938,-0.044162945
869,0.044431802,0.091438964,-0.198742313,-0.036333909
870,-0.040609822,-0.9907264,0.15893141,-0.093993037
871,-0.031125594,0.063014166,0.056193194,0.099637334
872,-0.02175947,-0.825662873,-0.359191115,0.094994332
873,-0.90769088,0.48338855,-0.34990246,0.363760561
874,0.163531484,-0.439836883,-0.301816586,-0.100522432
875,-0.269867562,0.275181611,0.013472194,-0.150198802
876,-0.030424785,-0.150130855,-0.182048788,-0.072742584
877,-0.810094111,-0.011114756,0.038480157,-0.199812875
878,0.24962181,0.098254329,-0.099239423,-0.058856303
879,0.24558141,-0.165345013,-0.143657366,-0.355139289
880,-0.003293124,0.34994828,-0.071620152,0.07024466
881,0.013960344,0.159388804,0.264690376,-0.086480788
882,0.629192534,0.116029117,0.026354592,0.068727184
883,0.013782652,-0.105970508,-0.03077081,-0.114856737
884,0.013032497,0.172894719,-0.172317528,0.19727384
885,0.00787224,0.026496939,-0.152006282,0.060325257
886,-0.01274241,0.050890562,-0.242151272,-0.103644415
887,0.001209235,0.366254799,-0.19329201,-0.05388221
888,-0.040083584,0.128615196,-0.045372455,-0.162703707
889,-0.197993581,0.389198176,-0.133599346,0.243045455
890,-0.188026877,8.35E-07,0.204986051,0.259953004
891,-0.32673606,0.298974334,0.110685832,0.379524644
892,1.246852219,-0.426514381,-0.092891444,0.985717223
893,0.604800547,-0.189016048,-0.007325781,-0.095310138
894,0.249312883,-0.608487363,0.178316594,-0.422349582
895,-0.018595054,0.032749785,0.277163446,0.131324225
896,-0.27515398,-0.466819944,0.025133405,0.045370782
897,-0.649160572,0.192406329,0.075139602,-0.103873866
898,-0.104192429,-0.150155569,-0.094103954,-0.013272223
899,1.025361557,0.291961136,-0.068360384,0.141278534
900,-0.187643896,0.036016741,-0.022457622,0.062029341
901,-0.014288185,0.337509057,0.220879198,0.112862971
902,0.019345645,0.140250835,0.131933963,0.06061253
903,0.073869319,0.166932536,-0.0244327,-0.255352499
904,0.012487307,0.229298872,-0.037711571,-0.3270199
905,0.65373714,-0.22724887,-0.078153121,-0.19646381
906,-0.008346904,0.091005258,-0.32384715,-0.280369713
907,-0.189001648,-0.18541333,-0.242039382,-0.1027072
908,-0.234953696,0.219753361,0.050201646,0.308559773
909,0.260821601,-0.323930312,-0.068655128,-0.1661113
910,0.187418315,0.311898182,0.530339945,0.031530674
911,0.976629262,0.135578251,-0.04390577,-0.10994846
912,-0.209787486,0.173276806,-0.221330569,-0.0388857
913,0.16598811,0.241807927,-0.199049975,0.106619909
914,-0.022624873,0.029001637,0.338659761,0.758576177
915,0.046464525,0.208189667,-0.080531514,-0.365596429
916,-0.418605471,-0.165671495,-0.067936054,0.523986502
917,-0.52684157,0.160836894,-0.126073368,0.608799725
918,0.074977393,-0.302655557,0.021604556,-0.282693578
919,0.936776532,0.183612286,-0.556945096,-0.608829495
920,0.272478655,0.053995462,0.211921271,0.080889819
921,0.030262908,0.58330634,-0.094814334,-0.564480926
922,-0.12873144,0.781979439,0.263009549,0.37480737
923,-0.024724998,-0.292225831,0.19713393,0.528065634
924,-0.029251357,0.360680929,0.012366046,0.014650553
925,-0.132324793,-0.899148981,-0.115527711,0.016481847
926,-0.010529821,0.161834536,0.059078364,0.399309404
927,-0.153725353,-0.896567375,-0.156220769,-0.244588724
928,0.01573539,-0.169775726,-0.322724449,-0.319710119
929,-0.199436874,-0.697873677,-0.169008885,0.124663005
930,0.071843054,0.149048128,-0.06783576,-0.028626921
931,0.037619049,-0.38542076,-0.250514136,0.451159319
932,-0.01833048,0.427402734,-0.09714234,-0.023487
933,0.168949859,0.497978313,0.100843486,-0.094778185
934,-0.04118447,-0.382168117,0.186122277,0.073016099
935,-0.116271268,0.129844778,-0.212581514,-0.286147323
936,0.346583807,-0.599251564,0.086350626,-0.071309623
937,-0.030520509,-0.105222657,0.008513459,0.136970275
938,0.296201721,-0.780010859,-0.232166017,-0.058462298
939,-0.019077603,0.16055778,-0.169321961,0.076618561
940,-0.092665319,0.106857414,-0.183761366,-0.469395483
941,-0.01152044,0.593801597,-0.13106398,0.097732337
942,-0.307914054,0.298481077,0.030516063,-0.004144611
943,-0.015027396,0.581695862,0.331715409,0.359536027
944,-0.125106041,0.554470167,0.215045589,-0.182376076
945,-0.054779538,0.40967333,-0.077799258,-0.170356398
946,-0.015325748,0.554607313,-0.051116198,-0.100182382
947,0.467362424,0.166913732,-0.273749009,0.099172004
948,-0.003134123,0.553664711,-0.01621991,-0.377083189
949,-0.473803365,-0.713391884,0.107945832,0.114208876
950,-0.013122202,0.561154998,0.17707764,0.189691429
951,0.001427326,-0.826517012,-0.191218496,0.110223374
952,-0.132324793,0.00768362,-0.158191673,-0.11833119
953,0.030925697,-0.684040517,-0.149524138,-0.411116938
954,-0.002436973,-0.17189418,0.533832914,0.523755365
955,-0.006717417,-0.738796783,-0.001829853,-0.234043199
956,0.126949569,-0.04651955,0.111824605,0.698087011
957,-0.135561394,-0.388673719,-0.054971204,0.018167281
958,0.010468698,0.284073261,-0.047322653,0.119393761
959,0.933681865,0.276361278,-0.097608305,0.107724419
960,-0.469545631,0.149156447,-0.007534407,-0.333111567
961,0.004972292,0.348977016,-0.004456944,0.061311341
962,0.185911163,0.062408278,0.239301034,-0.054070613
963,0.049273608,0.002459313,0.138677674,0.176181751
964,-0.132324793,-0.272976901,0.024785229,0.404116691
965,0.235532041,0.082519268,0.087783393,-0.511294913
966,0.005394017,-0.667552121,0.068001793,-0.19359162
967,0.034365264,-0.036728983,-0.081942192,-0.395073036
968,-0.155867163,-0.620471162,-0.084867934,0.094706804
969,-0.02048617,-0.018134033,-0.297571193,0.153817797
970,2.332851317,-0.566946338,-0.043354644,0.201827125
971,0.839268491,0.220802989,0.158241773,0.200836916
972,0.187976369,-0.29974904,-0.050436116,-0.105938296
973,-0.049835017,0.30382964,-0.022997751,0.144958808
974,0.221163615,0.136724467,-0.203986881,0.168633999
975,0.422240816,0.22531109,-0.070277583,0.484426535
976,-0.129346508,0.013560027,0.090949939,1.439997302
977,-0.16939127,-0.761420129,,-0.04096393
978,-0.669841452,-0.019971982,,-0.009180641
979,0.121418688,-0.551391785,,-0.144389719
980,0.030548502,-0.036973617,,0.229059266
981,0.004793148,-0.826357228,,0.108187745
982,-0.161288581,0.251894272,,0.177191669
983,-0.003804664,-0.1977833,,0.039019734
984,-0.396042736,0.473225447,,0.321872802
985,-0.184367722,0.321664434,,0.078764398
986,-0.027138323,0.246426747,,0.337979339
987,0.029270886,0.354501383,,0.287251527
988,-0.023796289,-0.328868536,,0.167870249
989,-0.018660335,0.648207359,,0.814039503
990,0.084345209,-0.130600321,,-0.07615306
991,-0.024026925,-0.635689628,,-0.224743672
992,-0.018698862,-0.288562717,,-0.035019623
993,-0.168908056,0.809563067,,0.038841299
994,-0.080464673,0.365114816,,0.17242163
995,0.569175249,0.710394149,,-0.195418738
996,-0.132324793,0.092241144,,0.100547794
997,-0.015159313,-0.384009152,,0.718006464
