Row,DOWN0,DOWN1,DOWN2,DOWN3
255,0.059845039,-0.166114899,-0.024055001,-0.952481882
256,0.005063184,-0.172426413,-0.010037776,0.057034497
257,0.037581708,-0.046466471,0.031806809,-0.340465251
258,-0.014367081,0.615448713,-0.701734684,0.40302556
259,-0.376102144,-0.713472052,-0.124090198,-0.535873853
260,-0.016688889,0.482759262,-0.006987736,-0.070607131
261,-0.167953146,-0.843428257,-0.203960928,0.414113184
262,-0.750465864,0.441088161,-0.030716304,-0.34519453
263,-0.074814385,-0.38059077,-0.058509383,0.156021227
264,0.468854335,0.202395795,-0.148355062,-0.526887861
265,-0.092860619,-0.211460084,0.180847766,-0.012070278
266,0.003201716,0.050327543,-0.113023134,0.186930568
267,-0.014817929,-0.455410373,0.087720465,-0.0841274
268,-0.020736855,-0.112875521,-0.03083983,0.350160632
269,-0.037612298,-0.101052556,0.154185339,-0.375002901
270,0.043745661,-0.061396738,-0.067425118,-0.280396492
271,-0.05564341,-0.228318083,-0.038341502,0.228065828
272,0.318360046,0.71876242,-0.153405451,0.056492647
273,-0.088863146,0.182839988,0.021096429,-0.264919237
274,-0.007865497,-0.185096038,-0.069919902,0.219340426
275,-0.01074898,0.109659346,0.036210421,0.820533207
276,0.010700981,0.570501638,0.286954346,-0.31859477
277,-0.287548549,0.624475272,0.085867532,0.687035316
278,-0.013163795,-0.656039258,0.156292527,0.010665365
279,-0.022815506,0.486864007,0.055528992,0.101521391
280,-0.21529632,-0.051271248,0.028573826,-0.501271966
281,-0.141178026,0.201022646,-0.049291018,0.254982322
282,-0.017980818,-0.167186167,0.02171043,-0.373846116
283,0.081498311,-0.223975624,0.000549966,-0.148301468
284,-0.132324793,-0.192803842,-0.027782687,-0.353998201
285,-0.02306911,0.166204225,0.015047893,-0.020444057
286,0.008248212,0.547015861,-0.019986955,0.009724349
287,-0.008891914,-0.299450989,0.01985171,0.150781056
288,0.262334329,0.718910714,-0.127285268,-0.45890809
289,-0.246509688,-0.50737313,0.029566332,0.044060619
290,0.042989613,0.202562478,-0.058866036,-0.220552798
291,-0.011581952,-0.174476553,-0.010879627,0.179584545
292,-0.373354952,0.159014093,-0.047016041,0.407418995
293,0.119942041,-0.376867875,-0.002120012,-0.583830965
294,-0.017738795,0.094347418,0.004103346,-0.3694464
295,0.015049599,-0.768480434,0.036140696,-0.119402037
296,-0.019901357,-0.307728246,0.004074572,-0.374231005
297,0.255607153,-0.138751748,0.11603515,0.493848619
298,-0.024836388,-0.285971863,0.019584339,0.188459075
299,0.070261776,-0.133848844,-0.117530862,0.160486132
300,0.065531655,-0.500933735,-0.13880771,-0.273606301
301,0.335987228,0.790538913,0.089430543,0.269344342
302,0.001915134,-0.826265611,-0.024219969,-0.422026477
303,0.061422683,0.347539365,0.102398335,-0.067613177
304,0.266885398,-0.331122251,-0.009294049,-0.03296
305,-0.001281164,-0.031792592,0.061165849,0.046751342
306,0.01477635,-0.448091116,-0.042478449,0.136341218
307,-0.017499728,-0.157897034,0.070895409,-0.296166251
308,-0.022045997,-0.159362642,-0.049807944,0.038223456
309,0.052874053,0.299292849,0.127549513,0.079763828
310,-0.145303228,0.098936219,-0.042787987,-0.020437652
311,1.653610271,0.117211518,0.035855628,0.031352253
312,-0.034914808,0.728430488,-0.040226991,-0.056899525
313,0.188690073,-0.605693071,0.110914377,-0.043885268
314,0.081948961,0.840475425,-0.042130438,0.084031087
315,-0.142819425,-0.909808795,0.087515308,-0.147463745
316,0.197593861,0.080358647,-0.025903439,0.124245579
317,-0.132324793,0.275001674,-0.066636488,-0.077868129
318,-0.218731972,0.161728667,-0.078980358,-0.045403238
319,0.72328665,-0.07303508,0.035857904,0.2729039
320,0.230129869,0.259612949,0.041731635,-0.064679937
321,-0.051898137,-0.19719501,0.002788932,0.032342836
322,-0.335685095,-0.024300639,-0.026093906,-0.116112795
323,0.131011615,0.56841275,0.008404535,-0.034736758
324,-0.021577217,-0.14008467,0.003410213,0.185631276
325,-0.022168304,0.005144656,0.018340506,-0.07114743
326,-0.013243397,-0.031510722,-0.013957588,-0.084212305
327,0.038193332,-0.02690138,-0.00580798,0.022657863
328,0.0078337,-0.230596669,0.044075328,0.120049851
329,-0.053298676,0.365569509,-0.002706736,0.104134915
330,-0.17466038,-0.226148661,0.000512067,-0.060541273
331,0.099369016,0.079987899,-0.127888332,0.028863087
332,0.005941314,-0.52268391,0.063293931,0.043703791
333,0.017538324,-0.115992815,0.02391135,0.068571615
334,-0.01354121,0.565844727,-0.15055904,0.131624877
335,-0.189030365,0.165208593,0.032500388,-0.063420586
336,0.005792709,0.177511379,-0.027907024,-0.160042453
337,0.011113971,0.14281815,-0.028959951,-0.131218435
338,0.130569209,-0.512556498,-0.056226175,0.100466488
339,0.899084739,-0.128247996,-0.182803902,0.119159013
340,-0.399218705,0.41756002,0.112208833,0.102668893
341,0.049424707,-0.048143726,0.027071577,-0.07056333
342,-0.021440679,0.174900804,-0.003139597,-0.033667865
343,0.124223929,-0.279412202,-0.081338886,-0.051821089
344,-0.01893477,-0.155682473,-0.090828865,-0.145016685
345,-0.020862237,-0.515973145,0.018320589,-0.072667254
346,-0.154287101,0.520489336,0.028333178,-0.083155299
347,-0.012237543,0.075126235,-0.078852753,-0.113180315
348,-0.018596263,-0.024592283,-0.118588543,-0.027856976
349,0.054634999,0.401308584,-0.165098495,-0.039839833
350,-0.016619863,-0.245187933,-0.104940837,0.091345782
351,1.063922631,-0.096553459,-0.084233113,0.023708578
352,0.103989345,-0.623727922,0.108911482,0.011224293
353,-0.132324793,-0.365595619,0.114950471,-0.051504853
354,0.265156152,-0.298207631,-0.116598718,-0.195974112
355,-0.019437051,0.052105242,0.007865134,0.295147169
356,-0.003504968,0.411920922,-0.067741769,-0.20568007
357,-0.039596499,0.049427481,-0.050416056,0.164030018
358,-0.015327606,0.446038551,-0.039652543,-0.063591077
359,-0.13611934,0.053821361,-0.11495878,-0.405619732
360,-0.015775781,0.419714936,-0.02666608,-0.155999365
361,0.001507829,0.001047898,-0.057345611,-0.172867521
362,0.299174509,0.122053063,0.092639562,-0.122272249
363,0.003254026,-0.373030641,-0.066269723,-0.128861089
364,-0.103885752,-0.138328814,-0.061155939,-0.0950428
365,-0.119322865,-0.345566814,0.05556175,-0.297610311
366,0.861851198,-0.0932975,0.001667321,0.116452851
367,-0.908008652,-0.555651219,0.054710135,0.24904464
368,-0.068332536,0.573633397,-0.011281427,-0.076049912
369,-0.019316644,-0.167407518,0.006648484,0.270207476
370,-0.048768448,-0.248532147,-0.029972446,0.167712892
371,-0.026305584,-0.431350278,0.0324628,0.436869151
372,-0.166900076,-0.054764577,0.025515818,0.154384417
373,-0.027987235,0.301969033,-0.122571041,0.294639302
374,-0.001974972,0.338921609,0.023247832,-0.32436714
375,0.01917882,0.019491766,0.053923338,0.310786674
376,-0.272191692,-0.375693517,-0.060894683,-0.330038697
377,-0.195977417,-0.140258346,-0.087274018,-0.22769366
378,-0.132324793,-0.193262682,0.002473594,0.217061478
379,-0.132324793,-0.133663081,-0.145850939,0.091295676
380,0.048020325,-0.138876655,0.012268476,0.011611093
381,-0.139618505,-0.150221133,0.016042621,-0.062767599
382,-0.043409223,0.026887252,0.044476555,0.057386117
383,-0.137812736,-0.143030831,-0.202298108,-0.000172871
384,0.008387929,-0.149982698,0.336338461,-0.121773528
385,0.346567783,0.093743488,-0.016601907,0.712843906
386,0.84261354,0.373126725,0.045188719,-0.050790291
387,0.049689718,0.370644434,-0.11186269,-0.135880969
388,-0.005518643,0.354095743,-0.086916483,-0.174026875
389,0.010062565,0.443056995,-0.009671417,0.020647132
390,-0.085380098,-0.04450556,-0.041902724,0.179877328
391,-0.091233427,-0.066419784,0.049717053,0.035113363
392,0.006625764,-0.18106871,-0.06075199,-0.392170936
393,-0.034367733,-0.31587619,0.027901084,0.206203114
394,0.57035248,0.020625451,0.011814977,-0.044009303
395,1.017253063,0.229738598,0.16578724,0.140621582
396,-0.164974953,0.233225785,-0.365376125,0.03398933
397,0.076226008,0.689744085,-0.095496374,-0.023982629
398,-0.038970488,0.477526997,-0.051000759,0.059736719
399,-0.017947596,0.116448523,0.054076564,0.125765288
400,-0.175909673,-0.413192857,0.053292704,0.750240178
401,0.500617246,-0.118669019,-0.051206809,0.270529922
402,-0.026125714,-0.436736324,-0.006652883,0.157484459
403,-0.32383495,0.364750366,-0.09995117,0.262977526
404,0.075673998,-0.134092798,0.043042,-0.008136468
405,-0.017829955,0.155189274,-0.052169564,-0.032720706
406,0.323032897,0.407965681,0.077287725,-0.100801151
407,-0.249757917,-0.648773835,0.215742172,-0.103783798
408,-0.167906136,0.678623489,-0.107444363,-0.184871332
409,-0.141624249,-0.299827227,-0.079641897,-0.065068366
410,-0.155500469,0.264855275,0.077459146,-0.154401558
411,-0.085393712,0.029546375,-0.038601919,-0.107930134
412,-0.054677512,0.17087822,0.121323367,0.305573194
413,0.157837114,0.332638378,-0.014506242,0.024043765
414,0.344740648,-0.273064349,-0.081885734,-0.22902079
415,-0.107815389,-0.098485306,-0.020643559,0.015009406
416,0.453638793,-0.270838466,-0.031831558,-0.033077071
417,0.288302137,-0.01734867,-0.021320149,-0.282776698
418,-0.202843075,-0.242958604,0.002468201,0.222720238
419,-0.132324793,-0.233755298,-0.054362566,-0.059162534
420,-0.015850693,0.092773641,-0.013215018,-0.02859922
421,-0.085410931,0.06047046,-0.045903632,-0.153449922
422,-0.128722034,0.017185599,-0.059975236,-0.325514829
423,-0.013498291,0.020674141,-0.055886246,-0.01210841
424,-0.156704602,-0.234220071,-0.002736294,0.107997754
425,0.012268609,-0.383333867,-0.043350019,-0.043277492
426,-0.673605537,-0.195118935,-0.001202298,-0.215666012
427,0.249062656,0.087937024,-0.008703735,0.135396953
428,-0.332215716,-0.033581777,-0.063344554,0.310193478
429,0.082193087,-0.109860822,0.010258156,0.169728069
430,-0.037104826,-0.178779456,-0.06290515,-0.045549934
431,-0.01648953,-0.050683782,-0.230039507,0.130162997
432,-0.106811353,-0.010711568,0.043016802,-0.469527047
433,-0.019838896,-0.254103626,-0.207319845,0.199594744
434,0.003734538,-0.204157712,-0.056844958,-0.033052379
435,-0.040859005,0.005652107,-0.201141315,0.033312923
436,-0.015668471,-0.044259352,-0.072990701,-0.172657943
437,0.005540249,-0.18286086,-0.113693422,-0.002215806
438,0.233818693,0.081941827,0.158466466,0.054672544
439,0.107333757,-0.14119097,-0.102904869,-0.047231458
440,-0.364430128,0.00797593,0.026919615,-0.134357546
441,0.208267809,-0.091732572,0.00068796,0.364324555
442,-0.011053386,0.002139494,-0.011326521,0.221502096
443,-0.132324793,-0.032955707,-0.040757778,0.317167778
444,0.193689806,0.340917963,-0.080603812,0.038673625
445,-0.023705214,0.180484956,0.080646419,-0.169320472
446,0.849597987,-0.084913889,-0.07362801,-0.054885419
447,0.051734853,-0.043355908,0.004876351,0.129434479
448,-0.092860074,-0.209470029,-0.10152701,0.017219546
449,-0.036523028,0.118901636,0.025425076,0.192674185
450,-0.06092044,0.423821411,-0.029355697,-0.024689346
451,-0.162640074,0.03311502,0.021402351,0.072470052
452,-0.035011986,0.445556039,-0.030260525,0.277097563
453,-0.033030019,-0.210524228,-0.062718831,-0.032994303
454,-0.283497066,0.966616963,0.051321093,0.070186539
455,-0.184128101,0.60443216,-0.015810104,0.042274104
456,-0.14272466,0.405414842,0.037132898,-0.038903623
457,0.225636142,-0.894131881,-0.071281259,0.348931157
458,-0.37850869,0.539448988,0.020559611,0.045386112
459,-0.034971934,0.539448988,-0.034171824,0.077960034
460,-0.315747139,1.239567157,0.010325167,-0.085538994
461,0.139664668,-0.299949546,0.191806243,-0.121011005
462,-0.057296378,0.719334054,-0.015859043,-0.589312363
463,-0.073690033,0.735337908,-0.086187186,-1.073649094
464,-0.121869333,0.169424961,-0.08520285,0.177205554
465,-0.132324793,0.018464022,0.034982281,-0.151220212
466,0.206663047,0.077529892,0.046857,-0.047147594
467,0.728081844,-0.003545327,0.009039969,-0.134544
468,-0.100964236,0.072991262,0.04976989,-0.319775203
469,-0.132324793,0.377390509,-0.116233025,-0.084806122
470,-0.031578801,0.109935304,-0.016126213,-0.132599891
471,-0.07567515,0.146566005,0.024762082,-0.110800945
472,0.002109801,-0.262353598,-0.029154769,0.099719873
473,0.254110497,0.180931038,-0.005002621,-0.151685717
474,-0.001235728,0.180931038,0.050789883,0.006718414
475,-0.171181845,0.320088725,-0.019938938,-0.136496462
476,0.377877579,0.604945909,0.074073495,-0.259654672
477,0.017113916,0.673271094,0.003732138,-0.198801209
478,0.025257799,0.242059965,-0.014786178,-0.173142328
479,-0.132324793,0.411113919,-0.025641576,-0.033897476
480,0.027338051,0.330168084,0.411072161,0.011484445
481,-0.623882609,0.355001591,-0.028030892,-0.140131279
482,0.00272772,0.355001591,0.020376557,0.025275669
483,-0.196966983,0.56135822,0.048290275,-0.111077523
484,-0.269429498,-0.15592421,-0.017387121,-0.071485472
485,-0.00824667,0.034785118,-0.082475604,-0.048964351
486,-0.008921658,-0.555526052,-0.012729318,0.428764456
487,-0.021071838,0.554001614,0.038873165,-0.259989617
488,0.003369638,0.043462363,-0.027484478,-0.030521268
489,-0.082163615,1.278702764,0.066206865,0.378358943
490,-0.02422655,0.919374547,-0.030067014,-0.132835014
491,0.01309344,0.481997463,0.063330998,-0.110926178
492,0.639908469,0.273323771,-0.02855009,-0.043695057
493,0.379377595,-0.02260423,0.017206006,-0.142724114
