sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.6034;12.3138;2.6553;-0.3669;9.7578;0.9058;-0.4567;3.4203;-1.5331;-0.4599;-0.1063;-0.0214;1062.0;-13.62;-28.62;33.24;179.13;-84.28;22.05;8.0;996.32;46.114;23.031284;72.53736;154.82;167.52329421789003;;2.92;103.22581;173.95;10 / 10;8015;2018-06-12 12:16:17:089
-0.8979;12.139;2.0184;-0.4869;9.7522;0.9093;-0.4109;2.3867;1.109;0.2903;0.025;-0.0257;1340.0;-13.8;-29.28;32.82;184.8;-83.96;28.17;8.0;996.31;45.09;23.031284;72.53736;154.82;167.52329421789003;;2.92;103.22581;173.95;10 / 10;8515;2018-06-12 12:16:17:589
-0.9098;10.475;1.7885;-0.4891;9.756;0.8671;0.0917;-0.2698;-1.2214;-0.3646;-0.0214;0.1436;1534.0;-15.0;-28.56;33.18;184.63;-84.17;29.43;8.0;996.3;45.512;23.031284;72.53736;154.82;167.52329421789003;;2.92;103.22581;173.95;10 / 10;9015;2018-06-12 12:16:18:089
-0.0551;7.4151;-0.838;-0.5684;9.7771;0.5046;-0.157;-2.3046;-0.7105;0.118;-0.3116;0.0953;1244.0;-12.12;-27.48;35.1;208.03;-85.55;48.4;8.0;996.34;46.006;23.031284;72.53736;154.82;167.52329421789003;;2.92;103.22581;173.95;10 / 10;9515;2018-06-12 12:16:18:589
-0.5938;7.3839;1.5419;-0.547;9.7526;0.8708;-0.0468;-2.3686;0.6711;-0.1856;0.0385;0.2425;1403.0;-13.8;-28.92;34.32;189.06;-83.98;32.14;8.0;996.33;46.048;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;10015;2018-06-12 12:16:19:089
0.2227;9.4167;0.0646;-0.2752;9.7797;0.6726;0.4979;-0.363;-0.6079;-0.3004;0.0085;-0.3293;1259.0;-11.7;-28.38;34.5;183.16;-85.75;22.25;8.0;996.32;48.79;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;10515;2018-06-12 12:16:19:589
-0.6608;11.459;-0.5004;-0.5482;9.7885;-0.2351;-0.5891;2.4678;-1.3714;-0.3646;0.1026;0.2853;1110.0;-11.7;-24.84;36.9;273.0;-86.51;113.21;8.0;996.32;48.319;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;11016;2018-06-12 12:16:20:090
-0.0886;13.1422;-1.3408;0.0199;9.8022;0.2934;0.356;2.1189;-0.5281;0.2402;0.0861;-0.2071;1059.0;-15.06;-26.82;34.68;153.46;-88.28;-3.87;8.0;996.31;45.163;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;11515;2018-06-12 12:16:20:589
0.3208;12.036;1.5371;-0.1591;9.761;0.9317;0.1591;2.1026;0.481;-0.2992;-0.0416;0.16;1161.0;-14.34;-28.92;32.88;167.61;-84.47;9.69;8.0;996.33;46.032;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;12015;2018-06-12 12:16:21:089
-1.518;11.4327;2.7391;-0.1236;9.7284;1.2297;-1.2866;1.9963;0.2931;-0.1532;0.5015;0.1649;1328.0;-15.9;-30.48;30.24;153.15;-81.91;-1.77;8.0;996.33;48.212;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;12515;2018-06-12 12:16:21:589
1.0008;6.8764;1.2354;0.2294;9.6165;1.9079;0.7714;-2.7402;-0.6724;0.2573;-0.3953;-0.0904;1191.0;-14.88;-31.32;29.1;150.58;-78.7;-6.86;8.0;996.32;52.628;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;13015;2018-06-12 12:16:22:089
-0.5866;5.9067;2.3799;0.1666;9.7355;1.1672;-0.9448;-3.508;0.765;-0.3017;-0.0208;0.2248;1293.0;-14.46;-29.52;32.34;150.95;-83.09;-8.12;8.0;996.35;46.297;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;13515;2018-06-12 12:16:22:589
2.581;8.4733;-0.7398;0.1261;9.793;0.5018;2.0192;-0.4553;-1.1315;0.1412;-0.3586;0.0916;1184.0;-13.2;-27.18;34.8;146.68;-86.98;-14.11;8.0;996.33;45.231;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;14015;2018-06-12 12:16:23:089
-1.4509;10.3409;3.9721;0.1846;9.8038;0.1471;0.3613;1.3248;-0.9013;-0.5625;0.2254;0.0116;1115.0;-14.52;-26.82;33.84;105.71;-88.62;-51.45;8.0;996.31;50.116;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;14516;2018-06-12 12:16:23:590
-0.4597;13.2954;-0.1868;0.1244;9.7951;0.4585;-0.5841;3.5003;-0.6453;-0.3114;0.1301;0.0061;1140.0;-13.8;-26.76;33.9;143.62;-87.22;-15.18;8.0;996.33;53.051;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;15016;2018-06-12 12:16:24:090
-0.0407;12.4861;1.1325;0.276;9.7948;0.3953;0.1957;2.4543;0.8474;0.2964;0.2742;-0.0183;1072.0;-13.14;-26.76;33.9;125.82;-87.18;-34.92;8.0;996.33;50.557;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;15517;2018-06-12 12:16:24:591
-1.3216;11.0855;1.3959;-0.0873;9.7568;0.9836;-1.2343;1.3287;0.4123;0.1198;0.2205;0.0715;1119.0;-17.34;-27.9;30.54;157.95;-84.22;5.07;8.0;996.36;47.653;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;16016;2018-06-12 12:16:25:090
0.0192;8.4997;-1.5467;0.1499;9.781;0.6931;-0.1715;-2.1767;-1.0666;0.5303;0.033;-0.2242;1029.0;-15.18;-26.34;33.6;145.56;-85.85;-12.2;8.0;996.35;46.747;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;16516;2018-06-12 12:16:25:590
0.8021;6.5244;0.5914;0.0788;9.7497;1.0518;0.0529;-3.2254;1.0336;-0.6376;-0.113;0.226;1217.0;-17.1;-28.14;30.36;148.64;-83.83;-4.28;8.0;996.33;48.759;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;17015;2018-06-12 12:16:26:089
-0.8524;8.7295;1.8795;0.0049;9.7639;0.9142;-1.2834;-1.3792;1.0276;0.1437;0.3921;-0.3128;1206.0;-14.64;-27.66;31.5;144.47;-84.51;-12.82;8.0;996.35;49.535;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;17515;2018-06-12 12:16:26:589
0.2466;8.7439;-1.0176;0.1663;9.8016;0.2673;0.0803;-1.0577;-1.2848;0.3391;-0.2951;0.0623;945.0;-17.52;-25.5;32.7;120.54;-88.16;-31.89;8.0;996.34;48.559;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;18015;2018-06-12 12:16:27:089
-0.1987;10.0799;2.9402;0.1772;9.805;-0.0242;-0.3759;0.2749;2.9644;-0.4024;-0.4661;0.2553;1012.0;-16.98;-22.86;32.52;55.51;-88.95;-97.78;8.0;996.34;58.289;23.031164;72.53721;33.95;167.52329421789003;;3.56;19.35484;;10 / 10;18515;2018-06-12 12:16:27:589
1.7239;11.6098;-1.6018;0.4798;9.7945;-0.0914;0.794;1.722;0.6565;0.0875;-0.3617;0.2529;983.0;-15.12;-23.22;34.86;57.5;-87.15;-100.79;8.0;996.34;55.764;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;10 / 10;19016;2018-06-12 12:16:28:090
0.9649;11.8852;0.9266;0.1768;9.8044;0.1112;0.6492;2.325;-0.2572;-0.0035;-0.6848;0.3635;1030.0;-15.12;-25.86;34.56;99.78;-88.78;-57.84;8.0;996.34;58.226;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;10 / 10;19515;2018-06-12 12:16:28:589
0.0599;10.7599;-1.0918;-0.084;9.7851;-0.6439;0.163;1.4919;-0.0313;0.1113;-0.0367;0.0012;1092.0;-10.44;-22.62;37.08;335.84;-86.68;171.81;8.0;996.36;65.198;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;10 / 11;20016;2018-06-12 12:16:29:090
-0.2418;8.9402;0.7159;-0.1039;9.794;0.4874;0.5229;-1.2344;-1.0907;-0.031;0.1649;-0.0947;1170.0;-10.26;-27.3;33.78;175.8;-87.09;12.03;8.0;996.36;65.067;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;10 / 11;20515;2018-06-12 12:16:29:589
-0.1652;8.265;0.3208;0.2013;9.7958;0.414;-1.6474;-1.5978;1.1973;-0.0976;-0.1308;0.2694;1149.0;-11.22;-26.52;34.62;137.92;-87.31;-25.93;8.0;996.38;55.795;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;21015;2018-06-12 12:16:30:089
-0.0814;7.8341;1.3073;0.1912;9.8042;0.1013;-0.1481;-1.6134;-0.4245;-0.7299;0.1814;0.1411;1212.0;-12.66;-25.74;35.04;98.41;-88.74;-62.09;8.0;996.36;50.029;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;21516;2018-06-12 12:16:30:590
1.7382;9.0791;0.5866;0.1813;9.7427;1.1031;1.5569;-0.6636;-0.5165;-0.2583;0.2449;-0.2395;1319.0;-13.74;-28.68;31.62;149.62;-83.45;-9.33;8.0;996.37;53.737;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;22017;2018-06-12 12:16:31:091
-1.1301;13.0536;-0.419;0.0759;9.7723;0.8159;-1.206;3.2812;-1.2349;-0.086;0.0898;-0.0153;999.0;-13.2;-28.5;32.16;154.19;-85.21;-5.31;8.0;996.38;56.287;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;22516;2018-06-12 12:16:31:590
-0.1077;12.5771;1.2953;0.0509;9.7233;1.2745;-0.1586;2.8538;0.0208;0.5591;-0.5504;0.193;953.0;-14.58;-29.88;29.58;153.89;-82.53;-2.29;8.0;996.36;59.889;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;23016;2018-06-12 12:16:32:090
-0.1724;11.3608;1.5994;0.0562;9.7991;0.3799;-0.1352;1.533;0.8795;0.1663;0.1118;0.1393;1174.0;-13.8;-27.66;33.72;150.04;-87.76;-8.42;8.0;996.37;64.661;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;23516;2018-06-12 12:16:32:590
0.2251;10.3504;-0.2538;-0.0292;9.7896;0.5766;0.1824;-0.0713;-0.4377;0.4467;0.2443;-0.0134;1060.0;-14.28;-27.72;33.0;160.75;-86.63;2.9;8.0;996.38;61.618;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;24015;2018-06-12 12:16:33:089
1.4725;7.9011;-1.3504;0.5486;9.791;-0.0788;0.9239;-1.8899;-1.2716;0.4112;-0.3733;-0.0391;1078.0;-6.66;-24.54;36.18;72.96;-86.76;-98.18;8.0;996.38;66.829;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;24515;2018-06-12 12:16:33:589
0.9122;6.0192;-1.5204;0.6014;9.7865;0.1806;0.0761;-4.0618;-0.7408;0.2872;0.0378;-0.1197;1592.0;-4.86;-25.8;36.84;101.5;-86.33;-73.29;8.0;996.44;66.254;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;25016;2018-06-12 12:16:34:090
-1.9489;9.3808;2.1429;0.6481;9.7837;0.1722;-2.597;-0.4029;1.9706;-0.4299;0.7843;-0.507;1408.0;-1.68;-24.78;37.5;104.34;-86.08;-75.12;8.0;996.47;65.455;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;25515;2018-06-12 12:16:34:589
-0.407;10.2667;0.1604;0.3632;9.796;0.2768;-1.9123;0.3629;3.0489;-0.0249;0.2254;0.0281;1564.0;-5.16;-25.68;36.36;121.01;-87.33;-52.69;8.0;996.52;69.945;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;26016;2018-06-12 12:16:35:090
-0.9242;10.7838;2.1237;0.3033;9.792;0.4426;-1.3305;3.1611;0.7522;0.2481;0.5522;-0.3054;1501.0;-7.14;-25.74;35.7;136.07;-86.86;-34.42;8.0;996.51;71.005;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;11 / 11;26515;2018-06-12 12:16:35:589
1.2977;10.8844;1.0439;0.5436;9.7817;0.4383;0.5673;1.038;-0.6442;0.1357;-0.2047;-0.2285;1542.0;-5.28;-26.1;35.94;117.42;-86.44;-56.89;8.0;996.51;66.013;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;14 / 14;27016;2018-06-12 12:16:36:090
0.5818;12.309;1.7574;0.5229;9.7476;0.9386;-1.0137;2.0083;0.7829;-0.1783;-0.0849;0.5034;1976.0;-8.1;-27.78;32.46;140.1;-83.71;-29.12;8.0;996.5;70.314;23.031061;72.537224;41.3;167.52329421789003;;0.0;19.35484;166.77;14 / 14;27516;2018-06-12 12:16:36:590
2.5691;9.9745;-0.4358;1.2242;9.6691;1.0866;1.5197;-0.7935;-1.1776;0.4467;0.6554;0.0458;1893.0;-15.0;-27.06;33.24;113.48;-80.39;-48.41;8.0;996.51;69.381;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;14 / 14;28015;2018-06-12 12:16:37:089
-0.1293;8.0663;0.0886;0.7263;9.5503;2.1059;0.6049;-3.4521;-1.7923;0.9677;0.3989;-0.3653;2412.0;-18.96;-29.52;27.36;133.77;-76.87;-19.03;8.0;996.51;68.743;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;14 / 14;28515;2018-06-12 12:16:37:589
0.6632;6.625;-0.3663;0.1932;9.7841;0.6361;0.051;-3.195;-0.2338;0.2206;0.4306;0.1277;1931.0;-23.46;-25.56;27.18;124.95;-86.11;-16.9;8.0;996.5;62.526;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;14 / 14;29015;2018-06-12 12:16:38:089
0.2538;6.3448;1.2809;0.1996;9.7881;0.5684;0.0542;-3.4433;0.7125;0.0429;-0.0019;0.0171;1997.0;-27.48;-24.78;24.3;114.46;-86.48;-19.35;8.0;996.42;45.373;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;14 / 14;29515;2018-06-12 12:16:38:589
-0.0838;9.0025;1.5395;0.0634;9.7902;-0.5641;-0.1472;-0.7877;2.1036;0.0191;0.4722;-0.5779;1429.0;-25.86;-22.98;27.96;322.27;-86.68;-173.58;8.0;996.38;67.395;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;30015;2018-06-12 12:16:39:089
-1.846;10.2643;1.2594;0.0496;9.7006;-1.4374;-1.8956;0.5637;2.6968;0.2897;0.4532;-0.0874;746.0;-26.58;-20.52;28.68;315.58;-81.57;-178.02;0.0;996.39;61.214;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;30515;2018-06-12 12:16:39:589
-1.0607;12.218;1.0774;0.1202;9.7022;-1.4221;-0.6589;4.2277;0.5578;-0.0555;0.127;-0.2706;559.0;-26.7;-19.86;28.56;318.79;-81.63;-175.17;0.0;996.38;62.413;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;20 / 20;31015;2018-06-12 12:16:40:089
2.3847;11.5117;-2.265;0.2954;9.7375;-1.1242;2.0893;1.7742;-1.1408;-0.4238;-0.6115;0.0134;643.0;-24.18;-21.06;29.82;334.29;-83.19;-165.28;0.0;996.39;63.711;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;20 / 20;31516;2018-06-12 12:16:40:590
1.6928;11.3584;-0.9314;0.4064;9.7575;-0.8921;1.2864;1.6009;-0.0393;0.2194;-0.6891;0.1613;867.0;-23.64;-20.22;31.86;343.31;-84.95;-159.03;0.0;996.36;57.687;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;32015;2018-06-12 12:16:41:089
0.941;9.4813;-0.8164;0.5313;9.7688;-0.6774;0.9028;-0.9842;-0.3138;0.3459;0.4147;-0.3842;904.0;-22.08;-20.28;32.46;7.41;-84.92;-138.44;0.0;996.34;62.225;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;32515;2018-06-12 12:16:41:589
-0.0551;9.5484;-1.7071;0.4084;9.7966;-0.1715;0.5805;-2.5061;-1.2076;0.3886;-0.1625;-0.212;1372.0;-20.94;-22.38;32.04;34.82;-87.41;-112.78;0.0;996.35;65.359;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;33016;2018-06-12 12:16:42:090
-1.4174;7.2666;-1.5156;0.0434;9.7715;-0.8278;-3.1129;0.0115;1.1079;0.5523;0.824;-0.1894;1551.0;-21.06;-21.9;33.18;329.04;-85.15;-177.0;0.0;996.38;66.244;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;33516;2018-06-12 12:16:42:590
-1.6592;6.5052;1.9274;0.5582;9.7616;-0.7545;-2.2175;-3.2564;2.6819;-0.5301;0.4624;0.2902;1214.0;-29.1;-19.92;27.66;349.97;-84.51;-143.5;0.0;996.35;58.428;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;34016;2018-06-12 12:16:43:090
1.6712;9.85;-2.1118;0.5768;9.7679;-0.6514;1.0944;0.0821;-1.4603;0.0484;0.5406;-0.4899;1198.0;-32.7;-19.98;23.52;346.94;-84.91;-138.48;0.0;996.36;68.45;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;34515;2018-06-12 12:16:43:589
-1.5012;12.5963;0.9266;0.2653;9.774;-0.7543;-1.7665;2.8223;1.6809;-0.7848;1.102;-0.0849;1203.0;-36.54;-20.28;16.02;310.91;-85.32;-160.62;0.0;996.38;71.389;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;35016;2018-06-12 12:16:44:090
1.6042;11.8948;-1.0152;0.3766;9.7944;-0.3146;1.8908;2.2297;-1.7373;0.396;-0.7264;0.3494;1647.0;-37.98;-21.12;6.12;328.24;-87.13;-129.88;0.0;996.35;58.555;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 19;35515;2018-06-12 12:16:44:589
1.834;11.6888;-4.2474;0.339;9.7555;-0.9411;1.2915;0.6668;-2.2816;0.5523;-0.223;-0.1258;1550.0;-36.9;-22.38;10.62;303.44;-84.15;-160.19;0.0;996.33;62.105;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 20;36015;2018-06-12 12:16:45:089
-0.4597;11.3704;0.68;0.1963;9.792;0.4977;-0.656;1.5784;0.1822;0.4063;0.2834;-0.1203;1875.0;-37.74;-22.98;4.86;77.82;-86.87;-21.53;0.0;996.37;66.906;23.03098;72.53724;42.35;NaN;;4.24;12.903226;177.79;19 / 20;36515;2018-06-12 12:16:45:589
0.4094;6.4813;-0.996;0.0201;9.8063;-0.0842;-0.3194;-3.538;-0.2127;0.2078;-0.2395;0.1643;1757.0;-36.0;-24.12;10.86;300.13;-89.49;-166.58;0.0;996.37;59.713;23.0309;72.53732;32.25;NaN;;5.47;9.677419;109.08;18 / 19;37015;2018-06-12 12:16:46:089
-2.7965;8.3728;2.344;-0.1601;9.7839;0.648;-3.1655;-0.2714;0.6809;-0.8893;0.5009;-0.2523;2050.0;-36.0;-25.08;7.5;118.68;-86.1;13.88;3.1;996.35;65.008;23.0309;72.53732;32.25;NaN;;5.47;9.677419;109.08;18 / 19;37515;2018-06-12 12:16:46:589
-0.8931;10.0703;4.8101;0.3263;9.5799;2.0711;-2.1196;1.5798;3.3807;-0.5063;0.7055;0.066;3288.0;-37.5;-24.42;3.84;95.17;-77.65;-8.95;3.1;996.35;58.22;23.0309;72.53732;32.25;NaN;;5.47;9.677419;109.08;18 / 20;38015;2018-06-12 12:16:47:089
0.2155;13.5516;3.917;0.5775;9.446;2.5709;-0.5273;4.2421;2.8306;-0.1007;0.0012;0.0703;3924.0;-35.88;-24.48;1.8;91.17;-74.41;-12.66;3.1;996.35;57.786;23.0309;72.53732;32.25;NaN;;5.47;9.677419;109.08;18 / 20;38515;2018-06-12 12:16:47:589
