sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.5994;11.9259;2.9258;0.2155;9.1874;3.4229;1.5059;2.717;-0.2648;0.1748;-0.3531;-0.1295;4911.0;36.3;-26.7;1.38;250.79;-69.53;-3.6;3.1;996.19;46.869;23.031864;72.53683;8.34;NaN;;3.7;9.677419;299.01;19 / 21;15;2018-06-12 12:23:57:857
1.506;11.3872;4.2331;0.0874;9.1881;3.4266;1.1121;1.7035;1.4123;0.2726;-0.8907;-0.5253;2740.0;38.46;-23.58;-5.7;264.49;-69.54;-1.46;3.1;996.2;47.011;23.031864;72.53683;8.34;NaN;;3.7;9.677419;299.01;19 / 21;513;2018-06-12 12:23:58:355
0.5794;11.89;4.5779;0.2919;9.3286;3.0104;0.2875;2.5614;1.5674;0.2219;-0.0904;-0.1442;1956.0;34.68;-18.0;-22.02;288.08;-72.04;-5.54;3.1;996.21;53.812;23.031864;72.53683;8.34;NaN;;3.7;9.677419;299.01;17 / 19;1013;2018-06-12 12:23:58:855
0.7326;10.5085;4.1253;0.0022;9.1874;3.4294;0.7304;1.321;0.6959;-0.7189;-0.2236;0.1026;2416.0;33.66;-14.46;-25.62;299.75;-69.53;-0.04;3.1;996.2;49.816;23.031864;72.53683;8.34;NaN;;3.7;9.677419;299.01;17 / 19;1514;2018-06-12 12:23:59:356
-0.0072;5.6577;1.0128;-0.1032;9.2824;3.1618;0.096;-3.6247;-2.149;-0.1514;-0.0196;0.3861;2450.0;30.36;-14.22;-29.7;310.52;-71.18;1.87;3.1;996.21;61.109;23.031864;72.53683;8.34;NaN;;3.7;9.677419;299.01;19 / 21;2013;2018-06-12 12:23:59:855
0.0479;4.6018;2.0591;0.2476;9.0419;3.7886;-0.8654;-3.7984;-0.6401;-0.3236;-0.1686;0.4753;2510.0;31.92;-14.22;-28.5;298.61;-67.22;-3.74;3.1;996.21;55.166;23.031864;72.53683;8.34;NaN;;3.7;9.677419;299.01;19 / 21;2514;2018-06-12 12:24:00:356
0.486;7.858;2.7055;0.6144;9.2133;3.3027;0.9731;-1.2236;-2.0026;-0.0133;0.0916;-0.3256;2290.0;32.34;-17.64;-28.92;292.36;-69.97;-10.54;3.1;996.2;56.206;23.031874;72.53672;8.29;NaN;;3.45;9.677419;294.52;19 / 22;3014;2018-06-12 12:24:00:856
-1.4414;11.2866;6.4957;0.2441;9.266;3.2019;-0.5506;2.1882;0.9761;-0.7903;0.168;-0.16;1809.0;34.26;-17.52;-22.98;290.51;-70.89;-4.36;3.1;996.21;57.167;23.031874;72.53672;8.29;NaN;;3.45;9.677419;294.52;19 / 22;3514;2018-06-12 12:24:01:356
0.4597;12.6442;4.245;0.328;9.2471;3.2487;0.7207;3.3253;0.2277;0.3367;-0.0978;-0.3635;1640.0;36.24;-20.64;-20.04;282.46;-70.55;-5.77;3.1;996.22;53.788;23.031874;72.53672;8.29;NaN;;3.45;9.677419;294.52;19 / 21;4014;2018-06-12 12:24:01:856
-0.3903;9.8213;6.9147;-0.1854;8.9441;4.0174;-0.2049;0.8772;2.8973;-0.1581;0.1796;0.4765;2061.0;37.98;-16.32;-19.8;289.7;-65.79;2.64;3.1;996.23;53.774;23.031874;72.53672;8.29;NaN;;3.45;9.677419;294.52;19 / 21;4513;2018-06-12 12:24:02:355
-0.4621;10.1829;4.9274;-0.2299;8.9552;3.9902;-0.2322;1.2277;0.9372;-0.0042;-0.0709;0.2957;2320.0;38.52;-19.44;-16.2;283.16;-65.95;3.3;3.1;996.22;51.736;23.031874;72.53672;8.29;NaN;;3.45;9.677419;294.52;20 / 22;5014;2018-06-12 12:24:02:856
0.9697;7.3528;2.8588;-0.0103;8.9631;3.9791;0.628;-2.1274;-1.0413;0.0423;0.0977;0.1723;1957.0;37.02;-18.84;-16.74;282.09;-66.06;0.15;3.1;996.22;49.086;23.031874;72.53672;8.29;NaN;;3.45;9.677419;294.52;20 / 22;5514;2018-06-12 12:24:03:356
0.158;6.9506;2.2889;0.1149;8.9936;3.9079;0.0431;-2.043;-1.619;0.0966;-0.3678;-0.2657;1902.0;36.12;-20.22;-14.82;277.52;-66.51;-1.68;3.1;996.21;59.057;23.031874;72.53672;8.29;NaN;;3.45;9.677419;294.52;20 / 22;6013;2018-06-12 12:24:03:855
-0.8021;8.2986;5.0423;-0.0528;9.2311;3.3098;1.1254;-0.3531;-0.3625;0.0527;-0.0037;-0.4844;1732.0;36.3;-19.14;-18.18;287.22;-70.27;0.91;3.1;996.21;55.217;23.031874;72.53672;8.29;NaN;;3.45;9.677419;294.52;20 / 22;6513;2018-06-12 12:24:04:355
