ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z,ORIENTATION_X,ORIENTATION_Y,PRT_X,PRT_Y,PRT_Z,OUT
-3.67921,7.83899,5.49181,-3.73806,7.49613,5.09954,-0.04903,0.54126,0.43,-0.13071,0.30119,0.06622,7.275,1.936,-28.342,19.286,-50.3,35.97,-3.176499981,8.528281369,4.724890716,2.5
-4.60509,7.54956,4.63997,-3.88809,7.43206,5.0811,-0.82095,0.31622,-0.30528,-0.3672,0.62398,0.1653,8.026,3.436,-28.78,25.649,-49.528,37.161,-4.176051012,8.136715706,4.010796325,2.5
-4.19752,7.13988,5.25063,-3.84884,7.54415,4.94395,-0.35425,-0.18867,0.46605,0.0163,0.54887,0.63402,11.713,5.623,-27.904,20.661,-49.565,37.934,-3.729397426,7.812362328,4.607034367,2.5
-2.92097,7.74965,5.84358,-3.80672,7.71287,4.71072,0.81685,0.24868,1.36224,-0.12379,0.67618,0.33041,12.463,6.374,-26.654,16.099,-51.531,38.394,-2.431198988,8.493344986,4.968795679,2.5
-1.57349,8.60571,3.67644,-3.77642,7.85551,4.49443,2.07745,0.9314,-0.65643,-0.38264,0.15154,-0.04137,12.088,6.374,-27.904,18.254,-53.508,40.19,-1.280557469,9.042739268,2.576696637,2.5
-2.73264,8.09207,8.15006,-4.07158,7.61667,4.64532,1.23879,0.66275,3.619,-0.07852,0.79814,0.48595,14.276,9.686,-26.654,13.639,-50.879,40.905,-2.063611709,9.126707018,7.198411074,2.5
0.98561,8.45073,5.03821,-3.53034,8.13002,4.19642,4.36525,0.53656,0.97267,0.27303,0.36298,0.50406,19.089,8.56,-26.654,5.318,-54.996,40.326,1.351643246,9.066191346,3.707702741,2.5
0.27901,8.18814,4.84129,-3.51673,8.17151,4.12667,4.23713,0.31004,0.94559,-0.07053,0.73955,-0.00035,16.463,7.811,-27.092,5.318,-54.996,40.326,0.626674363,8.788493665,3.596002009,2.5
0.27901,8.18814,4.84129,-3.51673,8.17151,4.12667,4.23713,0.31004,0.94559,-0.07053,0.73955,-0.00035,16.463,7.811,-27.092,5.318,-54.996,40.326,0.626674363,8.788493665,3.596002009,2.5
0.02872,8.02872,4.77072,-6.28366,5.50611,5.13505,4.60333,1.95372,1.09954,-1.29239,0.97179,-0.87387,17.213,7.123,-26.216,22.692,-34.157,50.744,0.455601511,8.447351205,3.956718828,2.5
-3.55284,7.47127,5.68626,-6.24276,5.63703,5.04205,2.53863,1.97085,0.76641,1.39207,-0.96381,0.63667,21.651,11.186,-24.53,12.688,-33.126,51.906,-3.039344529,8.022188791,5.213729194,2.5
-1.59541,9.2141,1.80545,-5.37791,6.6763,4.76188,3.6421,2.71207,-2.83212,0.73854,-0.79816,0.53282,17.589,4.498,-26.654,16.618,-40.054,49.825,-1.440023932,9.376192335,0.847331076,2.5
-1.79887,9.44786,3.27068,-4.80254,7.26747,4.50443,2.87381,2.3769,-1.11196,0.66397,-0.20746,0.51151,16.838,1.936,-27.092,23.028,-46.452,46.978,-1.536446954,9.802299451,2.179356727,2.5
-1.78027,9.67673,4.24269,-4.54813,7.42081,4.51846,2.64519,2.45606,-0.1539,-0.58612,-0.11426,0.22389,16.463,1.186,-28.342,20.703,-49.436,46.184,-1.440496447,10.16005988,3.083348254,2.5
-1.74594,8.77338,5.04717,-4.06326,7.75591,4.41658,2.21148,1.2195,0.74563,0.39766,-0.07964,0.7496,15.025,1.186,-28.342,18.757,-50.995,43.334,-1.352085093,9.390374532,3.935372938,2.5
-1.20081,8.27426,4.57608,-3.79691,7.9408,4.32406,2.49692,0.54088,0.36496,-0.24364,0.37843,0.06464,16.463,0.497,-29.218,12.201,-54.234,41.215,-0.852366987,8.837814225,3.465882517,2.5
-1.3653,8.25658,5.18929,-3.99645,7.84962,4.31072,2.56741,0.59027,0.88508,-0.05402,0.64314,-0.02325,18.713,2.31,-27.904,11.107,-53.33,41.883,-0.971382986,8.899945969,4.100154257,2.5
-0.79089,8.37141,2.88011,-4.05226,7.8599,4.23929,2.88688,0.67656,0.0158,-0.01993,0.60747,0.15465,19.775,2.31,-31.779,17.57,-53.272,43.708,-0.575822332,8.693540374,1.758360147,2.5
-0.95735,8.97401,3.42276,-4.03331,7.93754,4.11076,2.94986,1.27908,-0.54784,-0.12433,-0.04182,0.1131,21.651,2.686,-26.216,7.807,-54.026,44.746,-0.709527227,9.368953809,2.209962934,2.5
-1.06963,9.11353,3.4193,-3.97196,7.94372,4.15827,2.8248,1.42748,-0.50831,-0.12166,0.13235,-0.07278,20.526,1.561,-28.342,8.064,-54.099,43.687,-0.818874524,9.508102736,2.194897895,2.5
-2.81874,8.70995,3.26314,-4.0318,7.89641,4.19067,1.40736,0.88804,-0.79163,-0.12645,-0.03169,0.60046,22.026,3.436,-27.904,6.697,-53.631,43.893,-2.572747133,9.102761008,2.23099105,2.5
1.8779,11.05626,3.42903,-3.01666,8.24616,4.36704,4.8116,3.08975,-1.46105,-1.02554,-0.72891,-0.2395,20.526,1.561,-30.029,4.201,-58.175,38.29,2.133553072,11.4118256,1.656450453,2.5
-0.04378,8.80512,7.39568,-3.06425,7.9711,4.82102,3.05278,1.07539,2.6881,0.57715,-0.01518,0.57542,18.713,5.623,-29.654,0.102,-54.373,32.44,0.57793339,9.742513861,6.08091722,2.5
2.49207,7.66983,3.09047,-2.31474,8.62147,4.05989,4.76917,-0.72046,-1.03775,0.4408,0.38536,0.32349,19.089,2.686,-28.78,355.837,-60.925,29.416,2.704619165,8.018831238,1.723685205,2.5
1.43535,7.79298,2.98256,-2.38279,8.68452,3.88226,3.79284,-0.59671,-0.82772,0.12175,0.20639,0.05824,21.651,3.061,-31.342,355.435,-62.155,31.156,1.633994721,8.13827195,1.668838512,2.5
1.25963,8.11336,1.75891,-2.49136,8.6875,3.80669,3.64116,-0.26414,-1.81955,-0.20316,0.18988,-0.31354,21.275,1.561,-30.467,357.264,-62.692,32.492,1.373625704,8.272731519,0.426741445,2.5
0.01128,8.42619,2.59547,-2.72296,8.55015,3.95611,2.57194,0.25488,-1.09752,-0.16533,0.16219,-0.07013,21.651,3.061,-27.904,355.844,-61.005,34.351,0.190320629,8.717388706,1.306974323,2.5
0.31096,9.54837,2.31102,-2.62085,8.58813,3.94278,2.83227,1.2864,-1.48202,-0.12326,0.06737,0.05611,20.151,3.81,-35.591,5.171,-61.122,33.828,0.469130277,9.782403461,0.83269354,2.5
0.5629,10.02373,3.79579,-2.75726,8.51112,4.01605,3.27127,1.81554,-0.08984,-0.17172,0.47591,-0.10262,24.213,5.247,-30.904,353.739,-60.594,33.953,0.827359517,10.46790829,2.222254148,2.5
0.26151,9.12286,6.25961,-2.60079,8.43762,4.26766,2.76895,0.98809,2.14513,-0.28998,0.30119,0.58661,24.963,5.998,-30.029,354.011,-59.483,33.262,0.726599397,9.937202641,4.816818078,2.5
1.06926,8.44072,4.22008,-1.94299,8.80654,3.85228,2.94311,-0.05243,0.50488,0.59419,-0.24794,0.47209,24.963,3.061,-30.904,347.844,-62.883,27.615,1.350367438,8.974842275,2.797652624,2.5
-0.45837,8.37427,5.77892,-1.77911,8.9145,3.67924,1.25734,-0.2226,2.23078,0.28368,-0.05141,-0.02965,23.839,0.124,-33.029,348.66,-65.15,25.714,-0.086587601,9.171330918,4.428725465,2.5
-1.54799,7.88876,3.14598,-2.35134,8.81969,3.58533,0.71785,-0.6102,-0.30896,-0.24522,0.52383,-0.75775,25.339,1.186,-32.591,353.411,-64.854,31.11,-1.348226339,8.291738572,1.988807362,2.5
-1.45418,8.47534,2.76975,-2.80482,8.67454,3.61329,1.23044,0.10502,-0.55328,-0.15735,0.41412,-0.1138,27.525,3.81,-30.092,355.037,-63.071,35.449,-1.276733988,8.809120419,1.544956445,2.5
-0.63629,8.86485,3.93829,-2.80138,8.68773,3.58414,2.06045,0.50164,0.48804,0.08659,0.42531,0.40924,31.589,2.686,-31.342,356.784,-61.893,38.206,-0.388846094,9.362857209,2.585780773,2.5
-0.65695,8.97606,2.93742,-2.68084,8.76554,3.4855,2.45011,0.60988,-0.76339,-0.1467,0.41891,0.16104,30.901,3.061,-30.092,350.961,-63.359,37.565,-0.477151506,9.324117802,1.569339456,2.5
-1.14407,9.32433,4.11543,-2.61148,8.76624,3.53604,1.36967,0.88616,0.71173,-0.12379,0.14673,0.20471,32.713,4.498,-29.654,350.148,-63.339,36.81,-0.888067023,9.852172512,2.708288012,2.5
0.20682,9.40176,4.59285,-2.41572,8.77012,3.66329,2.51991,0.99659,1.08871,-0.4407,0.14619,0.11256,31.589,3.81,-33.467,348.545,-63.419,33.402,0.499848141,9.988663386,3.083324881,2.5
0.16211,8.25797,6.69342,-2.37811,8.63484,3.99431,2.3061,0.06732,2.74024,-0.05667,0.34007,0.17062,33.464,5.998,-28.342,340.162,-61.704,30.768,0.627962705,9.165159117,5.35048976,2.5
2.24977,7.29478,4.08379,-2.34186,8.71042,3.84897,4.42435,-1.02639,0.47837,-0.01193,0.12756,-0.0094,35.275,4.874,-28.78,338.583,-62.474,31.066,2.518826952,7.804830937,2.773579978,2.5
2.29994,7.0186,4.83019,-2.37409,8.59656,4.0784,4.57711,-1.22699,0.91829,-0.41887,-0.04715,-0.08557,33.464,7.874,-28.342,340.771,-61.929,30.917,2.637645863,7.635467262,3.552980353,2.5
1.8065,7.59691,5.0811,-2.05594,8.30115,4.79942,3.7761,-0.35562,0.48324,-0.48437,-0.63943,0.17169,34.901,8.936,-28.342,333.632,-58.799,25.945,2.225290291,8.226511765,3.763860824,2.5
1.57962,7.76308,4.19409,-1.38378,7.93934,5.58771,2.8304,0.19067,-1.22588,-0.49556,-1.04636,-0.16653,30.901,11.873,-31.779,331.47,-54.92,15.698,1.980490413,8.24397981,2.909545664,2.5
0.68384,8.46719,3.94965,-0.89946,7.57734,6.15998,1.53111,1.31201,-1.85115,-0.68785,-1.05063,-0.36574,23.839,14.873,-34.341,332.985,-52.581,11.096,1.103708726,8.901387517,2.703295414,2.5
-0.2608,9.04889,4.99031,-0.88287,7.21713,6.58057,0.83103,2.13072,-1.43357,-0.75229,-0.27031,-0.63951,23.839,18.561,-35.155,334.845,-47.387,7.641,0.31280937,9.60375377,3.810995224,2.5
-1.12242,8.19495,5.66628,-1.21021,6.85906,6.90356,-0.04318,1.50587,-1.12039,-0.14882,0.59468,-0.10315,20.151,22.998,-36.905,343.189,-44.835,8.502,-0.433203535,8.824213883,4.740184094,2.5
-1.05008,6.77916,10.6205,-1.05319,6.7917,6.99528,-0.03887,0.25816,3.90403,0.53188,-0.06313,0.86411,22.401,22.623,-38.155,341.162,-43.208,9.634,0.251182123,7.993345007,9.792754551,2.5
1.4946,6.40656,10.71622,-0.60505,7.22426,6.60411,2.17844,-0.64949,4.11526,0.91805,0.23355,0.92909,22.775,19.247,-43.654,338.496,-46.456,5.927,2.717138527,7.672744433,9.584433336,2.5
3.1057,5.89088,6.35147,0.17049,7.96795,5.71429,2.94146,-1.78513,0.84654,1.24986,-0.39122,1.06918,26.463,11.186,-39.404,326.63,-52.071,1.401,3.722669976,6.667203659,5.136062153,2.5
3.80437,7.18227,3.86794,0.77629,8.18485,5.34565,2.97781,-0.66273,-1.31013,-0.14191,-0.35927,-0.04669,24.213,4.874,-42.342,319.585,-56.742,-7.961,4.148176477,7.606924547,2.438549598,2.5
1.7038,8.30399,3.90321,0.58904,7.97988,5.66966,1.1376,0.63357,-1.54657,-0.50888,-0.17072,-0.53564,22.775,6.747,-42.342,319.439,-55.331,-7.182,2.081074336,8.739427781,2.527006991,2.5
0.76907,8.59898,4.88676,0.46571,7.87187,5.82985,0.55465,1.08012,-1.43866,0.06689,-0.29109,-0.12126,23.463,9.686,-43.217,327.228,-53.389,-4.567,1.2614632,9.173072012,3.560591167,2.5
0.17705,8.29916,5.19537,0.41716,7.99105,5.66916,-0.18948,0.58782,-0.32333,0.35185,0.26445,0.11949,20.151,8.186,-44.467,327.852,-54.235,-4.337,0.68940439,8.934861777,3.948700985,2.5
0.32732,8.95616,4.01631,0.41434,8.06485,5.56389,-0.10443,1.10719,-1.18747,0.29486,0.32837,0.45451,23.151,5.623,-44.467,325.477,-55.324,-4.259,0.71518201,9.423939566,2.669937096,2.5
0.73427,9.89362,4.05121,0.70891,8.3989,5.01261,-0.02962,1.80063,-0.56755,0.3412,0.57603,0.31284,24.213,1.186,-44.467,319.429,-58.92,-8.05,1.085436357,10.36761441,2.483862097,2.5
2.5206,9.81689,7.18085,0.77976,8.51611,4.79981,1.2821,1.545,2.71542,0.14412,1.50868,-0.13031,27.901,-3.252,-44.467,312.979,-60.273,-9.227,3.112615162,10.73708363,5.414427247,2.5
1.8595,5.89652,6.66643,-0.85477,8.59656,4.641,2.66443,-2.37523,2.21824,0.04932,2.4248,0.3922,36.775,-3.94,-36.029,319.513,-61.236,10.436,2.392798769,6.800989414,5.539768438,2.5
2.28018,6.36392,3.18152,-1.86914,8.28506,4.9025,4.08156,-1.62075,-1.54324,-1.63966,1.72919,-0.64484,47.464,-3.252,-31.779,318.164,-59.435,19.214,2.543732188,6.726196713,2.026936714,2.5
0.52303,4.78616,7.10808,-2.13578,7.70526,5.67784,2.78809,-2.32007,0.89175,-0.99678,0.649,0.53282,51.901,0.81,-22.404,310.796,-54.544,21.814,1.223701376,5.684363202,6.316348561,2.5
-0.71823,6.31464,6.5381,-2.78934,6.86947,6.41875,1.97441,-0.36481,0.05353,0.34386,0.11638,0.13121,53.714,4.874,-18.155,305.062,-43.967,23.204,0.017193862,7.0560185,5.774910525,2.5
1.31247,4.96063,3.79433,-2.35329,6.68985,6.77335,3.67683,-1.55209,-2.40504,-1.45377,-0.17604,-0.24908,53.026,1.561,-20.654,303.322,-44.504,20.058,1.750821002,5.347756449,3.010563806,2.5
-0.60181,5.05193,7.54518,-2.62116,5.79023,7.46814,1.90001,-0.47466,0.41709,-1.09584,-0.11212,-0.52393,54.088,8.186,-21.092,304.51,-38.685,19.301,0.383979172,5.788797181,7.011155428,2.5
-0.60181,5.05193,7.54518,-2.62116,5.79023,7.46814,1.90001,-0.47466,0.41709,-1.09584,-0.11212,-0.52393,54.088,8.186,-21.092,304.51,-38.685,19.301,0.383979172,5.788797181,7.011155428,2.5
-0.60181,5.05193,7.54518,-2.62116,5.79023,7.46814,1.90001,-0.47466,0.41709,-1.09584,-0.11212,-0.52393,54.088,8.186,-21.092,304.51,-38.685,19.301,0.383979172,5.788797181,7.011155428,2.5
-2.40759,4.30049,10.36585,-3.00882,4.50147,8.17644,0.59373,0.17315,1.97294,-1.45697,0.14514,0.66864,55.963,-1.003,-20.279,289.989,-27.324,20.203,-0.908864556,5.119389156,10.23266192,2.5
-2.24059,2.43158,11.11162,-3.0639,3.3646,8.68691,0.6024,-0.54823,2.79396,-0.63831,0.14568,-0.32791,54.463,0.81,-20.717,287.968,-20.77,19.269,-0.536642833,3.091905451,11.16033418,2.5
-3.36851,4.92691,4.43468,-3.04961,3.17681,8.76231,0.01492,1.405,-3.00556,-0.38638,0.2032,0.29367,52.65,0.497,-21.967,286.298,-19.293,19.428,-2.653634914,5.190666037,4.615506072,2.5
-3.69312,3.40916,6.93555,-4.31665,2.72627,8.37284,0.66815,0.90578,-1.04592,-0.56854,0.43117,0.86945,56.714,-1.752,-16.405,282.196,-16.465,26.863,-2.64384267,3.757249729,7.228867923,2.5
-1.89711,4.62637,7.46426,-4.22434,2.63878,8.44761,2.81603,2.17385,-1.59612,-0.66814,0.12224,0.2926,55.214,-4.689,-11.717,276.11,-15.61,26.568,-0.779989789,4.974214977,7.440853739,2.5
-2.00183,3.47855,9.44675,-3.44925,2.74717,8.75934,2.18335,0.98648,1.69427,0.07755,-0.85301,0.61111,51.526,-7.253,-13.841,273.092,-15.785,22.972,-0.539887816,3.936653984,9.463614297,2.5
-3.54048,4.69778,12.26437,-3.16251,3.21295,8.70895,-0.49945,1.60825,3.88994,0.51804,-0.56805,1.34775,51.151,-9.126,-11.717,270.684,-18.134,20.563,-1.642645934,5.399899765,12.37585164,2.5
-0.95406,4.3613,12.55068,-2.44271,3.96922,8.62837,1.40131,0.534,4.23083,0.84027,-0.82852,0.04652,48.964,-12.814,-13.841,268.259,-21.922,17.434,0.939653263,5.219679592,12.21976814,2.5
1.84811,3.18187,9.31693,-2.09848,5.16052,8.07068,3.87389,-1.79985,1.52587,1.58383,-0.41093,-0.56813,45.964,-14.314,-13.029,269.667,-29.558,14.276,3.137852729,3.975358717,8.64264978,2.5
1.55066,4.94063,6.09485,-1.63782,5.48928,7.95964,3.18469,-0.38223,-1.66473,-0.04976,-0.70547,-0.27573,46.338,-15.002,-13.029,270.272,-34.16,12.247,2.379708512,5.474845605,5.322088007,2.5
1.74889,4.47199,6.37058,-1.28921,5.31673,8.13884,2.98855,-0.64042,-1.45548,-0.12166,-0.5883,-0.33698,43.025,-13.19,-16.405,272.441,-33.147,9.679,2.633173207,5.014168659,5.618372705,2.5
1.56166,5.15451,6.8557,-1.38164,5.68488,7.87043,2.85169,-0.28817,-0.69289,0.88448,-0.1068,-0.5463,43.776,-12.439,-15.591,272.683,-32.833,8.431,2.485723808,5.780685492,6.034337592,2.5
1.86075,6.00353,5.41151,-1.4302,6.18198,7.47717,3.34078,0.08667,-1.82554,0.48128,-0.30814,-0.47386,41.963,-11.69,-16.405,280.783,-38.227,10.748,2.549133865,6.520335868,4.447059727,2.5
1.48973,7.40909,5.83043,-1.58844,6.20342,7.4273,3.43933,0.88368,-1.82471,-0.20422,-0.1377,-0.40408,37.901,-10.252,-21.529,285.491,-39.24,12.072,2.230919542,7.969639568,4.755593258,2.5
1.46254,8.15533,7.03896,-1.59435,5.89324,7.67451,2.98621,2.52335,-0.29533,-0.05774,0.11371,-0.14096,38.213,-6.877,-17.279,283.648,-37.024,11.527,2.389460013,8.808427577,5.907408315,2.5
3.06572,7.85393,6.54599,-1.48566,5.75171,7.80263,3.74115,1.99193,1.39142,-2.63142,-0.62451,0.68941,36.026,-4.689,-18.529,288.828,-35.91,10.78,3.926027196,8.422629344,5.251520355,2.5
0.02855,0.52887,13.10561,-0.44275,4.9064,8.47948,1.233,-4.64733,4.79943,0.61391,0.7614,-0.62939,34.213,-2.127,-20.654,286.363,-30.021,2.989,1.960728999,1.635219077,12.86542391,2.5
-4.05402,5.4997,3.27365,-0.02802,5.73007,7.95839,-4.02681,-0.06415,-4.45388,1.32071,-1.30362,-0.31567,30.525,-2.876,-21.529,288.663,-34.411,1.179,-3.561725407,5.851960363,3.235310589,2.5
-1.25757,6.54135,-0.00459,-0.0641,6.21285,7.58728,-1.27566,0.98874,-7.63115,-0.16907,0.81786,0.72296,31.213,-5.44,-21.967,286.47,-38.148,-0.003,-1.247165858,6.520408161,-0.547373671,2.5
1.06044,4.49796,6.99744,-1.04359,5.61105,7.9748,2.11026,-1.06932,-0.67177,-0.21008,1.39096,0.58661,35.275,-7.253,-16.405,280.309,-34.902,7.455,2.020992731,5.139580679,6.310359937,2.5
1.38277,4.862,7.95572,-1.20429,5.06048,8.31334,2.63257,-0.05352,0.10744,-0.76401,0.41199,0.93335,38.963,-8.752,-13.841,276.015,-32.339,8.745,2.518530929,5.519791903,7.213423383,2.5
0.89346,6.3748,8.58081,-1.23906,5.27129,8.1761,2.02507,1.35572,0.91225,0.53241,0.66499,0.63509,37.901,-11.69,-11.342,267.328,-31.562,8.224,2.104707986,7.116486889,7.745480277,2.5
0.867,7.24439,8.89769,-0.94326,5.72662,7.90484,1.97502,1.48454,1.21394,0.17555,-0.33849,0.56796,37.151,-14.314,-11.279,265.57,-34.649,8.215,2.082445597,8.075731614,7.927656781,2.5
0.60306,5.28146,6.40839,-0.61368,5.90812,7.80307,1.1961,-0.42798,-1.13228,0.5697,0.44926,0.17009,34.213,-16.127,-13.841,264.501,-36.355,4.096,1.467534883,5.898508715,5.690246022,2.5
0.05772,6.36969,6.2612,-1.12052,6.58107,7.18362,1.13819,0.02392,-0.66557,0.58994,0.81465,0.14346,36.775,-17.252,-4.904,259.9,-40.953,7.517,0.840227802,7.038847929,5.433925359,2.5
0.37294,4.17821,9.57384,-1.20785,6.9324,6.83032,1.53882,-2.51327,2.98089,-0.18504,0.02689,1.01645,37.151,-20.94,-1.093,255.69,-44.852,11,1.508904792,5.289655318,8.888064375,2.5
1.10919,5.41493,10.02303,-1.14987,7.14725,6.61552,2.22083,-1.49465,3.62749,1.17477,0.25273,0.05664,36.401,-22.002,1.033,251.514,-45.481,9.419,2.256520512,6.595715352,9.07841142,2.5
1.3557,6.49477,8.87296,-1.12854,7.40264,6.33228,2.44785,-0.66917,2.74487,0.4424,-0.8903,-0.40302,35.275,-22.377,4.033,250.132,-48.614,10.524,2.326066016,7.557601756,7.760248166,2.5
1.11267,6.88939,6.78763,-1.53084,7.70018,5.87657,2.59395,-0.56152,1.1013,0.78595,-0.58351,-1.10342,38.588,-19.064,2.721,259.615,-51.187,13.519,1.801779635,7.7166932,5.655076155,2.5
1.94748,6.65482,5.67314,-1.8033,7.7331,5.75479,3.69114,-0.82251,0.10869,0.16649,-0.63037,-0.97667,38.588,-15.752,2.721,263.519,-52.26,16.085,2.506517999,7.327545568,4.50425005,2.5
0.61937,6.92638,5.23648,-2.65847,7.8992,5.16774,2.96125,-0.4395,0.14906,1.01657,-0.46686,-1.68773,41.588,-11.314,1.846,270.386,-52.298,19.245,1.088512016,7.569719511,4.158553836,2.5
-1.15028,8.62804,4.05196,-3.2755,7.89216,4.81199,1.66494,1.08342,-0.6678,0.49406,-0.50467,-1.04964,43.776,-8.377,0.221,290.751,-53.925,32.005,-0.806321264,9.113976556,2.910305056,2.5
-1.95335,9.05498,4.63179,-3.5232,7.8869,4.64266,1.44994,1.43651,0.14714,-0.06787,0.07111,-0.15056,41.901,-3.94,1.033,295.353,-53.901,36.907,-1.572038679,9.624502887,3.487026843,2.5
-1.16458,9.41068,3.65446,-3.39317,7.81494,4.85628,1.99244,1.77429,-0.8214,-0.6756,-1.1662,-0.07385,40.463,-3.564,-3.654,301.177,-52.835,34.943,-0.851024971,9.831810665,2.425588194,2.5
0.39612,8.41754,3.56386,-3.24241,7.57626,5.31578,3.90921,0.89027,-0.27033,0.41843,-0.9425,-0.87759,41.214,-1.752,-3.217,297.45,-50.766,31.553,0.724589681,8.807077302,2.371359947,2.5
-2.90312,10.05321,4.59699,-3.91678,7.61559,4.77829,1.24301,2.48244,-1.0957,0.00511,-0.16167,-0.81102,41.588,1.186,-2.779,306.267,-51.176,38.399,-2.510099577,10.60368868,3.447990812,2.5
-2.90312,10.05321,4.59699,-3.91678,7.61559,4.77829,1.24301,2.48244,-1.0957,0.00511,-0.16167,-0.81102,41.588,1.186,-2.779,306.267,-51.176,38.399,-2.510099577,10.60368868,3.447990812,2.5
-2.97386,9.98584,4.80905,-3.91678,7.61559,4.77829,1.24301,2.48244,-1.0957,0.00511,-0.16167,-0.81102,41.588,3.061,-4.466,309.821,-50.948,39.342,-2.56292906,10.56569967,3.672218796,2.5
-2.61359,5.19057,3.67014,-5.70973,7.30609,3.19223,2.89621,-1.85969,0.58969,0.27888,-0.04076,-0.57346,38.963,4.561,-13.092,342.338,-48.636,59.651,-2.40515867,5.632943615,3.118967014,2.5
-2.01317,6.8064,5.15102,-5.97472,7.15946,3.03566,3.57807,-0.3973,1.47048,-0.28358,0.73369,-0.10208,40.088,7.874,-10.529,346.606,-47.53,61.601,-1.737559911,7.407695969,4.3611773,2.5
-4.62576,10.27777,4.40491,-5.75138,7.48862,2.64812,0.90416,3.0775,1.85875,0.09299,0.2506,1.21245,42.276,8.249,-8.405,342.901,-46.552,64.413,-4.417304673,10.79143821,3.235077232,2.5
-2.91107,8.74486,1.80151,-4.92412,8.03647,2.70896,1.87512,0.97544,-0.90937,0.20218,0.94409,1.23856,43.776,4.561,-7.904,339.32,-55.034,61.183,-2.822672678,8.92978985,0.695496539,2.5
-2.42429,9.93811,2.46205,-4.51514,8.44301,2.1212,1.84037,2.05015,0.30193,-0.65323,0.68736,0.19299,45.964,0.124,-2.841,335.489,-59.423,64.836,-2.331499748,10.20482389,1.063287808,2.5
-0.36278,7.27043,-1.67879,-5.00322,8.25614,1.72464,4.13072,-0.66164,-3.42498,0.31937,1.53638,-1.13646,45.276,1.936,-4.967,338.848,-58.154,64.57,-0.413140719,6.955684158,-2.693857868,2.5
-4.01308,10.21419,1.6592,-5.4217,8.09556,1.1124,0.42066,3.06975,1.21202,-1.24126,-0.7646,0.50032,46.338,4.185,4.408,341.256,-55.641,78.405,-3.980112241,10.35698479,0.281079687,2.5
-1.98817,9.45802,8.26961,-5.22309,8.02862,2.10497,2.80114,1.73175,6.31405,0.17181,0.37364,-0.19849,47.089,4.874,4.033,330.169,-55.532,67.78,-1.683082248,10.52973468,6.934358917,2.5
-2.95122,8.99448,5.15251,-5.24704,7.93745,2.37398,2.15312,1.28511,2.75259,-0.92221,-0.63358,0.33255,47.838,7.498,3.595,331.028,-54.382,68.082,-2.735260183,9.636098362,3.977774421,2.5
-0.23427,6.03687,6.33704,-4.61026,7.86642,3.61045,4.30654,-1.60027,3.29188,-2.30705,-0.06099,0.44707,47.089,5.247,2.721,322.104,-54.988,58.843,0.165254676,6.847672818,5.453331611,2.5
-0.05721,5.18785,8.31012,-4.30579,6.90583,5.47176,3.95293,-1.43614,2.80322,-1.3302,-1.86128,-0.56015,45.964,6.374,1.033,309.107,-48.051,42.836,0.735463592,6.14550705,7.59387855,2.5
0.25507,7.40733,4.48239,-3.45391,6.60529,6.37268,3.57071,1.06646,-1.63518,-0.1451,-0.74756,0.60632,43.776,7.498,-5.78,303.757,-42.204,30.01,0.751017302,7.867323079,3.544942755,2.5
0.25507,7.40733,4.48239,-3.45391,6.60529,6.37268,3.57071,1.06646,-1.63518,-0.1451,-0.74756,0.60632,43.776,7.498,-5.78,303.757,-42.204,30.01,0.751017302,7.867323079,3.544942755,2.5
0.25507,7.40733,4.48239,-3.45391,6.60529,6.37268,3.57071,1.06646,-1.63518,-0.1451,-0.74756,0.60632,43.776,7.498,-5.78,303.757,-42.204,30.01,0.751017302,7.867323079,3.544942755,2.5
0.46767,8.56314,5.07825,-4.02661,3.91503,8.03924,4.65507,3.06674,-2.98146,-2.51158,0.97391,-1.00436,43.776,11.56,-10.966,294.435,-23.53,26.605,1.173273995,8.882011831,4.366691987,2.5
-2.82066,6.18572,4.69504,-4.12986,3.03129,8.36217,1.52512,3.62242,-2.54289,-0.33151,-0.64636,-0.13777,41.588,18.185,-15.155,311.066,-18.005,26.284,-2.107873204,6.444397736,4.721150679,2.5
-6.83884,9.61734,11.49785,-3.70732,2.54146,8.71591,5.27448,0.83237,2.64047,-0.27293,-2.14038,-0.94312,43.401,19.31,-11.78,308.273,-16.754,25.314,-5.017533053,10.15778706,11.96274383,2.5
-1.46909,5.10324,9.11592,-1.89768,2.72298,9.22792,0.35537,2.48533,0.24406,-0.69371,-1.20189,0.14719,35.275,19.998,-20.279,309.418,-17.262,13.475,0.011772201,5.536136175,8.980664733,2.5
2.20929,5.59242,3.75507,-0.09485,2.97133,9.34519,2.11016,2.54047,-4.68486,-1.04364,0.26338,-0.16547,29.776,17.81,-27.53,313.632,-18.555,2.087,2.789724647,5.758370742,3.052093914,2.5
-0.37416,4.92044,8.76958,-0.43191,2.42169,9.49312,0.28317,2.27021,0.46772,0.38168,-0.73956,-0.17026,28.276,20.749,-27.53,315.921,-14.297,2.605,1.077324161,5.284127491,8.495506352,2.5
