,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
0,0.35200000000000004,9.51,2.4730000000000003,0.149,9.446,2.6310000000000002,0.141,0.146,0.0,0.039,-0.19899999999999998,-0.023,50.0,7.4,-30.6,19.1,192.5,-74.3,-3.0,3.0,1019.2,44.53,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,19,2019-01-03 10:18:10:967,0.19
1,0.9309999999999999,9.45,2.0380000000000003,0.248,9.482000000000001,2.49,0.642,0.129,-0.833,-0.133,0.021,0.10099999999999999,49.0,7.7,-31.1,19.4,192.1,-74.5,-3.6,3.0,1019.2,44.53,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,120,2019-01-03 10:18:11:068,0.19
2,0.541,9.572000000000001,2.485,0.387,9.469,2.521,0.138,0.10800000000000001,-0.028999999999999998,-0.05,-0.135,0.079,49.0,7.6,-31.0,19.5,189.8,-74.9,-8.7,3.0,1019.2,44.53,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,219,2019-01-03 10:18:11:167,0.19
3,0.196,9.722999999999999,1.9469999999999998,0.419,9.486,2.452,-0.115,-0.026000000000000002,-0.537,0.028999999999999998,0.034,-0.045,50.0,7.0,-31.8,19.3,187.1,-75.1,-9.8,3.0,1019.2,47.56,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,319,2019-01-03 10:18:11:267,0.19
4,0.426,9.603,2.03,0.41600000000000004,9.514,2.339,0.19399999999999998,-0.067,-0.07,-0.036000000000000004,0.053,0.034,50.0,7.7,-31.4,19.4,189.7,-75.8,-9.9,3.0,1019.2,47.56,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,419,2019-01-03 10:18:11:367,0.19
5,0.503,9.738,1.781,0.41100000000000003,9.538,2.241,0.099,0.20199999999999999,-0.46,0.011000000000000001,0.063,0.008,49.0,7.2,-32.0,18.2,188.8,-76.1,-10.1,3.0,1019.2,47.56,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,521,2019-01-03 10:18:11:469,0.19
6,0.536,9.9,2.339,0.44799999999999995,9.562000000000001,2.131,0.172,0.315,-0.091,0.085,0.151,-0.05,49.0,6.7,-31.4,18.6,186.3,-77.2,-11.9,3.0,1019.2,47.56,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,620,2019-01-03 10:18:11:568,0.19
7,0.254,10.113,3.7689999999999997,0.418,9.576,2.072,-0.092,0.5489999999999999,1.7630000000000001,0.018000000000000002,0.175,-0.066,49.0,7.2,-31.1,18.5,188.5,-77.6,-11.8,3.0,1019.2,49.24,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,719,2019-01-03 10:18:11:667,0.19
8,0.366,9.702,2.449,0.452,9.583,2.035,0.049,-0.106,0.79,-0.038,0.174,0.23600000000000002,49.0,6.8,-31.3,19.7,185.3,-77.7,-12.5,3.0,1019.2,49.24,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,819,2019-01-03 10:18:11:767,0.19
9,-0.040999999999999995,8.993,2.911,0.536,9.579,2.031,-0.631,-0.562,0.823,0.177,0.252,0.193,48.0,5.8,-30.1,20.4,181.9,-77.6,-14.3,3.0,1019.2,49.24,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,919,2019-01-03 10:18:11:867,0.19
10,-0.223,9.541,3.1010000000000004,0.595,9.499,2.363,-0.444,0.09,0.8290000000000001,-0.297,0.10800000000000001,0.142,44.0,4.4,-31.4,20.3,177.5,-76.2,-14.7,3.0,1019.2,48.6,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1019,2019-01-03 10:18:11:967,0.19
11,0.043,9.773,2.722,0.485,9.457,2.548,-0.624,0.555,-0.33299999999999996,0.22,0.034,-0.207,44.0,4.9,-32.0,18.8,179.3,-74.5,-12.3,3.0,1019.2,48.6,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1119,2019-01-03 10:18:12:067,0.19
12,0.713,8.937999999999999,2.708,0.478,9.466000000000001,2.5180000000000002,0.18899999999999997,-0.46,0.09300000000000001,0.004,-0.005,0.055,42.0,3.8,-31.7,19.3,180.8,-74.8,-10.8,3.0,1019.2,48.6,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1219,2019-01-03 10:18:12:167,0.19
13,0.67,9.06,3.498,0.49200000000000005,9.439,2.614,0.156,-0.37799999999999995,0.836,-0.105,-0.006999999999999999,-0.002,42.0,3.7,-31.6,19.2,180.3,-74.7,-10.9,3.0,1019.2,55.58,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1320,2019-01-03 10:18:12:268,0.19
14,0.405,9.529,2.488,0.465,9.426,2.665,-0.073,0.10800000000000001,0.024,-0.092,-0.157,-0.054000000000000006,44.0,4.4,-31.3,18.5,181.8,-74.0,-9.9,3.0,1019.2,55.58,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1420,2019-01-03 10:18:12:368,0.19
15,0.158,9.613,2.7319999999999998,0.516,9.392999999999999,2.772,-0.418,0.247,-0.018000000000000002,-0.11800000000000001,-0.299,-0.021,44.0,5.9,-31.5,17.8,183.7,-73.5,-10.3,3.0,1019.2,55.58,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1520,2019-01-03 10:18:12:468,0.19
16,-0.019,9.644,3.488,0.552,9.357000000000001,2.8819999999999997,-0.674,0.335,0.731,-0.099,-0.066,-0.10300000000000001,45.0,6.5,-32.6,17.6,185.2,-72.6,-10.8,3.0,1019.2,58.91,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1620,2019-01-03 10:18:12:568,0.19
17,0.41700000000000004,9.541,3.8310000000000004,0.66,9.306000000000001,3.0239999999999996,-0.396,0.195,0.688,-0.22899999999999998,-0.302,-0.023,45.0,6.2,-32.9,17.5,184.7,-72.1,-12.4,3.0,1019.2,58.91,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1719,2019-01-03 10:18:12:667,0.19
18,2.653,6.896,5.595,0.8370000000000001,9.175,3.359,1.4709999999999999,-2.127,1.901,-0.28800000000000003,-0.449,-0.026000000000000002,46.0,6.4,-33.5,15.8,184.0,-69.3,-14.0,3.0,1019.2,58.91,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1819,2019-01-03 10:18:12:767,0.19
19,0.555,10.056000000000001,3.532,0.8490000000000001,9.152999999999999,3.4160000000000004,-0.162,0.752,0.585,-0.098,-0.114,0.069,49.0,7.6,-33.0,15.9,188.7,-68.9,-13.7,3.0,1019.2,52.13,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1919,2019-01-03 10:18:12:867,0.19
20,0.6609999999999999,9.575,3.7539999999999996,0.897,9.125,3.478,-0.026000000000000002,0.226,0.359,-0.063,-0.048,0.081,49.0,7.7,-33.2,15.2,188.3,-68.5,-14.5,3.0,1019.2,52.13,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,2019,2019-01-03 10:18:12:967,0.19
21,0.735,9.369,2.95,0.782,9.189,3.335,-0.228,0.39899999999999997,-0.47,0.237,0.201,-0.07400000000000001,47.0,8.8,-32.8,15.3,188.8,-69.1,-13.8,3.0,1019.2,52.13,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,2119,2019-01-03 10:18:13:067,0.19
22,0.9390000000000001,9.107999999999999,2.861,0.8240000000000001,9.207,3.273,0.16,-0.138,-0.466,0.099,0.124,0.17300000000000001,47.0,8.0,-32.8,15.3,189.3,-69.8,-13.1,3.0,1019.2,52.13,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,2219,2019-01-03 10:18:13:167,0.19
23,0.56,9.732999999999999,1.9180000000000001,0.797,9.262,3.122,-0.237,0.47100000000000003,-1.204,0.358,0.33399999999999996,0.121,57.0,7.5,-33.0,16.1,187.9,-70.2,-14.1,3.0,1019.2,56.89,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,2319,2019-01-03 10:18:13:267,0.19
24,-0.251,9.192,4.738,0.769,9.211,3.2769999999999997,-1.1640000000000001,0.266,1.153,0.151,0.247,-0.037000000000000005,57.0,6.3,-32.6,16.1,183.1,-70.8,-14.6,3.0,1019.2,56.89,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,2419,2019-01-03 10:18:13:367,0.19
25,1.305,8.856,2.38,0.715,9.245,3.1910000000000003,0.12300000000000001,-0.061,-0.473,0.08900000000000001,0.10300000000000001,-0.013999999999999999,69.0,5.7,-32.9,17.0,184.6,-69.9,-13.2,3.0,1019.2,56.89,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,2520,2019-01-03 10:18:13:468,0.19
0,0.067,9.721,1.496,0.358,9.391,2.801,-0.252,0.31,-1.28,0.147,-0.077,-0.087,48.0,-4.0,-11.6,-41.0,357.6,-72.8,-7.7,3.0,1019.2,37.98,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,13,2019-01-03 10:18:18:686,0.19
1,0.57,9.656,1.949,0.35600000000000004,9.42,2.7039999999999997,0.204,0.16,-0.6709999999999999,0.07,-0.031,-0.027999999999999997,48.0,-4.3,-11.3,-43.1,357.9,-73.5,-7.3,3.0,1019.2,37.98,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,114,2019-01-03 10:18:18:787,0.19
2,0.797,9.419,2.4419999999999997,0.42100000000000004,9.484,2.46,0.354,0.025,-0.077,0.109,-0.015,-0.075,47.0,-4.4,-12.4,-43.1,355.3,-75.0,-9.5,3.0,1019.2,37.98,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,214,2019-01-03 10:18:18:887,0.19
3,0.5720000000000001,10.113,3.9410000000000003,0.446,9.484,2.456,-0.14300000000000002,0.551,1.643,-0.10099999999999999,-0.022000000000000002,-0.064,49.0,-5.3,-12.2,-41.4,354.9,-75.4,-9.9,3.0,1019.2,50.84,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,313,2019-01-03 10:18:18:986,0.19
4,0.345,9.677999999999999,3.218,0.491,9.472999999999999,2.488,-0.152,0.207,0.721,0.022000000000000002,-0.042,0.102,49.0,-4.9,-12.1,-42.2,355.6,-75.2,-10.7,3.0,1019.2,50.84,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,413,2019-01-03 10:18:19:086,0.19
5,0.163,9.048,2.873,0.40399999999999997,9.412,2.7230000000000003,-0.40299999999999997,-0.364,0.33299999999999996,0.16899999999999998,-0.018000000000000002,0.122,51.0,-5.4,-12.4,-41.0,356.7,-74.8,-11.3,3.0,1019.2,50.84,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,514,2019-01-03 10:18:19:187,0.19
6,0.515,8.95,3.0239999999999996,0.381,9.382,2.8280000000000003,0.163,-0.301,0.203,-0.081,-0.008,-0.051,51.0,-5.5,-11.4,-42.1,0.1,-73.3,-8.0,3.0,1019.2,48.17,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,613,2019-01-03 10:18:19:286,0.19
7,0.141,9.56,3.153,0.309,9.346,2.9530000000000003,-0.16,0.20199999999999999,0.325,0.19699999999999998,-0.217,-0.268,55.0,-4.4,-11.9,-43.4,359.2,-72.7,-7.3,3.0,1019.2,48.17,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,714,2019-01-03 10:18:19:387,0.19
8,1.111,9.213,3.002,0.317,9.378,2.85,0.402,0.10800000000000001,0.337,0.08,-0.5720000000000001,0.01,55.0,-5.6,-12.8,-43.3,1.8,-73.0,-6.3,3.0,1019.2,48.17,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,813,2019-01-03 10:18:19:486,0.19
9,1.743,8.952,2.935,0.545,9.414,2.6910000000000003,1.2770000000000001,-0.546,0.376,0.27,-1.111,-0.318,65.0,-10.5,-12.2,-41.2,4.1,-73.3,-8.9,3.0,1019.2,64.16,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,913,2019-01-03 10:18:19:586,0.19
10,0.73,10.033999999999999,2.969,0.613,9.476,2.448,0.11699999999999999,0.5579999999999999,0.521,0.184,-1.798,-0.307,65.0,-13.3,-13.3,-40.8,4.0,-75.1,-14.1,3.0,1019.2,64.16,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1014,2019-01-03 10:18:19:687,0.19
11,1.149,9.402000000000001,3.0980000000000003,0.828,9.494,2.312,0.395,0.078,0.36700000000000005,-0.20800000000000002,-2.246,-0.337,67.0,-20.9,-15.2,-37.6,6.1,-75.6,-18.2,3.0,1019.2,64.16,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1114,2019-01-03 10:18:19:787,0.19
12,0.35700000000000004,9.472000000000001,3.2560000000000002,0.917,9.474,2.36,-0.46399999999999997,0.067,0.841,-0.171,-2.154,-0.384,112.0,-26.2,-14.7,-30.8,21.4,-75.0,-21.2,3.0,1019.3,59.09,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1214,2019-01-03 10:18:19:887,0.19
13,2.164,8.804,3.532,1.348,9.353,2.622,0.8170000000000001,-0.5489999999999999,0.91,-0.672,-2.49,-0.17800000000000002,112.0,-32.5,-15.4,-24.1,28.6,-74.4,-23.9,3.0,1019.3,59.09,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1314,2019-01-03 10:18:19:987,0.19
14,1.669,9.146,3.074,1.6159999999999999,9.269,2.766,-0.006999999999999999,-0.5820000000000001,1.256,-0.135,-2.175,-0.344,67.0,-34.6,-15.1,-18.1,38.6,-70.9,-30.3,3.0,1019.3,59.09,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1414,2019-01-03 10:18:20:087,0.19
15,0.685,8.758,3.699,1.855,9.193999999999999,2.862,-1.025,-0.5489999999999999,0.9159999999999999,-0.325,-1.776,-0.514,67.0,-35.9,-16.1,-9.7,48.3,-70.2,-32.8,3.0,1019.3,53.86,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1514,2019-01-03 10:18:20:187,0.19
16,1.262,8.945,3.8,1.805,9.176,2.951,-0.251,0.015,0.044000000000000004,-0.47,-1.4240000000000002,-0.34299999999999997,43.0,-35.3,-17.2,-5.8,54.5,-69.6,-32.6,3.0,1019.3,53.86,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1614,2019-01-03 10:18:20:287,0.19
17,0.163,10.317,2.725,1.449,9.266,2.865,-1.131,0.634,0.381,-0.159,-0.8540000000000001,-0.268,43.0,-33.8,-19.7,-1.3,73.0,-70.6,-27.6,3.0,1019.3,53.86,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1713,2019-01-03 10:18:20:386,0.19
18,-0.41200000000000003,9.927,3.3739999999999997,1.286,9.302999999999999,2.824,-1.6980000000000002,0.624,0.55,-0.037000000000000005,-0.531,-0.205,43.0,-32.8,-21.2,0.5,76.5,-71.0,-26.2,3.0,1019.3,53.86,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1813,2019-01-03 10:18:20:486,0.19
0,0.493,9.326,2.9619999999999997,0.473,9.16,3.47,0.034,0.182,-0.498,-0.063,0.096,-0.037000000000000005,49.0,2.4,-34.6,15.0,181.7,-68.0,-8.4,3.0,1019.3,38.47,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,9,2019-01-03 10:18:23:948,0.19
1,0.575,9.603,3.6439999999999997,0.43700000000000006,9.204,3.3569999999999998,0.035,0.479,-0.075,-0.085,0.07200000000000001,0.005,48.0,3.5,-34.9,14.7,182.2,-69.6,-7.4,3.0,1019.3,47.81,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,108,2019-01-03 10:18:24:047,0.19
2,0.28300000000000003,10.03,3.563,0.35700000000000004,9.243,3.2560000000000002,-0.07400000000000001,0.7859999999999999,0.306,0.083,0.217,-0.026000000000000002,48.0,3.2,-34.6,15.1,182.7,-70.2,-6.7,3.0,1019.3,47.81,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,208,2019-01-03 10:18:24:147,0.19
3,0.426,9.338,4.388999999999999,0.342,9.247,3.248,-0.22,0.006999999999999999,1.4,0.1,0.113,0.023,48.0,2.9,-33.7,15.5,183.1,-70.5,-6.0,3.0,1019.3,47.81,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,309,2019-01-03 10:18:24:248,0.19
4,-0.38799999999999996,8.725,3.491,0.26899999999999996,9.269,3.1910000000000003,-0.7170000000000001,-0.5710000000000001,0.525,0.446,-0.048,0.04,48.0,1.9,-33.7,17.0,180.8,-70.5,-5.7,3.0,1019.3,47.81,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,409,2019-01-03 10:18:24:348,0.19
5,-0.139,8.746,3.7969999999999997,0.29100000000000004,9.277000000000001,3.165,-0.33399999999999996,-0.598,0.469,-0.040999999999999995,0.065,0.092,48.0,2.2,-33.4,17.2,180.9,-71.1,-5.3,3.0,1019.3,49.71,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,510,2019-01-03 10:18:24:449,0.19
6,-0.113,9.117,3.505,0.183,9.248,3.2569999999999997,-0.24,-0.136,0.155,0.13,-0.031,-0.003,48.0,2.8,-33.6,16.6,186.1,-70.9,-4.9,3.0,1019.3,49.71,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,609,2019-01-03 10:18:24:548,0.19
7,0.20600000000000002,9.201,3.295,0.18600000000000003,9.257,3.2310000000000003,-0.083,0.11599999999999999,-0.032,0.001,-0.22,0.115,45.0,2.1,-33.4,17.2,182.4,-70.7,-2.8,3.0,1019.3,49.71,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,709,2019-01-03 10:18:24:648,0.19
8,0.7759999999999999,9.163,3.1919999999999997,0.264,9.272,3.1830000000000003,0.5479999999999999,-0.14,-0.009000000000000001,0.196,-0.27899999999999997,-0.2,45.0,2.8,-33.2,17.4,183.1,-70.8,-4.7,3.0,1019.3,56.98,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,809,2019-01-03 10:18:24:748,0.19
9,0.045,9.649,3.1919999999999997,0.20199999999999999,9.345,2.967,-0.254,0.278,0.21,0.185,-0.45299999999999996,-0.187,42.0,4.0,-32.8,18.2,185.7,-72.0,-4.0,3.0,1019.3,56.98,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,909,2019-01-03 10:18:24:848,0.19
10,-0.18,9.541,3.4189999999999996,0.228,9.363999999999999,2.903,-0.386,-0.20600000000000002,1.43,-0.08800000000000001,-0.431,-0.027999999999999997,41.0,5.5,-32.4,18.7,187.6,-72.9,-4.3,3.0,1019.3,56.98,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1008,2019-01-03 10:18:24:947,0.19
11,0.491,9.412,2.509,0.273,9.402000000000001,2.775,0.18,-0.033,-0.158,-0.047,-0.225,-0.053,41.0,6.7,-31.4,18.2,191.1,-73.5,-5.6,3.0,1019.2,59.29,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1108,2019-01-03 10:18:25:047,0.19
12,1.901,8.502,2.878,0.317,9.38,2.842,0.8290000000000001,-0.929,0.373,-0.008,-0.40399999999999997,-0.01,40.0,7.9,-31.9,18.5,190.7,-73.1,-5.9,3.0,1019.3,59.29,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1208,2019-01-03 10:18:25:147,0.19
13,0.22699999999999998,9.579,3.508,0.307,9.318999999999999,3.0380000000000003,-0.721,0.337,0.8290000000000001,-0.14800000000000002,0.048,-0.221,40.0,8.6,-32.3,17.1,194.6,-72.2,-6.6,3.0,1019.3,59.29,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1309,2019-01-03 10:18:25:248,0.19
14,-0.139,9.505,3.1289999999999996,0.259,9.305,3.0860000000000003,-0.39799999999999996,0.2,0.044000000000000004,0.16899999999999998,-0.002,-0.138,42.0,8.5,-32.0,17.5,195.1,-71.5,-5.6,3.0,1019.3,53.67,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1408,2019-01-03 10:18:25:347,0.19
15,-0.239,9.414,2.892,0.136,9.335,3.002,-0.366,0.075,-0.076,-0.11599999999999999,0.042,-0.024,42.0,9.4,-31.3,18.4,196.3,-72.1,-3.4,3.0,1019.2,53.67,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1512,2019-01-03 10:18:25:451,0.19
16,0.23199999999999998,8.823,3.141,0.114,9.323,3.0380000000000003,0.11900000000000001,-0.501,0.10300000000000001,-0.125,0.147,0.132,40.0,9.5,-31.9,16.1,199.8,-72.1,-2.2,3.0,1019.2,53.67,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1609,2019-01-03 10:18:25:548,0.19
17,0.52,9.783,3.182,0.07200000000000001,9.314,3.068,0.764,1.276,-0.33899999999999997,0.155,0.39,-0.062,40.0,8.5,-32.9,17.4,195.3,-71.6,-2.2,3.0,1019.2,64.04,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1713,2019-01-03 10:18:25:652,0.19
18,-1.235,8.964,5.2989999999999995,0.08800000000000001,9.218,3.345,-1.35,-0.32299999999999995,2.161,-0.111,0.249,0.064,38.0,6.9,-32.2,16.6,195.6,-71.8,-1.3,3.0,1019.2,64.04,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1809,2019-01-03 10:18:25:748,0.19
19,0.625,9.378,2.765,0.040999999999999995,9.254,3.245,0.662,-0.055,-1.044,-0.081,0.27699999999999997,0.16899999999999998,35.0,5.9,-32.4,17.5,192.4,-70.6,-0.5,3.0,1019.2,64.04,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1909,2019-01-03 10:18:25:848,0.19
20,0.7020000000000001,8.722000000000001,3.824,0.365,9.164,3.4730000000000003,1.0090000000000001,-1.0590000000000002,-0.17600000000000002,-0.361,-0.149,0.53,35.0,5.5,-32.9,14.6,192.3,-70.5,-1.0,3.0,1019.2,52.6,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,2009,2019-01-03 10:18:25:948,0.19
0,-0.091,8.908999999999999,3.642,0.22699999999999998,9.345,2.965,-0.306,-0.47600000000000003,0.215,-0.21899999999999997,0.109,0.054000000000000006,54.0,-4.1,-9.8,-41.2,1.4,-72.3,-4.4,3.0,1019.3,49.58,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,8,2019-01-03 10:18:29:885,0.19
1,-0.23199999999999998,9.517000000000001,3.1460000000000004,0.13,9.298,3.113,-0.391,0.145,0.303,0.047,-0.046,-0.096,65.0,-4.6,-9.7,-41.9,2.4,-71.5,-3.2,3.0,1019.3,49.58,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,107,2019-01-03 10:18:29:984,0.19
2,0.247,9.05,3.362,0.133,9.276,3.179,0.07,-0.195,0.252,-0.039,-0.168,0.106,65.0,-4.7,-9.5,-43.0,4.8,-71.1,-2.4,3.0,1019.2,49.58,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,207,2019-01-03 10:18:30:084,0.19
3,0.134,9.381,3.1439999999999997,0.24,9.267999999999999,3.197,-0.055999999999999994,-0.1,-0.122,0.006,-0.366,-0.073,103.0,-6.3,-8.6,-42.5,3.4,-70.9,-3.7,3.0,1019.2,51.32,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,307,2019-01-03 10:18:30:184,0.19
4,0.23199999999999998,9.472000000000001,3.6439999999999997,0.258,9.299,3.1039999999999996,-0.040999999999999995,0.24,0.3,0.114,-0.364,-0.076,103.0,-7.4,-9.5,-43.1,5.1,-71.5,-4.7,3.0,1019.2,51.32,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,407,2019-01-03 10:18:30:284,0.19
5,0.215,9.146,3.9,0.354,9.312000000000001,3.055,0.242,-0.151,0.086,-0.017,-0.7090000000000001,-0.22899999999999998,139.0,-9.4,-9.4,-42.5,4.9,-71.7,-6.2,3.0,1019.2,51.32,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,508,2019-01-03 10:18:30:385,0.19
6,1.3459999999999999,8.572000000000001,3.3810000000000002,0.36,9.331,2.9939999999999998,0.5429999999999999,-0.051,-0.047,-0.08,-0.7559999999999999,-0.152,139.0,-11.6,-10.1,-42.9,9.9,-72.1,-6.8,3.0,1019.3,58.78,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,607,2019-01-03 10:18:30:484,0.19
7,0.551,8.911,3.795,0.371,9.258,3.2110000000000003,0.249,-0.256,0.768,-0.081,-0.49700000000000005,-0.301,67.0,-14.0,-9.7,-42.0,10.9,-71.4,-7.3,3.0,1019.3,58.78,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,707,2019-01-03 10:18:30:584,0.19
8,0.175,9.539,3.51,0.298,9.259,3.216,-0.156,0.418,0.217,-0.11900000000000001,-0.317,-0.07,67.0,-15.7,-9.5,-41.5,17.6,-70.8,-5.3,3.0,1019.2,58.78,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,807,2019-01-03 10:18:30:684,0.19
9,0.371,9.151,2.998,0.295,9.245,3.2569999999999997,-0.019,-0.207,-0.006,0.07200000000000001,-0.08800000000000001,-0.044000000000000004,83.0,-17.6,-9.7,-43.3,18.3,-70.4,-5.4,3.0,1019.3,54.62,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,907,2019-01-03 10:18:30:784,0.19
10,-0.385,10.614,3.242,0.128,9.279,3.1710000000000003,-0.852,1.656,-1.694,0.863,-0.09699999999999999,-0.5489999999999999,73.0,-17.2,-9.6,-42.4,20.2,-70.3,-4.4,3.0,1019.3,54.62,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1008,2019-01-03 10:18:30:885,0.19
11,-0.266,9.235,2.1,0.235,9.331,3.0069999999999997,0.163,-0.48,0.19399999999999998,0.275,0.205,0.15,73.0,-17.5,-11.6,-43.2,24.1,-72.0,-1.6,3.0,1019.3,54.62,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1107,2019-01-03 10:18:30:984,0.19
12,0.79,8.897,1.537,0.21,9.349,2.9539999999999997,0.58,-0.452,-1.4169999999999998,-0.331,0.23199999999999998,-0.031,56.0,-15.5,-12.7,-43.3,17.4,-72.4,-4.1,3.0,1019.3,59.23,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1207,2019-01-03 10:18:31:084,0.19
13,-1.403,8.595,3.572,-0.015,9.435,2.674,-1.642,-0.342,0.489,0.496,1.979,0.363,56.0,-12.4,-12.2,-43.1,19.4,-73.4,-0.9,3.0,1019.2,59.23,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1308,2019-01-03 10:18:31:185,0.19
