,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
3,1.03,9.682,3.457,0.684,9.389,2.7460000000000004,0.345,0.255,0.5870000000000001,0.17600000000000002,0.21,-0.092,44.0,7.7,-32.8,15.2,188.9,-72.6,-14.5,3.0,1019.2,46.57,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,307,2019-01-03 10:28:15:127,0.19
4,0.479,9.481,4.044,0.652,9.373,2.8110000000000004,-0.17300000000000001,0.109,1.2329999999999999,-0.071,0.087,-0.055999999999999994,44.0,8.3,-32.5,15.7,188.8,-73.5,-13.5,3.0,1019.2,46.57,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,407,2019-01-03 10:28:15:227,0.19
5,-0.127,9.048,3.4619999999999997,0.57,9.328,2.972,-0.91,-0.369,1.148,0.39,0.004,0.24100000000000002,44.0,7.8,-32.5,16.0,190.5,-72.0,-10.8,3.0,1019.2,46.57,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,507,2019-01-03 10:28:15:327,0.19
6,0.35700000000000004,8.56,4.319,0.767,9.302999999999999,3.005,-0.42200000000000004,-0.775,1.3330000000000002,-0.242,0.28600000000000003,0.235,44.0,6.2,-32.6,17.2,186.9,-72.4,-12.0,3.0,1019.2,56.51,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,608,2019-01-03 10:28:15:428,0.19
7,0.742,9.175,2.859,0.722,9.267000000000001,3.125,0.059000000000000004,-0.095,-0.312,-0.109,0.057,-0.051,44.0,5.8,-33.1,16.1,184.4,-71.1,-13.6,3.0,1019.2,56.51,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,707,2019-01-03 10:28:15:527,0.19
8,0.5479999999999999,9.639,2.9019999999999997,0.639,9.273,3.128,-0.076,0.314,-0.24,0.02,0.035,-0.027999999999999997,39.0,6.1,-32.9,16.8,185.6,-70.9,-11.8,3.0,1019.2,56.51,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,808,2019-01-03 10:28:15:628,0.19
9,0.524,9.24,3.05,0.608,9.298,3.0580000000000003,-0.079,-0.02,-0.085,0.29,0.042,-0.069,39.0,5.9,-32.8,14.7,186.4,-71.0,-11.5,3.0,1019.2,56.96,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,907,2019-01-03 10:28:15:727,0.19
10,0.67,9.503,2.4090000000000003,0.5670000000000001,9.347000000000001,2.9130000000000003,0.209,0.084,-0.397,0.012,-0.225,-0.004,39.0,5.3,-33.0,17.3,183.6,-71.9,-10.8,3.0,1019.2,56.96,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1007,2019-01-03 10:28:15:827,0.19
11,0.467,10.013,3.637,0.5589999999999999,9.352,2.898,-0.087,0.46,0.624,0.11,-0.184,-0.168,37.0,7.0,-32.9,14.8,189.1,-72.5,-10.9,3.0,1019.2,56.96,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1115,2019-01-03 10:28:15:935,0.19
12,0.38799999999999996,9.457,3.465,0.45299999999999996,9.387,2.802,-0.065,0.07,0.6629999999999999,-0.09,-0.39799999999999996,-0.213,37.0,8.5,-32.6,15.5,191.7,-73.3,-10.4,3.0,1019.2,64.15,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1208,2019-01-03 10:28:16:028,0.19
13,0.129,8.734,3.529,0.312,9.417,2.719,-0.38299999999999995,-0.539,0.799,0.507,-0.085,-0.40299999999999997,37.0,9.7,-31.9,15.6,196.3,-73.0,-8.3,3.0,1019.2,64.15,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1307,2019-01-03 10:28:16:127,0.19
14,1.2229999999999999,9.39,3.201,0.27,9.425,2.695,0.884,0.071,0.59,-0.192,-0.536,-0.124,37.0,10.6,-30.7,17.9,198.3,-74.5,-5.1,3.0,1019.2,64.15,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1407,2019-01-03 10:28:16:227,0.19
15,-0.342,9.448,3.074,0.32899999999999996,9.383,2.8310000000000004,-0.45399999999999996,-0.01,0.542,-0.146,-0.055,0.09,35.0,11.9,-32.0,16.1,201.3,-73.1,-6.6,3.0,1019.2,64.15,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1507,2019-01-03 10:28:16:327,0.19
16,2.2,7.597,4.798,0.636,9.281,3.103,1.456,-1.604,1.672,-0.6779999999999999,-0.507,0.29600000000000004,35.0,10.1,-32.5,16.4,197.5,-72.3,-9.1,3.0,1019.2,59.63,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1608,2019-01-03 10:28:16:428,0.19
17,-0.36200000000000004,10.825,0.8140000000000001,0.501,9.357000000000001,2.8939999999999997,-0.795,1.3030000000000002,-1.639,1.0490000000000002,1.263,-0.013999999999999999,35.0,10.6,-32.0,14.5,196.7,-70.7,-10.9,3.0,1019.2,59.63,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1707,2019-01-03 10:28:16:527,0.19
18,0.29,9.35,4.841,0.6629999999999999,9.314,2.998,0.6659999999999999,-0.429,1.676,0.064,0.207,0.42100000000000004,29.0,8.1,-31.7,16.9,192.7,-73.3,-9.8,3.0,1019.2,59.63,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1807,2019-01-03 10:28:16:627,0.19
0,0.986,8.866,2.492,0.8440000000000001,9.033999999999999,3.72,-0.267,-0.057999999999999996,-0.72,0.188,-0.195,-0.105,37.0,-6.4,-8.9,-41.6,353.8,-66.6,-13.2,3.0,1019.1,43.37,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,11,2019-01-03 10:28:20:236,0.19
1,0.42100000000000004,10.164,4.128,0.8320000000000001,9.087,3.593,0.7559999999999999,0.687,-1.074,-0.297,-0.316,-0.25,37.0,-7.6,-9.6,-41.5,357.5,-67.8,-12.9,3.0,1019.2,43.37,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,111,2019-01-03 10:28:20:336,0.19
2,0.9740000000000001,8.607000000000001,3.9960000000000004,1.02,8.994,3.7739999999999996,-0.16,-0.069,0.327,0.456,0.142,-0.094,41.0,-9.2,-8.0,-41.4,355.4,-66.4,-14.2,3.0,1019.2,43.37,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,210,2019-01-03 10:28:20:435,0.19
3,0.22699999999999998,9.232000000000001,1.765,0.82,9.142999999999999,3.45,-0.519,0.205,-1.726,0.13,0.13,-0.14800000000000002,41.0,-9.5,-9.8,-41.6,359.2,-68.1,-14.1,3.0,1019.2,43.5,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,310,2019-01-03 10:28:20:535,0.19
4,0.6729999999999999,9.761000000000001,2.8489999999999998,0.7070000000000001,9.177,3.385,-0.01,0.573,-0.428,-0.064,0.109,0.047,39.0,-8.5,-8.9,-41.8,359.7,-69.3,-12.6,3.0,1019.2,43.5,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,410,2019-01-03 10:28:20:635,0.19
5,0.57,9.958,3.16,0.655,9.237,3.227,-0.113,0.723,-0.09300000000000001,0.207,0.155,0.017,39.0,-8.6,-9.7,-40.8,1.1,-70.0,-11.5,3.0,1019.2,43.5,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,510,2019-01-03 10:28:20:735,0.19
6,1.0490000000000002,9.988999999999999,2.636,0.62,9.322000000000001,2.9810000000000003,0.445,0.626,-0.218,0.355,0.18899999999999997,-0.068,42.0,-7.3,-10.3,-43.2,358.5,-71.1,-11.9,3.0,1019.2,43.5,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,611,2019-01-03 10:28:20:836,0.19
7,0.754,10.232999999999999,2.9330000000000003,0.503,9.397,2.76,0.271,0.853,0.163,0.17300000000000001,0.262,0.001,42.0,-6.0,-11.0,-43.2,357.3,-73.4,-10.3,3.0,1019.2,47.16,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,710,2019-01-03 10:28:20:935,0.19
8,-0.7090000000000001,8.78,4.779,0.44,9.442,2.614,-1.072,-0.6,1.89,0.38299999999999995,0.40299999999999997,0.040999999999999995,43.0,-5.6,-11.8,-41.2,357.7,-73.6,-10.1,3.0,1019.2,47.16,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,810,2019-01-03 10:28:21:035,0.19
9,0.831,8.854,2.37,0.603,9.45,2.55,0.005,-0.48100000000000004,0.077,-0.040999999999999995,0.28,0.163,43.0,-5.6,-12.2,-41.4,355.4,-74.7,-12.4,3.0,1019.2,47.16,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,910,2019-01-03 10:28:21:135,0.19
10,-0.10099999999999999,9.103,3.735,0.5870000000000001,9.424,2.6489999999999996,-0.677,-0.32,1.079,0.081,0.045,-0.01,43.0,-5.0,-12.2,-41.5,353.9,-74.1,-13.3,3.0,1019.2,48.48,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1010,2019-01-03 10:28:21:235,0.19
11,0.287,9.728,1.9080000000000001,0.522,9.42,2.676,-0.29100000000000004,0.336,-0.569,0.166,0.16899999999999998,0.016,48.0,-4.7,-12.1,-42.6,355.0,-73.9,-11.0,3.0,1019.2,48.48,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1110,2019-01-03 10:28:21:335,0.19
12,-0.385,9.826,3.1460000000000004,0.42200000000000004,9.442,2.615,-1.073,0.49700000000000005,0.914,0.037000000000000005,0.012,0.125,48.0,-4.7,-11.2,-43.3,355.0,-74.2,-11.1,3.0,1019.2,48.48,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1210,2019-01-03 10:28:21:435,0.19
13,0.079,9.357000000000001,3.359,0.473,9.392000000000001,2.78,-0.39399999999999996,-0.036000000000000004,0.579,-0.22899999999999998,-0.237,0.141,55.0,-5.0,-11.6,-41.7,356.7,-73.3,-9.7,3.0,1019.2,57.04,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1310,2019-01-03 10:28:21:535,0.19
14,0.833,9.663,2.897,0.628,9.383,2.78,0.494,0.225,-0.18899999999999997,-0.14,-0.183,-0.10099999999999999,55.0,-5.6,-11.4,-42.9,353.7,-73.2,-12.3,3.0,1019.2,57.04,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1410,2019-01-03 10:28:21:635,0.19
15,1.422,8.459,2.332,0.721,9.338,2.906,0.187,-0.5660000000000001,-0.382,0.02,-0.13699999999999998,-0.031,42.0,-5.7,-10.0,-43.3,353.2,-72.2,-13.9,3.0,1019.2,57.04,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1511,2019-01-03 10:28:21:736,0.19
16,1.985,8.191,4.065,0.9009999999999999,9.287,3.0189999999999997,1.577,-1.046,0.74,-0.154,-0.076,0.363,42.0,-5.6,-10.6,-43.6,353.2,-72.2,-13.7,3.0,1019.2,59.26,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1610,2019-01-03 10:28:21:835,0.19
17,1.355,9.089,3.3739999999999997,1.028,9.271,3.028,0.162,0.292,0.721,0.01,0.569,0.446,38.0,-4.4,-10.4,-44.3,344.5,-71.0,-18.7,3.0,1019.2,59.26,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1710,2019-01-03 10:28:21:935,0.19
18,0.922,8.863999999999999,4.159,1.2209999999999999,9.18,3.227,-0.048,-0.40700000000000003,0.494,0.35,0.5660000000000001,0.652,36.0,-3.5,-8.4,-44.9,343.7,-69.5,-19.2,3.0,1019.2,59.26,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1810,2019-01-03 10:28:22:035,0.19
0,1.389,9.481,4.346,0.295,8.953,3.991,1.182,0.64,0.049,0.122,0.263,0.142,41.0,3.3,-35.6,12.3,185.0,-65.8,-3.5,3.0,1019.2,53.95,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,17,2019-01-03 10:28:25:130,0.19
1,1.058,10.52,3.8360000000000003,0.45,9.029,3.802,0.25,0.872,0.5820000000000001,0.32299999999999995,-0.127,0.10300000000000001,41.0,2.3,-35.0,13.8,181.9,-66.2,-4.9,3.0,1019.2,53.95,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,117,2019-01-03 10:28:25:230,0.19
2,0.266,9.79,3.802,0.65,9.081,3.645,-0.47100000000000003,0.8140000000000001,0.693,0.129,-0.092,0.22699999999999998,42.0,1.7,-34.8,13.9,179.7,-67.5,-8.6,3.0,1019.2,53.95,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,217,2019-01-03 10:28:25:330,0.19
3,-0.69,8.05,5.112,0.72,9.044,3.7230000000000003,-1.4609999999999999,-0.8109999999999999,1.62,0.213,-0.068,0.10400000000000001,42.0,0.8,-35.0,13.6,176.7,-67.6,-10.9,3.0,1019.2,56.18,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,317,2019-01-03 10:28:25:430,0.19
4,0.419,8.54,2.8110000000000004,0.657,9.138,3.4989999999999997,-1.214,-0.45799999999999996,0.055999999999999994,0.43799999999999994,0.032,0.499,44.0,-0.1,-34.4,15.4,173.9,-68.7,-10.6,3.0,1019.2,56.18,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,418,2019-01-03 10:28:25:531,0.19
5,-1.714,8.844,6.567,0.6729999999999999,9.029,3.767,-2.658,0.11199999999999999,3.03,-0.07,0.102,0.242,41.0,-1.5,-34.4,14.9,171.2,-67.9,-11.8,3.0,1019.2,56.18,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,518,2019-01-03 10:28:25:631,0.19
6,0.7040000000000001,9.117,2.184,0.39399999999999996,8.991,3.895,0.276,0.179,-2.032,0.1,0.302,-0.177,41.0,-1.6,-35.1,14.5,172.1,-66.1,-7.1,3.0,1019.2,52.83,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,617,2019-01-03 10:28:25:730,0.19
7,0.013999999999999999,9.627,3.8760000000000003,0.207,9.007,3.873,-0.42200000000000004,0.6970000000000001,0.49200000000000005,-0.10300000000000001,0.07200000000000001,-0.083,42.0,-1.1,-34.5,13.6,173.2,-66.8,-4.8,3.0,1019.2,52.83,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,717,2019-01-03 10:28:25:830,0.19
8,0.5820000000000001,8.574,4.243,0.33299999999999996,8.994,3.8930000000000002,0.22899999999999998,-0.36200000000000004,0.276,0.218,-0.42100000000000004,-0.131,42.0,-1.1,-34.7,13.7,175.3,-66.5,-4.9,3.0,1019.2,52.83,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,818,2019-01-03 10:28:25:931,0.19
9,1.001,9.67,3.216,0.314,9.091000000000001,3.6630000000000003,0.672,0.568,-0.41700000000000004,0.212,-0.5870000000000001,-0.177,45.0,-0.1,-34.3,15.1,177.4,-67.6,-4.8,3.0,1019.2,65.88,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,917,2019-01-03 10:28:26:030,0.19
10,0.156,9.177,4.718999999999999,0.295,9.056000000000001,3.7510000000000003,-0.12300000000000001,0.162,0.38799999999999996,0.09300000000000001,-0.669,-0.42100000000000004,45.0,2.8,-34.2,13.7,183.8,-67.1,-5.2,3.0,1019.2,65.88,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1017,2019-01-03 10:28:26:130,0.19
11,0.335,8.39,4.046,0.12300000000000001,9.144,3.5410000000000004,0.304,-0.779,0.687,0.258,-0.446,-0.265,37.0,4.9,-34.2,15.4,188.7,-68.0,-3.3,3.0,1019.2,65.88,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1118,2019-01-03 10:28:26:231,0.19
12,0.6659999999999999,9.096,3.2039999999999997,0.036000000000000004,9.219,3.344,0.256,-0.228,-0.23399999999999999,0.14800000000000002,-0.509,-0.14400000000000002,37.0,7.2,-32.6,16.0,194.5,-70.1,-0.6,3.0,1019.2,59.68,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1218,2019-01-03 10:28:26:331,0.19
13,0.132,10.171,5.088,0.10300000000000001,9.193,3.412,0.027999999999999997,0.978,1.676,-0.21600000000000003,-0.046,0.022000000000000002,32.0,8.4,-32.8,15.5,196.4,-69.9,-1.7,3.0,1019.2,59.68,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1317,2019-01-03 10:28:26:430,0.19
14,1.1320000000000001,8.196,0.919,0.33799999999999997,9.109,3.617,0.637,-0.655,-1.9509999999999998,-0.675,-0.306,0.198,31.0,9.2,-33.2,15.2,195.7,-68.3,-5.3,3.0,1019.2,59.68,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1417,2019-01-03 10:28:26:530,0.19
15,0.429,9.175,3.1439999999999997,0.379,9.129,3.563,-0.032,-0.009000000000000001,-0.9390000000000001,0.46799999999999997,0.43,0.068,31.0,8.2,-32.5,13.9,194.0,-67.2,-5.7,3.0,1019.2,59.68,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1518,2019-01-03 10:28:26:631,0.19
0,0.764,8.837,4.118,0.23600000000000002,9.295,3.117,0.6809999999999999,-0.175,0.091,-0.294,0.139,0.17300000000000001,42.0,-4.4,-9.2,-42.4,2.2,-71.8,-3.5,3.0,1019.2,45.81,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,14,2019-01-03 10:28:30:763,0.19
1,-1.262,9.091000000000001,4.118,0.182,9.294,3.125,-1.595,-0.166,0.76,0.562,0.39899999999999997,0.076,46.0,-3.5,-9.2,-42.4,1.3,-70.9,-4.2,3.0,1019.1,56.9,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,114,2019-01-03 10:28:30:863,0.19
2,-0.385,8.9,3.2110000000000003,0.256,9.292,3.1239999999999997,-0.37200000000000005,-0.6629999999999999,-0.52,-0.36200000000000004,0.185,0.23199999999999998,46.0,-3.3,-11.3,-41.8,359.4,-72.0,-4.6,3.0,1019.2,56.9,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,214,2019-01-03 10:28:30:963,0.19
3,-0.055,9.333,3.2319999999999998,0.126,9.23,3.3110000000000004,-0.542,-0.033,0.457,-0.061,0.122,0.008,49.0,-2.5,-9.5,-41.8,0.1,-70.8,-4.0,3.0,1019.2,56.9,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,313,2019-01-03 10:28:31:062,0.19
4,0.156,9.533999999999999,3.33,0.063,9.245,3.272,0.11199999999999999,0.157,0.047,0.086,0.228,0.068,49.0,-2.5,-9.2,-42.7,3.2,-70.3,-1.2,3.0,1019.2,57.53,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,413,2019-01-03 10:28:31:162,0.19
5,-0.606,9.656,3.855,-0.023,9.252,3.2510000000000003,-0.5379999999999999,0.364,0.488,0.087,0.037000000000000005,-0.023,62.0,0.4,-9.2,-45.0,0.3,-70.6,-1.0,3.0,1019.2,57.53,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,513,2019-01-03 10:28:31:262,0.19
6,0.136,9.043,3.096,-0.005,9.285,3.157,-0.126,0.142,-0.26,0.262,-0.442,-0.185,62.0,-1.7,-9.8,-44.5,3.0,-70.9,0.1,3.0,1019.2,57.53,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,613,2019-01-03 10:28:31:362,0.19
7,0.318,9.338,2.191,0.079,9.37,2.892,0.243,-0.08900000000000001,-0.6609999999999999,-0.133,-0.467,0.016,68.0,-2.8,-9.9,-43.0,2.2,-72.6,-0.7,3.0,1019.2,57.53,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,713,2019-01-03 10:28:31:462,0.19
8,1.463,7.513,4.35,0.213,9.291,3.1310000000000002,1.249,-1.65,1.0170000000000001,-0.318,-0.156,-0.122,68.0,-3.2,-8.9,-43.6,0.0,-71.3,-3.9,3.0,1019.2,57.18,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,813,2019-01-03 10:28:31:562,0.19
9,-0.737,9.529,4.104,-0.025,9.244,3.273,-0.628,0.21,0.866,0.11599999999999999,-0.375,-0.32,42.0,-4.8,-8.3,-45.0,4.5,-70.4,-1.1,3.0,1019.2,57.18,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,913,2019-01-03 10:28:31:662,0.19
10,0.424,9.28,3.326,-0.105,9.155,3.515,0.284,-0.18600000000000003,0.556,0.131,-1.008,-0.45799999999999996,41.0,-6.9,-7.4,-45.4,12.0,-69.0,1.7,3.0,1019.2,57.18,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1013,2019-01-03 10:28:31:762,0.19
11,-0.239,9.23,3.958,-0.218,9.209,3.363,-0.467,-0.281,1.023,0.198,-0.536,-0.306,41.0,-9.7,-8.7,-44.5,16.5,-69.8,3.1,3.0,1019.2,50.69,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1113,2019-01-03 10:28:31:862,0.19
12,-0.309,9.299,2.718,-0.4,9.329,2.9960000000000004,0.09300000000000001,-0.008,-0.271,0.34,-0.1,-0.141,45.0,-11.0,-11.2,-44.3,24.5,-72.0,7.6,3.0,1019.2,50.69,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1213,2019-01-03 10:28:31:962,0.19
13,-1.2590000000000001,10.334000000000001,2.026,-0.493,9.378,2.826,-0.7879999999999999,0.9940000000000001,-0.46799999999999997,0.373,0.69,0.218,45.0,-10.0,-12.5,-44.4,24.4,-72.7,9.1,3.0,1019.2,50.69,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1313,2019-01-03 10:28:32:062,0.19
14,-0.883,9.946,0.8190000000000001,-0.439,9.535,2.251,-0.509,0.435,-1.3530000000000002,0.107,0.753,0.36,33.0,-8.5,-12.8,-45.4,26.1,-74.3,10.7,3.0,1019.2,53.76,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1413,2019-01-03 10:28:32:162,0.19
0,1.3619999999999999,8.957,3.053,0.7020000000000001,9.097000000000001,3.596,0.639,-0.046,-0.61,0.07200000000000001,0.012,0.07,47.0,8.9,-34.0,12.1,194.7,-67.8,-10.6,3.0,1019.2,47.67,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,11,2019-01-03 10:28:45:317,0.19
1,0.757,10.209,3.74,0.779,9.256,3.1439999999999997,-0.233,1.003,0.866,-0.006999999999999999,0.13699999999999998,-0.106,47.0,10.9,-33.7,12.1,194.0,-69.8,-12.8,3.0,1019.2,47.67,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,111,2019-01-03 10:28:45:417,0.19
2,0.905,9.797,4.173,0.8079999999999999,9.277999999999999,3.072,-0.16399999999999998,0.473,1.4809999999999999,-0.015,0.11599999999999999,0.1,46.0,9.4,-34.3,12.8,192.2,-71.2,-14.6,3.0,1019.2,47.67,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,212,2019-01-03 10:28:45:518,0.19
3,0.39,8.738999999999999,3.721,0.7020000000000001,9.318999999999999,2.971,-0.545,-0.4,1.136,0.20800000000000002,0.22699999999999998,0.057999999999999996,46.0,8.2,-33.6,13.1,192.6,-71.0,-13.9,3.0,1019.2,55.67,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,311,2019-01-03 10:28:45:617,0.19
4,1.525,8.552,1.422,0.752,9.342,2.885,0.648,-0.56,-1.412,0.19899999999999998,0.147,0.213,46.0,7.9,-33.7,14.8,189.2,-72.2,-13.6,3.0,1019.2,55.67,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,411,2019-01-03 10:28:45:717,0.19
5,0.517,8.792,5.421,0.773,9.215,3.266,-0.366,-0.37200000000000005,2.244,-0.314,0.16699999999999998,0.223,39.0,7.6,-34.1,14.8,188.9,-71.7,-14.2,3.0,1019.2,55.67,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,511,2019-01-03 10:28:45:817,0.19
6,0.68,9.292,3.199,0.75,9.179,3.3710000000000004,0.12,0.073,-0.574,0.165,0.1,-0.111,39.0,8.0,-34.1,12.8,190.7,-69.1,-13.0,3.0,1019.1,52.2,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,612,2019-01-03 10:28:45:918,0.19
7,0.9670000000000001,8.852,3.137,0.826,9.169,3.378,0.11800000000000001,-0.276,-0.26899999999999996,-0.022000000000000002,-0.054000000000000006,0.021,40.0,7.3,-33.7,12.5,189.0,-69.3,-12.6,3.0,1019.1,52.2,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,711,2019-01-03 10:28:46:017,0.19
8,0.838,8.71,3.488,0.838,9.145,3.4389999999999996,-0.46399999999999997,-0.157,0.23600000000000002,-0.008,-0.302,0.035,40.0,7.7,-33.4,12.5,190.5,-69.2,-13.7,3.0,1019.2,52.2,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,811,2019-01-03 10:28:46:117,0.19
9,0.706,9.232000000000001,3.6180000000000003,0.903,9.128,3.469,0.406,0.35,-0.486,-0.159,-0.483,0.081,41.0,9.5,-34.1,12.5,188.0,-68.7,-14.1,3.0,1019.2,51.94,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,911,2019-01-03 10:28:46:217,0.19
10,0.551,9.24,6.352,1.021,8.993,3.775,-0.45899999999999996,0.247,2.573,0.196,-0.159,-0.207,41.0,8.9,-34.9,10.8,192.9,-68.0,-15.7,3.0,1019.2,51.94,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1011,2019-01-03 10:28:46:317,0.19
11,2.09,8.277000000000001,4.556,1.078,9.02,3.695,1.061,-0.946,0.972,0.039,-0.614,0.038,43.0,9.8,-33.8,11.2,195.2,-67.1,-14.6,3.0,1019.2,51.94,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1112,2019-01-03 10:28:46:418,0.19
12,2.8110000000000004,8.677,1.76,1.248,9.047,3.573,1.3019999999999998,-0.156,-1.218,0.19899999999999998,-0.09300000000000001,0.08,43.0,9.8,-33.5,12.8,191.0,-67.2,-18.5,3.0,1019.2,51.94,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,1212,2019-01-03 10:28:46:518,0.19
0,0.16,10.221,4.54,0.489,9.011000000000001,3.838,-0.039,0.564,0.41200000000000003,0.12300000000000001,0.205,0.136,61.0,-9.8,-6.4,-38.9,8.2,-66.7,-7.3,3.0,1019.2,55.61,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,12,2019-01-03 10:28:57:008,0.19
1,-0.555,8.399,5.854,0.541,8.91,4.06,-1.111,-0.45399999999999996,1.899,0.146,0.258,0.078,61.0,-9.7,-5.9,-39.4,7.6,-65.4,-8.0,3.0,1019.2,55.61,23.02454,72.53761999999999,,,,,127.74193000000001,,0 / 0,114,2019-01-03 10:28:57:110,0.19
