-2.651306946243784934e-01,-1.185319034242962588e-01,-5.426430941261151109e-01
-5.872613683090354142e-01,-1.424716732967316490e+00,1.110017978519213910e+00
-1.380348980046606666e+00,3.085654426068551448e-01,9.475230384509675252e-01
-2.100021817985591621e+00,1.457183554774750700e+00,5.695332767373793015e-01
-1.640630741357524292e+00,1.059624753868494196e+00,-1.179493297450439737e+00
-1.473340386977871175e+00,-2.583822355894490608e-01,-8.912088378214985118e-01
-1.449627484766670138e+00,9.289827881058203563e-01,-4.071577411293455379e-02
-2.009833587319722170e+00,5.814517508366042753e-01,-2.123374018133522834e-01
3.931983183634948226e-02,7.521143532811634946e-01,-3.467508732008647843e-01
-8.259250584655758454e-01,4.171874285098898794e-01,1.191934957295337938e+00
1.132960926107394115e-02,-4.114853626792805419e-01,-5.725975887753459448e-01
5.357752308483988424e-01,-6.375782611690318236e-01,4.798402728113619897e-01
4.110650527403997501e+00,1.368665236968094057e+00,-1.482982640509211414e-01
3.107102933107272147e+00,2.284810873757534000e-01,7.487028966449377210e-02
2.393892517488787064e+00,3.826458677459328439e-01,7.703276133480404519e-01
1.274522020719125237e+00,-1.390897636479043298e+00,-6.538078804185422088e-01
1.847702484193422201e+00,-3.496800700887722213e-01,-1.298077515147075534e-01
1.100329106874680773e+00,-8.272672290032332398e-01,-3.752535265850879265e-01
-7.821828647807460566e-01,-6.314378801367243055e-01,-4.720815801368415110e-02
-1.906321277099386702e+00,-1.434924952536211995e+00,-3.924978943300887028e-03
-5.305771171889873683e-01,2.988588268131932013e-01,3.190987740520622173e-01
-1.051523945966127693e-01,-2.578409062147057895e-01,-6.519243327299993895e-01
3.651584268402555455e+00,-1.264148419511399446e+00,7.880684501661491259e-01
2.548679400861962208e+00,-5.948942606066158767e-01,-4.417646349310910825e-02
1.799769888605685653e+00,-1.188705690511727475e+00,-3.645189266235425718e-01
6.552563490216068987e-01,1.072439206731234052e+00,-4.271391023147411148e-01
1.266938184700075798e+00,-4.090453547453597183e-02,-1.559250854354612414e-01
5.050988835315031178e-01,4.707494716685593494e-01,-2.245628604147210938e-01
-1.375709095939583904e+00,9.321408140547846055e-02,-1.253530090821667053e-01
-2.558950037211000783e+00,6.410370048038571689e-01,-5.846818658418968528e-01
-2.763956162682629447e+00,-4.709835201508771330e-01,-4.479321118966984178e-02
-2.740651183510715683e+00,-9.118446945762181954e-01,3.642116714682824136e-02
-1.964559402781328457e+00,-6.958095202505674148e-01,8.281549000832371110e-01
-3.323437112474909028e-01,-2.153595647149637582e-01,5.291861061972180647e-01
-8.254097157781306038e-01,8.504042519009108458e-01,1.113063215635276215e+00
8.965662210016126510e-01,1.395685031751786154e+00,7.749162807600852576e-02
1.201142239004993506e+00,-2.022384268921041950e-01,-9.962995080635198564e-01
1.716674401076009104e+00,8.315324522436955412e-01,-2.400263073341330211e-01
8.047805773598156742e-01,1.001887859639620126e+00,5.506064794355742809e-01
-1.849181592629340676e+00,-8.130786480546196016e-01,-3.826900482693931793e-01
-2.250086641537984544e+00,3.071777307229806020e-01,4.581072466643846819e-01
-2.449223397208211139e+00,2.792154995369775516e-01,5.678426129385540089e-02
-1.547637915349316495e+00,7.888373748350397952e-01,-3.940606296054408042e-01
5.072600466394965209e-03,6.628616685698453248e-02,-6.206712407997734271e-01
2.663911499066234922e-01,9.964730659856768646e-01,2.660891693251856704e-01
1.793820717715830071e+00,-4.175569237845545567e-01,3.152711995380125254e-01
1.005631418901972607e+00,-1.847107482004239687e+00,-7.497622108337793634e-01
2.117394151318819695e+00,-1.106622190537869255e+00,-4.003771013181011695e-01
1.595466802371689363e+00,-3.738765489022821686e-02,-1.358003368897090501e-01
-1.734278719854825290e+00,-3.849477683459419097e-01,-1.101535601203449954e-01
-2.623050497388155655e+00,-7.124716849935474050e-01,4.650059654993193292e-01
-1.419221218735409629e+00,6.545003392085706473e-01,-1.512373388648457495e-01
-9.212897889763335124e-01,2.104239879315797257e+00,-4.905211704075157497e-01
-1.194324122507961716e+00,2.343934004716241928e-02,6.626767694150285104e-01
1.157812693450759101e+00,1.750789897691898064e-02,9.299142015871021405e-01
3.361563955263067172e+00,2.923612662519998295e+00,-1.518723137676681600e-01
1.408848604299658192e+00,-9.987966323637809118e-01,6.646847315053858729e-01
2.264470418719872757e+00,-6.002837360753374707e-01,4.066324623766345847e-01
-1.485026447582420139e-01,-1.479803218431370304e+00,-4.215512575380820359e-01
-6.888575660982512172e-01,-5.763126665792391856e-01,-5.991588470596489469e-01
-2.070162758702382977e+00,8.114468910506387189e-01,7.609780505668980455e-01
-4.010862046942884618e-01,1.335694709546191294e+00,-3.709521607571290153e-02
7.296837358904210147e-01,2.306494123344278169e+00,-5.307568419672193949e-01
-4.544562532180051462e-01,7.210107149062029430e-01,8.176492421485901385e-01
1.583449797222081346e+00,-4.747737172717944043e-01,9.626911308426877589e-01
4.847599907738112890e+00,8.334440729563258321e-01,-4.885555245468584662e-01
1.259853169994370026e+00,-1.488289255800091082e+00,7.774559377293057683e-01
2.172073105024827200e+00,-1.597862535158537378e+00,4.407948648294201521e-01
-4.172500779888292377e-01,-1.158811772189840550e+00,-1.793032566732908062e-01
-4.388719889099471083e-01,-1.165098442508243903e-01,-4.094385606595031812e-01
-1.088432340593578518e+00,1.319647291604921502e-01,7.180890857347148604e-01
-2.333969664611604822e-01,5.936571227501750148e-01,-1.090689908809725078e-01
-1.040884992519776286e+00,-2.881192856679655120e-02,1.527933331742529002e-02
-8.100505253994103594e-01,-1.795580313750388735e+00,-4.108148946564690318e-01
-1.159095912108952131e+00,-2.149399379736907090e+00,-8.323421260164499680e-01
-5.446449328064426609e-01,-1.157626081617413316e+00,-4.240353183854801977e-01
-3.623752865415579283e-01,-4.800256104348084585e-01,-4.146281761551137146e-01
-3.797925776769939810e-01,1.461576530674097096e+00,-5.816853596313096425e-02
-1.422201785606495239e+00,1.257878809725450742e+00,-1.094272160559457557e-01
2.300428873580062650e-01,9.945227346635486798e-01,-4.893029871328957725e-01
-7.246795344538128347e-01,-1.247384289475921143e-01,-8.240853607044898999e-01
2.491667343809763346e-01,-6.521929482603220363e-01,-1.901681612533040189e-01
-4.977071067022232898e-01,5.230496905259082729e-02,-1.613708034954608184e-01
4.162924138500743998e-03,1.795015534958520620e+00,9.823991437152124195e-02
-1.987053758072228893e-01,2.199050230760783098e+00,5.676078272947425729e-01
1.993044480260185158e-01,1.132151287581346422e+00,8.678191788339047197e-02
3.047489037384740196e-01,4.384737527036550175e-01,7.469634024435090058e-02
7.849984858400479992e-03,-1.499494276692631356e+00,-1.562076668250205747e-01
-9.673840782681117911e-01,-1.178996415066043912e+00,1.211671939523693009e-01
7.457983189829037185e-01,-1.089876351863914961e+00,9.590514441165096104e-02
-1.062444228263505375e+00,3.952491688372940515e-01,1.631901297815858687e+00
2.264864210263403121e-01,3.865995750517055574e-01,-1.482060634199570404e-01
1.463432582946853522e+00,2.749962301058839209e-01,-2.399553976390843973e-02
5.084649075373198102e+00,-5.549505502613482077e-01,6.442730158057699552e-02
-9.697540437754754716e-01,2.484805489764877251e+00,-8.583210496791143784e-01
7.265318480959752634e-01,4.365467341604515467e-02,-5.360105292123985565e-01
-8.939329704136124155e-01,-5.478353417456613972e-01,-1.184452932968282773e-01
-1.346639634615823367e+00,-1.009100646544497604e+00,-1.290568524435097529e-02
-1.786772658553518633e+00,-1.388499426582188834e+00,-4.586958762508100973e-01
-5.641116107143363534e-01,-1.156616526268500422e+00,7.476850915911819051e-01
-1.603906276898365624e+00,-2.568003481229314544e-01,1.779417038600314305e+00
-3.916399185140375661e-01,1.455265885080893606e-01,-9.085844838247758570e-03
8.442794423025926642e-01,-2.616282469683843190e-02,2.166228082583681810e-02
4.431891332569060538e+00,-9.471248622902828096e-01,-2.795170548934834964e-01
-1.535908611053613093e+00,2.385410435532564932e+00,-1.153502085217438938e-01
7.839968791044110707e-02,-1.027328283661602393e-01,-4.943475976122396198e-01
-1.544525779202807536e+00,-7.368182683182846748e-01,-1.564482407846466139e-01
-2.009627760374821825e+00,-1.197714122787534086e+00,-1.463105618069549807e-01
