Row,DOWN
529,0.178978396
530,0.05411235
531,-0.144661445
532,-0.164261992
533,-0.048655838
534,0.013515879
535,0.285711871
536,0.302513112
537,0.124580027
538,0.032432111
539,-0.340064158
540,-0.300950961
541,-0.106893546
542,0.32362636
543,0.258839319
544,0.223489662
545,-0.072251095
546,-0.165668912
547,-0.280541178
548,0.000551081
549,0.265070584
550,0.370653652
551,0.212946627
552,0.203446127
553,-0.13603349
554,-0.314112065
555,-0.078649076
556,-0.085010346
557,0.075121254
558,0.185592162
559,0.301798021
560,0.055584359
561,-0.103868952
562,-0.370558659
563,-0.262695058
564,-0.013018388
565,0.198999279
566,0.224449424
567,0.179968332
568,-0.000778225
569,-0.129780511
570,-0.294381317
571,-0.212961448
572,-0.084959966
573,-0.093737302
574,0.289556656
575,0.223439167
576,0.214542413
577,-0.06093258
578,-0.27328503
579,-0.434149657
580,-0.131998389
581,-0.064619496
582,0.27216739
583,0.205684106
584,0.192971613
585,0.049871988
586,-0.156384927
587,-0.338151641
588,-0.133709449
589,-0.029674911
590,0.257044264
591,0.361291437
592,0.175819913
593,0.174983372
594,-0.171396591
595,-0.176882318
596,-0.049271329
597,-0.06958634
598,0.250419367
599,0.157434954
600,0.308347893
601,0.01694771
602,-0.167185469
603,-0.251126632
604,-0.203804195
605,-0.060957883
606,0.175862572
607,0.216925093
608,0.115874187
609,-0.063287177
610,-0.367208693
611,-0.220399853
612,-0.086735445
613,0.215391785
614,0.229555457
615,0.151962299
616,-0.048062491
617,-0.306492368
618,-0.167513715
619,-0.033538151
620,0.255232362
621,0.232444752
622,0.205521178
623,0.00981234
624,-0.297515975
625,-0.171753999
626,-0.043150571
627,0.176714121
628,0.200641262
629,0.112266218
630,-0.086885401
631,-0.240368597
632,-0.091638071
633,0.0294375
634,0.195377165
635,0.218663588
636,0.025314343
637,-0.204721992
638,-0.197788982
639,-0.012331823
640,0.057050169
641,0.225299187
642,0.166681361
643,0.001663532
644,-0.218080324
645,-0.190998693
646,-0.010403328
647,0.00108905
648,0.251015326
649,0.132336938
650,0.170549765
651,-0.162350529
652,-0.184264806
653,-0.169750672
654,0.057481286
655,0.293794923
656,0.282994277
657,0.057113199
658,-0.238968405
659,-0.257885341
660,-0.219101393
661,0.088583225
662,0.232564761
663,0.161340574
664,-0.06931278
665,-0.357777308
666,-0.060348566
667,-0.173983868
668,0.176444735
669,0.226854655
670,0.209618413
671,-0.288568245
672,-0.315273026
673,-0.128487805
674,0.103784283
675,0.213672796
676,0.246031621
677,0.042280586
678,-0.322289926
679,-0.367323689
680,-0.125828858
681,0.26034418
682,0.202320523
683,0.224355823
684,-0.118074047
685,-0.275487714
686,-0.122796274
687,-0.14527002
688,0.271926518
689,0.246593572
690,0.218389867
691,-0.004901388
692,-0.3207384
693,-0.338703481
694,-0.224147862
695,0.23161693
696,0.390220522
697,0.109866438
698,0.049734677
699,-0.272786931
700,-0.399792624
701,-0.232901381
702,-0.020779466
703,0.088737026
704,0.331864945
705,0.24596298
706,0.021971018
707,-0.337398563
708,-0.287154312
709,-0.188304293
710,-0.143974386
711,0.356499497
712,0.317811128
713,0.264288561
714,0.07162556
715,-0.29261285
716,-0.34082234
717,-0.058389487
718,-0.166194528
719,0.155871328
720,0.204630369
721,0.09761944
722,-0.306005456
723,-0.445939945
724,-0.003906779
725,-0.049669476
726,0.343365878
727,0.198750541
728,0.081673202
729,-0.205505101
730,-0.302569743
731,-0.078262699
732,0.087106334
733,0.316856377
734,0.288954216
735,0.072526058
736,-0.189783819
737,-0.300879085
738,-0.183355665
739,0.245259373
740,0.271409321
741,0.262962621
742,0.078321387
743,-0.304308402
744,-0.124528408
745,-0.008080098
746,0.267280974
747,0.260657913
748,0.173735731
749,-0.112575198
750,-0.28845401
751,-0.142820291
752,-0.063357517
753,0.214716587
754,0.269956642
755,0.13220685
756,-0.158919358
757,-0.068090308
758,0.136656021
759,0.231890614
760,0.140856513
761,-0.122482121
762,-0.224401886
763,-0.127663502
764,0.045567622
765,0.264737616
766,0.146308877
767,-0.148284742
768,-0.262164738
769,-0.037190471
770,-0.03862087
771,0.174877551
772,0.354253318
773,0.236050973
774,-0.035243508
775,-0.180345595
776,-0.178121095
777,-0.021810681
778,0.312166288
779,0.291530791
780,0.174736283
781,-0.050244379
782,-0.243587496
783,-0.18521343
784,-0.107371329
785,0.172335165
786,0.227674215
787,0.206270722
788,-0.161630234
789,-0.29694008
790,-0.084373468
791,0.087885449
792,-0.048756245
793,0.237326113
794,0.247946889
795,-0.054928948
796,-0.168114799
797,-0.197393885
798,-0.212720171
799,-0.090566849
800,0.245899099
801,0.417168841
802,0.142089073
803,0.181284844
804,-0.328108812
805,-0.245307935
806,0.007110962
807,0.114279492
808,0.398058372
809,0.218079403
810,0.201336876
811,-0.336934358
812,-0.272701613
813,-0.227076138
814,-0.103346505
815,-0.067038703
816,0.194915575
817,0.316700715
818,0.205862454
819,0.084757196
820,-0.130152492
821,-0.368513352
822,-0.142449093
823,-0.127544495
824,-0.052391103
825,0.238504331
826,0.190696772
827,0.169196542
828,-0.016758772
829,-0.247526127
830,-0.219051066
831,0.01167945
832,0.011942076
833,0.122293968
834,0.253826435
835,0.096856242
836,-0.059568233
837,-0.116789617
838,-0.314005898
839,-0.312236379
840,0.051419728
841,0.171958035
842,0.34865779
843,0.258087607
844,0.062748961
845,-0.224838199
846,-0.253846476
847,-0.255719946
848,-0.273390401
849,-0.102868383
850,0.163433936
851,0.376043446
852,0.273107261
853,0.246895135
854,0.202607684
855,-0.042571906
856,-0.39563269
857,-0.429837171
858,-0.229544362
859,-0.030499765
860,-0.163153304
861,0.212195773
862,0.358995731
863,0.246038723
864,0.248812497
865,-0.065187143
866,-0.195398601
867,-0.253433815
868,-0.454104588
869,-0.199097607
870,-0.070669362
871,0.170287597
872,0.148330267
873,0.442064574
874,0.38578944
875,0.282749416
876,0.365398684
877,0.116939889
878,-0.130031538
879,-0.312864637
880,-0.37915138
881,-0.225298214
882,-0.016098466
883,-0.007051812
884,0.400726157
885,0.217173879
886,0.337226364
887,0.019064305
888,-0.094634948
889,-0.322308153
890,-0.207115956
891,-0.095935802
892,0.247372598
893,0.170054169
894,0.223216466
895,0.089726402
896,-0.116810476
897,-0.160515495
898,-0.057511039
899,-0.099670892
900,0.022595026
901,0.219847292
902,0.144723249
903,-0.107829824
904,-0.109647126
905,-0.156852179
906,-0.103411243
907,0.106325337
908,0.276982057
909,0.322718159
910,0.004974464
911,-0.124504275
912,-0.340779147
913,-0.191153679
914,0.007068768
915,0.151023165
916,0.315215112
917,0.201042831
918,0.113923817
919,-0.096845032
920,-0.367476595
921,-0.251034378
922,-0.21597562
923,-0.076498927
924,0.234371815
925,0.271706224
926,0.276238875
927,0.020988961
928,-0.337769329
929,-0.325162675
930,-0.048904102
931,0.02203382
932,-0.107556532
933,0.222720411
934,0.271102885
935,0.137646534
936,-0.098156282
937,-0.4205282
938,-0.277071884
939,-0.019308717
940,0.234674552
941,0.300545024
942,0.20959233
943,0.24986023
944,0.019344769
945,-0.246998426
946,-0.262253603
947,-0.017909181
948,-0.051258077
949,0.238912447
950,0.300959862
951,0.327602634
952,0.178143567
953,-0.271960211
954,-0.345842199
955,-0.199648731
956,-0.021845425
957,0.032657067
958,0.241138359
959,0.31120655
960,0.17042936
961,-0.086287295
962,-0.622446243
963,-0.295504297
964,-0.058473829
965,0.358607812
966,0.397808686
967,0.048591875
968,-0.062912273
969,-0.193396715
970,-0.07855529
971,-0.093237444
972,0.298894355
973,0.273770927
974,0.052871933
975,-0.101697051
976,-0.287024797
977,-0.179876178
978,0.062440022
979,0.28442854
980,0.27900784
981,-0.096997555
982,-0.266104209
983,-0.323110965
984,-0.265717799
985,-0.104676572
986,0.166389478
987,0.218432128
988,0.283780623
989,0.140975898
990,0.00469745
991,-0.328997573
992,-0.235177997
993,-0.293969898
994,-0.020294134
995,-0.002428494
996,0.319034574
997,0.25297492
998,0.317787442
999,-0.140864601
1000,-0.064637628
1001,-0.397409282
1002,-0.289696059
1003,-0.133161113
1004,0.077071073
1005,0.169628187
1006,0.374836491
1007,0.157747808
1008,-0.073656419
1009,-0.17406278
1010,-0.377609747
1011,-0.274425317
1012,-0.197735828
1013,0.201984957
1014,0.198726188
1015,0.335051304
1016,0.058295717
1017,0.105254608
1018,-0.171448741
1019,-0.292766557
1020,-0.195568847
1021,0.061794116
1022,0.206788355
1023,0.288649512
1024,0.336156903
1025,0.245255617
1026,-0.120253328
1027,-0.324981553
1028,-0.16611908
1029,-0.183551303
1030,-0.047798812
1031,0.142437058
1032,0.29871507
1033,0.254044869
1034,0.096542232
1035,-0.319662649
1036,-0.326580579
1037,-0.092729102
1038,-0.013824158
1039,0.030268172
1040,0.26749594
1041,0.246468317
1042,0.0199403
1043,-0.075705581
1044,-0.404430725
1045,-0.189261143
1046,0.013013168
1047,0.204617306
1048,0.35356021
1049,0.35952714
1050,0.156747295
1051,-0.245020466
1052,-0.368177634
1053,-0.197716793
1054,0.048426252
1055,0.046730242
1056,0.166822782
1057,0.26547839
1058,0.24583511
1059,-0.030434804
1060,-0.360741326
1061,-0.139398181
1062,-0.016865482
1063,0.042279082
1064,0.306493514
1065,0.161787941
1066,0.065508343
1067,-0.284347927
1068,-0.347186839
1069,-0.38148223
1070,0.00239443
1071,-0.129081064
1072,0.327631997
1073,0.315602808
1074,0.326252632
1075,0.261625627
1076,-0.172718075
1077,-0.357303041
1078,-0.312385842
1079,-0.068138212
1080,-0.109957292
1081,0.176253689
1082,0.282508577
1083,0.302844169
1084,-0.106473366
1085,-0.217972927
1086,-0.158596467
1087,-0.043549626
1088,0.028045692
1089,0.012135119
1090,0.320954851
1091,0.081254422
1092,-0.122656921
1093,-0.165299547
1094,0.177518121
1095,0.065581046
1096,-0.122107311
1097,-0.381925477
1098,-0.111395033
1099,-0.124140425
1100,0.196387955
1101,0.198793793
1102,-0.004253318
1103,-0.249722717
1104,-0.158076691
1105,-0.108504064
1106,-0.277412066
1107,-0.149115873
1108,0.042106028
1109,0.183351232
1110,0.22874629
1111,0.292017404
1112,0.024100112
1113,-0.318691711
1114,-0.43420941
1115,-0.024622805
1116,-0.030908528
1117,0.251865377
1118,0.328854186
1119,0.228584935
1120,-0.131349039
1121,-0.227533528
1122,-0.182793213
1123,-0.232095572
1124,-0.083350406
1125,0.241736633
1126,0.30815737
1127,0.398025796
1128,0.229649929
1129,0.0890777
1130,-0.233503996
1131,-0.38705464
1132,-0.217049161
1133,-0.023112156
1134,0.087263046
1135,0.11727331
1136,0.255656933
1137,0.272751166
1138,-0.054949283
1139,-0.082918081
1140,-0.382018846
1141,-0.485017872
1142,0.001814194
1143,0.046776266
1144,0.39949151
1145,0.281864742
1146,0.287839002
1147,0.19195394
1148,0.189399027
1149,-0.346136744
1150,-0.317368948
1151,-0.0587135
1152,0.153562588
1153,0.359703662
1154,0.334507447
1155,0.186271983
1156,0.109915926
1157,-0.063973482
1158,-0.398473267
1159,-0.47673998
1160,-0.306931617
1161,-0.069035336
1162,-0.090243644
1163,0.256597802
1164,0.335762476
1165,0.124089342
1166,0.140809297
1167,-0.402270746
1168,-0.508565105
1169,-0.244175671
1170,0.043499823
1171,0.123847507
1172,0.375602768
1173,0.023249688
1174,-0.313185145
1175,-0.36204998
1176,-0.117044059
1177,0.038352795
1178,0.43863001
1179,0.491486452
1180,0.276374276
1181,-0.134609131
1182,-0.157474331
1183,-0.34538256
1184,-0.319076462
1185,-0.102669994
1186,0.231229679
1187,0.339161969
1188,0.329745553
1189,0.328420333
1190,0.307614182
1191,0.212903962
1192,-0.359909504
1193,-0.544390386
1194,-0.243592174
1195,-0.362193789
1196,-0.092378896
1197,0.059612095
1198,0.563064376
1199,0.299041796
1200,0.197507957
1201,0.183403352
1202,0.121294991
1203,-0.331131204
1204,-0.518419643
1205,-0.411394083
1206,-0.016528045
1207,-0.088734646
1208,0.16766764
1209,0.62621751
1210,0.178796886
1211,0.19893876
1212,-0.006899401
1213,-0.110737326
1214,-0.214882489
1215,-0.215855694
1216,-0.061800522
1217,0.18457436
1218,0.095912118
1219,0.273790291
1220,0.313462014
1221,0.27654434
1222,0.202647201
1223,-0.093663639
1224,-0.202703935
1225,-0.309518093
1226,-0.285102014
1227,-0.119464024
1228,0.172444476
1229,-0.033650495
1230,0.179490689
1231,-0.022347586
1232,-0.09585142
1233,0.239505948
1234,0.155151113
1235,-0.187895489
1236,-0.027885689
1237,0.154113883
1238,0.275930297
1239,0.148872707
1240,0.031264216
1241,-0.283931488
1242,-0.159906805
1243,-0.031872132
1244,0.133689307
1245,0.27672325
1246,0.254604856
1247,0.083385909
1248,-0.250212124
1249,-0.233865285
1250,-0.042590891
1251,0.17131848
1252,0.33542526
1253,0.235976463
1254,0.19349821
1255,-0.285497955
1256,-0.374184
1257,-0.137643942
1258,0.057464418
1259,0.352681384
1260,0.276225441
1261,0.140138501
1262,-0.146659796
1263,-0.33142606
1264,-0.095887978
1265,-0.111232195
1266,0.026588814
1267,0.192521296
1268,0.214526663
1269,0.102057258
1270,-0.085643661
1271,-0.157095064
1272,-0.200118296
1273,-0.07021678
1274,0.322002525
1275,0.288727603
1276,0.163811177
1277,0.052030726
1278,-0.186095442
1279,-0.384621117
1280,-0.054960881
1281,0.04470224
1282,0.104849113
1283,0.119181987
1284,0.267929711
1285,0.030623932
1286,-0.198005504
1287,-0.327083176
1288,-0.346133135
1289,-0.092624427
1290,0.01557474
1291,0.215372975
1292,0.199396282
1293,0.168229867
1294,-0.025961132
1295,-0.024513513
1296,-0.249254763
1297,-0.364448713
1298,0.024794911
1299,0.268779138
1300,0.221011165
1301,0.233738021
1302,0.160317463
1303,-0.338161655
1304,-0.12774187
1305,0.103699626
1306,0.437071367
1307,0.345649479
1308,0.062072548
1309,-0.219600547
1310,-0.170895522
1311,-0.149427178
1312,-0.037655533
1313,0.214132959
1314,0.057677699
1315,-0.195289064
1316,-0.344974692
1317,-0.198107265
1318,-0.060379859
1319,0.3232233
1320,0.223600256
1321,0.174147636
1322,-0.284438791
1323,-0.405989761
1324,-0.073792829
1325,0.043997187
1326,0.485522824
1327,0.369356791
1328,0.107039434
1329,-0.339518346
1330,-0.165890256
1331,0.053806677
1332,0.375810236
1333,0.24820413
1334,-0.261080438
1335,-0.352633092
1336,-0.044687839
1337,0.532070503
1338,0.200881348
1339,0.254956742
1340,-0.098580884
1341,-0.163084542
1342,-0.061227058
1343,-0.112101604
1344,0.215042899
1345,0.256921241
1346,0.021825033
1347,-0.186856222
1348,-0.265876858
1349,-0.184793858
1350,-0.143658581
1351,0.378696407
1352,0.285712063
1353,0.060211921
1354,-0.267854095
1355,-0.139122995
1356,-0.046140369
1357,-0.04952143
1358,0.271201882
1359,0.29274539
1360,0.116375338
1361,-0.270511727
1362,-0.410706336
1363,-0.162620244
1364,-0.121729456
1365,0.183378925
1366,0.37231174
1367,0.22638733
1368,-0.118847368
1369,-0.219640625
1370,-0.234824026
1371,-0.336495342
1372,-0.228732472
1373,0.031062047
1374,0.002759428
1375,0.352249783
1376,0.367647611
1377,0.227566725
1378,-0.010396999
1379,-0.360576815
1380,-0.327589656
1381,-0.056489521
1382,-0.01912192
1383,-0.018795163
1384,0.246717832
1385,0.196053168
1386,-0.290718327
1387,-0.253583416
1388,-0.190806945
1389,0.186790201
1390,0.226065127
1391,0.255246203
1392,0.159178622
1393,-0.151112492
1394,-0.399139911
1395,-0.128509684
1396,0.314706516
1397,0.488981023
1398,0.262351464
1399,-0.356170553
1400,0.059742128
1401,0.075072136
1402,0.442852733
1403,0.341719673
1404,0.240502581
1405,-0.355407453
1406,-0.332997266
1407,-0.074146437
1408,0.397920486
1409,0.248310804
1410,-0.06037011
1411,-0.193004044
1412,-0.241725373
1413,0.022289195
1414,-0.024959612
1415,0.159113865
1416,0.096520444
1417,-0.206943019
1418,-0.391408299
1419,-0.008991462
1420,0.182059961
1421,0.338264035
1422,0.236420619
1423,0.311828976
1424,-0.208085965
1425,-0.457349596
1426,-0.098617839
1427,-0.094616649
1428,0.098548298
1429,0.112516745
1430,0.345877295
1431,0.329873162
1432,-0.07468035
1433,-0.435809971
1434,-0.42480944
1435,-0.099804969
1436,-0.009573822
1437,0.229828013
1438,0.078474849
1439,0.24261214
1440,0.106841122
1441,-0.110817589
1442,-0.246406436
1443,-0.225441513
1444,-0.005395725
1445,0.027030055
1446,0.138256537
1447,0.274811748
1448,0.32393794
1449,0.156541735
1450,0.054020276
1451,-0.294960417
1452,-0.395495819
1453,-0.116641512
1454,-0.135423501
1455,0.115534484
1456,0.455272602
1457,0.322597338
1458,0.153739193
1459,0.109124955
1460,-0.41879056
1461,-0.279687016
1462,0.04829998
1463,0.188861161
1464,0.100444478
1465,0.20281107
1466,0.315221512
1467,0.065354165
1468,-0.202838376
1469,-0.277680925
1470,-0.428683379
1471,-0.092717615
1472,0.075189088
1473,0.235731596
1474,0.201369205
1475,0.152474313
1476,-0.002156175
1477,-0.289915156
1478,-0.100043465
1479,-0.028769569
1480,-0.261458549
1481,0.272084886
1482,0.322756932
1483,0.167813993
1484,0.003583295
1485,-0.317775998
1486,-0.307363095
1487,-0.190176314
1488,0.19772181
1489,0.45414481
1490,0.36840101
1491,0.245544966
1492,-0.334332302
1493,-0.34961924
1494,-0.343383414
1495,-0.161639103
1496,-0.072713678
1497,0.158700963
1498,0.415730959
1499,0.362271883
1500,0.150784098
1501,-0.105353193
1502,-0.411945444
1503,-0.206423811
1504,-0.074145051
1505,0.131716409
1506,0.225401905
1507,0.48270194
1508,0.431200637
1509,0.220963603
1510,-0.095689341
1511,-0.3875848
1512,-0.282812566
1513,-0.225599623
1514,-0.107333088
1515,0.20424989
1516,0.25402975
1517,0.296679825
1518,0.251243553
1519,0.232060758
1520,0.176185054
1521,-0.298532762
1522,-0.466862943
1523,-0.083610871
1524,0.00446295
1525,0.013572866
1526,0.233165309
1527,0.291794648
1528,0.368791497
1529,0.242465749
1530,-0.369978456
1531,-0.400069922
1532,-0.291703734
1533,-0.13927133
1534,0.029421462
1535,0.258307285
1536,0.264660802
1537,0.342313525
1538,-0.014362699
1539,-0.157246565
1540,-0.420508139
1541,-0.342618839
1542,-0.227626371
1543,-0.027101235
1544,0.260164228
1545,0.238374368
1546,0.192511149
1547,0.085933723
1548,-0.279672324
1549,-0.291560802
1550,-0.320647279
1551,-0.174488025
1552,-0.06986855
1553,0.082113108
1554,0.236235585
1555,0.23833417
1556,0.252232748
1557,0.107540065
1558,-0.132708856
1559,-0.349757489
1560,-0.353349512
1561,0.122355971
1562,0.04282693
1563,-0.076186657
1564,0.312656759
1565,0.276576492
1566,0.231691597
1567,-0.03927271
1568,-0.38463073
1569,-0.429309623
1570,-0.141209163
1571,-0.045089309
1572,0.160988005
1573,0.345186737
