ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.6225,3.8211,11.2432,-35.1,-12.66,-8.22,102.88,-22.59,-4.75,5393,2018-07-07 14:53:46:870
0.6225,3.8211,11.2432,-35.1,-12.66,-8.22,102.88,-22.59,-4.75,5418,2018-07-07 14:53:46:895
0.6225,3.8211,11.2432,-35.1,-12.66,-8.22,102.88,-22.59,-4.75,5442,2018-07-07 14:53:46:919
0.6225,3.8211,11.2432,-35.1,-12.66,-8.22,102.88,-22.59,-4.75,5466,2018-07-07 14:53:46:943
-0.1724,2.4517,11.1282,-35.1,-12.66,-8.22,102.88,-22.59,-4.75,5489,2018-07-07 14:53:46:966
-0.1724,2.4517,11.1282,-35.1,-12.66,-8.22,102.88,-22.59,-4.75,5514,2018-07-07 14:53:46:991
-0.1724,2.4517,11.1282,-35.1,-12.66,-8.22,102.88,-22.59,-4.75,5538,2018-07-07 14:53:47:015
-0.1724,2.4517,11.1282,-34.26,-13.38,-8.4,108.0,-12.42,0.89,5562,2018-07-07 14:53:47:039
0.3639,2.0686,7.4124,-34.26,-13.38,-8.4,108.0,-12.42,0.89,5586,2018-07-07 14:53:47:063
0.3639,2.0686,7.4124,-34.26,-13.38,-8.4,108.0,-12.42,0.89,5609,2018-07-07 14:53:47:086
0.3639,2.0686,7.4124,-34.26,-13.38,-8.4,108.0,-12.42,0.89,5633,2018-07-07 14:53:47:110
0.3639,2.0686,7.4124,-34.26,-13.38,-8.4,108.0,-12.42,0.89,5657,2018-07-07 14:53:47:134
0.7661,1.8962,10.7643,-34.26,-13.38,-8.4,108.0,-12.42,0.89,5681,2018-07-07 14:53:47:158
0.7661,1.8962,10.7643,-34.26,-13.38,-8.4,108.0,-12.42,0.89,5705,2018-07-07 14:53:47:182
0.7661,1.8962,10.7643,-34.26,-13.38,-8.4,108.0,-12.42,0.89,5730,2018-07-07 14:53:47:207
0.7661,1.8962,10.7643,-33.72,-13.5,-8.46,108.26,-9.97,-4.07,5753,2018-07-07 14:53:47:230
0.7661,1.8962,10.7643,-33.72,-13.5,-8.46,108.26,-9.97,-4.07,5777,2018-07-07 14:53:47:254
1.3408,2.0973,8.4276,-33.72,-13.5,-8.46,108.26,-9.97,-4.07,5802,2018-07-07 14:53:47:279
1.3408,2.0973,8.4276,-33.72,-13.5,-8.46,108.26,-9.97,-4.07,5825,2018-07-07 14:53:47:302
1.3408,2.0973,8.4276,-33.72,-13.5,-8.46,108.26,-9.97,-4.07,5849,2018-07-07 14:53:47:326
1.3408,2.0973,8.4276,-33.72,-13.5,-8.46,108.26,-9.97,-4.07,5873,2018-07-07 14:53:47:350
1.3408,2.0973,8.4276,-33.72,-13.5,-8.46,108.26,-9.97,-4.07,5898,2018-07-07 14:53:47:375
0.2107,2.7007,9.0788,-33.72,-13.5,-8.46,108.26,-9.97,-4.07,5921,2018-07-07 14:53:47:398
0.2107,2.7007,9.0788,-33.72,-13.5,-8.46,108.26,-9.97,-4.07,5945,2018-07-07 14:53:47:422
0.2107,2.7007,9.0788,-32.76,-13.56,-7.86,108.41,-16.56,-1.33,5969,2018-07-07 14:53:47:446
0.2107,2.7007,9.0788,-32.76,-13.56,-7.86,108.41,-16.56,-1.33,5993,2018-07-07 14:53:47:470
0.2107,2.7007,9.0788,-32.76,-13.56,-7.86,108.41,-16.56,-1.33,6018,2018-07-07 14:53:47:495
0.9098,2.7964,9.3853,-32.76,-13.56,-7.86,108.41,-16.56,-1.33,6041,2018-07-07 14:53:47:518
0.9098,2.7964,9.3853,-32.76,-13.56,-7.86,108.41,-16.56,-1.33,6066,2018-07-07 14:53:47:543
0.9098,2.7964,9.3853,-32.76,-13.56,-7.86,108.41,-16.56,-1.33,6089,2018-07-07 14:53:47:566
0.9098,2.7964,9.3853,-32.76,-13.56,-7.86,108.41,-16.56,-1.33,6114,2018-07-07 14:53:47:591
0.9098,2.7964,9.3853,-32.76,-13.56,-7.86,108.41,-16.56,-1.33,6138,2018-07-07 14:53:47:615
0.8045,2.5187,10.343,-32.04,-14.46,-7.14,108.72,-16.52,-5.54,6161,2018-07-07 14:53:47:638
0.8045,2.5187,10.343,-32.04,-14.46,-7.14,108.72,-16.52,-5.54,6185,2018-07-07 14:53:47:662
0.8045,2.5187,10.343,-32.04,-14.46,-7.14,108.72,-16.52,-5.54,6210,2018-07-07 14:53:47:687
0.8045,2.5187,10.343,-32.04,-14.46,-7.14,108.72,-16.52,-5.54,6233,2018-07-07 14:53:47:710
0.8045,2.5187,10.343,-32.04,-14.46,-7.14,108.72,-16.52,-5.54,6257,2018-07-07 14:53:47:734
0.9194,1.494,9.4236,-32.04,-14.46,-7.14,108.72,-16.52,-5.54,6281,2018-07-07 14:53:47:758
0.9194,1.494,9.4236,-32.04,-14.46,-7.14,108.72,-16.52,-5.54,6305,2018-07-07 14:53:47:782
0.9194,1.494,9.4236,-32.04,-14.46,-7.14,108.72,-16.52,-5.54,6329,2018-07-07 14:53:47:806
0.9194,1.494,9.4236,-29.16,-17.1,-6.06,118.61,-8.97,-5.57,6353,2018-07-07 14:53:47:830
0.9194,1.494,9.4236,-29.16,-17.1,-6.06,118.61,-8.97,-5.57,6378,2018-07-07 14:53:47:855
1.9249,1.3791,10.1323,-29.16,-17.1,-6.06,118.61,-8.97,-5.57,6401,2018-07-07 14:53:47:878
1.9249,1.3791,10.1323,-29.16,-17.1,-6.06,118.61,-8.97,-5.57,6426,2018-07-07 14:53:47:903
1.9249,1.3791,10.1323,-29.16,-17.1,-6.06,118.61,-8.97,-5.57,6449,2018-07-07 14:53:47:926
1.9249,1.3791,10.1323,-29.16,-17.1,-6.06,118.61,-8.97,-5.57,6473,2018-07-07 14:53:47:950
1.9249,1.3791,10.1323,-29.16,-17.1,-6.06,118.61,-8.97,-5.57,6498,2018-07-07 14:53:47:975
0.8906,1.5036,9.6822,-29.16,-17.1,-6.06,118.61,-8.97,-5.57,6522,2018-07-07 14:53:47:999
0.8906,1.5036,9.6822,-29.16,-17.1,-6.06,118.61,-8.97,-5.57,6545,2018-07-07 14:53:48:022
0.8906,1.5036,9.6822,-24.96,-21.36,-4.8,128.79,-8.79,-5.26,6570,2018-07-07 14:53:48:047
0.8906,1.5036,9.6822,-24.96,-21.36,-4.8,128.79,-8.79,-5.26,6593,2018-07-07 14:53:48:070
0.8906,1.5036,9.6822,-24.96,-21.36,-4.8,128.79,-8.79,-5.26,6618,2018-07-07 14:53:48:095
0.4597,1.9345,9.2799,-24.96,-21.36,-4.8,128.79,-8.79,-5.26,6642,2018-07-07 14:53:48:119
0.4597,1.9345,9.2799,-24.96,-21.36,-4.8,128.79,-8.79,-5.26,6666,2018-07-07 14:53:48:143
0.4597,1.9345,9.2799,-24.96,-21.36,-4.8,128.79,-8.79,-5.26,6690,2018-07-07 14:53:48:167
0.4597,1.9345,9.2799,-24.96,-21.36,-4.8,128.79,-8.79,-5.26,6713,2018-07-07 14:53:48:190
0.4597,1.9345,9.2799,-24.96,-21.36,-4.8,128.79,-8.79,-5.26,6737,2018-07-07 14:53:48:214
0.0766,2.4804,8.916,-17.52,-26.04,-3.18,143.4,-15.55,-0.49,6762,2018-07-07 14:53:48:239
0.0766,2.4804,8.916,-17.52,-26.04,-3.18,143.4,-15.55,-0.49,6786,2018-07-07 14:53:48:263
0.0766,2.4804,8.916,-17.52,-26.04,-3.18,143.4,-15.55,-0.49,6810,2018-07-07 14:53:48:287
0.0766,2.4804,8.916,-17.52,-26.04,-3.18,143.4,-15.55,-0.49,6834,2018-07-07 14:53:48:311
0.2203,3.1412,9.0405,-17.52,-26.04,-3.18,143.4,-15.55,-0.49,6858,2018-07-07 14:53:48:335
0.2203,3.1412,9.0405,-17.52,-26.04,-3.18,143.4,-15.55,-0.49,6882,2018-07-07 14:53:48:359
0.2203,3.1412,9.0405,-17.52,-26.04,-3.18,143.4,-15.55,-0.49,6905,2018-07-07 14:53:48:382
0.2203,3.1412,9.0405,-17.52,-26.04,-3.18,143.4,-15.55,-0.49,6930,2018-07-07 14:53:48:407
0.2203,3.1412,9.0405,-7.74,-28.56,-2.46,163.41,-19.15,-1.4,6953,2018-07-07 14:53:48:430
-0.2011,3.6679,8.3318,-7.74,-28.56,-2.46,163.41,-19.15,-1.4,6978,2018-07-07 14:53:48:455
-0.2011,3.6679,8.3318,-7.74,-28.56,-2.46,163.41,-19.15,-1.4,7002,2018-07-07 14:53:48:479
-0.2011,3.6679,8.3318,-7.74,-28.56,-2.46,163.41,-19.15,-1.4,7026,2018-07-07 14:53:48:503
-0.2011,3.6679,8.3318,-7.74,-28.56,-2.46,163.41,-19.15,-1.4,7049,2018-07-07 14:53:48:526
-0.2011,3.6679,8.3318,-7.74,-28.56,-2.46,163.41,-19.15,-1.4,7073,2018-07-07 14:53:48:550
-0.8045,2.9401,8.9447,-7.74,-28.56,-2.46,163.41,-19.15,-1.4,7097,2018-07-07 14:53:48:574
-0.8045,2.9401,8.9447,-7.74,-28.56,-2.46,163.41,-19.15,-1.4,7121,2018-07-07 14:53:48:598
-0.8045,2.9401,8.9447,-7.74,-28.56,-2.46,163.41,-19.15,-1.4,7145,2018-07-07 14:53:48:622
-0.8045,2.9401,8.9447,2.1,-28.2,-1.86,184.0,-18.13,5.14,7170,2018-07-07 14:53:48:647
-0.8045,2.9401,8.9447,2.1,-28.2,-1.86,184.0,-18.13,5.14,7194,2018-07-07 14:53:48:671
-0.1341,3.0071,8.9639,2.1,-28.2,-1.86,184.0,-18.13,5.14,7240,2018-07-07 14:53:48:717
-0.1341,3.0071,8.9639,2.1,-28.2,-1.86,184.0,-18.13,5.14,7241,2018-07-07 14:53:48:718
-0.1341,3.0071,8.9639,2.1,-28.2,-1.86,184.0,-18.13,5.14,7265,2018-07-07 14:53:48:742
-0.1341,3.0071,8.9639,2.1,-28.2,-1.86,184.0,-18.13,5.14,7289,2018-07-07 14:53:48:766
-0.1341,3.0071,8.9639,2.1,-28.2,-1.86,184.0,-18.13,5.14,7314,2018-07-07 14:53:48:791
-0.3256,2.6624,7.8434,2.1,-28.2,-1.86,184.0,-18.13,5.14,7337,2018-07-07 14:53:48:814
-0.3256,2.6624,7.8434,10.56,-26.04,-1.92,204.59,-18.73,2.38,7361,2018-07-07 14:53:48:838
-0.3256,2.6624,7.8434,10.56,-26.04,-1.92,204.59,-18.73,2.38,7386,2018-07-07 14:53:48:863
-0.3256,2.6624,7.8434,10.56,-26.04,-1.92,204.59,-18.73,2.38,7410,2018-07-07 14:53:48:887
-0.3256,2.6624,7.8434,10.56,-26.04,-1.92,204.59,-18.73,2.38,7434,2018-07-07 14:53:48:911
-0.7949,3.2848,8.3318,10.56,-26.04,-1.92,204.59,-18.73,2.38,7457,2018-07-07 14:53:48:934
-0.7949,3.2848,8.3318,10.56,-26.04,-1.92,204.59,-18.73,2.38,7481,2018-07-07 14:53:48:958
-0.7949,3.2848,8.3318,10.56,-26.04,-1.92,204.59,-18.73,2.38,7505,2018-07-07 14:53:48:982
-0.7949,3.2848,8.3318,10.56,-26.04,-1.92,204.59,-18.73,2.38,7529,2018-07-07 14:53:49:006
-0.7949,3.2848,8.3318,16.44,-22.8,-3.48,218.36,-21.43,5.45,7554,2018-07-07 14:53:49:031
-1.2163,3.3423,8.983,16.44,-22.8,-3.48,218.36,-21.43,5.45,7577,2018-07-07 14:53:49:054
-1.2163,3.3423,8.983,16.44,-22.8,-3.48,218.36,-21.43,5.45,7601,2018-07-07 14:53:49:078
-1.2163,3.3423,8.983,16.44,-22.8,-3.48,218.36,-21.43,5.45,7626,2018-07-07 14:53:49:103
-1.2163,3.3423,8.983,16.44,-22.8,-3.48,218.36,-21.43,5.45,7649,2018-07-07 14:53:49:126
-1.2163,3.3423,8.983,16.44,-22.8,-3.48,218.36,-21.43,5.45,7674,2018-07-07 14:53:49:151
-0.8715,3.9648,8.4563,16.44,-22.8,-3.48,218.36,-21.43,5.45,7697,2018-07-07 14:53:49:174
-0.8715,3.9648,8.4563,16.44,-22.8,-3.48,218.36,-21.43,5.45,7722,2018-07-07 14:53:49:199
-0.8715,3.9648,8.4563,16.44,-22.8,-3.48,218.36,-21.43,5.45,7745,2018-07-07 14:53:49:222
-0.8715,3.9648,8.4563,20.4,-19.14,-4.62,233.68,-25.0,5.88,7770,2018-07-07 14:53:49:247
-0.8715,3.9648,8.4563,20.4,-19.14,-4.62,233.68,-25.0,5.88,7793,2018-07-07 14:53:49:270
-0.5171,4.3479,9.0309,20.4,-19.14,-4.62,233.68,-25.0,5.88,7818,2018-07-07 14:53:49:295
-0.5171,4.3479,9.0309,20.4,-19.14,-4.62,233.68,-25.0,5.88,7842,2018-07-07 14:53:49:319
-0.5171,4.3479,9.0309,20.4,-19.14,-4.62,233.68,-25.0,5.88,7866,2018-07-07 14:53:49:343
-0.5171,4.3479,9.0309,20.4,-19.14,-4.62,233.68,-25.0,5.88,7890,2018-07-07 14:53:49:367
-0.5171,4.3479,9.0309,20.4,-19.14,-4.62,233.68,-25.0,5.88,7914,2018-07-07 14:53:49:391
0.8523,3.371,9.9216,20.4,-19.14,-4.62,233.68,-25.0,5.88,7938,2018-07-07 14:53:49:415
0.8523,3.371,9.9216,22.38,-15.72,-6.72,239.01,-18.7,-4.91,7961,2018-07-07 14:53:49:438
0.8523,3.371,9.9216,22.38,-15.72,-6.72,239.01,-18.7,-4.91,7985,2018-07-07 14:53:49:462
0.8523,3.371,9.9216,22.38,-15.72,-6.72,239.01,-18.7,-4.91,8010,2018-07-07 14:53:49:487
0.8523,3.371,9.9216,22.38,-15.72,-6.72,239.01,-18.7,-4.91,8033,2018-07-07 14:53:49:510
0.0766,2.2889,8.1403,23.4,-13.92,-7.98,239.01,-18.7,-4.91,8057,2018-07-07 14:53:49:534
0.0766,2.2889,8.1403,23.4,-13.92,-7.98,239.01,-18.7,-4.91,8081,2018-07-07 14:53:49:558
0.0766,2.2889,8.1403,23.4,-13.92,-7.98,239.01,-18.7,-4.91,8106,2018-07-07 14:53:49:583
0.0766,2.2889,8.1403,23.4,-13.92,-7.98,239.01,-18.7,-4.91,8130,2018-07-07 14:53:49:607
0.5842,2.4708,9.3087,23.4,-13.92,-7.98,239.01,-18.7,-4.91,8154,2018-07-07 14:53:49:631
0.5842,2.4708,9.3087,23.4,-13.92,-7.98,239.01,-18.7,-4.91,8177,2018-07-07 14:53:49:654
0.5842,2.4708,9.3087,23.4,-13.92,-7.98,239.01,-18.7,-4.91,8202,2018-07-07 14:53:49:679
0.5842,2.4708,9.3087,23.4,-13.92,-7.98,239.01,-18.7,-4.91,8226,2018-07-07 14:53:49:703
0.5842,2.4708,9.3087,25.02,-10.5,-9.96,253.63,-14.84,-3.59,8249,2018-07-07 14:53:49:726
0.1628,2.9592,7.8626,25.02,-10.5,-9.96,253.63,-14.84,-3.59,8273,2018-07-07 14:53:49:750
0.1628,2.9592,7.8626,25.02,-10.5,-9.96,253.63,-14.84,-3.59,8299,2018-07-07 14:53:49:776
0.1628,2.9592,7.8626,25.02,-10.5,-9.96,253.63,-14.84,-3.59,8322,2018-07-07 14:53:49:799
0.1628,2.9592,7.8626,25.02,-10.5,-9.96,253.63,-14.84,-3.59,8346,2018-07-07 14:53:49:823
0.1628,2.9592,7.8626,25.02,-10.5,-9.96,253.63,-14.84,-3.59,8370,2018-07-07 14:53:49:847
0.3639,3.3423,8.9064,25.02,-10.5,-9.96,253.63,-14.84,-3.59,8394,2018-07-07 14:53:49:871
0.3639,3.3423,8.9064,25.02,-10.5,-9.96,253.63,-14.84,-3.59,8417,2018-07-07 14:53:49:894
0.3639,3.3423,8.9064,25.02,-10.5,-9.96,253.63,-14.84,-3.59,8442,2018-07-07 14:53:49:919
0.3639,3.3423,8.9064,25.2,-7.32,-11.88,263.94,-20.55,-2.34,8465,2018-07-07 14:53:49:942
0.3639,3.3423,8.9064,25.2,-7.32,-11.88,263.94,-20.55,-2.34,8490,2018-07-07 14:53:49:967
0.4118,3.8499,9.5002,25.2,-7.32,-11.88,263.94,-20.55,-2.34,8514,2018-07-07 14:53:49:991
0.4118,3.8499,9.5002,25.2,-7.32,-11.88,263.94,-20.55,-2.34,8538,2018-07-07 14:53:50:015
0.4118,3.8499,9.5002,25.2,-7.32,-11.88,263.94,-20.55,-2.34,8562,2018-07-07 14:53:50:039
0.4118,3.8499,9.5002,25.2,-7.32,-11.88,263.94,-20.55,-2.34,8586,2018-07-07 14:53:50:063
0.4118,3.8499,9.5002,25.2,-7.32,-11.88,263.94,-20.55,-2.34,8610,2018-07-07 14:53:50:087
0.4597,3.8211,10.3238,25.2,-7.32,-11.88,263.94,-20.55,-2.34,8633,2018-07-07 14:53:50:110
0.4597,3.8211,10.3238,25.38,-4.68,-13.62,269.5,-20.29,-2.55,8657,2018-07-07 14:53:50:134
0.4597,3.8211,10.3238,25.38,-4.68,-13.62,269.5,-20.29,-2.55,8682,2018-07-07 14:53:50:159
0.4597,3.8211,10.3238,25.38,-4.68,-13.62,269.5,-20.29,-2.55,8705,2018-07-07 14:53:50:182
0.4597,3.8211,10.3238,25.38,-4.68,-13.62,269.5,-20.29,-2.55,8729,2018-07-07 14:53:50:206
-0.4884,2.0877,10.4291,25.38,-4.68,-13.62,269.5,-20.29,-2.55,8753,2018-07-07 14:53:50:230
-0.4884,2.0877,10.4291,25.38,-4.68,-13.62,269.5,-20.29,-2.55,8777,2018-07-07 14:53:50:254
-0.4884,2.0877,10.4291,25.38,-4.68,-13.62,269.5,-20.29,-2.55,8801,2018-07-07 14:53:50:278
-0.4884,2.0877,10.4291,25.38,-4.68,-13.62,269.5,-20.29,-2.55,8825,2018-07-07 14:53:50:302
-0.4884,2.0877,10.4291,25.38,-4.68,-13.62,269.5,-20.29,2.68,8849,2018-07-07 14:53:50:326
-0.067,2.1261,9.5193,26.1,-2.46,-14.52,272.75,-11.31,2.68,8873,2018-07-07 14:53:50:350
-0.067,2.1261,9.5193,26.1,-2.46,-14.52,272.75,-11.31,2.68,8897,2018-07-07 14:53:50:374
-0.067,2.1261,9.5193,26.1,-2.46,-14.52,272.75,-11.31,2.68,8922,2018-07-07 14:53:50:399
-0.067,2.1261,9.5193,26.1,-2.46,-14.52,272.75,-11.31,2.68,8945,2018-07-07 14:53:50:422
-0.067,2.1261,9.5193,26.1,-2.46,-14.52,272.75,-11.31,2.68,8969,2018-07-07 14:53:50:446
-0.1053,2.5091,8.0732,26.1,-2.46,-14.52,272.75,-11.31,2.68,8993,2018-07-07 14:53:50:470
-0.1053,2.5091,8.0732,26.1,-2.46,-14.52,272.75,-11.31,2.68,9018,2018-07-07 14:53:50:495
-0.1053,2.5091,8.0732,26.1,-2.46,-14.52,272.75,-11.31,2.68,9041,2018-07-07 14:53:50:518
-0.1053,2.5091,8.0732,26.52,-1.68,-15.06,275.64,-17.26,0.75,9066,2018-07-07 14:53:50:543
-0.1053,2.5091,8.0732,26.52,-1.68,-15.06,275.64,-17.26,0.75,9090,2018-07-07 14:53:50:567
-0.0096,3.1891,8.6095,26.52,-1.68,-15.06,275.64,-17.26,0.75,9114,2018-07-07 14:53:50:591
-0.0096,3.1891,8.6095,26.52,-1.68,-15.06,275.64,-17.26,0.75,9138,2018-07-07 14:53:50:615
-0.0096,3.1891,8.6095,26.52,-1.68,-15.06,275.64,-17.26,0.75,9161,2018-07-07 14:53:50:638
-0.0096,3.1891,8.6095,26.52,-1.68,-15.06,275.64,-17.26,0.75,9185,2018-07-07 14:53:50:662
-0.0096,3.1891,8.6095,26.52,-1.68,-15.06,275.64,-17.26,0.75,9210,2018-07-07 14:53:50:687
0.2777,3.6775,8.9639,26.52,-1.68,-15.06,275.64,-17.26,0.75,9233,2018-07-07 14:53:50:710
0.2777,3.6775,8.9639,27.18,-2.82,-15.66,276.18,-22.3,-1.77,9257,2018-07-07 14:53:50:734
0.2777,3.6775,8.9639,27.18,-2.82,-15.66,276.18,-22.3,-1.77,9282,2018-07-07 14:53:50:759
0.2777,3.6775,8.9639,27.18,-2.82,-15.66,276.18,-22.3,-1.77,9305,2018-07-07 14:53:50:782
0.2777,3.6775,8.9639,27.18,-2.82,-15.66,276.18,-22.3,-1.77,9330,2018-07-07 14:53:50:807
0.2969,3.5051,9.8545,27.18,-2.82,-15.66,276.18,-22.3,-1.77,9357,2018-07-07 14:53:50:834
0.2969,3.5051,9.8545,27.18,-2.82,-15.66,276.18,-22.3,-1.77,9377,2018-07-07 14:53:50:854
0.2969,3.5051,9.8545,27.18,-2.82,-15.66,276.18,-22.3,-1.77,9402,2018-07-07 14:53:50:879
0.2969,3.5051,9.8545,27.18,-2.82,-15.66,276.18,-22.3,-1.77,9425,2018-07-07 14:53:50:902
0.2969,3.5051,9.8545,27.18,-4.08,-15.54,272.52,-19.57,-1.73,9450,2018-07-07 14:53:50:927
0.3831,2.2697,10.9846,28.86,-4.08,-15.54,272.52,-19.57,-1.73,9473,2018-07-07 14:53:50:950
0.3831,2.2697,10.9846,28.86,-4.08,-15.54,272.52,-19.57,-1.73,9498,2018-07-07 14:53:50:975
0.3831,2.2697,10.9846,28.86,-4.08,-15.54,272.52,-19.57,-1.73,9521,2018-07-07 14:53:50:998
0.3831,2.2697,10.9846,28.86,-4.08,-15.54,272.52,-19.57,-1.73,9546,2018-07-07 14:53:51:023
1.9249,2.0303,9.6151,28.86,-4.08,-15.54,272.52,-19.57,-1.73,9569,2018-07-07 14:53:51:046
1.9249,2.0303,9.6151,28.86,-4.08,-15.54,272.52,-19.57,-1.73,9594,2018-07-07 14:53:51:071
1.9249,2.0303,9.6151,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9651,2018-07-07 14:53:51:128
1.9249,2.0303,9.6151,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9654,2018-07-07 14:53:51:131
1.9249,2.0303,9.6151,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9665,2018-07-07 14:53:51:142
0.4022,2.4134,8.418,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9689,2018-07-07 14:53:51:166
0.4022,2.4134,8.418,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9714,2018-07-07 14:53:51:191
0.4022,2.4134,8.418,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9737,2018-07-07 14:53:51:214
0.4022,2.4134,8.418,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9761,2018-07-07 14:53:51:238
0.4022,2.4134,8.418,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9786,2018-07-07 14:53:51:263
0.8619,3.055,9.0692,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9809,2018-07-07 14:53:51:286
0.8619,3.055,9.0692,29.46,-5.52,-15.72,263.05,-11.7,-11.32,9833,2018-07-07 14:53:51:310
0.8619,3.055,9.0692,30.42,-5.52,-15.66,267.21,-18.54,-5.43,9857,2018-07-07 14:53:51:334
0.8619,3.055,9.0692,30.42,-5.52,-15.66,267.21,-18.54,-5.43,9881,2018-07-07 14:53:51:358
0.8619,3.055,9.0692,30.42,-5.52,-15.66,267.21,-18.54,-5.43,9905,2018-07-07 14:53:51:382
0.6704,3.7158,9.0788,30.42,-5.52,-15.66,267.21,-18.54,-5.43,9930,2018-07-07 14:53:51:407
0.6704,3.7158,9.0788,30.42,-5.52,-15.66,267.21,-18.54,-5.43,9953,2018-07-07 14:53:51:430
0.6704,3.7158,9.0788,30.96,-5.16,-15.66,267.21,-18.54,-5.43,9978,2018-07-07 14:53:51:455
0.6704,3.7158,9.0788,30.96,-5.16,-15.66,267.21,-18.54,-5.43,10001,2018-07-07 14:53:51:478
0.6704,3.7158,9.0788,30.96,-5.16,-15.66,267.21,-18.54,-5.43,10026,2018-07-07 14:53:51:503
1.063,3.7445,10.659,30.96,-5.16,-15.66,267.21,-18.54,-5.43,10049,2018-07-07 14:53:51:526
1.063,3.7445,10.659,30.96,-5.16,-15.66,267.21,-18.54,-5.43,10073,2018-07-07 14:53:51:550
1.063,3.7445,10.659,30.96,-5.16,-15.66,267.21,-18.54,-5.43,10098,2018-07-07 14:53:51:575
1.063,3.7445,10.659,30.96,-5.16,-15.66,267.21,-18.54,-5.43,10121,2018-07-07 14:53:51:598
1.063,3.7445,10.659,30.96,-5.16,-15.66,267.21,-18.54,-5.43,10146,2018-07-07 14:53:51:623
0.5171,3.2178,10.7356,32.22,-4.62,-14.88,268.55,-19.27,-5.7,10170,2018-07-07 14:53:51:647
0.5171,3.2178,10.7356,32.22,-4.62,-14.88,268.55,-19.27,-5.7,10193,2018-07-07 14:53:51:670
0.5171,3.2178,10.7356,32.22,-4.62,-14.88,268.55,-19.27,-5.7,10217,2018-07-07 14:53:51:694
0.5171,3.2178,10.7356,32.22,-4.62,-14.88,268.55,-19.27,-5.7,10241,2018-07-07 14:53:51:718
0.5171,3.2178,10.7356,32.22,-4.62,-14.88,268.55,-19.27,-5.7,10265,2018-07-07 14:53:51:742
-0.2394,2.2505,7.1347,32.22,-4.62,-14.88,268.55,-19.27,-5.7,10289,2018-07-07 14:53:51:766
-0.2394,2.2505,7.1347,32.22,-4.62,-14.88,268.55,-19.27,-5.7,10314,2018-07-07 14:53:51:791
-0.2394,2.2505,7.1347,32.22,-4.62,-14.88,268.55,-19.27,-5.7,10337,2018-07-07 14:53:51:814
-0.2394,2.2505,7.1347,32.34,-3.84,-15.36,271.85,-17.5,1.92,10361,2018-07-07 14:53:51:838
-0.2394,2.2505,7.1347,32.34,-3.84,-15.36,271.85,-17.5,1.92,10386,2018-07-07 14:53:51:863
-0.2203,2.739,10.2185,32.34,-3.84,-15.36,271.85,-17.5,1.92,10410,2018-07-07 14:53:51:887
-0.2203,2.739,10.2185,32.34,-3.84,-15.36,271.85,-17.5,1.92,10433,2018-07-07 14:53:51:910
-0.2203,2.739,10.2185,32.34,-3.84,-15.36,271.85,-17.5,1.92,10457,2018-07-07 14:53:51:934
-0.2203,2.739,10.2185,32.34,-3.84,-15.36,271.85,-17.5,1.92,10481,2018-07-07 14:53:51:958
-0.2203,2.739,10.2185,32.34,-3.84,-15.36,271.85,-17.5,1.92,10505,2018-07-07 14:53:51:982
0.3448,3.3136,7.9104,32.34,-3.84,-15.36,271.85,-17.5,1.92,10529,2018-07-07 14:53:52:006
0.3448,3.3136,7.9104,32.04,-3.9,-16.08,273.4,-22.71,-2.5,10554,2018-07-07 14:53:52:031
0.3448,3.3136,7.9104,32.04,-3.9,-16.08,273.4,-22.71,-2.5,10577,2018-07-07 14:53:52:054
0.3448,3.3136,7.9104,32.04,-3.9,-16.08,273.4,-22.71,-2.5,10602,2018-07-07 14:53:52:079
0.3448,3.3136,7.9104,32.04,-3.9,-16.08,273.4,-22.71,-2.5,10625,2018-07-07 14:53:52:102
0.3926,3.62,8.0445,32.04,-3.9,-16.08,273.4,-22.71,-2.5,10650,2018-07-07 14:53:52:127
0.3926,3.62,8.0445,32.04,-3.9,-16.08,273.4,-22.71,-2.5,10674,2018-07-07 14:53:52:151
0.3926,3.62,8.0445,32.04,-3.9,-16.08,273.4,-22.71,-2.5,10697,2018-07-07 14:53:52:174
0.3926,3.62,8.0445,32.04,-3.9,-16.08,273.4,-22.71,-2.5,10721,2018-07-07 14:53:52:198
0.3926,3.62,8.0445,32.04,-3.9,-16.08,273.4,-22.71,-2.5,10746,2018-07-07 14:53:52:223
0.316,3.869,10.4483,32.76,-4.08,-16.14,272.49,-20.31,-1.73,10770,2018-07-07 14:53:52:247
0.316,3.869,10.4483,32.76,-4.08,-16.14,272.49,-20.31,-1.73,10793,2018-07-07 14:53:52:270
