ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
0.9,8.852,1.65,0.654,9.773,0.471,0.285,-0.919,1.173,0.086,-1.822,0.075,23,-10.9,-26.1,25.9,108.4,-85.5,-48.1,3,999.9,61.93,,,,NaN,,,,,0 / 0,608435,2018-08-27 12:54:25:309,0.19
0.421,9.201,2.579,0.84,9.752,0.604,-0.418,-0.551,1.975,-0.196,-2.184,0.087,23,-6.5,-26.4,29,113.1,-84.8,-55.2,3,999.9,61.93,,,,NaN,,,,,0 / 0,608536,2018-08-27 12:54:25:410,0.19
0.682,9.587,1.31,0.989,9.732,0.688,-0.333,-0.148,0.613,-0.286,-2.444,0.124,22,0.1,-26.6,28.3,128.1,-83.4,-52.6,3,999.9,64.33,,,,NaN,,,,,0 / 0,608635,2018-08-27 12:54:25:509,0.19
1.465,9.819,2.14,1.21,9.695,0.841,0.217,0.109,1.226,-0.28,-2.478,-0.004,22,7,-27.5,27.5,140.2,-82.1,-55,3,999.9,64.33,,,,NaN,,,,,0 / 0,608735,2018-08-27 12:54:25:609,0.19
1.769,9.383,2.67,1.509,9.621,1.154,0.261,-0.238,1.516,-0.78,-3.022,0.003,25,13,-28.4,23.9,155.9,-79.9,-54.6,3,999.9,64.33,,,,NaN,,,,,0 / 0,608835,2018-08-27 12:54:25:709,0.19
1.346,9.764,2.246,1.634,9.576,1.343,-0.288,0.188,0.903,-0.367,-2.328,-0.403,25,18.8,-28.7,17,173,-77.8,-51.9,3,999.9,64.33,,,,NaN,,,,,0 / 0,608935,2018-08-27 12:54:25:809,0.19
2.119,9.41,0.522,1.607,9.606,1.142,0.512,-0.197,-0.62,-0.14,-1.868,-0.201,31,25.3,-29.1,9.9,190,-78,-51.4,3,999.9,66.72,,,,NaN,,,,,0 / 0,609035,2018-08-27 12:54:25:909,0.19
-0.055,11.038,2.495,1.414,9.656,0.966,-1.316,1.432,1.431,0.162,-0.805,-0.348,35,25.7,-28.2,8.2,194,-78.9,-55.6,3,999.9,66.72,,,,NaN,,,,,0 / 0,609135,2018-08-27 12:54:26:009,0.19
0.713,9.079,0.73,1.307,9.67,0.98,-0.543,-0.622,-0.326,0.101,-1.198,-0.276,35,27.5,-27.7,4.4,199.5,-80.4,-55,3,999.9,66.72,,,,NaN,,,,,0 / 0,609235,2018-08-27 12:54:26:109,0.19
-0.156,10.422,-0.232,0.936,9.743,0.602,-1.092,0.679,-0.834,0.055,-0.468,-0.191,39,28.7,-26.3,3.2,205.9,-81.9,-55.2,3,999.9,63.77,,,,NaN,,,,,0 / 0,609335,2018-08-27 12:54:26:209,0.19
0.079,9.812,0.012,0.746,9.764,0.532,-0.667,0.048,-0.52,0.154,0.095,-0.148,39,29.6,-26.2,0.5,210.7,-84.2,-54.8,3,999.9,63.77,,,,NaN,,,,,0 / 0,609435,2018-08-27 12:54:26:309,0.19
0.28,10.104,0.05,0.633,9.777,0.424,-0.353,0.327,-0.374,0.203,0.488,-0.118,40,29.3,-26.7,1.1,210.4,-85.1,-55.6,3,999.9,63.77,,,,NaN,,,,,0 / 0,609536,2018-08-27 12:54:26:410,0.19
-1.377,9.749,1.554,0.516,9.776,0.573,-1.893,-0.027,0.981,-0.068,0.994,-0.037,40,30.7,-26,3.1,211.3,-85.7,-53,3,999.9,65.02,,,,NaN,,,,,0 / 0,609635,2018-08-27 12:54:26:509,0.19
-0.903,9.505,-0.01,0.252,9.776,0.733,-1.214,-0.388,-0.599,-0.104,0.758,-0.04,40,29,-26.2,5.5,224.7,-85.6,-31,3,999.9,65.02,,,,NaN,,,,,0 / 0,609736,2018-08-27 12:54:26:610,0.19
-2.703,11.215,1.051,-0.346,9.782,0.6,-2.358,1.433,0.451,0.256,1.675,-0.352,40,29.3,-25.4,9.7,251.7,-85.7,-1.9,3,999.9,65.02,,,,NaN,,,,,0 / 0,609835,2018-08-27 12:54:26:709,0.19
-0.407,8.469,0.086,-0.58,9.748,0.897,0.063,-1.292,-0.778,-0.488,1.099,0.076,38,27.2,-25.6,12.5,279.5,-85,38.4,3,999.9,64.61,,,,NaN,,,,,0 / 0,609935,2018-08-27 12:54:26:809,0.19
-0.414,10.312,0.948,-0.855,9.724,0.937,0.414,0.684,0.121,-0.256,1.314,-0.072,38,25.9,-26.3,15,272.7,-83,37.2,3,999.9,64.61,,,,NaN,,,,,0 / 0,610035,2018-08-27 12:54:26:909,0.19
0.469,9.661,0.438,-0.705,9.697,1.279,1.184,-0.041,-0.827,-0.362,0.858,0.316,38,24.1,-26.7,17.4,261.3,-81.7,33.8,3,999.9,64.61,,,,NaN,,,,,0 / 0,610136,2018-08-27 12:54:27:010,0.19
0.141,10.178,0.903,-0.49,9.705,1.321,0.632,0.473,-0.418,-0.017,0.606,0.197,37,21.4,-27.4,17.8,244,-81.6,21.8,3,999.9,64.61,,,,NaN,,,,,0 / 0,610235,2018-08-27 12:54:27:109,0.19
-0.807,10.391,1.212,-0.392,9.73,1.163,-0.417,0.712,0.146,0.229,0.231,0.158,37,20,-27.9,19.1,238.6,-82.3,18.6,3,999.9,63.48,,,,NaN,,,,,0 / 0,610335,2018-08-27 12:54:27:209,0.19
-0.654,9.776,0.33,-0.227,9.756,0.972,-0.439,0.035,-0.637,0.261,0.093,0.174,33,18.2,-28.2,20,232.8,-83.5,14.7,3,999.9,63.48,,,,NaN,,,,,0 / 0,610435,2018-08-27 12:54:27:309,0.19
0.074,9.656,0.771,0.032,9.766,0.894,0.042,-0.11,-0.123,0.077,-0.069,0.24,33,18.3,-28,20.6,225.9,-84.7,7.4,3,999.9,63.48,,,,NaN,,,,,0 / 0,610535,2018-08-27 12:54:27:409,0.19
0.797,9.817,1.504,0.308,9.771,0.773,0.49,0.045,0.73,-0.102,-0.185,0.383,30,17,-28.4,20.6,204,-85.4,-14.7,3,999.9,63.18,,,,NaN,,,,,0 / 0,610635,2018-08-27 12:54:27:509,0.19
3.721,9.941,-1.068,0.747,9.744,0.813,3.031,0.247,-1.931,-0.167,-0.731,0.302,30,17.8,-28.2,19.8,186.4,-84.4,-31.9,3,999.9,63.18,,,,NaN,,,,,0 / 0,610735,2018-08-27 12:54:27:609,0.19
0.891,10.281,2.239,0.995,9.728,0.742,-0.104,0.553,1.496,0.316,0.595,-0.091,29,17.2,-29.5,19.4,177.3,-82.4,-48.1,3,999.9,63.18,,,,NaN,,,,,0 / 0,610836,2018-08-27 12:54:27:710,0.19
1.413,8.337,-0.424,1.13,9.719,0.657,0.177,-1.365,-0.971,0.035,-0.215,0.297,27,17.2,-29.5,20,166.1,-82.9,-56,3,999.9,62.03,,,,NaN,,,,,0 / 0,610935,2018-08-27 12:54:27:809,0.19
1.413,10.626,0.476,1.156,9.727,0.479,0.307,0.775,-0.115,0.351,0.806,-0.144,27,16,-28.5,21,155.9,-82.2,-64.7,3,999.9,62.03,,,,NaN,,,,,0 / 0,611035,2018-08-27 12:54:27:909,0.19
1.487,9.862,0.857,1.215,9.724,0.372,0.246,0.231,0.583,0.132,0.299,0.165,26,14.6,-28,22.6,144.9,-82.7,-72.3,3,999.9,62.03,,,,NaN,,,,,0 / 0,611135,2018-08-27 12:54:28:009,0.19
2.006,9.141,0.084,1.169,9.736,0.148,0.854,-0.587,0.02,0.313,0.323,-0.275,26,13.6,-28.1,23.6,138.1,-82.6,-78.2,3,999.9,64.52,,,,NaN,,,,,0 / 0,611236,2018-08-27 12:54:28:110,0.19
1.379,10.07,0.369,0.947,9.76,0.122,0.432,0.31,0.246,0.098,-0.005,-0.494,25,13.7,-26.9,23.9,129.7,-83.6,-85.1,3,999.9,64.52,,,,NaN,,,,,0 / 0,611335,2018-08-27 12:54:28:209,0.19
1.365,9.601,1.403,0.794,9.772,0.233,0.571,-0.171,1.17,-0.189,-0.383,-0.172,25,15.3,-26.6,23.6,132.3,-85.1,-82.9,3,999.9,64.52,,,,NaN,,,,,0 / 0,611435,2018-08-27 12:54:28:309,0.19
0.488,9.953,0.362,0.663,9.783,0.17,-0.175,0.17,0.191,0.065,-0.259,-0.115,25,15.9,-25.6,23.1,143,-85.6,-74.2,3,999.9,64.52,,,,NaN,,,,,0 / 0,611535,2018-08-27 12:54:28:409,0.19
0.163,9.836,0.642,0.563,9.789,0.167,-0.401,0.047,0.475,-0.132,-0.505,-0.07,25,17.6,-25.7,23.7,142.2,-86.3,-77.9,3,999.9,64.43,,,,NaN,,,,,0 / 0,611635,2018-08-27 12:54:28:509,0.19
0.527,9.11,1.477,0.582,9.777,0.494,-0.156,-0.626,0.93,-0.224,-1.097,-0.216,22,19.9,-26.8,21.2,163.8,-85.8,-56.7,3,999.9,64.43,,,,NaN,,,,,0 / 0,611735,2018-08-27 12:54:28:609,0.19
-0.314,10.111,0.958,0.352,9.786,0.522,-0.654,0.246,0.232,-0.368,-1.277,-0.16,19,21.1,-26.5,18.9,188.5,-86.1,-41.7,3,999.9,64.43,,,,NaN,,,,,0 / 0,611836,2018-08-27 12:54:28:710,0.19
-0.098,10.173,1.118,0.257,9.781,0.658,-0.355,0.392,0.46,0.055,-1.129,-0.019,19,25.4,-26.5,15.3,215.5,-85.8,-21.4,3,999.9,61.83,,,,NaN,,,,,0 / 0,611935,2018-08-27 12:54:28:809,0.19
0.081,10.3,1.899,0.339,9.775,0.713,-0.258,0.525,1.185,0.209,-0.844,0.017,19,26.6,-25.9,11.3,218.5,-85.4,-24.2,3,999.9,61.83,,,,NaN,,,,,0 / 0,612036,2018-08-27 12:54:28:910,0.19
1.42,8.945,0.749,0.564,9.769,0.646,0.825,-0.831,0.121,-0.102,-1.037,0.22,19,29.3,-26.7,7,217.2,-85.6,-35.1,3,999.9,61.83,,,,NaN,,,,,0 / 0,612135,2018-08-27 12:54:29:009,0.19
1.745,10.154,0.153,0.729,9.758,0.649,1.057,0.401,-0.601,-0.215,-0.71,0.008,19,27.6,-26.6,8,205.7,-84.5,-45.7,3,999.9,65.37,,,,NaN,,,,,0 / 0,612236,2018-08-27 12:54:29:110,0.19
1.48,9.453,0.962,0.745,9.754,0.683,0.584,0.05,0.258,-0.162,-0.907,-0.03,19,28.4,-26.5,5.2,209.9,-84.1,-47.3,3,999.9,65.37,,,,NaN,,,,,0 / 0,612335,2018-08-27 12:54:29:209,0.19
1.827,9.172,0.302,0.719,9.75,0.768,1.048,-0.527,-0.402,-0.266,-0.915,-0.226,19,28.7,-25.7,1.9,217.2,-83.9,-45.4,3,999.9,65.37,,,,NaN,,,,,0 / 0,612436,2018-08-27 12:54:29:310,0.19
1.571,10.236,1.381,0.71,9.731,0.983,0.925,0.487,0.442,-0.243,-0.904,-0.218,19,28.6,-25.6,-0.7,227.1,-83.3,-38.9,3,999.9,62.64,,,,NaN,,,,,0 / 0,612535,2018-08-27 12:54:29:409,0.19
1.214,9.965,1.59,0.746,9.718,1.087,0.561,0.365,0.599,-0.081,-0.764,-0.071,21,30.1,-24.4,-4.7,240.1,-82.4,-34.3,3,999.9,62.64,,,,NaN,,,,,0 / 0,612635,2018-08-27 12:54:29:509,0.19
1.408,9.333,1.006,0.961,9.648,1.474,0.423,-0.312,-0.121,-0.921,-1.106,0.079,21,29.6,-24.8,-7.6,242.6,-81.6,-35,3,999.9,62.64,,,,NaN,,,,,0 / 0,612735,2018-08-27 12:54:29:609,0.19
-0.421,10.164,2.962,0.807,9.622,1.711,-1.334,0.546,1.389,-0.06,-0.016,-0.446,26,28.6,-24.5,-12.1,256.4,-78.7,-27.8,3,999.9,62.13,,,,NaN,,,,,0 / 0,612835,2018-08-27 12:54:29:709,0.19
1.568,9.429,0.843,0.77,9.595,1.873,0.798,-0.167,-1.031,-0.583,-1.849,-0.259,39,29,-23,-14.2,265.3,-78.9,-22.6,3,999.9,62.13,,,,NaN,,,,,0 / 0,612935,2018-08-27 12:54:29:809,0.19
-1.71,10.465,2.289,0.155,9.631,1.84,-1.865,0.834,0.449,0.421,-1.166,-0.705,39,28.4,-20.9,-18.1,287,-78.6,-8.5,3,999.9,62.13,,,,NaN,,,,,0 / 0,613035,2018-08-27 12:54:29:909,0.19
-0.201,8.232,1.281,-0.01,9.62,1.904,-0.141,-1.273,-0.655,0.1,-1.24,-0.394,43,27.5,-20.3,-21.4,300.4,-78.7,-1.2,3,999.9,62.13,,,,NaN,,,,,0 / 0,613136,2018-08-27 12:54:30:010,0.19
-0.484,9.776,3.321,-0.246,9.623,1.872,-0.211,0.095,1.528,-0.067,-1.348,-0.355,43,24.8,-18.8,-24.5,316,-79.1,6.9,3,999.9,62.71,,,,NaN,,,,,0 / 0,613235,2018-08-27 12:54:30:109,0.19
-0.153,9.493,2.275,-0.268,9.613,1.919,0.134,-0.099,0.315,0.023,-1.734,-0.18,40,22.2,-18.1,-28,323.1,-78.6,8.7,3,999.9,62.71,,,,NaN,,,,,0 / 0,613336,2018-08-27 12:54:30:210,0.19
0.316,9.685,2.301,-0.051,9.606,1.975,0.367,0.065,0.302,0.314,-1.879,-0.21,40,17.9,-17.9,-31.7,329.2,-78.3,4.2,3,999.9,62.71,,,,NaN,,,,,0 / 0,613435,2018-08-27 12:54:30:309,0.19
1.01,10.595,3.141,0.205,9.678,1.568,0.932,0.852,1.832,0.714,-2.563,-0.185,33,10.7,-18.4,-35.8,336,-80,-4.1,3,999.9,62.03,,,,NaN,,,,,0 / 0,613536,2018-08-27 12:54:30:410,0.19
-1.168,10.204,2.186,0.166,9.763,0.905,-1.313,0.551,1.52,1.179,-2.331,-0.1,33,3.9,-20.2,-35.8,342.7,-83.4,-9.8,3,999.9,62.03,,,,NaN,,,,,0 / 0,613635,2018-08-27 12:54:30:509,0.19
1.025,9.309,0.845,0.563,9.769,0.65,0.376,-0.422,-0.003,0.121,-2.412,0.455,19,-4,-22.8,-34.1,336.2,-85.7,-26,3,999.9,62.03,,,,NaN,,,,,0 / 0,613736,2018-08-27 12:54:30:610,0.19
1.961,8.938,1.829,1.036,9.731,0.628,0.673,-0.593,1.105,-0.499,-2.682,0.391,15,-13.1,-22.7,-32.7,320.2,-83.6,-58.5,3,999.9,62.81,,,,NaN,,,,,0 / 0,613835,2018-08-27 12:54:30:709,0.19
2.526,9.429,0.788,1.419,9.661,0.905,1.066,-0.211,-0.01,-0.372,-2.373,-0.191,15,-22.7,-20.6,-29,334.5,-80.8,-57.9,3,999.9,62.81,,,,NaN,,,,,0 / 0,613935,2018-08-27 12:54:30:809,0.19
1.738,10.255,1.362,1.343,9.675,0.878,0.632,0.592,0.532,-0.019,-1.843,-0.55,23,-28.1,-19.9,-23.7,351.6,-80.3,-56.9,3,999.9,62.81,,,,NaN,,,,,0 / 0,614035,2018-08-27 12:54:30:909,0.19
1.231,9.891,0.898,1.085,9.722,0.685,0.102,0.142,0.333,0.005,-1.698,-0.343,23,-30.8,-21,-18.5,358.5,-81.7,-57.6,3,999.9,63.61,,,,NaN,,,,,0 / 0,614135,2018-08-27 12:54:31:009,0.19
1.276,9.951,-0.754,0.898,9.757,0.407,0.405,0.012,-1.339,-0.038,-1.437,-0.232,50,-31.6,-22.5,-12.6,3.9,-84,-64.3,3,999.9,63.61,,,,NaN,,,,,0 / 0,614236,2018-08-27 12:54:31:110,0.19
-0.955,9.326,-0.407,0.536,9.792,0.032,-1.467,-0.39,-0.518,0.429,-1.045,-0.211,50,-31.1,-23.8,-10,1.3,-85.7,-70.9,3,999.9,63.61,,,,NaN,,,,,0 / 0,614335,2018-08-27 12:54:31:209,0.19
1.042,10.343,0.318,0.667,9.774,0.437,0.374,0.569,-0.118,-0.833,-1.931,0.194,56,-33.1,-23.7,-4.4,20.3,-86,-63.8,3,999.9,63.6,,,,NaN,,,,,0 / 0,614436,2018-08-27 12:54:31:310,0.19
-0.045,10.032,2.246,0.621,9.765,0.648,-0.618,0.314,1.787,-0.074,-2.118,-0.273,56,-32.9,-24.2,0,47.4,-84.6,-45.6,3,999.9,63.6,,,,NaN,,,,,0 / 0,614535,2018-08-27 12:54:31:409,0.19
-0.936,9.103,0.876,0.436,9.774,0.676,-1.097,-0.814,0.337,0.014,-2.265,-0.383,23,-30.3,-25.4,6.6,67.1,-84.9,-37.7,3,999.9,63.6,,,,NaN,,,,,0 / 0,614635,2018-08-27 12:54:31:509,0.19
-0.316,10.212,1.092,0.345,9.764,0.845,-0.663,0.376,0.254,-0.606,-2.328,0.059,20,-27.5,-25.4,13.2,93.6,-85.4,-23.4,3,999.9,63.6,,,,NaN,,,,,0 / 0,614736,2018-08-27 12:54:31:610,0.19
0.773,10.449,1.913,0.603,9.726,1.105,0.17,0.702,0.775,0.218,-1.518,0.022,20,-22.9,-27.2,17.5,105.8,-82.6,-24.4,3,999.9,63.08,,,,NaN,,,,,0 / 0,614835,2018-08-27 12:54:31:709,0.19
0.362,9.601,0.508,0.766,9.738,0.865,-0.405,-0.137,-0.357,0.185,-1.364,0.086,23,-19.4,-25.4,21.2,106.2,-83,-34.6,3,999.9,63.08,,,,NaN,,,,,0 / 0,614935,2018-08-27 12:54:31:809,0.19
0.534,9.596,0.462,0.884,9.743,0.684,-0.369,-0.199,-0.236,-0.001,-1.153,0.044,23,-17.5,-25.9,23.9,98.3,-83.5,-49.3,3,999.9,63.08,,,,NaN,,,,,0 / 0,615035,2018-08-27 12:54:31:909,0.19
0.498,10.971,0.275,0.911,9.75,0.522,-0.459,1.019,-0.261,0.067,-0.965,0.106,25,-14.1,-25.4,24.8,98,-83.8,-58.1,3,999.9,62.86,,,,NaN,,,,,0 / 0,615136,2018-08-27 12:54:32:010,0.19
-0.833,11.952,3.381,1.033,9.74,0.49,-1.723,2.409,2.682,0.315,-0.906,0.307,25,-10.7,-26.3,24.3,96.9,-83.4,-62.9,3,999.9,62.86,,,,NaN,,,,,0 / 0,615235,2018-08-27 12:54:32:109,0.19
1.408,9.905,-0.836,1.426,9.702,0.039,-0.004,0.088,-0.75,0.555,-0.857,0.394,22,-9.5,-24.3,28.2,85.1,-81.9,-83.7,3,999.9,62.86,,,,NaN,,,,,0 / 0,615336,2018-08-27 12:54:32:210,0.19
1.166,8.847,1.585,1.647,9.665,-0.215,-0.507,-0.876,2.033,0.109,-0.959,0.004,22,-8.2,-23.2,30.7,75.3,-80.4,-97.2,3,999.9,63.29,,,,NaN,,,,,0 / 0,615435,2018-08-27 12:54:32:309,0.19
1.077,9.213,-0.453,1.453,9.696,-0.23,-0.385,-0.506,-0.096,-0.061,-0.594,-0.172,21,-4.1,-23.4,30.8,81,-81,-98.7,3,999.9,63.29,,,,NaN,,,,,0 / 0,615536,2018-08-27 12:54:32:410,0.19
1.286,9.761,0.955,1.313,9.716,-0.194,0.032,-0.029,1.233,-0.299,0.015,0.05,25,-2.9,-23.2,30.4,79.7,-82,-102.6,3,999.9,63.29,,,,NaN,,,,,0 / 0,615635,2018-08-27 12:54:32:509,0.19
0.936,10.427,1.592,1.215,9.731,0.008,-0.32,0.648,1.678,0.07,0.569,-0.092,25,-2.7,-23.2,31.1,89.3,-82.4,-92.7,3,999.9,63.56,,,,NaN,,,,,0 / 0,615736,2018-08-27 12:54:32:610,0.19
1.219,9.579,-0.165,1.062,9.747,0.181,0.178,-0.187,-0.146,0.095,0.737,-0.38,26,-5.1,-24.2,31.3,94.7,-83.3,-81.2,3,999.9,63.56,,,,NaN,,,,,0 / 0,615835,2018-08-27 12:54:32:709,0.19
0.065,9.263,0.05,0.728,9.777,0.221,-0.709,-0.482,-0.114,0.038,0.849,-0.205,26,-6.3,-23.5,30.2,96.3,-84.9,-76.2,3,999.9,63.56,,,,NaN,,,,,0 / 0,615936,2018-08-27 12:54:32:810,0.19
-0.314,9.51,1.118,0.505,9.783,0.457,-0.738,-0.266,0.626,0.133,0.755,-0.316,31,-9.1,-23.8,29.2,113,-85.8,-52.8,3,999.9,65.41,,,,NaN,,,,,0 / 0,616035,2018-08-27 12:54:32:909,0.19
0.455,10.956,-0.055,0.366,9.784,0.562,0.096,1.065,-0.911,-0.361,0.258,0.077,31,-9.7,-23.8,28.8,124.5,-86.8,-39.9,3,999.9,65.41,,,,NaN,,,,,0 / 0,616136,2018-08-27 12:54:33:010,0.19
-0.266,10.415,-0.793,0.368,9.796,0.287,-0.633,0.62,-1.079,0.421,-0.17,0.067,35,-11.2,-25.1,28.1,117.9,-86.8,-41.2,3,999.9,65.41,,,,NaN,,,,,0 / 0,616235,2018-08-27 12:54:33:109,0.19
0.453,8.998,-0.498,0.541,9.792,-0.061,-0.045,-0.77,-0.463,0.192,-0.381,0.126,35,-11.2,-23.4,30.2,76.4,-87.1,-85,3,999.9,61.14,,,,NaN,,,,,0 / 0,616336,2018-08-27 12:54:33:210,0.19
-0.146,10.042,-0.364,0.532,9.787,-0.321,-0.669,0.262,-0.004,0.251,-0.406,0.112,36,-9.3,-22.6,29.9,56.2,-86.7,-109.2,3,999.9,61.14,,,,NaN,,,,,0 / 0,616435,2018-08-27 12:54:33:309,0.19
0.69,9.338,-0.946,0.714,9.772,-0.407,-0.017,-0.418,-0.582,-0.059,-0.403,0.224,36,-8.6,-21.8,30.6,45.1,-85.4,-121,3,999.9,61.14,,,,NaN,,,,,0 / 0,616535,2018-08-27 12:54:33:409,0.19
1.18,8.677,-0.546,0.83,9.769,-0.205,0.305,-1.04,-0.27,-0.357,-0.243,-0.016,36,-7.7,-21.7,32,56.2,-84.9,-112.6,3,999.9,61.14,,,,NaN,,,,,0 / 0,616636,2018-08-27 12:54:33:510,0.19
2.16,9.594,-0.862,0.877,9.765,0.224,1.192,-0.233,-1.086,-1.071,-0.501,0.132,31,-6.6,-22.7,30.7,86.4,-85.1,-84.5,3,999.9,57.96,,,,NaN,,,,,0 / 0,616735,2018-08-27 12:54:33:609,0.19
1.868,10.904,1.274,1.183,9.686,0.977,0.96,1.256,0.026,-0.815,0.312,-0.046,31,-6.5,-26.2,28.9,115.8,-82.4,-56.5,3,999.9,57.96,,,,NaN,,,,,0 / 0,616836,2018-08-27 12:54:33:710,0.19
1.777,9.867,0.249,1.19,9.644,1.322,0.484,0.194,-0.982,-0.061,-0.415,-0.163,30,-6.5,-28.7,26.3,132.3,-79.6,-42.6,3,999.9,57.96,,,,NaN,,,,,0 / 0,616935,2018-08-27 12:54:33:809,0.19
0.881,10.774,1.724,1.004,9.691,1.12,-0.123,1.084,0.603,0.25,0.002,-0.256,30,-4.6,-27.8,26.6,133.8,-80.2,-42.6,3,999.9,54.59,,,,NaN,,,,,0 / 0,617035,2018-08-27 12:54:33:909,0.19
1.585,8.823,0.831,1.214,9.655,1.219,0.402,-0.877,-0.402,-0.392,-0.261,0.328,28,-5.2,-28.7,26.8,131.8,-80.5,-44.9,3,999.9,54.59,,,,NaN,,,,,0 / 0,617135,2018-08-27 12:54:34:009,0.19
1.343,9.448,1.271,1.24,9.623,1.425,0.12,-0.17,-0.166,-0.22,-0.05,-0.149,28,-4,-28.3,26.2,136.2,-78.9,-42.8,3,999.9,54.59,,,,NaN,,,,,0 / 0,617235,2018-08-27 12:54:34:109,0.19
1.101,10.137,1.461,0.968,9.62,1.64,0.133,0.517,-0.18,0.008,0.153,-0.438,29,-3.6,-29.9,25.6,145.4,-78.5,-32.8,3,999.9,58.42,,,,NaN,,,,,0 / 0,617335,2018-08-27 12:54:34:209,0.19
0.211,10.037,4.161,0.701,9.592,1.914,-0.244,0.576,1.979,-0.22,0.306,-0.184,30,-3.4,-29.9,25.1,156.2,-78.4,-22.1,3,999.9,58.42,,,,NaN,,,,,0 / 0,617435,2018-08-27 12:54:34:309,0.19
1.171,10.113,-0.934,0.74,9.621,1.748,0.208,0.428,-2.435,0.05,-0.68,0.399,30,-2.2,-30,25,158.7,-78.5,-19.1,3,999.9,58.42,,,,NaN,,,,,0 / 0,617536,2018-08-27 12:54:34:410,0.19
-0.809,11.423,1.259,0.666,9.682,1.41,-1.434,1.597,-0.485,0.759,0.405,-0.035,33,-3.3,-29.8,25.7,153.8,-80,-24.4,3,999.9,61.3,,,,NaN,,,,,0 / 0,617635,2018-08-27 12:54:34:509,0.19
1.156,8.603,-0.658,0.843,9.669,1.402,0.287,-1.083,-2.104,-0.097,-0.329,0.107,33,-3.1,-29.1,26.6,148.8,-80.5,-29.8,3,999.9,61.3,,,,NaN,,,,,0 / 0,617736,2018-08-27 12:54:34:610,0.19
1.034,10.027,0.539,0.787,9.726,0.978,0.266,0.251,-0.587,0.039,0.041,0,35,-3.1,-29.9,25.9,143,-81.9,-35.8,3,999.9,61.3,,,,NaN,,,,,0 / 0,617835,2018-08-27 12:54:34:709,0.19
0.922,10.101,1.24,0.931,9.715,0.957,0.072,0.47,0.224,0.098,-0.054,0.217,35,-2.8,-29.2,26.4,136.1,-82.4,-43,3,999.9,61.3,,,,NaN,,,,,0 / 0,617935,2018-08-27 12:54:34:809,0.19
0.785,9.211,0.125,1.153,9.708,0.771,-0.361,-0.354,-0.574,0.02,-0.103,0.247,38,-2.9,-28.8,26,127.4,-82.2,-52.7,3,999.9,55.92,,,,NaN,,,,,0 / 0,618035,2018-08-27 12:54:34:909,0.19
0.912,9.654,0.333,1.274,9.695,0.738,-0.362,-0.042,-0.405,-0.052,-0.064,0.041,38,-2.8,-28.4,25.9,121.4,-81.5,-59.5,3,999.9,55.92,,,,NaN,,,,,0 / 0,618135,2018-08-27 12:54:35:009,0.19
0.989,10.336,1.214,1.177,9.71,0.706,-0.229,0.621,0.482,-0.045,-0.046,0.004,35,-3.4,-29.1,25.8,121.4,-81.9,-59.5,3,999.9,55.92,,,,NaN,,,,,0 / 0,618235,2018-08-27 12:54:35:109,0.19
1.932,11.119,1.221,1.172,9.711,0.703,0.76,1.408,0.519,0.005,-0.229,-0.011,33,-2.9,-28.9,23.6,122.2,-82,-58.3,3,999.9,60.51,,,,NaN,,,,,0 / 0,618336,2018-08-27 12:54:35:210,0.19
0.867,10.269,2.586,1.148,9.72,0.608,-0.094,0.532,1.712,0.513,0.157,-0.347,33,-2.3,-29,24.7,122,-82,-61.1,3,999.9,60.51,,,,NaN,,,,,0 / 0,618435,2018-08-27 12:54:35:309,0.19
2.411,9.548,0.711,1.135,9.735,0.348,1.267,-0.359,0.471,-0.053,-1.248,0.087,31,-0.8,-26.9,26,112.8,-83.5,-71.1,3,999.9,60.51,,,,NaN,,,,,0 / 0,618535,2018-08-27 12:54:35:409,0.19
1.518,9.077,1.212,1.361,9.703,0.408,0.354,-0.567,0.864,0.221,0.022,-0.042,31,1.7,-27.5,28,118.6,-81.8,-72.5,3,999.9,58.56,,,,NaN,,,,,0 / 0,618635,2018-08-27 12:54:35:509,0.19
0.893,8.753,0.666,1.415,9.701,0.247,-0.476,-0.967,0.388,0.139,-0.048,0.27,30,0.2,-26.3,29,112,-81.9,-76.6,3,999.9,58.56,,,,NaN,,,,,0 / 0,618736,2018-08-27 12:54:35:610,0.19
