ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y ,GRAVITY Z ,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z ,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y ,MAGNETIC FIELD Z ,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,OUT,,,,,,,,
-0.9278,8.8573,2.3571,-0.8539,9.5151,2.2147,-0.0739,-0.6577,0.1424,0.0863,-0.3856,-0.2866,13,37.3,-11.9,-4.7,289.73,-74.77,17.4,0,999.61,62.484,4.5,,,,,,,,
-0.8428,9.7659,2.6205,-0.6492,9.3859,2.7666,-0.1936,0.3801,-0.1462,-0.0085,0.1172,-0.0277,8,38,-12.3,-5.3,284.83,-73.16,13.21,0,999.63,63.119,4.5,,,,,,,,
-1.4353,9.8701,2.2134,-0.7019,9.3759,2.7876,-0.7334,0.4942,-0.5741,0.0863,0,-0.3047,9,38.5,-12.6,-5.1,286.27,-74.95,14.39,0,999.64,60.924,4.5,,,,,,,,
-0.9457,8.6443,1.9166,-0.8214,9.3757,2.7553,-0.1243,-0.7314,-0.8388,0.2216,-0.441,-0.0565,8,38.7,-12.7,-4.9,283.82,-71.95,13.19,0,999.63,60.844,4.5,,,,,,,,
-1.0654,9.4739,2.1536,-1.0789,9.4018,2.5713,-0.1493,0.1463,0.7889,-0.0117,0.1736,0.1406,8,38.7,-12.5,-3.9,292.97,-73.48,22.76,0,999.6,61.196,4.5,,,,,,,,
-0.674,9.7935,3.146,-0.827,9.4305,2.5595,0.153,0.3629,0.5865,0.0724,-0.2972,0.0117,7,38.3,-12.4,-2.5,287.41,-73.92,20.02,0,999.58,64.362,4.5,,,,,,,,
-0.7326,9.3134,2.1524,-1.1931,9.5427,1.9194,0.4605,-0.2292,0.233,0.3153,0.1023,-0.2184,8,37.4,-12,-1.9,292.04,-75.81,23.9,0,999.6,61.166,4.5,,,,,,,,
-1.6101,9.6486,1.5383,-1.2907,9.5574,1.7779,-0.3194,0.0913,-0.2396,-0.1214,-0.0032,-0.0128,7,36.4,-11.3,-1.7,305.2,-77.05,35.98,0,999.62,61.147,4.5,,,,,,,,
-0.5614,9.9264,2.3882,-1.0919,9.5185,2.092,0.5304,0.4079,0.2963,-0.3036,0.3206,0.0011,7,35.6,-10.8,-1.9,296.19,-76.08,27.56,0,999.63,61.853,4.5,,,,,,,,
-1.5131,9.0692,2.6971,-1.1637,9.2706,2.9786,-0.3495,-0.2013,-0.2816,-0.1672,0.3015,0.1609,6,34.7,-10.1,-2.6,293,-72.48,23.8,0,999.62,64.378,4.5,,,,,,,,
-1.8866,8.8909,3.2956,-1.6083,9.0688,3.3675,-0.2783,-0.178,-0.0719,0.0085,0.1971,-0.0437,11,34.4,-9.1,-3.3,289.68,-68.35,21.61,0,999.6,62.959,4.5,,,,,,,,
-0.9708,8.6646,2.46,-1.0016,9.3608,2.7462,-0.4744,-0.1527,-0.1318,0.1087,-0.2525,0.1342,6,34.4,-8.4,-4.4,291.95,-72.66,20.04,0,999.61,62.459,4.5,,,,,,,,
0.1305,9.5349,1.1241,-0.4395,9.7377,1.0739,0.57,-0.2028,0.0502,0.1641,0.1193,0.0884,8,34.4,-8.8,-5.9,306,-80.11,28.5,0,999.59,64.995,4.5,,,,,,,,
-0.425,9.5732,2.3942,-0.2835,9.651,1.717,-0.1415,-0.0778,0.6772,0.0362,-0.0511,-0.0202,7,33.6,-10.6,-8,292.05,-81.39,11.57,0,999.62,64.393,4.5,,,,,,,,
-0.9697,9.9898,2.6635,-0.5399,9.5555,2.1381,-0.4298,0.4343,0.5254,-0.0671,0.2269,0.1949,7,33.8,-11.1,-8.4,293.05,-77,14.17,0,999.62,64.065,4.5,,,,,,,,
-0.9852,10.0054,-0.1832,-0.5849,9.6772,1.4764,-0.4003,0.3282,-1.6596,0.081,-0.1747,0.1566,8,33.7,-12.1,-9,295.23,-79.08,14.21,0,999.62,61.824,4.5,,,,,,,,
-1.3288,9.669,1.9573,-0.7245,9.6998,1.2485,-0.6043,-0.0308,0.7088,-0.2152,-0.0937,-0.0256,8,33.9,-12.4,-10.2,313.11,-82.85,28.71,0,999.62,64.493,4.5,,,,,,,,
-1.2785,9.906,1.9692,-0.8112,9.6085,1.7858,-0.4673,0.2975,0.1834,-0.1012,-0.1641,0.1704,9,34.1,-12.4,-13.9,313.48,-78.46,24.43,0,999.62,61.241,4.5,,,,,,,,
-0.8966,9.8114,2.4026,-0.6284,9.5514,2.132,-0.2682,0.26,0.2706,0.196,0.6487,0.0032,8,34.3,-13.3,-16.5,304.14,-77.29,13.28,0,999.63,62.384,4.5,,,,,,,,
-0.1856,8.9627,2.4517,-0.3176,9.5286,2.2967,0.132,-0.5659,0.1549,0.0703,0.2951,0.3206,8,35.1,-15.3,-13.5,295.99,-77.08,10.93,0,999.65,64.022,4.5,,,,,,,,
0.1496,8.8382,4.5262,-0.3054,8.8948,4.1182,-0.0304,0.9169,-0.5196,0.2301,-0.1502,-0.0916,14,-30.8,-18.9,8,119.73,-65.1,4.24,0,999.58,46.842,4.5,,,,,,,,
-0.583,8.7879,3.9277,-0.2676,9.0134,3.8546,0.0197,0.2762,-1.2462,-0.1736,-0.2077,-0.0288,12,-31.3,-18.3,7.6,118.37,-66.8,3.97,0,999.57,53.75,4.5,,,,,,,,
-0.8116,8.9878,2.0231,-0.4735,9.2586,3.1974,-0.2379,-0.1859,-1.395,-0.1619,1.0301,0.1033,13,-30.8,-18.2,7,119.48,-70.76,8.42,0,999.58,65.467,4.5,,,,,,,,
-0.9685,8.8346,3.7002,-0.5806,9.0425,3.7505,-0.2724,-0.1709,-0.74,0.2322,0.1438,0.327,24,-30.5,-17.8,5.4,118.61,-67.23,8.8,0,999.59,64.031,4.5,,,,,,,,
-0.4477,9.2093,3.6416,0.024,9.0589,3.7558,-0.3905,0.1503,-0.1136,-0.0479,-0.0277,-0.0011,21,-30.6,-16.3,4,107.26,-67.48,-0.37,0,999.58,61.943,4.5,,,,,,,,
-0.3759,9.4679,4.0833,-0.0659,9.3404,2.9871,-0.0662,0.2997,0.8614,0.4858,-0.0394,-0.1662,17,-30.5,-15.8,3.4,105.61,-72.26,1.26,0,999.57,59.642,4.5,,,,,,,,
-0.6871,9.7683,1.3563,-0.3823,9.56,2.1516,0.255,-0.5255,-0.8656,-0.2067,0.1119,0.0266,10,-30.5,-15.4,3.4,111.35,-77.12,10.07,0,999.58,62.177,4.5,,,,,,,,
0.0048,9.5636,2.0411,-0.3966,9.4467,2.6024,0.0687,-0.3454,-0.0248,-0.2152,-0.2312,-0.0852,10,-30.2,-15.5,5,114.45,-74.43,8.66,0,999.59,63.702,4.5,,,,,,,,
-1.0534,8.7867,4.2557,-0.6405,9.2496,3.1946,0.1251,0.0126,0.5787,-0.2482,0.1736,0.0756,11,-29.9,-16.3,6.1,119.37,-72.54,11.09,0,999.59,62.173,4.5,,,,,,,,
-1.3635,9.5074,3.3483,-1.243,9.1897,3.1897,-0.9075,1.2795,-0.3088,0.1609,-0.0043,0.1822,11,-29.8,-17.7,6.6,130.05,-68.64,19.16,0,999.6,62.276,4.5,,,,,,,,
-0.7949,9.8222,1.5107,-0.5182,9.5978,1.9454,-0.1213,-0.3216,-0.0616,0.1641,0.3143,-0.0128,10,-30.2,-18.8,6.4,120.25,-77.33,12.68,0,999.61,65.319,4.5,,,,,,,,
-0.1568,8.9986,3.3459,-0.8347,9.2664,3.0994,0.7102,-0.3102,0.9064,-0.2376,-0.0415,-0.0085,17,-31.4,-19.4,5.7,123.74,-72.9,15.26,0,999.63,67.496,4.5,,,,,,,,
-1.0092,9.0764,2.6384,-0.9168,9.3164,2.9214,-0.4602,-0.1388,-0.7389,0.1417,-0.0447,-0.082,17,-32.7,-20,4.4,120.21,-71.02,14.56,0,999.63,63.426,4.5,,,,,,,,
-1.9178,9.9359,1.0558,-1.183,9.3732,2.6295,-0.8135,-0.3927,-0.3565,0.1683,-0.0735,-0.2429,19,-33.8,-20.2,4.3,122.06,-71.98,17.53,0,999.63,65.294,4.5,,,,,,,,
-0.7542,9.2775,2.7138,-0.5939,9.4522,2.5443,0.3381,-0.735,0.5065,-0.1886,0.032,0.1364,28,-33.9,-20.6,4.3,122.47,-75.38,18.94,0,999.64,64.743,4.5,,,,,,,,
-1.6113,9.3374,2.3128,-1.2563,9.3505,2.6757,-0.0868,-0.2947,-0.279,0.0011,-0.0053,0.0383,27,-33.7,-20.4,4.1,128.24,-72.49,24.69,0,999.65,66.488,4.5,,,,,,,,
-1.3958,8.5521,3.5554,-1.0325,9.4896,2.2476,0.0372,-0.0104,-0.2862,0.0948,0.0298,-0.0724,28,-33,-20,4,126.5,-74.09,22.85,0,999.64,69.816,4.5,,,,,,,,
-0.2143,8.7544,1.5969,-0.7168,9.5542,2.0911,0.0875,-0.2901,-0.3038,0.0959,-0.604,0.2226,20,-32,-19,4.3,128.4,-76.09,25.61,0,999.62,71.333,4.5,,,,,,,,
-2.0494,10.2137,2.4529,-0.8056,9.4716,2.4103,-0.4648,-0.2139,-0.6362,0.1427,0.4378,-0.5763,14,-30.7,-17.5,7.4,115.6,-74.99,6.28,0,999.61,67.192,4.5,,,,,,,,
-1.8651,9.1578,3.5219,-1.3183,9.4054,2.4435,-0.7577,0.8112,-0.9281,-0.1332,0.6466,0.0341,16,-29.7,-17.9,6.9,136.28,-73.97,27.76,0,999.63,66.032,4.5,,,,,,,,
-1.7358,8.0852,2.7222,-1.7608,9.341,2.4117,-1.2252,1.6427,-0.2823,-0.2312,0.0724,0.1342,24,-29.1,-17.6,7.2,141.88,-74.17,33.46,0,999.62,64.481,4.5,,,,,,,,
-2.8563,9.9096,1.7406,-1.8974,9.2307,2.7136,-0.6732,-0.082,0.3385,0.3185,-0.2461,0.392,29,-29.2,-19.5,1.7,136.21,-70.27,34.96,0,999.61,69.285,4.5,,,,,,,,
-1.4664,8.9399,3.1173,-1.0573,9.4125,2.541,0.6148,-0.5121,-0.3274,-0.326,-0.4431,-0.3015,24,-30.1,-18.3,2.3,123.59,-73.7,22.59,0,999.61,74.215,4.5,,,,,,,,
-1.4126,9.7049,1.5862,-1.7366,8.9792,3.5396,-0.002,0.3274,-0.51,-0.2109,0.4069,0.049,23,-30.5,-19.1,0.7,127.81,-66.29,26.13,0,999.63,68.633,4.5,,,,,,,,
-0.8296,9.1866,1.8076,-1.3904,9.1711,3.1824,0.4325,-1.066,1.0033,0.1566,0.6466,0.1406,21,-31.3,-20.2,0.6,124.91,-69.26,23.6,0,999.66,61.698,4.5,,,,,,,,
-1.5826,8.9004,2.5103,-1.4814,9.2648,2.853,0.0883,-0.3487,0.0617,-0.0053,0.0479,0.0511,22,-31.9,-20.4,2,128.89,-70.86,27.44,0,999.68,68.625,4.5,,,,,,,,
-1.913,9.2512,4.7561,-1.5743,9.2931,2.7072,-0.3113,-0.0143,1.9711,-0.0746,-0.7649,0.0682,19,-31.8,-21.2,3.2,133.02,-71.38,30.18,0,999.66,69.624,4.5,,,,,,,,
-0.595,9.493,2.8695,-1.2092,9.2489,3.0274,1.5453,-0.7393,-1.0864,0.2834,-0.5262,-0.3356,12,-31.1,-21.2,7.1,132.45,-70.58,21.77,0,999.63,69.43,4.5,,,,,,,,
-2.0219,9.2344,2.8108,-1.4782,9.3378,2.6059,0.1658,-0.3025,-0.0047,-0.0298,-0.0011,0.2248,11,-29.6,-21.5,10.9,145.1,-72.21,29.56,0,999.64,73.052,4.5,,,,,,,,
-1.2282,8.2468,5.6886,-1.258,9.0661,3.5205,-0.6707,0.5461,-0.4477,0.0863,0.2067,0.017,24,-30.5,-20.6,6.7,132.14,-67.59,19.66,0,999.63,67.253,4.5,,,,,,,,
-1.2474,9.0297,3.1161,-1.2976,9.2176,3.0859,0.3748,-0.1692,0.0508,0.1949,-0.0629,-0.0863,24,-31.3,-19.6,1,123.96,-70.04,22.81,0,999.63,61.387,4.5,,,,,,,,
-1.0786,9.4332,2.7928,-1.2645,9.3194,2.7785,0.3679,0.1688,0.0772,-0.0224,-0.1395,-0.0426,25,-33.7,-20.8,0.8,124.25,-71.86,24.47,0,999.63,63.361,4.5,,,,,,,,
-0.8416,9.0561,2.8335,-1.2217,9.3043,2.8475,0.2882,-0.2451,-0.0617,0.0767,0.4133,0.1939,25,-32.2,-20.5,0.6,123.44,-71.58,23.22,0,999.63,61.461,4.5,,,,,,,,
-4.0866,7.0224,4.8394,-1.1162,7.5084,6.2088,-0.5646,-1.0468,1.8584,0.7796,-1.2072,-0.4954,3165,-20.45,-6.34,-30,84.36,-47.95,40.18,5,51.837,19.29993,4.6,,,,,,,,
1.8515,7.6342,2.315,3.9995,4.2761,7.867,-1.5261,-1.6104,-2.4245,0.3425,0.1166,-0.3744,6454,-41.45,6.91,-4.62,72.38,-23.78,-13.57,5,50.738,19.29993,4.6,,,,,,,,
2.1427,5.9047,6.853,3.1903,4.8091,7.9287,-1.5438,0.8406,-1.7197,0.4061,0.8044,0.0603,5895,-42.89,9.84,-2.93,65.16,-29.37,-21.92,5,53.814,19.29993,4.6,,,,,,,,
-0.5439,6.4096,7.0889,0.8875,5.4572,8.0995,-1.3164,0.8715,-0.5429,-0.1214,0.6176,0.1394,6480,-45.45,6.91,-11.25,71.43,-33.81,-6.25,5,49.789,19.29998,4.6,,,,,,,,
1.9959,5.5348,3.2493,1.6515,5.8766,7.6752,-1.3883,-0.0204,-1.5021,-0.099,0.3141,0.9423,6004,-45.83,16.84,-16.25,57.25,-36.72,-9.33,5,53.88,19.29998,4.6,,,,,,,,
-1.121,6.2053,8.0383,-0.1756,5.2114,8.3055,-0.4761,1.2857,0.6234,0.187,0.4208,-0.3158,5937,-44.77,21.97,-21.25,54.52,-30.15,-3.75,5,52.509,19.299988,4.6,,,,,,,,
-1.8742,6.1828,6.5004,-1.5334,5.7519,7.7932,-0.7572,0.1368,-1.0212,0.0448,-0.0413,-0.1913,5271,-37.39,19.03,-32.87,54.25,-35.74,10.39,5,49.522,19.299988,4.6,,,,,,,,
-1.0022,6.5871,7.6687,-0.9724,6.1138,7.6057,0.0012,0.5005,-0.0637,0.1627,0.0688,0.1911,5329,-32.64,19.41,-34.12,48.85,-36.28,7.8,5,49.951,19.3,4.6,,,,,,,,
1.0426,5.6874,6.0265,-0.1988,6.6121,7.2395,0.9329,-0.7662,-1.0002,-0.2993,0.3187,0.199,4751,-30.02,17.16,-34.93,41.01,-42.4,1.57,5,52.627,19.3,4.6,,,,,,,,
-0.8693,6.8,7.4297,0.1784,6.3182,7.4979,-0.3724,0.4471,0.1006,0.2994,0.0322,0.0019,5779,-33.7,16.09,-32.43,45.08,-38.38,-1.61,5,49.532,19.300026,4.6,,,,,,,,
0.741,7.166,4.9485,-1.1348,7.2243,6.5339,0.7534,0.1955,-1.0021,-0.09,-0.3439,-0.5885,4526,-24.14,9.84,-36.62,40.44,-47.72,5.57,5,49.356,19.300026,4.6,,,,,,,,
-2.7865,7.4403,5.8171,-1.6974,7.0908,6.5582,-0.926,0.3715,-0.7129,-0.0594,0.098,0.3172,4862,-27.08,6.84,-33.69,55.59,-46.31,14.51,5,49.446,19.30004,4.6,,,,,,,,
0.3871,7.4554,7.6213,-0.9201,6.8415,6.9654,-0.1713,0.378,0.1877,-0.2574,-0.0992,0.1016,4958,-27.45,10.53,-34.93,46.63,-44.24,7.53,5,48.373,19.30004,4.6,,,,,,,,
-0.2589,6.7854,7.1818,-0.8749,6.431,7.3517,-0.4168,0.2838,-0.4212,0.0127,-0.075,0.1807,6044,-28.2,13.09,-34.93,46.38,-40.98,6.79,5,48.833,19.300032,4.6,,,,,,,,
-2.0622,6.7849,6.4599,-1.8204,6.4473,7.1617,0.0717,0.7865,-0.3236,-0.3265,1.119,0.0106,5586,-19.39,14.22,-37,41.56,-41.1,14.26,5,50.636,19.300032,4.6,,,,,,,,
0.6635,6.2568,7.266,-0.0652,6.9789,6.8892,-0.0562,-0.0103,-1.2591,-0.4812,-0.2015,0.131,5522,-24.89,13.47,-33.62,37.37,-45.37,0.54,5,51.877,19.300026,4.6,,,,,,,,
0.4289,4.5316,7.2818,-0.0253,5.0424,8.4109,-0.9897,0.0217,0.3311,-0.6313,0.0952,-0.2374,7616,-24.52,17.91,-30.31,37.98,-35.38,0.03,5,50.486,19.300026,4.6,,,,,,,,
-1.0468,6.8204,6.8532,1.108,5.1129,8.2947,0.3164,0.307,0.7164,0.1662,0.7499,-0.3015,8389,-26.39,14.97,-26.06,38.54,-31.42,-7.61,5,50.201,19.30002,4.6,,,,,,,,
-1.9088,6.1444,7.005,-1.6584,6.162,7.4465,-0.8068,-0.4545,1.0828,1.1636,-1.5683,0.1606,6073,-17.52,10.53,-34.43,42.8,-38.93,12.56,5,51.497,19.30002,4.6,,,,,,,,
-1.9038,7.4222,4.9844,-1.5713,7.198,6.4723,-0.2935,0.1055,0.2245,0.5954,0.0376,0.3073,4313,-16.08,7.22,-32.75,42.29,-42.77,12.06,5,46.476,19.30002,4.6,,,,,,,,
-0.2066,8.2594,4.4739,-0.4317,8.414,5.0187,-0.3685,-0.4301,-0.72,0.7055,-1.0715,0.228,3663,-20.52,0.22,-33.62,40.9,-59.09,4.92,5,54.932,19.30002,4.6,,,,,,,,
0.317,7.3416,5.7387,0.9722,7.2724,6.5068,-0.3913,0.4979,-0.5388,-0.3325,-2.8594,-1.1633,5757,-26.39,3.16,-28.12,48.82,-48.49,0.28,5,58.118,19.30002,4.6,,,,,,,,
0.3218,7.3715,6.6885,-0.3431,7.5731,6.221,0.1164,-0.1631,0.2762,-0.2727,0.3828,0.1262,4503,-18.27,5.41,-31.06,35.95,-50.22,2.23,5,54.515,19.30002,4.6,,,,,,,,
-1.1633,7.4243,5.8603,-1.23,7.7162,5.926,-0.04,0.0131,0.4468,0.1192,0.2331,-0.3328,4181,-17.52,3.53,-31.94,44.86,-51.89,11.73,5,52.171,19.30002,4.6,,,,,,,,
-1.9501,6.8836,6.6094,-2.1774,7.071,6.4366,0.0596,0.2025,0.0383,-0.4829,0.4348,-0.115,4493,-14.58,5.41,-32.31,48.22,-46.14,18.69,5,52.768,19.30002,4.6,,,,,,,,
-2.7151,7.1169,7.2802,-1.8652,6.9395,6.6735,-1.022,0.4212,-0.4686,-0.3368,-0.3042,0.0934,5609,-19.02,5.41,-32.31,53.83,-45.93,19.04,5,48.837,19.30002,4.6,,,,,,,,
-2.514,6.6731,6.9638,-2.3208,7.0451,6.4148,0.2958,-0.1484,-0.2663,0.0694,0.4044,0.3747,4682,-9.83,9.03,-32.75,38.1,-45.58,19.57,5,43.93,19.30002,4.6,,,,,,,,
-1.7156,7.7233,5.3503,-1.699,7.6672,5.8735,-0.4019,-0.2125,0.5092,0.4347,-0.1328,0.1648,4168,-11.64,5.03,-33.56,38.85,-51.43,16.13,5,52.843,19.30002,4.6,,,,,,,,
-1.3072,8.3988,3.6584,-1.8447,8.522,4.488,0.8472,0.0459,-0.6438,0.2236,0.4577,-0.235,2998,-12.77,0.22,-32.31,48.47,-60.34,22.34,5,52.262,19.30002,4.6,,,,,,,,
-1.3796,8.7233,3.8329,-1.9616,8.5191,4.4438,0.2289,0.4283,0.2415,0.1597,0.0383,0.2257,3022,-14.27,1.34,-32.68,50.15,-59.56,23.61,5,54.21,19.300013,4.6,,,,,,,,
-1.5283,8.4584,4.5359,-1.1977,8.5957,4.5662,-0.3788,-0.3247,0.5293,0.2643,0.0583,0.1155,3196,-16.08,1.72,-32.68,43.21,-61.22,14.7,5,48.405,19.300013,4.6,,,,,,,,
-1.8751,8.6605,4.9132,-1.0502,9.0612,3.6002,0.2304,0.2541,-0.7285,0.4208,0.3532,0.086,2659,-15.33,-0.53,-32.31,44.08,-67.52,16.26,5,47.605,19.300007,4.6,,,,,,,,
-1.0494,6.1866,6.5674,-1.3392,6.7382,6.9981,0.1401,-0.2782,0.0433,-0.3218,0.3488,0.348,1827,29.17,14.97,-27.19,329.82,-43.92,16.61,2,48.307,19.299969,4.6,,,,,,,,
-3.5443,8.9207,9.3756,-1.3345,4.9748,8.3451,0.2421,0.5131,0.2656,-1.0501,0.9434,0.7915,6138,36.48,17.59,-18,309.84,-33.75,8.01,2,51.385,19.299969,4.6,,,,,,,,
1.9969,6.5259,5.5064,3.5426,6.119,6.7955,-1.1323,0.0442,1.9988,1.0141,0.6416,0.4573,2511,26.61,-5.97,-30.93,276.96,-38.61,-27.53,2,47.033,19.299969,4.6,,,,,,,,
1.5892,7.0151,6.5622,1.9074,7.4041,6.141,-0.3878,-0.1737,0.1282,-0.0656,-0.034,-0.024,3281,37.23,-19.91,-7.62,247.35,-48.32,-17.15,2,56.077,19.299969,4.6,,,,,,,,
2.0928,7.3372,5.9969,2.0539,7.09,6.4563,0.4121,0.2616,0.0679,0.0025,0.188,-0.0071,3497,36.11,-20.66,-7.62,244.9,-46.67,-18.46,2,58.717,19.29998,4.6,,,,,,,,
1.9815,7.9084,5.1036,1.8944,7.3771,6.1773,-0.2744,0.0285,0.0955,0.1231,0.1212,0.0931,3721,35.05,-21.78,-6.31,243.06,-48.79,-17.05,2,56.534,19.299976,4.6,,,,,,,,
-0.0732,6.9228,6.6348,0.0737,7.0154,6.852,-0.1033,-0.0732,-0.4388,-0.2407,1.1008,0.0195,5673,38.36,-20.66,-1.75,246.28,-46.86,-7.77,2,52.308,19.299976,4.6,,,,,,,,
-1.1059,7.4324,5.9297,-0.9116,7.832,5.8309,-0.3252,-0.3519,0.7451,0.5645,0.4652,0.0759,5281,37.98,-15.91,5.75,255.88,-53,8.89,2,46.498,19.299976,4.6,,,,,,,,
-1.6523,7.9735,4.8825,-1.5985,8.2442,5.0644,-0.0813,-0.1904,-0.4661,0.0652,0.1245,-0.1162,4262,38.73,-13.34,7.88,264.83,-57.21,17.52,2,46.651,19.299976,4.6,,,,,,,,
-2.4488,8.83,3.5661,-1.8716,8.3463,4.7966,0.0178,0.4016,-0.2686,0.1109,0.157,-0.0878,4185,39.8,-12.22,10.82,265.7,-57.79,19.68,2,47.419,19.299973,4.6,,,,,,,,
-1.4799,7.8997,4.9417,-1.674,8.2433,5.0414,0.1541,-0.2908,-0.0839,0.0122,0.2122,-0.0018,4274,40.17,-13.66,7.06,265.46,-58.03,16.94,2,48.362,19.299973,4.6,,,,,,,,
-3.1038,7.748,5.2879,-2.6966,7.8558,5.2138,-0.2164,-0.0828,0.0212,-0.0844,0.174,-0.0896,4805,36.48,-11.47,12.07,267.14,-53.23,27.35,2,51.152,19.299973,4.6,,,,,,,,
-1.371,7.7768,4.9498,-1.6689,7.8382,5.6523,0.1529,0.0966,-0.2473,-0.0564,-0.8401,-0.133,4683,36.48,-11.47,6.25,267.28,-54.09,18.69,2,51.73,19.299965,4.6,,,,,,,,
-0.8811,8.5636,6.2998,-1.1258,7.7189,5.9431,1.0496,0.8035,2.0202,0.4101,-0.2818,-0.139,4998,36.48,-15.16,3.75,258.92,-51.92,10.73,2,52.505,19.299952,4.6,,,,,,,,
-3.294,7.8437,4.4961,-1.9915,8.2443,4.923,-1.0367,1.0128,-1.2785,0.319,-0.1295,-0.2612,3662,38.73,-9.28,2.06,279.03,-57.21,22.02,2,53.485,19.299952,4.6,,,,,,,,
0.0712,6.8855,4.6571,-0.5166,7.2578,6.5748,-0.5436,-0.0431,-0.2514,0.0946,-0.0836,0.7314,4987,35.8,-13.34,-0.43,263.34,-46.35,10.72,2,53.48,19.299952,4.6,,,,,,,,
0.0419,7.7113,5.3589,0.9367,7.6483,6.066,-0.8231,-0.1582,-0.0091,0.3597,-0.3786,-0.0975,2889,34.3,-15.16,-8.75,259.48,-51.25,-8.78,2,51.102,19.299942,4.6,,,,,,,,
0.6048,5.6855,8.1073,1.0915,6.5954,7.1749,0.9587,1.0212,-2.1644,-1.2969,1.4161,0.5765,3556,31.36,-12.22,-12.93,264.09,-42.26,-8.65,2,53.86,19.299942,4.6,,,,,,,,
-0.2151,5.6909,6.807,-1.2187,6.0875,7.5913,1.1932,-0.4607,-0.2659,0.9401,0.4296,-0.1957,6018,34.67,-4.16,-12.93,274.84,-29.07,0.45,2,53.707,19.29993,4.6,,,,,,,,
-2.86,7.5933,5.1769,-1.9193,7.4378,6.0963,-1.0035,0.0732,-0.6222,1.018,-0.4796,-0.6404,3134,36.17,-3.41,-5.44,283.33,-44.3,15.43,2,49.579,19.29993,4.6,,,,,,,,
-0.6198,7.7558,5.0673,-1.6891,7.6323,5.9216,1.2676,0.2106,-0.0067,0.1968,-0.556,-0.556,1750,34.3,-1.22,-11.62,298.5,-51.39,16.39,2,49.807,19.29993,4.6,,,,,,,,
-2.0257,7.2656,4.3883,-1.7761,7.4492,6.1258,5.00E-04,0.0648,0.4348,0.3785,-1.9156,-1.5473,2049,29.55,7.66,-20.43,319.63,-50.4,17.31,2,54.534,19.29993,4.6,,,,,,,,
-4.0097,6.5832,6.9449,-2.9234,6.5082,6.7281,-1.3789,-0.0574,0.4858,0.6532,0.232,-0.0774,3284,16.67,17.91,-27.5,352,-41.58,23.49,2,53.777,19.29993,4.6,,,,,,,,
0.8803,7.6563,5.6262,0.9804,7.9228,5.6955,0.4234,0.1488,0.0378,-0.0413,0.146,0.0401,4561,13.36,-32.47,18.44,195.59,-53.89,-9.77,5,59.76,19.299948,4.6,,,,,,,,
-2.4495,8.0542,5.9296,-1.0195,7.9864,5.599,-0.2299,-1.2779,0.5726,0.0592,-0.8331,-1.9042,4658,28.42,-24.03,10.5,229.96,-54.26,-1.04,5,58.484,19.29998,4.6,,,,,,,,
-1.8309,9.7547,2.1672,-1.7321,8.8242,3.912,-0.1499,-2.4519,-0.1898,0.9227,-0.4665,-0.7148,1320,37.98,-11.16,5.07,277.64,-64.13,23.88,5,55.542,19.29998,4.6,,,,,,,,
0.1187,10.2733,2.112,-0.037,9.7328,1.2009,0.5402,0.6499,-1.0157,-0.3181,-0.9376,0.319,1059,37.61,-14.09,3,284.79,-84.68,21.26,5,56.163,19.299969,4.6,,,,,,,,
-1.1005,9.1449,0.9245,-0.3018,9.7401,1.1003,-0.6742,-0.1256,-0.3645,-0.0438,-0.1129,-0.2721,1178,37.23,-11.53,-10.31,298.45,-83.32,15.34,5,57.807,19.299969,4.6,,,,,,,,
-3.29,8.5649,-0.0786,-2.4913,9.4694,-0.5427,0.0543,-0.2516,-0.8522,0.1338,0.8887,-0.5554,948,40.92,-7.47,-3.62,12.17,-80.66,96.11,5,50.324,19.299952,4.6,,,,,,,,
-2.4585,8.45,-2.0188,-3.1209,9.0069,-2.3036,-0.3097,-1.0384,-0.1581,0.4059,-0.1125,0.2191,877,42.05,-0.47,12.25,16.89,-67.01,121.56,5,60.461,19.299952,4.6,,,,,,,,
-1.723,9.6718,-0.3392,-0.6606,9.6207,-1.7824,0.4097,0.7026,0.583,-0.0421,-1.205,0.5393,773,40.92,-12.22,-3.25,72.97,-77.69,154.93,5,65.931,19.299952,4.6,,,,,,,,
-1.1206,9.4794,-2.169,0.3402,9.6121,-1.9137,-0.7006,-0.4482,-0.1168,-0.3483,0.106,-0.0626,765,35.05,-20.72,-11.56,123.9,-78.57,-169.92,5,61.143,19.299952,4.6,,,,,,,,
-1.1686,8.8461,-1.3409,-0.8853,9.5919,-1.8393,-0.6839,-0.4291,0.1855,0.0139,0.6493,-0.6119,760,39.11,-14.84,-6.12,77.84,-77.99,154.3,5,49.564,19.299942,4.6,,,,,,,,
-0.4737,9.4791,-2.0542,-1.3787,9.5407,-1.8014,1.0658,0.4668,0.1735,0.1561,0.3192,-0.2579,745,42.8,-8.91,6,47.47,-76.63,142.57,5,51.555,19.299942,4.6,,,,,,,,
