ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y ,GRAVITY Z ,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z ,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y ,MAGNETIC FIELD Z ,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,OUT,,,,,,,,
5.7039,4.8429,8.1328,4.5252,6.6337,5.6291,2.2458,-1.1053,-2.1158,-0.92,-0.2338,-0.1008,32764.998,31.48,-18.63,-14.16,238.74,-45.1,-39.89,2,55.897,19.30008,2.5,,,,,,,,
5.9281,2.666,9.4538,6.8487,3.0443,6.3244,-1.0492,-0.4115,2.6337,0.753,0.114,0.6892,9948,23.4,-4.84,-31.33,268.71,-26.4,-46.35,2,58.23,19.30008,2.5,,,,,,,,
5.9765,3.8567,6.05,6.6649,3.0533,6.5136,-1.7443,0.4077,0.2675,0.4514,0.3598,0.6235,10270,24.03,-14.76,-25.96,248.49,-18.14,-45.66,2,48.258,19.30008,2.5,,,,,,,,
5.7425,3.7327,5.9704,5.0742,3.4075,7.6689,0.4658,-0.9392,-0.7888,0.3012,0.6406,5.00E-04,32764.998,25.39,-19.88,-16.3,237.49,-20.33,-33.49,2,48.001,19.30008,2.5,,,,,,,,
6.2684,3.7819,8.0159,5.9769,3.554,6.915,-1.06,1.0271,-0.4423,-0.3086,-0.7455,0.0558,32764.998,24.34,-17.13,-19.94,243.78,-21.65,-37.7,2,57.006,19.300076,2.5,,,,,,,,
5.1869,3.2887,10.4949,5.4032,2.1157,7.9056,-1.6216,0.9888,1.3685,-0.1434,0.4612,0.6688,32764.998,21.02,-16.73,-22.15,242.88,-12.46,-34.35,2,48.205,19.300076,2.5,,,,,,,,
6.7354,4.4342,5.6724,5.0044,5.0386,6.7631,2.2268,-0.8826,-2.1552,0.5275,0.2822,0.1424,32764.998,18.31,-26.23,-11.21,220.81,-27.62,-38.51,2,42.516,19.300074,2.5,,,,,,,,
4.5314,5.1264,5.7639,5.25,4.6392,6.8619,-0.8483,0.9284,-0.3816,-0.4038,-0.1011,-0.5344,32764.998,16.91,-24.34,-28.99,243.49,-27.71,-38.66,2,48.177,19.300074,2.5,,,,,,,,
3.6623,4.2379,6.5143,4.5817,5.4166,6.7705,-0.1929,-1.2376,-0.0055,0.5154,0.1794,0.0992,32764.998,24.55,-22.11,-28.66,250.88,-33.53,-34.09,2,60.169,19.300068,2.5,,,,,,,,
3.7608,5.2362,7.0523,2.4704,4.867,8.1474,1.2757,0.211,-0.7842,0.7116,1.2282,1.506,16140,18.48,-29.71,-8.44,218.2,-29.76,-16.87,2,54.206,19.300068,2.5,,,,,,,,
2.9789,5.9421,5.8434,2.6155,5.3273,7.807,0.8027,0.6355,-1.7332,0.2619,0.452,0.143,11765,15.79,-32.97,-1.87,208.23,-32.9,-18.52,2,60.233,19.300062,2.5,,,,,,,,
4.6811,4.9651,6.4961,3.6361,4.7785,7.7534,1.1812,0.3426,-0.8723,-0.1714,-0.7,-0.1242,11450,13.14,-36.17,-3.77,203.36,-30.95,-21.47,2,54.85,19.300062,2.5,,,,,,,,
1.208,4,9.5309,3.2294,4.4667,8.1111,-2.0229,-0.3775,0.6123,-0.0819,-0.4037,0.1577,32764.998,19.36,-32.23,-11.22,218.25,-26.21,-24.12,2,56.197,19.300056,2.5,,,,,,,,
4.8623,4.078,7.7561,3.9523,4.3219,7.8658,0.85,-0.2061,-0.1237,0.6124,-0.1983,1.0951,18176,15.62,-36.45,-8.04,219.32,-24.08,-18.32,2,46.668,19.300056,2.5,,,,,,,,
4.3721,3.2814,9.5217,4.0521,4.1187,7.9238,0.3148,-0.8002,1.4013,0.4905,-0.4708,0.5463,15708,13,-38.24,-7.82,203.07,-25.17,-25.02,2,44.586,19.300056,2.5,,,,,,,,
3.8867,4.3349,8.2604,4.3203,3.5015,8.0774,0.2037,0.9068,0.3306,-0.5329,-0.1227,-0.1158,14967,10.38,-39.15,-8.57,199.01,-23.59,-29.25,2,45.274,19.300056,2.5,,,,,,,,
3.3553,4.3293,8.4349,3.9918,4.6628,7.6481,0.268,0.021,-0.9091,0.56,0.0596,-0.2847,11318,13.16,-40.43,-1.76,198.5,-28.39,-27.56,2,49.766,19.300053,2.5,,,,,,,,
3.4796,4.4948,7.9474,4.2693,4.3544,7.6801,-0.8579,0.3634,-0.8904,-0.4966,-0.0815,0.0334,10379,9.78,-40.99,-2.84,195.12,-26.36,-29.07,2,38.507,19.300053,2.5,,,,,,,,
3.8768,2.5692,10.0046,4.0963,3.7918,8.0631,-0.0681,0.3636,-0.1264,-0.2054,0.0631,0.0499,10314,5.39,-42.02,-3.5,189.39,-23.3,-28.45,2,46.153,19.300053,2.5,,,,,,,,
5.5404,4.1458,6.0171,5.0012,3.945,7.4562,1.3236,-0.0502,-1.1843,0.082,0.1508,-0.4112,8307,-1.36,-41.94,3.86,175.58,-23.72,-33.85,2,49.417,19.300053,2.5,,,,,,,,
3.925,4.6767,7.3315,5.3206,4.6348,6.8104,-0.1591,-0.0227,0.8807,0.3146,-0.5285,-0.1195,8588,3.77,-41.87,3.16,183.35,-25.73,-33.15,2,62.138,19.300053,2.5,,,,,,,,
4.638,5.6521,6.455,4.4196,5.3001,6.9675,0.6973,0.2798,-0.6891,0.4859,0.2521,0.5364,7183,1.56,-40.11,8.85,175.65,-31.55,-31.12,2,54.093,19.300053,2.5,,,,,,,,
4.5864,5.7825,6.5114,4.5623,6.0126,6.2613,-0.0471,0.3598,-0.6399,-0.3401,-0.1542,-0.7663,6302,-1.77,-37.76,13.02,165.84,-33.67,-33.62,2,58.671,19.300049,2.5,,,,,,,,
4.7779,5.6554,6.8991,3.936,5.7412,6.9078,0.1448,-0.0657,-0.3386,-0.3469,-0.1452,0.2282,7547,4.65,-38.24,9.36,181.31,-38.69,-26.81,2,57.236,19.300049,2.5,,,,,,,,
3.6929,4.5091,8.8722,3.5212,5.4477,7.3549,0.0022,-0.3602,1.0036,0.3665,-0.2278,0.4541,9011,3.21,-38.09,4.75,181.31,-32.32,-23.02,2,57.362,19.300043,2.5,,,,,,,,
0.0129,5.1366,8.7607,2.1724,5.4751,7.8406,-0.7399,0.4994,-0.4274,0.1896,0.8987,-0.0766,6908,-4.53,-37.58,9.93,165.08,-37.64,-27.71,2,54.825,19.300043,2.5,,,,,,,,
-0.564,6.7839,9.6817,1.0591,6.4937,7.2719,-0.31,1.2644,-0.7486,1.0982,0.1469,0.2131,5625,-14.6,-38.88,6.97,153.91,-41.47,-8.29,2,56.304,19.300037,2.5,,,,,,,,
1.678,4.6191,8.5064,0.9759,5.1205,8.3065,0.2745,-0.6279,1.3154,0.036,0.1599,0.7086,5758,-24.62,-33.11,2.57,138.22,-31.48,-6.7,2,57.291,19.300037,2.5,,,,,,,,
2.9916,6.4255,10.0117,2.617,6.4037,6.9508,0.1959,1.1412,-0.6052,1.0665,-1.1145,-0.3504,4699,-24.66,-32.71,12.95,134.18,-40.77,-20.63,2,57.405,19.300032,2.5,,,,,,,,
1.5611,5.8589,7.0433,2.3963,6.1664,7.239,-0.2336,0.0153,0.8737,-0.2149,0.1503,0.1271,4605,-23.95,-32.86,14.7,136.53,-40.44,-19.37,2,54.471,19.300032,2.5,,,,,,,,
2.0645,6.1229,7.0035,2.7832,6.0564,7.1934,-0.5924,-0.0339,0.3822,0.3006,0.1404,0.0377,4766,-26.42,-30.65,15.21,132.55,-38.14,-21.15,2,54.712,19.300028,2.5,,,,,,,,
3.478,5.1283,8.0837,2.5688,6.4008,6.9715,0.77,-0.7464,1.0111,0.2801,0.2996,0.6107,4635,-35.55,-22.63,15.62,115.91,-40.75,-20.23,2,59.415,19.300028,2.5,,,,,,,,
3.7464,5.3521,7.502,3.9797,5.362,7.182,-0.12,0.2835,-0.6486,-0.0497,0.0469,0.1452,4470,-41.46,-11.42,15.26,97.29,-33.15,-28.99,2,54.137,19.300028,2.5,,,,,,,,
3.2333,7.0912,7.0177,3.8354,6.3775,6.3866,0.1527,-0.0368,0.8319,0.5827,0.1029,-0.2194,4204,-42.47,-9.44,15.43,93.5,-35.69,-30.97,2,61.069,19.300028,2.5,,,,,,,,
3.029,6.753,7.4752,2.8277,7.0136,6.2437,-0.812,-0.2723,0.2495,0.3709,0.2749,0.547,3498,-47.25,1.71,-0.31,70.38,-45.66,-24.37,2,55.873,19.300028,2.5,,,,,,,,
3.3067,5.9978,7.0435,2.8688,5.989,7.2161,0.2252,0.3285,-0.6041,-0.8665,-0.2451,0.2238,3427,-44.9,2.21,-6.88,69.5,-43.75,-19.55,2,51.558,19.300028,2.5,,,,,,,,
4.8206,5.1299,6.2868,4.5828,4.5082,7.4057,-0.3355,0.7547,-0.6142,-0.2948,-0.3107,-0.1244,4098,-43.93,9.93,1.44,61.96,-26.49,-34.34,2,72.99,19.300024,2.5,,,,,,,,
3.9434,4.8815,4.9889,4.7048,5.7166,6.4308,2.1316,-1.7696,-0.5163,0.2452,-0.0806,0.0335,3329,-42.46,9.06,-6.35,54.68,-34.46,-32.14,2,45.251,19.300024,2.5,,,,,,,,
3.9829,5.6008,7.609,4.5071,4.7738,7.2847,-1.1699,0.5869,0.0551,-0.9147,0.9046,-0.7836,3525,-42.26,-0.58,5.03,73.69,-30.58,-38.68,2,42.332,19.300024,2.5,,,,,,,,
4.958,4.4946,5.7487,4.2908,4.9469,7.2998,1.5074,-0.1929,0.0923,0.0113,0.0387,0.8519,3849,-40.7,1.95,-3.56,67.29,-30.29,-30.45,2,64.066,19.300024,2.5,,,,,,,,
3.6106,6.8083,8.0212,4.2369,4.7042,7.4893,-1.3448,1.3919,0.1431,-0.1857,0.0391,0.2669,3564,-40.5,-0.91,-7.87,68.91,-28.67,-29.5,2,52.613,19.30003,2.5,,,,,,,,
2.2694,4.0203,6.9351,4.0426,4.3574,7.8,-1.6229,-0.1089,-0.9346,0.6539,0.8083,1.376,4305,-37.64,7.11,-15.39,52.05,-27.22,-28.36,2,44.859,19.30003,2.5,,,,,,,,
7.0732,2.0631,6.2426,3.915,4.0549,8.025,2.9557,-1.9323,-0.4417,0.1528,-0.5451,0.0598,5334,-27.64,24.55,-24.23,24.43,-24.09,-22.85,2,46.447,19.30003,2.5,,,,,,,,
3.1135,3.6998,8.2727,4.0167,2.0972,8.697,-0.5297,1.4826,-0.3877,-0.4493,0.0471,-0.6076,5891,-36.6,25.45,-12.02,34.51,-18.12,-27.57,2,50.507,19.30003,2.5,,,,,,,,
2.2853,3.2682,6.7737,3.8577,3.9064,8.1258,-1.0894,-1.9748,0.7982,1.1451,0.9201,1.4115,5272,-33.69,30.19,-24.71,25.29,-23.47,-25.4,2,48.462,19.300035,2.5,,,,,,,,
3.6966,2.3032,9.1386,4.4555,5.283,6.9576,0.4116,-2.8222,1.6091,2.078,0.6737,2.1452,5999,7.43,8.24,-41.48,309.77,-32.6,-32.63,2,71.898,19.300035,2.5,,,,,,,,
5.1968,3.7838,5.4542,5.0267,5.5482,6.3341,0.8513,-2.1502,-0.1798,1.3088,0.4099,0.6703,6819,18.57,-16.56,-31.24,257.82,-29.89,-33.63,2,68.259,19.30004,2.5,,,,,,,,
7.2172,1.4799,7.8958,5.2603,3.7651,7.3705,1.8199,-2.0923,0.772,0.4981,1.1231,1.4956,4833,1.39,-39.96,-4.86,186.9,-27.91,-42.35,2,64.699,19.30004,2.5,,,,,,,,
4.4586,3.6179,9.3267,4.7312,2.7504,8.1377,0.1671,-0.1865,0.6613,-0.1714,0.529,-0.0115,6652,-10.79,-37,-4.93,167.64,-17.55,-29.68,2,54.562,19.300049,2.5,,,,,,,,
5.3262,2.2612,7.4299,5.1999,1.9352,8.0862,0.2938,0.3785,-0.5273,0.4454,-0.4593,0.4072,7545,-13.94,-33.84,-7.28,165.4,-11.38,-32.74,2,54.039,19.300049,2.5,,,,,,,,
6.0944,2.5931,7.0399,5.9545,2.5375,7.3672,-0.0974,-0.5986,1.1704,1.1557,0.0446,-0.1549,6531,-12.28,-33.21,1.31,161.7,-15,-38.95,2,62.125,19.300056,2.5,,,,,,,,
5.1538,3.6032,6.7706,5.6682,3.8572,7.0117,-0.6966,0.2067,-0.9153,0.265,-0.2185,0.3366,6756,-12.26,-32.96,5.17,156.45,-23.89,-37.6,2,59.569,19.300056,2.5,,,,,,,,
4.0127,4.2183,7.342,5.4448,3.2747,7.4701,-0.0692,0.2224,0.3061,0.0185,0.2178,0.0409,7828,-13.7,-31.36,6.56,151.44,-19.51,-36.09,2,52.237,19.300064,2.5,,,,,,,,
4.7983,2.3324,7.2791,4.9398,2.5696,8.0725,1.2766,0.3737,-1.9772,-0.3435,-0.3077,-0.1041,9941,-17.35,-30.15,3.47,149.52,-15.19,-31.46,2,50.553,19.300064,2.5,,,,,,,,
7.6222,0.6814,4.7428,6.7834,2.6582,6.5643,-0.8485,0.7536,1.2035,1.941,-0.6695,0.447,6513,-17.73,-27.19,15.56,136.72,-15.73,-45.94,2,50.648,19.300064,2.5,,,,,,,,
3.2612,4.2702,8.5361,3.2468,4.1535,8.269,0.3285,-1.1697,1.5553,-0.7514,0.1848,-0.9837,9433,-3.66,-36.6,5.43,159.89,-28.96,-31.35,2,69.604,19.300064,2.5,,,,,,,,
0.9098,6.1986,7.8893,2.8078,4.9813,7.967,-2.1717,1.2303,0.4024,-0.0393,0.3203,-0.4813,8565,20.71,-33.85,-1.22,210.32,-29.64,-24.45,2,57.128,19.300068,2.5,,,,,,,,
3.7843,4.6172,11.2125,1.908,6.223,7.3351,0.988,-1.7802,-3.0422,-1.7145,0.0333,-0.2365,7095,18.9,-33.39,7.57,206.08,-39.39,-14.58,2,53.016,19.300068,2.5,,,,,,,,
2.76,3.8192,8.8682,2.847,4.3447,8.3179,-0.0061,-0.4933,0.541,-0.573,-1.1494,-1.8519,11339,35.81,-12.08,-15.41,238.67,-26.34,-18.32,2,43.516,19.300068,2.5,,,,,,,,
1.8543,4.1377,8.5181,3.0692,5.0805,7.8064,-1.5536,-1.0315,1.9466,0.3261,0.4082,0.5561,11051,36.08,-5.89,-19.57,266.76,-31.2,-21.46,2,73.323,19.300068,2.5,,,,,,,,
2.2143,4.936,8.5396,2.744,5.0538,7.9435,-0.6912,-0.1332,0.6308,0.3616,0.5412,1.0335,12711,29.95,-23.51,-6.61,234.07,-31.02,-19.06,2,69.962,19.300074,2.5,,,,,,,,
1.9149,3.4961,9.745,2.6569,4.7471,8.1594,0.67,-0.1603,-1.0439,-0.8954,-0.5175,-0.1774,14159,28.78,-24.11,-5.34,232.96,-30.65,-15.34,2,59.877,19.300074,2.5,,,,,,,,
3.963,2.9006,9.3377,3.0177,3.6016,8.6077,0.8645,-0.8121,0.7934,-0.0915,0.1238,0.3248,14552,24.64,-24.17,-8.67,230.07,-21.55,-19.32,2,53.37,19.300076,2.5,,,,,,,,
5.197,2.7416,8.6201,4.3013,2.8357,8.3444,0.201,0.4082,1.1048,-0.3342,-0.2175,-0.3452,12934,20.7,-21.83,-14.05,231.09,-16.81,-27.27,2,53.45,19.300076,2.5,,,,,,,,
2.57,0.8347,13.8882,2.5373,3.1142,8.9462,-1.8567,-0.113,1.3675,0.6517,0.9532,2.2292,14559,21.7,-22.24,-11.24,231.23,-18.52,-15.83,2,50.519,19.300076,2.5,,,,,,,,
1.1749,3.1839,12.0885,5.1552,1.9707,8.1062,-1.1946,2.5656,1.3086,-1.8325,-0.1908,-0.962,11154,19.25,-22.17,-17.59,233.03,-17.05,-28.09,2,75.586,19.300076,2.5,,,,,,,,
3.9032,4.5365,9.1335,4.6791,4.1305,7.5641,-1.7919,0.6361,-0.1959,0.9897,-0.0925,0.807,10465,19.32,-24.65,-13,225.68,-21.98,-29.09,2,71.872,19.300068,2.5,,,,,,,,
6.2766,3.4039,6.3798,5.4663,4.7219,6.6327,0.9689,-1.1502,-0.592,-0.2238,-0.3466,-0.2676,8410,12.71,-31.81,-5.38,203.65,-28.78,-39.49,2,69.717,19.300068,2.5,,,,,,,,
3.3097,6.2869,7.5042,4.3451,4.9257,7.282,-0.3727,0.8539,0.2604,-0.0273,-0.08,-0.9351,10436,20.4,-23.44,-16.08,232.57,-27.27,-34.27,2,70.017,19.30006,2.5,,,,,,,,
2.2956,5.1544,8.4053,3.8585,5.6844,6.9979,-0.5772,-0.1297,1.8908,0.0902,-0.1079,-0.274,32764.998,24.83,-17.33,-16.29,246.74,-35.43,-28.87,2,45.593,19.30006,2.5,,,,,,,,
3.5871,4.4832,10.8102,4.3196,4.6379,7.4834,-0.5959,-0.1917,2.9264,-1.3957,0.6655,-0.1509,32764.998,22.51,-19.52,-21.56,245.65,-33.54,-35.87,2,44.717,19.300056,2.5,,,,,,,,
9.9219,6.3215,16.6551,4.1466,4.4771,7.6767,2.1713,1.1308,1.981,0.2948,0.2522,0.2956,13272,24.04,-20.78,-21.79,244.51,-27.16,-28.38,2,56.793,19.300056,2.5,,,,,,,,
3.7955,3.5949,0.5695,6.587,6.9134,2.2332,-6.1619,-2.8037,-5.4919,0.4055,-0.8064,2.0518,2918,19.96,-30.53,-13.76,225.41,-44.8,-41.39,2,62.132,19.300056,2.5,,,,,,,,
3.6921,5.0882,2.2664,6.2526,5.8923,4.7282,-0.6978,-0.3653,-1.5609,0.3367,0.3734,-1.1163,32764.998,17.37,-23.24,-26.21,241.1,-36.93,-52.9,2,66.73,19.300056,2.5,,,,,,,,
4.913,7.2163,6.508,4.7576,6.4485,5.6526,-1.7437,1.2148,1.5626,-0.8798,0.8948,-0.2029,32764.998,25.26,-19.26,-24.94,250.72,-41.11,-40.09,2,54.309,19.300049,2.5,,,,,,,,
2.5524,6.2208,7.3798,4.0569,5.8851,6.714,-1.3021,0.7603,0.3963,0.6236,-0.2187,0.459,32764.998,25.95,-28.91,-13.38,229.68,-36.88,-31.14,2,48.401,19.300049,2.5,,,,,,,,
2.3016,7.0972,6.593,4.1009,6.5372,6.0514,-1.878,1.1287,0.2255,0.736,0.4872,0.5317,4664,23.21,-34.56,-7.32,216.69,-41.81,-34.12,2,47.828,19.300049,2.5,,,,,,,,
4.9546,4.8596,5.8396,5.9725,4.8029,6.1181,-0.2427,-0.187,-0.4229,-1.4886,-0.5933,-0.5671,4940,15.18,-37.68,-11.67,195.75,-33.81,-46.66,2,47.451,19.300049,2.5,,,,,,,,
5.8295,3.8982,7.8508,5.3527,4.7593,6.6984,0.3456,-0.3123,1.8163,-0.7372,-0.4388,-0.904,32764.998,20.18,-30.5,-20.69,227.38,-26.46,-41.15,2,62.123,19.300043,2.5,,,,,,,,
3.2504,4.7363,7.9379,5.1437,4.4585,7.0594,-0.6787,0.5176,0.8236,1.1799,0.7687,1.1123,32764.998,18.55,-35.88,-11.01,213.4,-27.04,-36.08,2,52.985,19.300043,2.5,,,,,,,,
6.1468,4.3014,6.5378,5.8056,5.4217,5.7507,0.3173,-0.762,1.448,-0.0268,-0.9823,0.2378,5973,12.53,-39.07,2.09,193.18,-37.11,-39.95,2,52.192,19.300043,2.5,,,,,,,,
6.686,4.6783,5.5686,5.7748,4.8878,6.2395,0.1178,-5.00E-04,0.6053,0.6945,0.102,0.8293,7562,4.02,-38.48,6.46,178.76,-30.32,-39.94,2,49.681,19.300043,2.5,,,,,,,,
3.7248,7.0091,5.9837,5.0088,5.168,6.6614,-2.0562,1.8586,-0.8237,-0.1179,0.2124,-0.5519,7673,1.79,-38.04,5.72,176.4,-30.15,-39.28,2,52.497,19.300035,2.5,,,,,,,,
3.3606,4.3347,5.9334,3.8813,5.8076,6.8832,-0.2085,-1.3223,-0.6553,0.4011,0.9035,0.6678,7780,-3,-37.01,11.5,166.39,-36.31,-29.42,2,51.765,19.300035,2.5,,,,,,,,
3.6069,6.3135,6.963,4.2671,5.1529,7.1701,0.0876,0.8151,-0.5062,0.5243,0.4141,0.9855,6102,-24.3,-30.07,10.33,132.23,-32.46,-30.61,2,77.199,19.30003,2.5,,,,,,,,
4.9543,3.3612,6.355,4.3181,7.3022,4.9196,1.5154,-2.8539,-1.8816,-1.401,2.7293,-0.1458,3655,-38.68,-4.91,16.65,93.83,-40.8,-38.8,2,69.762,19.30003,2.5,,,,,,,,
4.2347,4.5567,8.6483,4.9573,4.5779,7.1161,-0.2931,0.297,1.743,-1.7077,-0.7319,-1.1166,5992,-31.57,-23.36,14.29,102.7,-31.17,-33.02,2,72.524,19.300022,2.5,,,,,,,,
1.9875,5.9328,9.5174,3.3061,4.7785,7.8998,-1.2477,1.6388,0.4295,-0.1229,0.1932,-0.3006,7156,-16.78,-39.41,10.41,150.9,-27.79,-25.48,2,63.308,19.300022,2.5,,,,,,,,
1.6463,3.9423,7.328,2.7811,5.9711,7.2652,-0.9707,-2.4428,1.019,0.7959,1.5996,1.4873,5033,-40.12,-14.99,10.7,117.02,-35.58,-23.15,2,68.932,19.300016,2.5,,,,,,,,
2.0909,5.8668,4.8534,2.1057,4.9044,8.227,-0.9005,0.8031,0.0661,-0.2418,0.4046,0.7402,4516,-41.25,16.95,-15,53.06,-30.01,-14.36,2,53.892,19.300016,2.5,,,,,,,,
4.0303,2.167,7.1175,4.1566,4.5619,7.6212,1.7013,-2.5299,-0.9169,-0.1717,-0.3858,-0.8499,5015,-41.46,20.24,-7.43,47.71,-27.72,-28.61,2,49.243,19.300013,2.5,,,,,,,,
3.1162,4.9824,7.7948,4.3948,4.2167,7.686,-0.488,0.7275,-0.4775,-0.5151,-0.0808,-0.8134,4867,-46.75,8.21,1.72,68.45,-25.47,-29.76,2,62.615,19.300013,2.5,,,,,,,,
2.804,4.428,5.2105,2.9223,5.742,7.3932,2.2466,-2.3383,2.2655,0.8564,-0.4878,-0.6416,4080,-46.64,-1.75,-6.06,74.18,-35.84,-21.57,2,60.682,19.300009,2.5,,,,,,,,
3.0468,5.9004,7.9404,3.7175,5.176,7.4539,-0.6069,0.7837,0.5405,-0.1802,-0.2798,-0.151,4285,-48.32,-6.3,-3.07,80.12,-32.13,-25.45,2,49.445,19.300009,2.5,,,,,,,,
3.2503,6.6339,8.3104,3.1604,5.6815,7.3418,-0.2763,0.839,1.7298,0.4205,0.2078,0.2694,4738,-46.05,-6.99,-10.43,70.02,-36.65,-28.91,2,48.301,19.300003,2.5,,,,,,,,
3.3096,5.6395,9.2306,0.4024,5.2263,8.2882,2.1158,0.2995,-1.0754,-0.8015,-0.1031,0.6891,5756,-28.06,1.95,-32.52,53,-41.53,-9.45,2,69.089,19.300003,2.5,,,,,,,,
-0.6294,5.6546,11.1115,1.7201,5.6072,7.8594,-2.3696,0.9491,1.6675,0.4415,-0.1034,0.9019,6327,-32.01,4.02,-31.24,41.19,-36.68,-15.11,2,65.268,19.300003,2.5,,,,,,,,
8.9969,5.9002,10.7596,3.5278,4.9086,7.7221,1.4944,-0.1297,-0.2437,0.3777,-0.2425,0.6446,6648,-26.92,19.71,-26.5,24.86,-29.99,-21,2,51.534,19.300003,2.5,,,,,,,,
6.1523,3.6856,10.3477,4.829,3.8744,7.6053,-0.0658,-1.1469,-0.6963,-1.2354,-0.2175,-0.0529,4492,-41.1,18.47,-6.16,49.08,-23.27,-32.41,2,51.485,19.300009,2.5,,,,,,,,
-0.0165,1.2334,1.7119,7.1387,5.7799,3.4354,-4.467,-3.9318,-1.0119,-0.233,1.2082,0.9656,3221,-44.26,16.06,-11.09,6.18,-42.79,-70.15,2,52.756,19.300009,2.5,,,,,,,,
1.7689,3.2125,5.2174,5.6567,4.2166,6.8112,-2.9979,-0.1151,-4.0025,-0.0535,-1.9691,-1.1304,5230,-22.53,22.52,-38.24,350.57,-25.47,-39.71,2,53.159,19.300013,2.5,,,,,,,,
-0.1229,6.6733,8.4653,2.9986,6.3837,6.8138,-1.7855,1.3498,3.0228,1.018,0.3546,1.4096,2708,-38.82,-0.53,-40.96,29.51,-40.61,-23.75,2,64.388,19.300013,2.5,,,,,,,,
6.5476,6.1981,6.7819,4.7961,5.9352,6.1596,-0.4354,0.2999,3.0843,0.3875,0.4126,0.7453,4224,-20.15,3.67,-44.74,341.78,-40.62,-37.19,2,52.757,19.300016,2.5,,,,,,,,
2.3143,3.9924,6.9815,5.0001,5.7062,6.2136,-2.4557,-1.6275,0.7722,-1.0792,-1.1304,-0.6702,4161,-29.37,2.12,-32.52,3.48,-39.41,-38.97,2,47.758,19.300016,2.5,,,,,,,,
5.2439,3.9582,9.3912,4.9751,5.1813,6.6763,-0.1622,-1.1036,3.3341,2.0055,0.5477,1.1824,4305,-34.72,5.68,-29.21,31.38,-25.7,-32.56,2,51.73,19.300016,2.5,,,,,,,,
2.9471,6.1893,6.5591,2.7569,6.5922,6.7166,0.109,-0.2689,-0.1295,0.4349,1.2259,0.8834,5033,-14.98,5.01,-35.7,357.27,-42.07,-24.71,2,45.177,19.300016,2.5,,,,,,,,
2.5282,5.7249,7.9716,3.7126,7.2298,5.4879,-1.2323,-1.2632,2.4835,-0.1813,1.2596,0.1711,5646,-11.37,3.71,-36.4,332.18,-47.64,-40.31,2,66.899,19.300016,2.5,,,,,,,,
5.2721,6.0287,4.4297,3.5582,6.9202,5.9682,1.0819,-1.0184,0.4484,0.5455,0.7377,0.654,5473,11.64,0.56,-37,302.52,-45.39,-31.26,2,69.56,19.300016,2.5,,,,,,,,
3.9036,6.3497,7.4425,4.5429,6.5287,5.7365,-0.8389,-0.0533,2.1122,0.235,-0.3169,0.2172,5732,17.78,-3.14,-36.16,288.2,-42.18,-35.17,2,68.668,19.300016,2.5,,,,,,,,
3.7295,6.1302,6.3854,3.9351,6.6478,6.0408,0.301,-0.5564,1.4649,0.3347,0.5064,0.7713,6409,24.85,-6.9,-30.08,274.51,-42.1,-32.12,2,60.456,19.300016,2.5,,,,,,,,
5.8787,5.0613,5.4833,4.5851,6.361,5.8894,0.9633,-0.4666,1.1805,0.2701,0.3207,0.4187,6172,25.91,-18.57,-20.3,246.03,-40.44,-37.9,2,53.334,19.300016,2.5,,,,,,,,
5.4091,5.6158,6.0766,5.0423,5.5816,6.2922,0.4266,0.3692,-0.4315,-0.7183,0.0564,0.0259,5086,25.99,-17.23,-19.39,242.97,-38.54,-40.6,2,51.881,19.300016,2.5,,,,,,,,
4.4807,4.1933,8.7581,4.7814,5.0831,6.8899,0.3246,0.7571,1.0853,-0.2695,0.0361,0.1169,6017,25.29,-13,-23.73,256.18,-32.41,-36,2,50.587,19.300024,2.5,,,,,,,,
5.0724,4.2783,7.6528,4.7997,3.8396,7.6414,0.1792,0.568,0.2391,-0.2532,-0.0365,0.7145,8884,24.02,-17.7,-17.36,245.88,-28.26,-31.48,2,42.97,19.300024,2.5,,,,,,,,
7.8059,0.7788,9.624,5.6373,3.4607,7.2398,0.5577,-1.1352,2.7867,0.1309,-0.2253,0.3661,9635,16.45,-23.67,-17.14,227.43,-20.66,-37.91,2,42.434,19.300028,2.5,,,,,,,,
7.008,4.2316,5.4191,5.8456,4.139,6.6984,0.5094,-0.1405,-0.381,0.0669,-0.4617,0.2473,7458,13.93,-27.05,-12.65,218.24,-24.96,-41.11,2,46.498,19.300028,2.5,,,,,,,,
7.2836,4.0545,8.8313,5.355,3.5702,7.3992,1.3694,0.7084,1.4322,-0.2972,-0.5451,0.2264,8447,16.11,-23.24,-17.16,229.15,-21.35,-35.89,2,52.829,19.300028,2.5,,,,,,,,
5.3107,5.4936,5.343,5.7364,5.1315,6.0771,-0.5937,-0.2954,-0.5157,0.8683,0.4415,0.1754,5521,12.76,-30.16,-10.04,211.8,-31.4,-42.55,2,41.034,19.300028,2.5,,,,,,,,
