ORIENTATION_X,ORIENTATION_Y,ORIENTATION_Z
-68.2,-4.8,184.4
-68.9,-6.7,185.1
-70.2,-7.4,186.7
-68.8,-10.5,188.6
-68.9,-9.6,192.8
-70.5,-10.8,193.2
-71.1,-9.2,194.4
-73.8,-8.5,192.5
-82.7,-20.3,1.3
-82.3,-26.1,355.1
-79.4,-38.2,340.8
-78.7,-38.1,342.5
-78.3,-46.8,331.5
-75.6,-39.8,338.1
-75.0,-31.6,345.0
-75.0,-29.1,347.8
-73.6,-29.9,348.4
-74.4,-31.9,349.3
-78.6,-26.5,1.5
-78.3,-24.8,3.4
-78.5,-24.7,178.8
-80.1,-23.2,183.7
-80.3,-25.4,181.9
-80.5,-34.0,172.1
-80.2,-38.0,164.1
-78.4,-33.2,166.6
-78.3,-30.5,171.3
-78.9,-25.0,176.7
-78.5,-24.6,175.9
-79.5,-25.6,178.1
-78.9,-22.7,184.0
-76.4,-24.1,185.5
-65.7,-12.0,3.4
-65.9,-11.4,7.4
-69.2,-10.1,11.0
-70.9,-10.2,10.8
-72.9,-11.2,8.5
-72.9,-13.8,3.2
-71.5,-12.3,1.2
-72.3,-11.4,2.2
-73.6,-9.5,4.0
-73.6,-7.6,3.3
-73.2,-7.5,8.4
-73.1,-9.6,7.1
-73.2,-9.4,14.0
-73.4,-8.4,18.1
-74.6,-10.8,17.3
-73.0,-11.8,181.5
-73.9,-12.2,178.6
-75.0,-11.9,178.5
-75.6,-14.1,174.7
-76.2,-17.6,172.2
-76.1,-14.7,172.3
-76.5,-8.6,178.9
-76.6,-8.8,180.2
-77.2,-10.9,177.3
-78.3,-14.1,176.0
-78.4,-15.6,178.7
-77.8,-16.3,178.7
-77.4,-15.7,182.8
-76.6,-15.7,184.4
-75.6,-16.0,184.8
-72.8,-9.9,6.1
-74.4,-11.3,4.4
-74.9,-10.4,5.4
-75.9,-13.1,2.7
-75.4,-17.3,358.0
-72.8,-18.1,357.0
-72.9,-15.4,359.7
-73.8,-13.6,1.7
-74.0,-14.3,2.6
-74.4,-17.0,1.1
-75.5,-18.5,4.1
-75.2,-19.7,4.2
-75.7,-19.2,11.0
-75.3,-16.4,14.3
-78.3,-18.7,13.6
-79.3,-18.7,12.2
-81.6,-13.7,12.5
-70.8,-15.9,177.4
-71.2,-15.9,177.0
-72.2,-17.8,176.1
-73.1,-19.8,173.7
-73.7,-22.2,169.6
-74.8,-25.4,168.5
-74.3,-25.5,166.7
-73.0,-22.3,166.0
-73.2,-20.2,167.2
-74.6,-21.1,169.9
-75.2,-22.9,170.3
-75.6,-23.7,171.8
-74.9,-23.1,174.8
-74.2,-23.5,178.1
-73.4,-24.7,178.9
-72.6,-23.7,181.1
-78.5,-12.9,5.1
-79.5,-12.2,5.3
-79.6,-7.6,8.8
-79.7,-7.6,7.2
-78.8,-10.0,4.6
-77.8,-7.5,5.3
-76.4,-3.7,9.3
-76.1,-2.7,12.9
-75.7,-0.9,14.0
-74.4,-2.8,15.1
-73.7,-5.4,13.8
-73.3,-7.8,12.7
-75.8,-8.7,183.1
-75.4,-9.5,182.4
-76.0,-13.4,175.5
-76.1,-15.9,169.6
-76.2,-14.8,170.4
-77.5,-13.0,169.6
-78.6,-14.0,168.6
-78.9,-16.8,166.3
-78.7,-18.8,166.4
-75.6,-17.6,172.3
-74.5,-19.0,172.8
-72.8,-21.8,171.7
-75.1,-20.6,355.4
-76.7,-24.2,352.9
-76.6,-23.3,352.8
-75.8,-18.7,358.0
-76.3,-19.7,356.8
-74.9,-19.2,355.3
-75.5,-16.0,359.5
-76.0,-15.5,0.0
-77.2,-17.3,359.2
-77.2,-18.3,3.4
-76.8,-19.6,2.8
-77.5,-21.6,5.5
-78.5,-23.4,4.9
-75.6,-18.5,177.6
-76.3,-18.1,177.3
-77.3,-18.9,174.8
-78.0,-21.7,170.2
-77.6,-19.9,172.2
-76.7,-19.4,170.5
-76.0,-23.8,167.2
-75.9,-20.6,167.9
-77.3,-14.9,169.8
-78.2,-9.7,175.7
-78.1,-11.2,174.5
-78.0,-15.1,173.4
-78.3,-20.7,172.4
-76.4,-21.2,177.9
-72.9,-24.8,182.9
-79.3,-7.6,2.6
-81.5,-9.5,0.4
-80.4,-16.0,351.6
-79.8,-16.3,349.9
-82.1,-23.2,346.1
-81.4,-22.8,346.6
-80.5,-16.9,355.1
-80.0,-10.5,2.2
-80.1,-9.5,4.5
-81.4,-10.4,8.7
-81.9,-5.2,15.2
-79.4,-18.1,175.3
-79.5,-18.0,175.4
-80.2,-16.5,174.2
-79.5,-13.8,174.6
-79.4,-11.9,174.2
-78.2,-12.3,172.1
-77.0,-10.2,172.0
-76.8,-9.8,174.1
-76.3,-9.1,173.0
-75.7,-12.0,172.6
-75.4,-14.6,172.5
-75.2,-17.3,179.7
-81.9,-29.1,347.4
-82.3,-31.1,347.4
-81.1,-35.2,338.9
-80.0,-34.0,340.1
-78.9,-19.5,354.2
-79.1,-15.1,357.1
-79.1,-12.9,357.9
-78.3,-15.8,356.0
-79.2,-19.5,353.6
-81.7,-22.4,356.3
-80.1,-20.3,1.0
-79.3,-18.1,7.9
-78.4,-20.1,11.5
-77.1,-27.7,6.3
-78.7,-34.7,357.2
-79.4,-16.3,180.5
-79.7,-15.9,180.3
-81.4,-15.4,179.7
-79.7,-17.9,174.1
-78.4,-19.6,173.3
-79.2,-15.0,178.7
-80.1,-11.0,182.1
-80.0,-11.1,183.8
-78.5,-13.2,186.6
-77.8,-12.6,188.8
-78.6,-6.3,199.9
-77.3,-9.1,199.1
-75.0,-14.4,194.9
-74.7,-13.8,195.5
-75.5,-14.2,4.8
-75.7,-14.8,2.0
-74.3,-13.3,5.9
-73.3,-10.2,7.5
-73.3,-10.2,7.4
-72.8,-8.1,12.2
-72.5,-6.5,13.4
-72.1,-6.6,16.5
-72.6,-6.8,16.2
-74.6,-5.8,20.6
-75.3,-2.9,25.3
-70.3,-9.2,189.6
-70.7,-7.9,189.9
-70.7,-8.6,185.8
-72.1,-8.8,185.3
-73.3,-10.6,179.8
-73.7,-8.9,178.9
-73.6,-4.7,182.0
-73.9,-3.3,181.2
-74.4,-4.9,184.0
-76.1,-7.6,183.6
-76.6,-7.6,185.1
-76.6,-7.4,188.7
-79.0,-5.3,9.8
-79.3,-8.2,7.0
-77.0,-9.9,4.7
-76.7,-8.5,5.8
-76.9,-7.8,6.7
-77.3,-10.3,7.5
-78.6,-13.4,6.1
-79.3,-14.1,6.3
-77.5,-11.5,16.8
-78.0,-10.6,19.9
-78.9,-8.4,22.9
-79.1,-12.2,182.5
-79.2,-13.0,181.3
-77.3,-11.9,183.1
-76.5,-7.8,187.1
-76.4,-11.7,178.3
-75.0,-10.5,177.7
-75.9,-4.0,184.3
-76.3,-3.1,184.7
-76.7,-5.0,181.7
-76.8,-5.3,185.1
-74.9,-10.8,185.1
-74.9,-13.2,184.5
-74.1,-13.8,188.6
-79.2,-17.4,3.3
-81.1,-17.1,2.6
-81.8,-18.1,3.1
-83.5,-14.6,5.2
-83.2,-18.8,357.4
-82.5,-20.1,356.0
-82.6,-16.4,360.0
-82.8,-17.6,358.7
-83.1,-24.2,351.6
-83.2,-26.9,350.3
-83.1,-25.2,354.8
-83.1,-17.2,7.1
-82.9,-13.8,13.0
-81.7,-16.2,11.9
-81.7,-16.8,11.9
-82.4,-40.4,157.8
-82.4,-40.0,158.1
-82.6,-40.1,154.3
-79.9,-33.0,159.6
-79.4,-26.7,165.1
-79.9,-19.9,170.6
-80.0,-22.4,168.5
-80.5,-26.4,165.4
-80.1,-24.3,169.1
-79.5,-27.6,170.6
-78.8,-26.6,171.6
-77.3,-25.5,178.4
-76.4,-25.9,178.1
-76.3,-26.3,176.9
-79.2,-25.2,354.1
-79.5,-25.5,352.7
-78.9,-27.1,350.8
-80.4,-33.9,345.0
-79.1,-37.6,339.1
-77.2,-30.7,346.0
-77.7,-29.4,348.1
-78.4,-27.5,349.9
-78.5,-29.0,350.4
-78.8,-30.1,350.2
-78.8,-30.6,353.3
-77.4,-23.8,2.4
-78.4,-19.3,9.4
-78.1,-21.0,9.0
-80.5,-20.9,7.6
-83.3,-27.6,358.8
-81.0,-34.5,342.9
-73.1,-12.8,180.8
-73.1,-12.8,180.8
-73.1,-11.8,182.0
-74.3,-12.4,178.5
-73.5,-12.3,178.9
-72.2,-11.7,177.3
-72.7,-8.2,179.7
-73.2,-8.4,181.3
-75.0,-12.8,179.6
-74.8,-13.8,182.9
-74.4,-16.0,183.6
-73.5,-17.5,185.8
-72.4,-16.4,189.6
-71.8,-15.0,189.9
-80.7,-27.7,357.9
-81.5,-29.2,356.3
-83.3,-19.9,3.3
-83.4,-23.5,357.8
-80.7,-17.8,2.8
-80.6,-12.8,5.1
-80.0,-11.8,7.3
-80.0,-14.2,5.3
-79.5,-18.7,4.9
-79.0,-19.4,5.7
-78.6,-18.1,8.7
-75.9,-16.5,13.4
-75.8,-17.1,15.7
-75.5,-12.6,23.2
-76.4,-8.6,27.5
-76.2,-14.4,183.0
-76.9,-15.1,178.3
-77.1,-16.0,179.4
-77.9,-17.3,176.5
-77.9,-16.6,177.5
-80.2,-22.3,169.0
-80.0,-24.4,166.8
-77.6,-24.7,163.6
-76.3,-20.0,170.0
-75.9,-17.6,172.0
-75.6,-17.1,172.7
-74.4,-16.5,179.1
-74.1,-14.4,181.1
-71.4,-14.7,187.3
-71.9,-16.1,188.1
-77.4,-13.4,5.7
-77.9,-15.1,5.9
-78.2,-12.7,8.7
-77.4,-20.7,359.1
-76.5,-20.8,358.5
-75.5,-13.6,3.9
-75.7,-11.1,5.1
-76.1,-12.3,3.6
-76.2,-13.1,7.6
-76.1,-7.2,15.8
-76.9,-3.6,21.4
-77.3,1.4,29.6
-76.1,-4.1,25.9
-79.8,-4.4,30.0
-82.2,6.5,39.6
-77.3,-13.6,186.2
-77.8,-15.3,183.1
-77.1,-13.6,180.3
-77.1,-11.0,184.2
-77.7,-3.3,190.4
-76.9,-8.8,184.1
-77.5,-11.6,181.9
-78.8,-16.9,179.5
-79.2,-16.4,183.4
-78.1,-19.0,185.3
-77.9,-19.3,187.5
-76.8,-18.5,188.8
-74.3,-22.5,186.3
-80.5,-20.2,2.4
-80.6,-18.6,2.6
-81.6,-23.3,357.4
-81.7,-22.3,354.7
-79.8,-23.4,354.5
-79.3,-18.5,0.4
-79.3,-18.1,2.6
-79.2,-19.0,360.0
-79.8,-18.1,358.5
-79.8,-15.0,3.3
-78.5,-16.4,7.9
-77.9,-18.0,9.6
-77.1,-22.0,176.6
-78.0,-21.8,176.2
-78.8,-19.4,178.1
-79.1,-22.9,172.8
-77.1,-22.5,170.2
-75.1,-20.8,171.4
-75.6,-17.8,176.3
-75.8,-18.4,173.5
-77.2,-21.4,174.7
-77.1,-21.2,174.8
-76.8,-21.1,180.2
-76.5,-21.1,182.6
-75.2,-20.2,186.5
-75.4,-20.9,185.2
-75.5,-19.4,184.7
-76.1,-18.2,183.1
-80.9,-35.3,348.1
-80.2,-28.2,353.5
-80.3,-29.8,351.8
-78.0,-25.8,353.9
-78.0,-22.0,359.8
-78.2,-19.6,2.4
-78.7,-21.4,2.7
-78.8,-24.9,359.7
-78.5,-30.6,358.5
-78.6,-31.5,359.6
-80.4,-25.2,9.3
-79.0,-22.6,13.6
-76.5,-28.8,8.1
-75.9,-15.1,181.4
-75.7,-14.4,182.4
-77.2,-19.5,178.0
-76.6,-22.1,171.9
-75.3,-20.1,172.3
-75.5,-17.2,172.7
-75.9,-12.1,176.8
-76.5,-14.1,176.8
-77.0,-16.6,174.4
-76.3,-19.4,176.3
-76.6,-19.1,178.3
-77.1,-17.5,183.7
-76.1,-18.1,183.2
-76.1,-20.3,183.9
-76.5,-18.6,186.2
-68.8,-14.1,8.0
-70.1,-14.5,7.4
-71.8,-13.2,7.9
-72.6,-13.9,7.0
-73.9,-16.4,4.6
-71.9,-17.0,1.7
-72.0,-14.9,4.2
-72.2,-11.9,5.4
-73.4,-12.0,6.8
-73.8,-12.2,7.7
-74.2,-10.3,11.8
-74.2,-9.6,17.0
-74.7,-7.8,22.8
-75.0,-0.2,32.9
-72.7,-11.5,183.6
-72.9,-11.8,183.3
-71.0,-11.3,183.6
-70.7,-10.3,184.3
-68.5,-10.8,180.3
-69.1,-7.2,180.8
-69.6,-6.6,181.3
-70.1,-7.4,180.8
-71.8,-7.2,186.1
-72.5,-6.1,186.5
-72.4,-6.3,188.6
-71.2,-8.9,190.7
-71.0,-10.3,189.7
-69.4,-14.6,187.1
-69.8,-13.8,187.1
-77.4,-11.9,5.8
-77.4,-12.1,5.5
-76.1,-12.5,3.5
-75.2,-11.7,4.5
-74.6,-9.9,6.0
-73.7,-6.3,8.6
-73.8,-5.1,10.0
-72.9,-7.4,9.0
-73.3,-8.5,9.3
-73.4,-12.1,8.3
-73.7,-13.0,11.1
-72.6,-11.3,16.1
-72.3,-10.6,16.9
-73.1,-10.1,19.0
-72.9,-13.0,15.0
-73.7,-12.7,17.3
-70.1,-6.1,193.4
-70.6,-6.0,191.7
-70.5,-3.1,191.9
-70.8,-4.6,191.8
-68.0,-10.0,183.0
-67.9,-7.9,182.4
-68.3,-4.3,184.7
-68.4,-5.2,186.0
-69.2,-6.7,185.1
-67.8,-7.7,184.4
-74.8,-8.4,14.7
-74.0,-9.2,14.0
-73.6,-10.1,12.0
-73.2,-10.7,9.0
-72.4,-7.5,14.6
-73.2,-4.9,14.2
-73.9,-6.2,15.1
-74.3,-6.9,14.2
-75.2,-7.7,16.2
-74.1,-9.8,16.0
-73.0,-10.0,23.2
-73.1,-9.6,24.7
-73.4,-10.6,24.6
-73.1,-14.7,21.5
-73.9,-15.0,17.5
-74.7,-8.6,195.0
-75.3,-8.8,193.4
-75.9,-9.5,187.8
-74.8,-12.2,184.4
-73.3,-10.0,182.4
-73.2,-6.8,184.7
-73.2,-5.2,187.6
-73.7,-6.2,186.9
-74.3,-7.0,186.5
-74.3,-8.1,189.3
-72.2,-8.2,191.1
-72.2,-8.2,191.1
-70.6,-10.4,194.1
-72.0,-9.1,194.8
-72.0,-9.5,190.4
-71.8,-10.6,187.2
-74.6,-18.9,1.1
-74.9,-19.2,2.4
-75.1,-14.3,6.4
-75.9,-13.4,5.2
-74.4,-15.4,2.9
-72.8,-14.3,4.7
-72.8,-13.6,3.4
-73.3,-11.5,5.9
-73.7,-11.4,6.0
-74.0,-12.3,9.7
-73.6,-12.8,11.5
-72.9,-13.1,14.8
-77.7,2.1,199.9
-77.0,9.8,207.0
-77.3,14.4,210.4
-76.7,5.7,197.9
-75.6,3.5,193.8
-75.5,7.5,196.9
-75.7,8.5,198.1
-76.3,6.3,195.8
-78.4,-3.3,192.3
-78.7,-7.5,188.9
-79.3,-12.2,189.3
-78.5,-10.9,192.6
-77.4,-7.4,199.4
-76.5,-6.8,200.3
-75.6,-9.7,196.2
-74.6,-10.3,193.0
-74.9,-7.3,193.6
-75.2,-3.7,188.3
-75.0,-3.8,184.9
-75.0,-4.4,174.9
-80.4,-7.7,12.3
-80.6,-8.0,10.4
-81.0,-6.2,12.3
-81.3,-10.1,6.3
-80.6,-10.1,6.0
-79.3,-4.2,13.1
-78.7,-3.8,11.8
-77.9,-7.9,10.7
-77.5,-10.3,9.1
-76.5,-8.2,14.5
-75.7,-9.1,18.2
-75.9,-7.9,19.3
-73.9,-10.9,17.8
-77.6,-25.6,175.6
-78.2,-25.5,174.9
-79.8,-28.4,172.4
-79.9,-29.1,169.3
-78.7,-33.7,161.7
-77.4,-31.3,164.0
-77.6,-27.9,166.7
-78.0,-27.4,167.6
-78.2,-26.9,169.6
-80.8,-29.4,168.3
-80.8,-38.8,166.3
-80.2,-38.3,166.8
-78.6,-35.6,172.7
-78.0,-33.9,176.6
-77.3,-32.2,177.1
-78.4,-27.1,183.7
-76.2,-10.4,5.4
-77.0,-11.9,4.1
-76.7,-10.6,3.5
-76.2,-3.5,11.6
-75.9,-6.6,8.1
-75.2,-7.8,6.7
-74.2,-7.1,7.2
-73.3,-10.1,5.4
-74.4,-10.9,4.0
-75.4,-9.2,8.5
-74.8,-6.8,15.2
-75.4,-3.1,21.0
-75.3,-2.9,25.9
-75.3,-2.2,29.4
-79.3,-11.2,184.7
-78.9,-10.9,184.9
-77.5,-8.5,184.8
-76.8,-13.0,179.1
-75.9,-10.8,180.7
-75.1,-6.6,180.4
-74.8,-6.9,182.2
-75.4,-8.6,184.6
-75.7,-10.2,181.6
-75.6,-9.5,186.2
-75.7,-8.8,190.8
-76.6,-7.6,195.8
-75.6,-10.4,196.5
-75.3,-12.7,193.1
-75.3,-10.5,195.4
-76.1,-9.2,193.5
-75.9,-12.2,183.6
-75.6,-14.7,180.0
-74.3,-13.5,6.7
-74.9,-13.4,6.9
-74.3,-11.6,6.3
-74.0,-7.8,8.0
-74.3,-9.1,7.5
-73.6,-16.8,359.7
-73.4,-17.4,0.7
-73.7,-15.3,2.4
-73.9,-13.4,5.8
-74.3,-16.0,2.8
-74.9,-19.3,3.8
-75.0,-17.9,5.4
-75.4,-15.1,13.7
-75.6,-13.3,14.9
-77.0,-11.7,17.4
-78.0,-9.5,19.7
-78.1,-6.6,15.6
-78.4,-6.3,10.9
-76.6,-10.8,359.1
-79.5,-13.2,180.6
-80.1,-15.5,176.5
-77.8,-19.7,171.9
-74.3,-18.6,172.1
-73.8,-16.1,174.4
-74.8,-14.3,177.1
-75.5,-15.4,176.2
-76.1,-14.4,178.8
-76.2,-13.5,181.3
-76.1,-12.5,187.5
-77.0,-11.3,188.6
-75.5,-14.1,185.6
-75.0,-13.2,187.5
-74.2,-9.7,189.9
-74.6,-9.7,190.0
-74.4,-12.1,185.9
-73.2,-15.0,178.4
-74.5,-4.9,15.1
-75.2,-8.4,11.6
-75.2,-8.2,11.8
-75.8,-6.1,14.1
-75.3,-11.5,8.6
-73.4,-9.7,8.0
-71.5,-7.8,8.6
-71.7,-7.9,10.1
-72.7,-9.1,10.3
-73.3,-10.1,10.6
-74.4,-7.8,16.9
-74.3,-7.3,18.9
-74.0,-7.8,22.1
-73.4,-11.8,19.6
-73.1,-14.1,19.3
-74.1,-16.5,16.3
-77.5,-19.8,13.3
-72.1,-14.8,183.7
-72.1,-14.6,181.4
-72.0,-16.4,180.2
-71.7,-14.2,179.9
-71.2,-8.0,183.6
-71.4,-5.8,187.4
-72.0,-3.7,188.4
-73.9,-4.0,188.3
-74.6,-3.0,194.5
-75.6,-2.2,195.3
-74.5,-6.6,194.0
-74.1,-8.9,194.1
-72.9,-8.7,193.9
-72.1,-10.4,193.2
-72.9,-7.4,193.7
-73.2,-5.7,195.1
-71.9,-10.7,4.7
-71.5,-8.6,9.4
-71.8,-10.7,7.0
-71.0,-8.5,9.7
-70.0,-5.5,11.7
-70.0,-3.1,14.4
-70.6,-5.0,12.5
-71.7,-7.5,10.7
-72.3,-7.8,11.8
-73.1,-9.0,11.9
-73.0,-9.4,16.8
-73.5,-6.6,21.3
-74.3,-2.8,21.9
-74.7,-5.8,17.8
-75.3,-5.1,15.6
-75.2,-6.7,6.7
-75.9,-9.9,183.6
-76.8,-10.0,185.4
-77.6,-10.2,183.1
-77.8,-7.4,185.7
-77.5,-14.2,178.5
-74.9,-11.8,180.0
-75.2,-7.7,183.5
-75.7,-6.5,184.4
-76.6,-8.9,184.4
-76.6,-10.9,182.8
-76.4,-11.1,184.5
-76.4,-9.9,187.2
-75.8,-10.8,190.5
-74.5,-9.9,192.6
-74.3,-11.7,190.3
-74.3,-11.7,191.9
-75.2,-13.8,184.0
-72.7,-18.3,176.1
-75.6,-9.6,8.5
-75.4,-11.0,6.8
-73.3,-9.3,6.9
-73.6,-8.0,6.7
-73.8,-6.2,8.6
-74.3,-7.7,6.8
-74.7,-12.0,5.1
-74.9,-11.3,7.5
-73.8,-12.6,7.7
-72.4,-16.8,8.4
-72.1,-15.9,9.4
-69.0,-19.2,3.5
-70.2,-6.6,183.4
-70.8,-7.5,182.9
-71.1,-7.1,185.3
-71.2,-6.5,183.8
-70.4,-5.1,186.3
-70.9,-3.0,189.6
-70.1,-4.4,186.6
-68.1,-3.8,185.2
-67.0,-5.1,182.6
-66.4,-3.8,185.1
-66.8,-3.9,187.3
-68.0,-5.1,188.6
-68.3,-3.6,190.9
-70.0,-0.4,199.2
-70.9,-0.7,203.6
-70.1,0.3,205.0
-69.8,0.6,207.5
-71.1,2.9,210.8
-73.6,-3.6,12.8
-73.8,-4.1,10.6
-73.3,-4.2,11.1
-72.9,-6.1,8.8
-70.6,-4.7,6.8
-70.3,-4.1,9.2
-69.8,-3.7,9.4
-70.1,-4.7,10.1
-70.3,-5.4,10.5
-70.8,-5.6,10.2
-70.2,-3.9,13.6
-71.1,-3.2,15.9
-72.2,-0.2,16.1
-69.5,-4.9,13.2
-70.0,-5.8,11.6
-71.1,-8.9,5.1
-75.4,-8.1,187.6
-75.6,-6.2,189.1
-76.5,-4.7,188.0
-76.6,-8.2,181.3
-75.8,-6.9,182.3
-75.5,-6.4,180.8
-74.9,-5.0,180.1
-74.9,-6.3,181.1
-75.9,-8.4,179.5
-75.8,-9.2,180.5
-75.2,-9.0,188.3
-75.4,-8.8,188.5
-74.5,-10.6,190.4
-74.0,-10.7,191.0
-76.2,-5.6,194.1
-75.7,-16.8,5.7
-76.0,-16.8,5.1
-76.9,-16.0,4.5
-77.1,-20.2,0.2
-76.5,-17.4,1.8
-74.9,-16.0,2.8
-74.7,-16.4,2.3
-75.2,-17.8,3.0
-76.5,-18.2,5.0
-76.7,-15.8,8.4
-76.4,-13.1,12.9
-75.7,-9.3,20.4
-74.3,-13.8,18.2
-74.0,-14.1,16.9
-74.7,-13.3,16.5
-76.6,-21.2,175.4
-77.5,-21.5,174.6
-78.9,-24.1,168.1
-79.3,-26.2,166.3
-77.4,-26.9,162.2
-77.3,-24.7,162.4
-77.3,-19.2,168.7
-77.2,-19.9,166.1
-77.7,-20.3,165.6
-78.9,-21.8,166.3
-79.0,-22.1,169.4
-78.4,-22.2,172.1
-78.6,-24.2,173.6
-77.6,-20.9,178.7
-77.9,-21.1,0.8
-78.9,-20.9,359.4
-79.0,-21.9,356.7
-76.7,-23.7,352.8
-76.0,-23.1,351.3
-75.8,-21.4,353.3
-76.1,-22.3,351.8
-76.7,-24.4,353.2
-78.4,-21.5,358.2
-79.2,-13.0,7.6
-79.2,-11.4,10.3
-77.5,-8.7,14.9
-76.4,-10.6,13.8
-77.1,-10.4,13.8
-79.2,-5.8,17.4
-69.7,-4.4,192.4
-70.2,-2.9,191.3
-70.6,-7.7,187.8
-68.6,-9.7,183.6
-68.7,-9.5,181.2
-69.5,-8.6,183.5
-69.8,-8.8,183.8
-70.3,-9.4,185.3
-71.6,-9.3,187.3
-71.8,-9.0,191.2
-71.6,-8.7,192.5
-71.3,-9.4,194.5
-70.4,-8.0,195.8
-70.8,-7.3,195.7
-69.6,-7.7,191.8
-67.3,-5.3,11.3
-67.9,-6.1,9.9
-69.3,-8.0,7.9
-70.3,-7.7,8.3
-69.4,-11.5,358.7
-68.1,-11.0,0.7
-68.8,-9.0,1.7
-69.4,-10.0,1.8
-71.5,-11.3,2.4
-73.2,-10.2,3.6
-73.0,-8.5,10.3
-73.0,-9.1,12.6
-72.5,-10.8,13.7
-70.9,-14.0,11.0
-70.2,-11.5,15.9
-73.5,-6.6,9.4
-67.1,-15.5,181.8
-69.5,-15.1,180.3
-70.6,-15.8,181.7
-71.8,-14.5,179.7
-72.9,-13.5,178.1
-71.5,-17.8,173.1
-70.1,-18.1,171.6
-70.2,-16.3,172.8
-71.2,-12.3,177.1
-72.1,-11.7,181.6
-72.9,-15.6,178.0
-72.9,-16.2,179.4
-73.4,-15.9,180.0
-73.2,-15.5,183.9
-70.1,-19.5,184.6
-71.5,-21.2,182.8
-70.9,-24.0,182.6
-69.7,-11.8,7.4
-69.9,-11.4,7.4
-68.8,-12.1,6.5
-69.7,-13.7,2.8
-70.0,-20.6,356.8
-69.2,-20.3,356.7
-69.9,-19.3,356.3
-70.2,-19.2,358.0
-70.1,-20.0,357.1
-71.5,-22.2,357.8
-72.1,-21.5,0.0
-69.3,-24.0,3.0
-71.6,-25.4,4.9
-70.7,-24.2,2.7
-69.4,-22.8,3.7
-72.0,-10.9,187.6
-72.6,-11.1,186.9
-72.6,-8.8,186.8
-73.3,-9.3,186.0
-72.7,-12.1,182.7
-70.6,-9.3,184.9
-71.0,-6.5,185.0
-71.1,-5.7,187.5
-71.3,-7.7,185.7
-71.6,-9.7,186.5
-72.3,-10.7,185.4
-71.9,-14.3,186.9
-72.7,-14.2,193.0
-71.6,-15.5,190.1
-71.7,-17.2,189.9
-72.1,-15.5,189.5
-72.7,-14.4,190.4
-73.2,-14.1,182.6
-72.6,-9.4,11.6
-73.6,-8.6,10.9
-73.2,-6.9,11.2
-72.6,-5.3,15.5
-71.8,-7.9,12.6
-70.1,-7.8,8.8
-70.3,-6.2,12.4
-71.4,-5.2,11.7
-72.2,-6.7,11.5
-74.4,-10.1,11.1
-75.5,-10.6,11.5
-75.4,-9.6,13.3
-75.2,-4.5,22.1
-74.3,-4.7,22.6
-75.4,-7.2,21.9
-77.7,-2.5,24.0
-79.4,2.0,21.5
-74.5,-9.8,186.8
-74.8,-9.9,186.3
-73.5,-10.4,185.7
-74.0,-10.1,183.7
-72.3,-12.3,178.9
-71.5,-11.7,179.4
-72.4,-7.0,182.7
-73.1,-9.5,180.6
-73.5,-11.9,180.7
-74.6,-14.7,182.2
-74.4,-17.4,181.9
-74.2,-19.5,185.1
-74.5,-16.9,190.5
-73.8,-18.9,187.3
-70.2,-22.5,186.0
-70.1,-21.7,186.5
-76.1,-8.2,4.6
-76.7,-7.5,3.7
-77.2,-6.6,4.6
-76.6,-3.7,6.3
-75.0,-6.2,5.3
-74.6,-6.2,1.7
-74.6,-3.2,5.0
-74.5,-3.5,4.6
-74.2,-6.7,2.7
-75.1,-5.7,5.8
-72.1,-12.2,4.6
-73.2,-11.2,10.3
-76.7,-9.5,15.6
-76.6,-9.7,13.3
-71.3,-15.6,9.1
-70.6,-17.0,5.5
-68.0,-14.3,179.9
-68.6,-14.5,178.8
-69.3,-14.6,180.5
-71.0,-11.8,181.5
-70.1,-13.6,178.9
-68.2,-11.0,177.2
-68.7,-8.0,180.6
-69.2,-7.1,179.3
-69.2,-8.7,178.4
-70.7,-9.7,182.9
-70.8,-11.5,185.7
-70.9,-10.7,188.7
-72.0,-11.1,191.6
-70.7,-12.2,193.0
-70.8,-13.9,191.9
-71.6,-13.0,194.5
-72.5,-14.8,186.6
-71.6,-15.0,181.2
-79.0,-9.0,5.3
-79.4,-8.6,4.4
-79.5,-16.7,355.3
-78.5,-19.0,351.0
-75.9,-15.7,354.6
-75.3,-9.0,0.2
-75.1,-8.8,0.5
-76.4,-14.3,355.9
-76.9,-17.0,354.6
-77.5,-16.8,358.1
-77.3,-16.5,1.7
-79.2,-5.1,12.2
-78.1,-5.8,13.1
-77.1,-8.6,9.0
-78.6,-6.5,5.3
-79.5,-3.9,0.3
-81.7,-14.8,184.3
-81.7,-12.2,184.8
-81.3,-13.7,184.0
-82.1,-17.0,178.8
-78.2,-13.6,178.1
-78.4,-11.0,180.2
-78.8,-5.7,186.4
-79.8,-5.2,185.4
-80.1,-9.6,183.2
-79.9,-7.4,187.3
-78.3,-9.7,187.6
-76.5,-10.5,189.7
-75.7,-13.1,191.1
-75.9,-13.7,190.7
-76.4,-16.0,186.6
-75.9,-11.6,4.1
-77.3,-9.7,3.2
-77.4,-10.8,359.9
-76.1,-11.2,359.4
-76.4,-10.8,354.6
-74.7,-9.4,354.4
-74.7,-6.3,356.3
-74.8,-4.4,0.1
-75.3,-4.5,1.7
-76.0,-5.5,0.6
-79.1,-9.6,359.3
-79.9,-11.9,356.8
